TIMESTAMP_START,TIMESTAMP_MID,TIMESTAMP_END,incomingShortwaveRadiation_43m,outgoingShortwaveRadiation_43m,incomingLongwaveRadiation_43m,outgoingLongwaveRadiation_43m,airPressure_43m,airTemperature_2m,airTemperature_43m,relHumidity_2m,relHumidity_43m,VaporPressure_43m,VaporPressureDeficit_43m,Precipitation_43m,belowcanopyPrecipitation_1m,WindVelocity_I_43m,WindVelocity_II_43m,WindDirection_43m,soilTemperature_1_5cm,soilTemperature_2_5cm,soilTemperature_3_5cm,soilTemperature_1_15cm,soilTemperature_2_15cm,soilTemperature_3_15cm,soilTemperature_1_30cm,soilTemperature_2_30cm,soilTemperature_3_30cm,soilMoisture_1_5cm,soilMoisture_2_5cm,soilMoisture_3_5cm,soilMoisture_1_15cm,soilMoisture_2_15cm,soilMoisture_3_15cm,soilMoisture_1_30cm,soilMoisture_2_30cm,soilMoisture_3_30cm
-,-,-,Wm-2,Wm-2,Wm-2,Wm-2,hPa,degC,degC,%,%,hPa,hPa,mm,mm,ms-1,ms-1,deg,degC,degC,degC,degC,degC,degC,degC,degC,degC,%,%,%,%,%,%,%,%,%
2024-04-01 00:00:00,2024-04-01 00:15:00,2024-04-01 00:30:00,-2.2746666666666666,2.146333333333333,291.44388084589355,363.7278808458935,940.0,10.636666666666665,11.723333333333334,86.06666666666668,77.48,10.684157330728304,3.105410726484271,0.0,0.0,2.6813333333333333,2.5556666666666668,116.03262957811496,8.94,9.32,9.373333333333333,8.923333333333334,8.566666666666668,8.74,7.6433333333333335,7.580000000000001,7.6433333333333335,37.29,33.620000000000005,38.623333333333335,37.39333333333333,33.61333333333334,34.73666666666667,15.51,41.593333333333334,42.32666666666666
2024-04-01 00:30:00,2024-04-01 00:45:00,2024-04-01 01:00:00,-2.1566666666666667,2.2129999999999996,297.4554763491672,362.8141430158339,939.6666666666666,10.516666666666666,11.533333333333333,86.7,78.20333333333333,10.649105149566445,2.968095928264564,0.0,0.0,2.172,1.987,97.01413860962728,8.88,9.266666666666666,9.29,8.92,8.57,8.74,7.667666666666666,7.608666666666667,7.6816666666666675,37.25333333333333,33.59,38.59,37.343333333333334,33.59,34.67333333333334,15.5,41.449999999999996,42.09
2024-04-01 01:00:00,2024-04-01 01:15:00,2024-04-01 01:30:00,-1.5926666666666665,1.9766666666666668,308.25253846610485,363.68353846610484,940.0,10.556666666666667,11.566666666666665,86.53333333333335,78.14,10.664002948264315,2.9833005432436384,0.0,0.0,2.3183333333333334,2.144,101.66658270167396,8.83,9.22,9.213333333333333,8.903333333333334,8.58,8.733333333333333,7.697333333333334,7.629333333333334,7.6930000000000005,37.24666666666666,33.583333333333336,38.59,37.33,33.59,34.65,15.506666666666666,41.449999999999996,42.09
2024-04-01 01:30:00,2024-04-01 01:45:00,2024-04-01 02:00:00,-1.5236666666666665,1.6803333333333335,312.3575755042384,364.1055755042384,939.0,10.463333333333333,11.513333333333334,87.03333333333335,78.41666666666667,10.664013925461512,2.935153673426708,0.0,0.0,2.542666666666667,2.3883333333333336,109.26654497648859,8.766666666666666,9.159999999999998,9.136666666666667,8.873333333333333,8.576666666666666,8.726666666666667,7.696000000000001,7.638333333333333,7.696666666666666,37.23333333333333,33.59,38.59,37.29333333333333,33.57,34.64333333333334,15.5,41.43,42.080000000000005
2024-04-01 02:00:00,2024-04-01 02:15:00,2024-04-01 02:30:00,-1.9846666666666666,1.6793333333333331,304.01436113838326,363.3763611383833,939.0,10.48,11.436666666666667,87.23333333333333,78.67333333333333,10.644685446903932,2.8855477285523,0.0,0.0,2.6473333333333335,2.4203333333333332,79.7615685180265,8.713333333333333,9.106666666666666,9.076666666666666,8.856666666666667,8.573333333333332,8.706666666666667,7.708000000000001,7.6626666666666665,7.716999999999999,37.21333333333334,33.59,38.580000000000005,37.3,33.54666666666667,34.620000000000005,15.5,41.44,42.050000000000004
2024-04-01 02:30:00,2024-04-01 02:45:00,2024-04-01 03:00:00,-1.4353333333333333,1.2723333333333333,320.50736744398233,362.92603411064897,939.0,10.396666666666667,11.036666666666667,87.83333333333333,80.53333333333335,10.610688253473205,2.564835240077956,0.0,0.0,2.49,2.253,78.6329209358177,8.653333333333334,9.056666666666667,9.013333333333334,8.826666666666666,8.57,8.693333333333333,7.730666666666667,7.678333333333334,7.726333333333334,37.24,33.59,38.57333333333333,37.36,33.55,34.61666666666667,15.5,41.38999999999999,42.07
2024-04-01 03:00:00,2024-04-01 03:15:00,2024-04-01 03:30:00,-0.7643333333333332,0.9213333333333334,339.46894393246697,363.758943932467,938.3333333333334,10.229999999999999,10.903333333333334,88.66666666666667,80.86666666666667,10.560470116234583,2.498643795020053,0.0,0.0,1.9743333333333333,1.7736666666666665,93.25267374983633,8.616666666666667,9.016666666666666,8.963333333333333,8.806666666666667,8.556666666666667,8.67,7.730999999999999,7.690666666666668,7.739999999999999,37.24,33.620000000000005,38.61666666666667,37.34333333333333,33.56333333333333,34.67,15.51,41.53666666666667,42.306666666666665
2024-04-01 03:30:00,2024-04-01 03:45:00,2024-04-01 04:00:00,-1.022,1.4233333333333331,330.89621141302445,364.3635447463578,938.0,10.336666666666666,11.166666666666666,87.96666666666665,79.67999999999999,10.589391067000024,2.700507360459847,0.0,0.0,2.203,2.0260000000000002,104.82667196651552,8.566666666666666,8.979999999999999,8.906666666666666,8.766666666666666,8.54,8.636666666666668,7.743666666666666,7.695666666666668,7.754333333333332,37.21,33.59,38.60666666666667,37.29333333333333,33.55,34.65,15.5,41.50666666666667,42.22666666666667
2024-04-01 04:00:00,2024-04-01 04:15:00,2024-04-01 04:30:00,-1.6636666666666666,0.8940000000000001,321.03172341565863,361.668056748992,937.0,9.956666666666665,10.706666666666669,89.13333333333333,80.87666666666667,10.424239780459246,2.4648173606105868,0.0,0.0,2.6366666666666667,2.4213333333333336,83.33326292506318,8.523333333333333,8.946666666666665,8.883333333333333,8.74,8.519999999999998,8.63,7.749,7.695666666666667,7.753999999999999,37.21,33.59,38.59,37.27333333333333,33.513333333333335,34.58,15.5,41.4,42.080000000000005
2024-04-01 04:30:00,2024-04-01 04:45:00,2024-04-01 05:00:00,-0.7153333333333333,1.2106666666666666,333.64581807644373,362.10515140977714,937.0,9.63,10.636666666666668,90.60000000000001,81.96666666666665,10.515502965987917,2.31349617917831,0.0,0.0,2.170666666666667,1.9956666666666667,103.59976788851668,8.51,8.92,8.853333333333333,8.733333333333333,8.520000000000001,8.613333333333335,7.7556666666666665,7.711666666666666,7.769333333333333,37.196666666666665,33.583333333333336,38.553333333333335,37.276666666666664,33.5,34.58,15.5,41.4,42.06
2024-04-01 05:00:00,2024-04-01 05:15:00,2024-04-01 05:30:00,-0.6866666666666666,0.677,342.77905274744336,362.9607194141101,937.0,9.813333333333333,10.666666666666666,90.73333333333333,81.0,10.412313598802474,2.442394547867245,0.0,0.0,2.527,2.3226666666666667,90.50886806441223,8.479999999999999,8.9,8.833333333333334,8.716666666666667,8.51,8.593333333333334,7.77,7.727333333333333,7.781,37.18333333333333,33.57666666666666,38.56333333333333,37.27,33.513333333333335,34.586666666666666,15.496666666666668,41.4,42.03
2024-04-01 05:30:00,2024-04-01 05:45:00,2024-04-01 06:00:00,-0.336,1.391333333333333,346.9850293739217,360.81236270725503,937.0,9.883333333333333,10.17,90.2,82.83333333333333,10.300201689478827,2.134649444700843,0.0,0.0,2.167666666666667,2.0256666666666665,167.0596910584015,8.45,8.863333333333332,8.806666666666667,8.69,8.51,8.57,7.765000000000001,7.725333333333334,7.793333333333333,37.16,33.583333333333336,38.56,37.28333333333333,33.5,34.58,15.5,41.38333333333333,42.04
2024-04-01 06:00:00,2024-04-01 06:15:00,2024-04-01 06:30:00,6.43,3.647,348.89089610726506,360.11856277393184,937.0,9.62,10.136666666666667,92.93333333333332,85.2,10.570856828844056,1.8362521251982624,0.0,0.079,1.4206666666666667,1.2366666666666666,149.74659018343377,8.426666666666668,8.853333333333333,8.79,8.68,8.486666666666666,8.556666666666667,7.768999999999999,7.734666666666667,7.793,37.199999999999996,33.620000000000005,38.57333333333333,37.303333333333335,33.516666666666666,34.57333333333333,15.506666666666666,41.51,42.04
