H_f,LE_f,H_orig,location,day,year,month,date,30min,LE_orig,waterVaporPressure,soilHeatflux,incomingShortwaveRadiation,airPressure,relativeHumidity,waterPressureDeficit,windSpeed,outgoingShortwaveRadiation
-30.7234,8.748,-30.7234,1,19,2023,5,2023-05-19 05:00:00,10,8.748,6.987089850126244,-28.42673402530283,41.56666666666667,968.0,65.50333333333333,3.679680059994734,2.046666666666667,9.128666666666668
-16.56475,14.117,-16.56475,1,19,2023,5,2023-05-19 05:30:00,11,14.117,7.042892503569189,-28.426444757976807,102.81666666666666,968.0,64.14333333333333,3.9370365671097955,2.189,22.293333333333333
12.85103,26.12782,12.85103,0,19,2023,5,2023-05-19 06:00:00,12,26.128,8.712951051080571,-12.496333333333334,144.16366666666667,997.2956666666665,84.87333333333333,1.5528776949887533,0.28633333333333333,31.720333333333333
3.0129099999999998,33.7,3.0129099999999998,1,19,2023,5,2023-05-19 06:00:00,12,33.7,7.077719847206675,-28.42615549065081,136.16666666666666,968.0,61.333333333333336,4.462040773238989,1.7943333333333333,25.956666666666667
45.94583,51.245909999999995,45.94583,0,19,2023,5,2023-05-19 06:30:00,13,51.246,9.016199633352144,-10.040000000000001,259.05966666666666,997.3096666666667,80.78333333333335,2.1447654584805065,0.4413333333333333,57.67033333333333
55.4362,32.152,55.4362,1,19,2023,5,2023-05-19 06:30:00,13,32.152,7.073506809495192,-28.423769035211443,269.06666666666666,968.0,59.43666666666667,4.827407569107003,2.472,49.169999999999995
80.41079,22.526,80.41079,1,19,2023,5,2023-05-19 07:00:00,14,22.526,7.172147870586794,-28.421454896603592,331.43333333333334,968.0,59.326666666666675,4.917100141414767,2.633,56.160000000000004
74.92104,100.3972,74.92104,0,19,2023,5,2023-05-19 07:30:00,15,100.4,9.233234175140627,-2.5109999999999997,489.14833333333337,997.2086666666668,62.65866666666667,5.502531308443382,1.473,106.97033333333333
146.9817,35.841,146.9817,1,19,2023,5,2023-05-19 07:30:00,15,35.841,7.517383761719255,-28.83206986583597,478.1000000000001,968.0,59.78333333333333,5.056996659333306,2.8586666666666667,78.52
76.72932,104.5194,76.72932,0,19,2023,5,2023-05-19 08:00:00,16,104.52,8.834287592979623,1.811,564.044,997.1443333333333,54.21533333333334,7.4605261613942115,2.3703333333333334,124.21533333333332
175.3262,58.381,175.3262,1,19,2023,5,2023-05-19 08:00:00,16,58.381,7.780554140838888,-28.62560531191584,563.1999999999999,968.0,59.04,5.397891219660583,2.734666666666667,88.39999999999999
98.6045,125.024,98.6045,0,19,2023,5,2023-05-19 08:30:00,17,125.02,9.108145454348888,6.085999999999999,637.7966666666666,997.0619999999999,53.96866666666667,7.76858324196049,2.797333333333333,138.25266666666667
255.8638,59.368,255.8638,1,19,2023,5,2023-05-19 08:30:00,17,59.368,8.031879102407324,-29.033544558382854,629.5666666666667,968.0,58.98333333333334,5.585321975423685,3.3126666666666664,97.53333333333335
106.9301,141.627,106.9301,0,19,2023,5,2023-05-19 09:00:00,18,141.63,9.14720792876502,11.127333333333334,706.855,996.9029999999999,51.95533333333333,8.458699572739516,3.0173333333333336,151.24666666666667
246.5563,100.44,246.5563,1,19,2023,5,2023-05-19 09:00:00,18,100.44,8.253897196172467,-29.235308518255763,587.2666666666667,968.0,58.43666666666667,5.87062028059292,3.486666666666667,91.78666666666668
110.834,139.5097,110.834,0,19,2023,5,2023-05-19 09:30:00,19,139.51,8.837757829585124,17.557000000000002,662.4259999999999,996.6730000000001,49.48499999999999,9.02171035185395,3.141666666666667,143.2566666666667
282.4315,142.49,282.4315,1,19,2023,5,2023-05-19 09:30:00,19,142.49,7.890941971540649,-29.438084913769572,710.2666666666668,968.0,52.79666666666666,7.054967438536977,3.7609999999999997,111.33333333333333
142.8342,179.8634,142.8342,0,19,2023,5,2023-05-19 10:00:00,20,179.86,9.329823687645053,23.725333333333335,877.2533333333334,996.4580000000001,48.69433333333333,9.830154586990023,2.3829999999999996,189.99366666666666
240.3861,125.21,240.3861,1,19,2023,5,2023-05-19 10:00:00,20,125.21,7.616632049798749,-29.43642162664518,676.1,968.0,50.606666666666676,7.4340175019047425,3.5226666666666664,104.50333333333333
144.497,199.3583,144.497,0,19,2023,5,2023-05-19 10:30:00,21,199.36,9.204803049971874,32.62366666666667,803.9630000000001,996.3376666666667,47.96866666666667,9.984396253681636,3.2626666666666666,171.67366666666666
287.9172,104.72,287.9172,1,19,2023,5,2023-05-19 10:30:00,21,104.72,7.637618495167939,-29.844288556280702,677.2666666666668,968.0,49.879999999999995,7.674367260982703,3.7023333333333333,105.71999999999998
99.51718000000001,153.6454,99.51718000000001,0,19,2023,5,2023-05-19 11:00:00,22,153.65,9.087796133126018,35.415,658.8583333333333,996.1653333333334,48.439,9.673524565331872,2.802666666666667,139.72533333333334
322.6758,118.31,322.6758,1,19,2023,5,2023-05-19 11:00:00,22,118.31,7.762542605760774,-30.048583605255963,762.6,968.0,49.47666666666667,7.926757277876175,3.739333333333333,118.66666666666667
125.9519,183.0853,125.9519,0,19,2023,5,2023-05-19 11:30:00,23,183.09,9.187865296790738,35.681999999999995,848.497,995.985,47.82166666666666,10.024901503733583,3.326333333333333,178.32299999999998
324.9537,111.87,324.9537,1,19,2023,5,2023-05-19 11:30:00,23,111.87,7.830883321121901,-30.048366654761434,816.2666666666668,968.0,48.67333333333334,8.257768893208807,3.5050000000000003,126.76666666666665
101.721,176.5693,101.721,0,19,2023,5,2023-05-19 12:00:00,24,176.57,9.066267625960283,37.73,689.2793333333334,995.84,48.071666666666665,9.793631051625855,2.7409999999999997,144.02033333333335
308.5281,124.59,308.5281,1,19,2023,5,2023-05-19 12:00:00,24,124.59,7.80270356171854,-30.45652285172295,665.1999999999999,968.0,48.23666666666667,8.373172801459965,3.1606666666666663,102.7
96.7295,178.2609,96.7295,0,19,2023,5,2023-05-19 12:30:00,25,178.26,9.215104109432623,38.11733333333333,725.415,995.736,46.461999999999996,10.61853221580655,2.638333333333333,151.2406666666667
351.5742,142.8,351.5742,1,19,2023,5,2023-05-19 12:30:00,25,142.8,7.905137132238277,-30.661396435350184,782.7666666666668,968.0,47.46666666666667,8.748943904780564,3.279666666666667,122.0
86.35096,161.9819,86.35096,0,19,2023,5,2023-05-19 13:00:00,26,161.98,9.040685501004091,35.815666666666665,627.3716666666666,995.6793333333334,46.46733333333333,10.415316925799168,2.6006666666666667,135.492
166.0038,77.509,166.0038,1,19,2023,5,2023-05-19 13:00:00,26,77.509,7.907545904975072,-30.86728245461829,418.4666666666667,968.0,48.370000000000005,8.440491938678166,2.9386666666666668,67.72333333333334
51.380109999999995,137.0473,51.380109999999995,0,19,2023,5,2023-05-19 13:30:00,27,137.05,9.117246792700003,34.66266666666667,519.2316666666667,995.5916666666667,46.063666666666656,10.675460676020839,2.6053333333333337,114.48
178.8007,88.023,178.8007,1,19,2023,5,2023-05-19 13:30:00,27,88.023,8.004519664259972,-31.48479587875978,521.5666666666667,967.6666666666666,47.96,8.685471295414699,2.7536666666666663,83.81
51.4688,128.8543,51.4688,0,19,2023,5,2023-05-19 14:00:00,28,128.85,9.027741599395835,30.247,519.4673333333334,995.5196666666667,45.763666666666666,10.69913401385449,2.435,113.548
177.8415,74.357,177.8415,1,19,2023,5,2023-05-19 14:00:00,28,74.357,8.132432207338368,-31.484940512422714,457.1666666666667,967.3333333333334,47.55666666666667,8.968077095258604,2.393666666666667,72.18666666666667
53.118759999999995,137.2303,53.118759999999995,0,19,2023,5,2023-05-19 14:30:00,29,137.23,9.011503273390353,27.739666666666665,551.491,995.3220000000001,45.571666666666665,10.762852005965286,2.735333333333333,121.19266666666668
147.8519,48.922,147.8519,1,19,2023,5,2023-05-19 14:30:00,29,48.922,8.138301980415628,-31.485302096580256,511.16666666666674,967.0,47.82666666666666,8.877941357503866,2.7823333333333333,79.89666666666666
50.23195,140.6626,50.23195,0,19,2023,5,2023-05-19 15:00:00,30,140.66,9.300904659229337,26.138666666666666,428.1086666666667,995.2323333333334,46.10166666666667,10.87386413270733,2.244666666666667,96.495
178.709,88.834,178.709,1,19,2023,5,2023-05-19 15:00:00,30,88.834,8.300805699936129,-32.10288783755313,420.26666666666665,967.0,48.333333333333336,8.873275058552414,2.513333333333333,65.60666666666667
15.34406,94.11492,15.34406,0,19,2023,5,2023-05-19 15:30:00,31,94.115,9.198649499548885,22.688333333333333,287.278,995.2413333333334,47.63433333333334,10.112315629697285,2.2246666666666663,64.33966666666667
117.2064,71.755,117.2064,1,19,2023,5,2023-05-19 15:30:00,31,71.755,8.204283679512228,-32.103032471216174,366.5333333333333,967.0,48.45333333333334,8.728057431203707,2.5483333333333333,57.86000000000001
55.123619999999995,76.09899999999999,55.123619999999995,1,19,2023,5,2023-05-19 16:00:00,32,76.09899999999999,8.180044586267417,-32.30899080731582,164.9,967.0,49.553333333333335,8.32751209259862,2.5410000000000004,27.669999999999998
48.320240000000005,105.0,48.320240000000005,1,19,2023,5,2023-05-19 16:30:00,33,105.0,7.765191380477975,-32.31072641127163,249.36666666666665,967.0,46.68666666666667,8.8673761915868,2.6980000000000004,41.36000000000001
-12.96118,73.97148,-12.96118,0,19,2023,5,2023-05-19 17:00:00,34,73.971,8.445082057263178,12.688666666666668,197.07466666666664,994.8563333333333,44.157000000000004,10.68004432646574,2.2093333333333334,46.10433333333333
35.8729,56.086999999999996,35.8729,1,19,2023,5,2023-05-19 17:00:00,34,56.086999999999996,7.672673590817994,-32.519649737462615,192.29999999999998,967.0,45.833333333333336,9.067705152784903,2.1266666666666665,32.776666666666664
-11.46137,35.93249,-11.46137,0,19,2023,5,2023-05-19 17:30:00,35,35.931999999999995,8.460894509575466,9.748333333333333,156.08,994.6613333333333,44.88466666666667,10.389405911300555,1.5873333333333335,36.949666666666666
9.252130000000001,55.463,9.252130000000001,1,19,2023,5,2023-05-19 17:30:00,35,55.463,7.80762809690388,-32.52080680676653,147.23333333333332,966.6666666666666,47.56333333333333,8.607596719629612,2.2876666666666665,26.626666666666665
-12.80358,27.63679,-12.80358,0,19,2023,5,2023-05-19 18:00:00,36,27.636999999999997,8.571882758138612,7.271666666666667,114.20466666666665,994.6093333333332,46.696333333333335,9.784767852841432,1.1963333333333335,27.717333333333332
-11.23887,17.16439,-11.23887,0,19,2023,5,2023-05-19 18:30:00,37,17.164,8.85423706359513,5.314333333333334,77.69800000000001,994.6696666666667,49.626000000000005,8.987694713286201,1.0053333333333334,18.48866666666667
-22.06356,90.899,-22.06356,1,19,2023,5,2023-05-19 18:30:00,37,90.899,7.524036405649225,-32.72698209336069,81.69333333333334,966.0,47.03,8.47433996188049,2.7596666666666665,16.846666666666668
-46.45071,39.543,-46.45071,1,19,2023,5,2023-05-19 19:00:00,38,39.543,7.504836628845521,-32.52254241072241,46.919999999999995,966.0,48.29333333333333,8.035272348609313,2.677,12.826666666666668
-50.7745,9.1209,-50.7745,1,19,2023,5,2023-05-19 19:30:00,39,9.1209,7.920863668518212,-32.52608593546577,24.200000000000003,966.0,52.35333333333333,7.208762592499641,2.563,9.979333333333331
-74.22095999999999,10.413,-74.22095999999999,1,19,2023,5,2023-05-19 20:00:00,40,10.413,8.076531093407253,-32.527026054275176,1.5276666666666667,966.0,55.42666666666667,6.495030898547135,2.465,3.130333333333333
-63.196490000000004,14.615,-63.196490000000004,1,19,2023,5,2023-05-19 20:30:00,41,14.615,8.052751445531893,-32.52818312357912,-2.017666666666667,967.0,56.21666666666667,6.271739711654991,2.7763333333333335,2.57
-40.686609999999995,9.8718,-40.686609999999995,1,19,2023,5,2023-05-19 21:00:00,42,9.8718,8.017046549346642,-32.32258637163696,-1.8526666666666667,967.0,56.17666666666667,6.25408597782355,2.7736666666666667,1.8023333333333333
-74.55445,21.776,-74.55445,1,19,2023,5,2023-05-19 21:30:00,43,21.776,8.150427864036413,-32.3247558765818,-2.2803333333333335,967.0,59.06666666666666,5.648264908034264,2.8983333333333334,1.9233333333333331
-60.120819999999995,10.236,-60.120819999999995,1,19,2023,5,2023-05-19 22:30:00,45,10.236,8.60005991821126,-32.120822411764074,-2.1413333333333333,967.0,64.92666666666666,4.645745479998917,3.285666666666667,1.857
-56.1378,2.4132,-56.1378,1,19,2023,5,2023-05-19 23:30:00,47,2.4132,8.759114468868399,-31.713678650443562,-2.119666666666667,967.0,68.2,4.08416187844597,3.5216666666666665,1.961666666666667
-49.93508,0.32553000000000004,-49.93508,1,20,2023,5,2023-05-20 00:00:00,0,0.32553000000000004,8.830842484865844,-31.71418486826401,-1.9443333333333335,967.0,69.37333333333333,3.8986056482292604,3.436666666666667,1.7373333333333332
-30.63092,10.17853,-30.63092,0,20,2023,5,2023-05-20 00:30:00,1,10.179,9.848626929492754,-11.768,-2.1343333333333336,995.462,75.58,3.1821046522653234,0.8236666666666667,0.16033333333333333
-31.015590000000003,-0.42494,-31.015590000000003,1,20,2023,5,2023-05-20 00:30:00,1,-0.42494,8.920146362262413,-31.508588116321825,-0.9536666666666668,967.0,70.86000000000001,3.668262277678897,3.7106666666666666,1.0566666666666669
-12.653139999999999,2.5609,-12.653139999999999,1,20,2023,5,2023-05-20 01:00:00,2,2.5609,8.974508960419096,-31.508443482658866,-0.5793333333333334,966.6666666666666,72.14,3.4658971394133076,3.688,0.42333333333333334
-17.35914,13.00233,-17.35914,0,20,2023,5,2023-05-20 01:30:00,3,13.002,10.006264346122913,-8.717333333333334,-1.1393333333333333,995.2956666666668,75.68533333333333,3.214612018460599,1.0023333333333333,0.030666666666666672
-15.00818,13.10004,-15.00818,0,20,2023,5,2023-05-20 02:30:00,5,13.1,10.166286097212677,-7.235666666666666,-1.0726666666666667,994.9143333333333,74.83433333333333,3.418769911677197,0.8833333333333333,0.09333333333333334
-14.909279999999999,14.22615,-14.909279999999999,0,20,2023,5,2023-05-20 03:30:00,7,14.225999999999999,10.391950359605783,-6.710999999999999,-1.1713333333333331,994.6316666666667,76.60199999999999,3.1742102623176436,1.273,-0.065
-5.40653,10.689,-5.40653,1,20,2023,5,2023-05-20 03:30:00,7,10.689,9.458600159983659,-31.305160869324528,-0.43100000000000005,966.0,80.21333333333334,2.3332052256342664,3.658333333333333,0.245
-8.505438999999999,9.462625,-8.50544,0,20,2023,5,2023-05-20 04:00:00,8,9.4626,10.43729221386807,-6.531,-0.8603333333333333,994.7019999999999,77.95,2.9524348084129706,1.0783333333333334,-0.005333333333333333
-3.5596699999999997,0.89465,-3.5596699999999997,1,20,2023,5,2023-05-20 04:00:00,8,0.89465,9.522114342927114,-31.30581172080799,0.055,966.0,81.5,2.1614615379650512,4.3389999999999995,0.27066666666666667
-8.616659,7.2137270000000004,-8.616660000000001,0,20,2023,5,2023-05-20 04:30:00,9,7.2137,10.464661917713377,-6.377666666666667,1.772,994.8273333333333,79.31766666666665,2.728693809316807,1.05,0.6073333333333334
-6.1205099999999995,1.876,-6.1205099999999995,1,20,2023,5,2023-05-20 04:30:00,9,1.876,9.59521141825713,-31.307041106943394,3.234666666666667,966.0,82.53333333333335,2.030650558629537,4.302,0.7593333333333333
-0.52932,3.3082,-0.52932,1,20,2023,5,2023-05-20 05:00:00,10,3.3082,9.649266136397072,-31.30747500793238,17.13,966.0,83.16666666666667,1.9530578753028127,4.300333333333334,3.1696666666666666
-5.560518,12.46671,-5.5605199999999995,0,20,2023,5,2023-05-20 05:30:00,11,12.467,10.671115806198408,-5.696999999999999,29.663,994.8513333333334,79.69100000000002,2.719500205896317,1.184,6.926333333333333
6.07868,6.6413,6.07868,1,20,2023,5,2023-05-20 05:30:00,11,6.6413,9.708958331184999,-30.895196751575636,38.98666666666667,966.0,83.7,1.8907529366584885,3.7420000000000004,6.741333333333333
18.16582,15.185,18.16582,1,20,2023,5,2023-05-20 06:00:00,12,15.185,9.822690334151346,-30.895052117912677,76.75333333333334,966.0,84.3,1.8293741191717228,3.2099999999999995,13.056666666666667
20.9975,36.90023,20.9975,0,20,2023,5,2023-05-20 06:30:00,13,36.9,11.003219733741574,-3.564333333333334,216.73333333333335,994.6656666666667,77.44066666666667,3.2053611157796595,1.9756666666666665,50.50333333333333
30.85463,24.098000000000003,30.85463,1,20,2023,5,2023-05-20 06:30:00,13,24.098000000000003,9.904068682845041,-30.89534138523865,79.7,966.0,84.06666666666666,1.877139108009489,3.611333333333333,13.593333333333334
29.85012,47.67889,29.85012,0,20,2023,5,2023-05-20 07:00:00,14,47.678999999999995,11.143074902703608,-1.4749999999999999,225.85433333333333,994.6543333333333,76.58033333333333,3.4077561235872285,2.4743333333333335,51.22933333333333
42.063629999999996,28.374000000000002,42.063629999999996,1,20,2023,5,2023-05-20 07:00:00,14,28.374000000000002,9.911463272137222,-31.30682415644889,103.69666666666667,966.0,83.73333333333333,1.925475349045767,3.5513333333333335,17.5
26.112479999999998,45.58985,26.112479999999998,0,20,2023,5,2023-05-20 07:30:00,15,45.59,11.284610380196941,0.46399999999999997,228.048,994.6563333333334,76.73400000000001,3.421530809102377,2.348333333333333,50.54133333333334
37.020759999999996,25.511999999999997,37.020759999999996,1,20,2023,5,2023-05-20 07:30:00,15,25.511999999999997,10.03669001085388,-30.891797860495316,97.56666666666666,966.0,83.13333333333334,2.0363132099005856,3.542,16.993333333333336
49.33551,64.69873,49.33551,0,20,2023,5,2023-05-20 08:00:00,16,64.699,11.412946140308904,2.6340000000000003,333.12433333333337,994.389,75.32433333333334,3.7387925279951464,3.026,74.04266666666666
57.786559999999994,22.891,57.786559999999994,1,20,2023,5,2023-05-20 08:00:00,16,22.891,10.099518859539746,-30.890496157528442,147.79999999999998,966.0,82.83333333333333,2.0930592405082376,3.5186666666666664,25.603333333333335
32.241659999999996,58.011140000000005,32.241659999999996,0,20,2023,5,2023-05-20 08:30:00,17,58.011,11.435743086477974,5.239999999999999,217.59433333333334,994.2513333333333,74.07966666666665,4.001344580148462,2.297333333333333,48.588666666666676
43.0887,17.932000000000002,43.0887,1,20,2023,5,2023-05-20 08:30:00,17,17.932000000000002,10.192502481840096,-31.301689661412713,140.46666666666667,965.6666666666666,82.5,2.1620459809963837,3.6206666666666667,24.060000000000002
13.96279,33.111979999999996,13.96279,0,20,2023,5,2023-05-20 09:00:00,18,33.111999999999995,11.309095241332052,4.7906666666666675,167.37800000000001,994.1496666666666,75.19599999999998,3.7303952120591592,2.284666666666667,38.818333333333335
78.13107,28.561999999999998,78.13107,1,20,2023,5,2023-05-20 09:00:00,18,28.561999999999998,10.29382506789959,-31.30147271091826,213.4666666666667,965.3333333333334,81.89999999999999,2.2749479087787883,3.7706666666666666,36.24333333333333
26.940820000000002,52.279379999999996,26.940820000000002,0,20,2023,5,2023-05-20 09:30:00,19,52.278999999999996,11.352718074456272,4.827999999999999,266.9543333333333,994.0256666666668,72.26233333333333,4.357704701526062,1.8173333333333332,59.553
65.53654,39.396,65.53654,1,20,2023,5,2023-05-20 09:30:00,19,39.396,10.219326556920562,-31.710641343520678,180.03333333333333,965.0,80.01333333333334,2.5527029676427127,3.8053333333333335,31.179999999999996
30.21524,64.0202,30.21524,0,20,2023,5,2023-05-20 10:00:00,20,64.02,11.382325041534582,6.081333333333333,216.5726666666667,993.989,73.21299999999998,4.164538277185571,2.4090000000000003,50.27633333333333
87.28081999999999,52.934,87.28081999999999,1,20,2023,5,2023-05-20 10:00:00,20,52.934,10.355943036094095,-31.914574808338426,215.33333333333334,965.0,79.35333333333334,2.6944766514982277,3.377333333333334,37.34666666666667
57.70601,86.33604,57.70601,0,20,2023,5,2023-05-20 10:30:00,21,86.336,11.799288689508487,6.794,381.974,993.8653333333333,71.82433333333334,4.628693502471695,2.4816666666666665,85.03733333333332
147.6844,50.781000000000006,147.6844,1,20,2023,5,2023-05-20 10:30:00,21,50.781000000000006,10.589796007644832,-31.913273105371502,370.2,965.0,78.14666666666666,2.9613846880276213,3.61,62.11333333333334
53.33149,88.41058000000001,53.33149,0,20,2023,5,2023-05-20 11:00:00,22,88.411,12.042440271375298,10.202666666666666,386.32633333333337,993.724,69.61033333333334,5.2573479852177805,2.816666666666667,85.853
109.0214,61.868,109.0214,1,20,2023,5,2023-05-20 11:00:00,22,61.868,10.66597229405567,-31.910525065774667,241.73333333333335,965.0,76.94,3.1967418910959697,3.3966666666666665,42.26333333333333
39.238,76.91251,39.238,0,20,2023,5,2023-05-20 11:30:00,23,76.913,11.862223232245647,12.076999999999998,286.99233333333336,993.4496666666665,70.141,5.049744421830635,2.7946666666666666,64.448
83.43104,52.883,83.43104,1,20,2023,5,2023-05-20 11:30:00,23,52.883,10.575716115109635,-32.11539864940185,193.03333333333333,965.0,77.06666666666666,3.1470989131468112,3.2116666666666664,33.10666666666666
22.47045,58.513169999999995,22.47045,0,20,2023,5,2023-05-20 12:00:00,24,58.513000000000005,11.811948096088095,10.839,261.577,993.2966666666667,71.25766666666667,4.764441012108115,2.220666666666667,59.577333333333335
152.9618,66.557,152.9618,1,20,2023,5,2023-05-20 12:00:00,24,66.557,10.848405690190011,-32.73428609334175,497.0666666666666,965.0,76.62,3.3103070351950183,3.062333333333333,81.42666666666666
63.7313,109.2964,63.7313,0,20,2023,5,2023-05-20 12:30:00,25,109.3,12.213338500142743,11.487333333333332,500.26066666666674,993.1106666666668,67.81166666666667,5.797335916957671,2.137,108.19233333333334
329.5858,94.585,329.5858,1,20,2023,5,2023-05-20 12:30:00,25,94.585,11.017530688774213,-32.52731532160115,735.3333333333334,965.0,71.90666666666667,4.304457103884159,3.419333333333334,113.76666666666667
54.4199,100.2866,54.4199,0,20,2023,5,2023-05-20 13:00:00,26,100.29,12.348562890411706,16.612000000000002,401.9843333333333,992.9466666666667,66.43433333333333,6.239059308569303,2.114666666666667,85.767
150.6402,43.54,150.6402,1,20,2023,5,2023-05-20 13:00:00,26,43.54,11.047492113026246,-32.93460371658475,341.7,965.0,71.72666666666667,4.354718287140468,2.948,55.12
20.67509,65.06488,20.67509,0,20,2023,5,2023-05-20 13:30:00,27,65.065,12.41565191644974,16.169,236.21466666666666,992.8359999999999,68.59766666666667,5.683581657748224,1.8513333333333335,51.54533333333333
92.83078,26.4,92.83078,1,20,2023,5,2023-05-20 13:30:00,27,26.4,11.151038875245524,-32.93308506312327,226.4,964.6666666666666,73.70333333333333,3.978587385772329,2.7379999999999995,37.0
28.11262,69.67106,28.11262,0,20,2023,5,2023-05-20 14:00:00,28,69.671,12.60478514783989,14.035333333333334,286.0273333333334,992.5523333333332,68.827,5.708936426309629,2.228,62.232
98.11899,41.861000000000004,98.11899,1,20,2023,5,2023-05-20 14:00:00,28,41.861000000000004,11.247614520806161,-33.34471246799655,227.4333333333333,964.0,73.87333333333333,3.9779262979008525,3.005333333333333,37.51
40.83524,82.63557,40.83524,0,20,2023,5,2023-05-20 14:30:00,29,82.63600000000001,12.729294175079438,14.194666666666668,336.23333333333335,992.3606666666668,67.99133333333333,5.992642211537639,3.138666666666667,71.92666666666668
133.5301,39.306,133.5301,1,20,2023,5,2023-05-20 14:30:00,29,39.306,11.404944605093368,-33.55074312092772,274.93333333333334,964.0,74.27333333333333,3.9504246684368827,3.1806666666666668,44.666666666666664
33.14795,71.96638,33.14795,0,20,2023,5,2023-05-20 15:00:00,30,71.96600000000001,12.785840774566157,14.552333333333332,317.61633333333333,992.299,70.06433333333332,5.462874607819781,2.764,69.28766666666667
70.2,41.86600000000001,70.2,1,20,2023,5,2023-05-20 15:00:00,30,41.86600000000001,11.447735278268118,-33.756701457027376,138.73333333333332,964.0,76.96333333333334,3.426536381311921,2.8176666666666663,23.10666666666667
46.95722,90.02183000000001,46.95722,0,20,2023,5,2023-05-20 15:30:00,31,90.022,12.889817742447757,15.457333333333333,391.5406666666667,992.0263333333334,69.56766666666667,5.638642906102227,3.2496666666666663,85.268
69.58417,45.998999999999995,69.58417,1,20,2023,5,2023-05-20 15:30:00,31,45.998999999999995,11.495039803864389,-33.75677377385884,123.43333333333334,964.0,77.96,3.249752145679466,2.3866666666666667,21.06
32.10133,74.57889,32.10133,0,20,2023,5,2023-05-20 16:00:00,32,74.579,12.931418323531418,15.433,310.10033333333337,991.8053333333334,70.58800000000001,5.388152033372613,3.0519999999999996,66.88666666666667
44.773140000000005,24.783,44.773140000000005,1,20,2023,5,2023-05-20 16:00:00,32,24.783,11.545414300355922,-33.96302137728446,180.36666666666667,964.0,77.96,3.2639934733176563,2.7536666666666663,31.22666666666667
7.411158,52.3834,7.411160000000001,0,20,2023,5,2023-05-20 16:30:00,33,52.383,12.903095705757792,13.508000000000001,207.69433333333336,991.5479999999999,71.23766666666666,5.209647607598615,2.579333333333333,43.802
107.4081,43.58,107.4081,1,20,2023,5,2023-05-20 16:30:00,33,43.58,11.834510287147902,-33.96403381292544,333.43333333333334,963.0,76.38666666666667,3.65839024586122,2.747,55.580000000000005
20.007279999999998,48.99046,20.007279999999998,0,20,2023,5,2023-05-20 17:00:00,34,48.99,13.225380462646388,11.594999999999999,306.72433333333333,991.2489999999999,67.29466666666667,6.427559536530943,1.8553333333333333,73.14033333333334
89.25616,35.512,89.25616,1,20,2023,5,2023-05-20 17:00:00,34,35.512,11.999325640888626,-34.37551658413571,293.8666666666666,963.0,73.38333333333333,4.3522423457867685,3.031333333333333,47.13333333333333
3.2202599999999997,21.666999999999998,3.2202599999999997,1,20,2023,5,2023-05-20 17:30:00,35,21.666999999999998,12.070150817168807,-34.37464878215779,131.23333333333332,963.0,75.26666666666667,3.96636488323262,2.8393333333333337,22.53
8.494458,30.20322,8.49446,0,20,2023,5,2023-05-20 18:00:00,36,30.203000000000003,13.35292287408567,10.717333333333334,188.13866666666664,991.16,68.99933333333333,5.99932624052269,1.1386666666666667,48.67133333333334
-4.7684,24.943,-4.7684,1,20,2023,5,2023-05-20 18:30:00,37,24.943,12.231721448404738,-34.786493137525575,94.52333333333335,963.0,73.02,4.519471989563954,2.9346666666666668,18.79
-15.90565,13.81911,-15.90565,0,20,2023,5,2023-05-20 19:00:00,38,13.819,13.341018334959738,7.938666666666666,44.09133333333333,991.1593333333334,72.45133333333335,5.0727467693766,0.7706666666666667,10.607
-27.194809999999997,14.887,-27.194809999999997,1,20,2023,5,2023-05-20 19:00:00,38,14.887,12.119664833050487,-34.786493137525575,48.35666666666666,963.0,74.02333333333333,4.253098034131691,2.9136666666666664,9.746666666666664
-17.825670000000002,9.911719,-17.825670000000002,0,20,2023,5,2023-05-20 19:30:00,39,9.9117,13.389816568278805,5.3790000000000004,27.634666666666664,991.0956666666667,75.82233333333333,4.26964599325162,0.8729999999999999,7.942666666666667
-57.18095,13.58,-57.18095,1,20,2023,5,2023-05-20 19:30:00,39,13.58,12.134661066207585,-34.787939474155436,25.323333333333334,963.0,74.59666666666666,4.132367486731667,3.388,6.6593333333333335
-18.17698,4.413194,-18.17698,0,20,2023,5,2023-05-20 20:00:00,40,4.4132,13.241915068292423,2.8636666666666666,1.1893333333333331,991.0093333333333,79.07100000000001,3.5049517580945224,0.735,1.739
-62.39238,13.752,-62.39238,1,20,2023,5,2023-05-20 20:00:00,40,13.752,12.13047580642112,-34.99751365182994,3.8246666666666673,963.0,75.44666666666667,3.9477372444153893,3.3203333333333336,2.7460000000000004
-80.66808,11.841,-80.66808,1,20,2023,5,2023-05-20 20:30:00,41,11.841,12.112888683597225,-34.79235080087674,-1.6706666666666667,963.0,75.92666666666668,3.8405163786521683,3.0120000000000005,1.8813333333333333
-83.18439000000001,11.219000000000001,-83.18439000000001,1,20,2023,5,2023-05-20 21:00:00,42,11.219000000000001,12.11823519660963,-34.58704331626055,-1.9096666666666664,963.0,76.29,3.7661994561753076,3.1406666666666667,1.9753333333333334
-80.38105999999999,9.9922,-80.38105999999999,1,20,2023,5,2023-05-20 21:30:00,43,9.9922,12.115791601296841,-34.58697099942903,-1.5766666666666669,963.0,76.45666666666666,3.730820773421092,3.1473333333333335,2.0153333333333334
