year,month,day,30min,location,incomingShortwaveRadiation,soilHeatflux,waterPressureDeficit,windSpeed,day_of_year,day_of_year,H_orig,LE_orig
2024,5,5,47,0,-0.8126666666666668,-14.562333333333335,1.3506991848650074,1.0073333333333334,126,126,-2.81822,4.2167
2024,6,10,14,1,436.09999999999997,5.996065643643464,3.9023443745977247,1.9866666666666666,162,162,85.04944,54.75899999999999
2023,7,3,32,0,435.27500000000003,9.885,13.395795414561102,2.688,184,184,52.09536,128.4
2023,2,22,22,0,431.69399999999996,17.825666666666667,3.1505608414070405,1.857333333333333,53,53,73.17559,52.982
2023,2,25,31,0,168.0273333333333,-5.591,2.140905980416818,1.8099999999999998,56,56,30.126590000000004,59.659
2024,4,5,25,0,528.2063333333334,41.471999999999994,6.694518609634315,3.378,96,96,27.30048,124.98
2023,6,24,29,0,855.942,47.489666666666665,17.33637317091995,1.3153333333333332,175,175,170.8063,471.25
2024,6,3,14,1,183.20000000000002,4.777366003621232,2.355601619846551,3.3569999999999998,155,155,52.72876,55.243
2023,7,30,27,1,489.23333333333335,-43.21784099370109,1.8739359464526295,3.8766666666666665,211,211,35.3209,284.61
2023,7,10,37,0,142.83933333333334,-1.1646666666666667,14.874375052801213,0.7593333333333332,191,191,53.42677,-35.475
2023,6,6,16,0,405.548,1.9133333333333333,6.268761491412549,0.6106666666666668,157,157,36.718109999999996,47.023999999999994
2023,5,20,33,1,333.43333333333334,-33.98661187355723,3.65839024586122,2.747,140,140,107.4081,43.58
2023,5,30,16,0,467.14033333333333,-2.4196666666666666,2.528953073933428,1.1763333333333335,150,150,100.1365,63.92
2023,5,11,15,0,91.01833333333333,1.3123333333333334,0.00028696174564224464,0.7796666666666666,131,131,8.027989999999999,18.173
2024,6,4,15,1,257.8333333333333,5.139426176443613,2.4748824894542505,1.0903333333333334,156,156,59.15798,35.667
2023,6,8,2,0,-1.0913333333333333,-3.4233333333333333,0.23034024691650146,0.5186666666666666,159,159,-5.59532,4.2394
2023,7,23,25,0,404.651,24.129666666666665,9.634130747932817,2.5693333333333332,204,204,41.505959999999995,166.09
2024,6,24,16,0,552.587,15.776000000000002,8.198637590940024,0.8113333333333334,176,176,75.86001,142.75
2024,6,25,36,1,248.0666666666667,-15.864585780701534,13.784701947607633,3.0210000000000004,177,177,39.78152,88.09
2024,6,12,19,0,180.146,-3.159333333333333,3.4731921593500896,0.8783333333333333,164,164,24.06542,50.254
2023,6,26,3,1,-2.3026666666666666,-24.271333903143592,9.463285178611462,3.236333333333333,177,177,-13.42106,2.6617
2023,6,30,8,1,2.0726666666666667,-26.75952880038847,1.2404264522712083,1.287,181,181,-2.39494,1.3314
2023,7,30,34,1,127.56666666666666,-44.23102203012283,8.24054081210597,5.072666666666667,211,211,-36.56773,73.279
2024,4,10,35,0,181.45033333333333,7.116666666666666,6.9445674829429525,1.7856666666666665,101,101,-9.93994,40.996
2024,5,15,17,1,627.9333333333333,-2.3911723788524877,8.840703596542214,3.542666666666667,136,136,208.8271,136.36
2024,4,25,21,0,357.61533333333335,-0.18200000000000024,1.440136828522454,2.621,116,116,81.16251,400.17
2023,7,31,42,0,-6.057333333333333,-12.17,3.1834402162764697,2.292333333333333,212,212,-51.19937,44.415
2023,6,12,15,1,478.0,-15.8605057122128,7.801296504083355,2.342,163,163,86.48323,128.53
2023,6,26,41,1,1.2743333333333335,-23.03816355519264,8.269784085032,4.150666666666667,177,177,-31.014770000000002,11.777999999999999
2023,6,3,14,1,427.56666666666666,-30.510201832153093,5.5706414112212075,3.3473333333333333,154,154,145.319,89.595
2023,6,30,47,1,-2.382,-25.537430282918955,5.32558419195634,4.042000000000001,181,181,-64.65986,25.537
2023,7,1,29,0,79.18833333333333,0.7519999999999999,6.119437031459084,2.2916666666666665,182,182,-9.87354,52.053999999999995
2024,5,2,10,1,23.093333333333334,-7.208999686117318,3.153444584087042,3.1686666666666667,123,123,-37.36359,5.6058
2023,6,23,9,1,2.0316666666666667,-19.757500582106506,0.7294889904794566,2.085666666666667,174,174,-9.4289,33.68
2023,7,31,42,1,0.4963333333333333,-41.982933888027546,2.2554374534793755,5.937,212,212,-67.60311999999999,34.69
2024,4,21,23,1,214.9,7.5323967456382075,3.2637142448775123,2.9936666666666665,112,112,114.1269,46.161
2024,4,26,21,1,629.6999999999999,5.989142575798156,6.283765032685042,4.4013333333333335,117,117,282.6692,40.239000000000004
2024,4,11,26,0,324.65633333333335,20.935666666666666,8.148151284803868,2.095333333333333,102,102,16.20456,101.4
2023,7,7,16,1,561.6,-42.20415340294364,9.482626870998716,1.9929999999999997,188,188,92.41911,73.065
2023,7,9,47,1,0.6936666666666667,-25.49994526207287,9.121199271342139,2.9499999999999997,190,190,-99.21932,54.761
2023,4,29,24,0,165.55333333333334,7.6176666666666675,3.1911240562700964,1.1703333333333334,119,119,14.751420000000001,64.676
2023,3,4,24,0,140.29566666666668,4.938,0.9889117420758096,2.6806666666666668,63,63,28.11593,25.276
2024,4,6,13,1,85.53000000000002,-4.548658544628762,2.360464990254707,3.1523333333333334,97,97,-4.84893,-2.1735
2024,5,28,46,0,-1.9023333333333332,-17.668,6.25945485933801,1.5443333333333333,149,149,-23.574270000000002,21.054000000000002
2023,6,1,13,1,136.9,-32.57072014020767,0.8327788283969486,1.6493333333333335,152,152,66.16125,40.821
2023,6,21,15,0,481.74500000000006,4.079,3.0591839142129302,1.1616666666666668,172,172,66.92085,94.708
2023,6,2,11,0,49.57233333333334,-11.967333333333334,2.640786086153252,0.9226666666666666,153,153,4.21001,10.049
2023,7,19,18,0,507.84066666666666,73.92399999999999,14.627400745908666,1.8313333333333333,200,200,63.58158,100.17
2024,5,9,26,1,613.3666666666667,-5.374453632930136,9.773276022451343,2.182333333333333,130,130,141.2629,96.818
2023,7,3,33,1,205.26666666666665,-30.469822215102607,9.126033912107838,4.840333333333334,184,184,10.57152,63.81
2023,5,29,5,1,-2.5096666666666665,-34.41146623144824,4.252046571678067,3.22,149,149,-65.05429000000001,1.7773
2023,3,17,46,0,-2.626,1.7533333333333332,7.415464810738743,1.3653333333333333,76,76,-26.64075,10.165
2024,4,11,15,0,362.98900000000003,-8.923333333333334,5.420507429510424,1.696,102,102,33.7987,86.264
2023,6,4,0,1,-2.983333333333334,-33.795279064450796,8.283922875470715,2.5363333333333333,155,155,-76.74351,7.8833
2024,4,29,46,1,-1.5013333333333334,-9.64098066498531,6.071726741220248,3.0893333333333337,120,120,-38.255990000000004,11.732000000000001
2024,6,2,4,1,-0.5893333333333334,-6.682011225571481,0.6768651435165118,4.895333333333333,154,154,-13.765070000000001,10.482000000000001
2024,6,4,17,0,424.44433333333336,23.329333333333334,5.553301858459578,0.9816666666666668,156,156,87.70596,130.26
2024,4,16,31,1,350.59999999999997,9.780910156401573,1.4054118537920743,3.486,107,107,36.51736,119.79
2023,7,27,7,1,-1.183,-39.965906887943085,2.675884216703995,4.310666666666667,208,208,-30.62029,3.9654
2024,4,28,29,1,439.0333333333333,-14.810054271733582,12.047150611353484,4.217666666666666,119,119,224.6637,84.633
2023,3,16,44,0,-4.556666666666667,-7.253666666666668,3.453351272432008,1.5393333333333334,75,75,-21.26976,5.1643
2024,5,30,28,1,166.96666666666667,-1.7164283777021827,1.6692988216185345,2.0453333333333332,151,151,-9.62116,42.081
2023,6,1,20,1,828.6666666666666,-33.181335209511765,3.144339540820086,2.9579999999999997,152,152,239.9068,50.713
2023,2,17,33,0,7.197333333333333,15.533,1.9580185226247018,4.373,48,48,-31.08043,30.307
2024,5,5,6,1,0.5329999999999999,-0.39335978429027113,1.7231085565011774,3.858333333333334,126,126,-38.96893,23.973000000000003
2023,6,13,16,1,557.3333333333333,-18.12473122814737,11.557097071006051,1.5959999999999999,164,164,130.1468,93.916
2024,6,16,33,0,221.9463333333333,10.997666666666667,11.515410348771374,1.9196666666666669,168,168,-12.99872,104.22
2023,5,19,14,1,331.43333333333334,-28.440348451339567,4.917100141414767,2.633,139,139,80.41079,22.526
2024,6,12,1,1,-2.432,4.273197743335296,2.088413809241496,3.6473333333333335,164,164,-43.66489,4.6502
2024,4,23,32,0,163.59933333333333,8.874666666666668,6.378837277584581,0.9209999999999999,114,114,10.0231,38.324
2024,4,22,13,1,55.63666666666666,15.1913285993621,0.4383938995453631,1.8926666666666667,113,113,22.35077,18.372
2023,5,16,3,0,-1.0296666666666667,-9.152333333333331,1.0914128189963677,1.1353333333333335,136,136,-5.96556,13.168
2023,7,26,7,1,-2.2466666666666666,-39.559795040475194,1.610460375358949,4.060333333333333,207,207,-60.21272,2.4206
2024,6,29,44,1,-0.9083333333333333,-13.031826123846795,9.033568758485888,4.037999999999999,181,181,-43.95443,35.452
2024,4,26,25,1,458.3666666666666,-1.4101317487287006,6.270145512066568,3.6,117,117,203.4444,57.321000000000005
2023,4,28,1,0,-3.893666666666667,-8.381333333333332,3.990822528586773,2.4930000000000003,118,118,-34.0157,12.870999999999999
2023,7,11,13,1,297.3333333333333,-23.660357009314044,6.868931262195403,2.0776666666666666,192,192,33.31374,28.598000000000003
2023,5,20,32,1,180.36666666666667,-33.98559876488567,3.2639934733176563,2.7536666666666663,140,140,44.773140000000005,24.783
2024,5,14,5,1,-2.298666666666667,-6.131418420797124,6.660854723512509,2.1910000000000003,135,135,-44.0351,2.9593
2023,5,6,28,0,613.977,49.809,9.37707040734208,1.434333333333333,126,126,50.32788,98.215
2023,6,3,41,0,-5.007666666666666,-8.752666666666668,7.770185299817614,0.9226666666666666,154,154,-21.12601,4.6687
2024,5,17,29,0,803.6763333333333,49.904666666666664,13.788608749391784,5.154,138,138,130.8463,192.51
2023,5,30,22,1,870.0,-31.315044306767923,6.341611740471995,2.6279999999999997,150,150,348.5335,172.42
2023,6,16,14,0,109.40466666666667,-4.581,3.741044030479621,0.633,167,167,5.03453,17.935
2024,4,22,24,0,200.73733333333334,17.252333333333333,4.791965975911786,1.013,113,113,51.042159999999996,32.989000000000004
2024,5,29,15,1,234.33333333333334,1.3431263096867831,3.1604720985389125,3.9243333333333332,150,150,36.28759,32.459
2023,2,26,16,0,34.574,-13.826333333333332,0.4250631301543448,1.0466666666666666,57,57,1.03159,5.6661
2024,5,18,17,1,303.50000000000006,-0.7840586491152498,3.2353424657250525,1.7966666666666666,139,139,118.4187,49.011
2023,5,12,10,1,22.116666666666664,-30.71173809287977,1.9597029325561497,1.979,132,132,-36.31753,32.097
2023,6,9,32,1,344.0333333333333,-33.757215124363846,13.80575256586318,2.5653333333333332,160,160,24.33527,75.207
2023,7,6,10,1,76.25,-39.55060469752645,2.4455167397437965,3.395666666666667,187,187,-25.833289999999998,7.8732
2023,6,1,44,0,-1.8133333333333332,-8.629,3.212476727529781,0.9796666666666667,152,152,-5.05715,9.8199
2023,6,17,32,1,362.3333333333333,-34.16803069066378,15.087582484820102,3.6533333333333338,168,168,74.81430999999999,69.58
2023,2,17,21,0,29.912666666666667,8.24,1.7785912740549428,2.2023333333333333,48,48,-9.31325,10.636
2024,6,18,7,1,0.7949999999999999,-4.60320231154593,2.1755954530454353,2.422333333333333,170,170,-17.60527,4.1879
2024,5,15,33,1,407.6333333333334,-11.800493406569958,16.585589213642805,4.116333333333333,136,136,32.07243,239.37
2024,5,8,7,1,-1.0946666666666667,2.863104912636428,2.6263479666081793,2.129,129,129,-25.26144,4.1872
2023,6,21,6,1,-1.5403333333333336,-39.89817333676168,1.542983116521512,4.496666666666667,172,172,-61.72209,26.44
2023,6,17,8,1,16.36,-27.20073762683388,3.1123422154178755,4.433333333333334,168,168,-48.33136,14.498
2024,6,30,20,1,272.1333333333333,-7.130787805511772,4.295111070193485,4.357,182,182,65.67156999999999,101.62
2023,5,16,10,1,5.983,-24.94570245384816,0.4738825028323479,3.8223333333333334,136,136,-7.811910000000001,16.965
2024,4,24,31,0,515.9026666666667,13.518333333333333,3.3590653329388385,1.899,115,115,128.0723,68.275
2024,6,27,23,0,893.1393333333334,113.75133333333333,22.70207864046607,1.6576666666666666,179,179,94.11834,211.41
2023,6,15,4,1,-2.6073333333333335,-25.131752624881646,8.332822306089692,2.2566666666666664,166,166,-23.99899,2.8349
2023,5,22,8,0,-1.4383333333333332,-3.8493333333333335,3.610855270852893,1.9456666666666667,142,142,-37.5691,5.0742
2024,6,23,35,1,233.6,-10.167748354664816,8.21001965636611,2.772,175,175,29.10872,76.108
2024,6,16,33,1,162.0,-7.869941314883709,8.449192277615149,3.199666666666667,168,168,-8.092880000000001,53.394
2024,5,13,30,0,753.5103333333333,75.83299999999998,20.03077211200929,3.035,134,134,86.72874,187.15
2023,7,16,14,1,408.09999999999997,-42.75962641455527,4.394058351442469,6.297666666666667,197,197,81.29476,82.09100000000001
2023,5,23,24,1,119.23333333333333,-27.615026708579062,0.4226498273972261,6.913333333333334,143,143,4.9912,74.29899999999999
2023,7,14,40,1,5.099333333333333,-39.46999019323569,14.837498716028598,2.4139999999999997,195,195,-21.29199,8.6448
2023,7,8,11,1,163.13333333333333,-40.13278035912295,12.974357934283653,2.841333333333333,189,189,-52.93826,68.456
2023,6,17,12,1,121.46666666666665,-27.201388910979908,3.6911299883468995,3.6023333333333336,168,168,-20.80254,38.504
2024,4,5,6,1,-0.8653333333333334,1.1975320021147862,1.775600879336583,4.599333333333334,96,96,-36.211729999999996,0.82086
2023,5,16,12,1,17.099999999999998,-25.56406056799884,0.44789294791166867,3.5770000000000004,136,136,-15.44665,30.794
2024,4,30,26,0,783.3896666666666,88.66066666666667,15.060329700844926,1.9936666666666667,121,121,83.52258,176.68
2023,3,18,24,0,555.3249999999999,33.95366666666667,7.262327588017978,2.3346666666666667,77,77,115.1671,101.32
2024,4,5,29,0,58.10166666666667,25.336,7.45041043672609,2.421333333333333,96,96,-38.03968,35.906
2024,4,13,47,1,-1.913,-9.796008422898657,6.072269212618423,5.496666666666667,104,104,-53.24353000000001,3.001
2024,5,25,17,1,578.6333333333333,-2.2108786813008408,2.685589882461217,2.645666666666667,146,146,131.7606,133.0
2024,6,9,15,1,538.8333333333334,2.028838372630008,4.74142604496677,2.9973333333333336,161,161,131.0906,68.719
2023,5,8,36,0,102.883,14.061333333333332,10.032487841163576,2.496666666666667,128,128,-23.165210000000002,48.006
2023,5,1,21,0,747.3960000000001,17.938,10.270207292189125,1.2686666666666666,121,121,117.5366,229.62
2023,6,12,28,1,812.0,-23.048656466433386,19.63390652627873,3.1486666666666667,163,163,266.9659,211.4
2024,4,1,40,1,-0.971,0.5646628017889184,1.8575350601656195,5.4239999999999995,92,92,-32.07861,11.075999999999999
2023,6,2,24,0,382.4603333333334,15.826666666666668,6.2540284182332915,1.1566666666666665,153,153,54.32198,62.309
2023,6,10,13,1,309.40000000000003,-25.130160596969272,8.944627038938009,1.673,161,161,18.37379,55.978
2023,6,5,24,1,875.3333333333334,-37.26351187157764,16.21511506363662,2.6573333333333333,156,156,262.4006,243.5
2023,7,28,24,0,346.8826666666667,34.86366666666667,4.3515900996329435,2.0269999999999997,209,209,23.762220000000003,135.85
2024,5,14,41,1,-2.582666666666667,-11.079449495484882,11.204159226256515,4.802333333333333,135,135,-106.6714,32.988
2024,4,27,28,1,247.36666666666665,-12.380780962371214,9.450499033241256,2.7413333333333334,118,118,75.67903000000001,35.446
2023,6,1,45,1,-0.7926666666666667,-34.214271865027975,2.50601466849875,0.3453333333333333,152,152,-4.9600599999999995,3.3867
2024,5,6,36,1,44.24666666666667,-6.180147786604068,4.049534373134035,2.455,127,127,3.3396199999999996,12.684000000000001
2023,7,31,41,0,-5.383333333333334,-10.685666666666668,4.94794118733142,2.0363333333333333,212,212,-33.07522,44.528
2024,5,15,22,1,850.6666666666666,-4.821177219645077,12.25815075657903,4.780333333333334,136,136,320.2325,216.79
2024,6,1,31,1,282.2,-11.546567995343702,3.249856985699733,4.194,153,153,-10.61045,70.545
2024,6,14,42,1,-1.728666666666667,-4.089771014066021,2.8112077138152998,3.7536666666666663,166,166,-24.33344,0.13518
2023,7,25,7,1,-0.11233333333333334,-44.86899103355787,0.7687829559317549,2.2623333333333338,206,206,-2.75992,8.3797
2023,2,16,26,0,371.89366666666666,10.838333333333333,2.9979573457371522,1.5483333333333336,47,47,69.53238,39.713
2023,7,27,34,1,87.08666666666666,-42.014195527034346,1.1269007604847268,5.7506666666666675,208,208,-26.36438,38.375
2023,5,29,20,1,792.9666666666667,-33.16512547076744,7.273232379476944,1.6613333333333333,149,149,390.3216,131.12
2023,6,21,17,0,358.0816666666667,9.936333333333332,3.7174830508417003,1.4449999999999996,172,172,46.257329999999996,122.17
2023,5,20,10,1,17.13,-31.32828708440276,1.9530578753028127,4.300333333333334,140,140,-0.52932,3.3082
2024,6,1,0,1,-0.8433333333333333,-2.385389852766284,1.3718916571724815,4.218333333333334,153,153,-11.78471,-4.0325
2024,6,16,26,1,288.1666666666667,-6.061661727179494,9.214502754012482,4.442666666666667,168,168,67.73318,90.021
2023,7,30,10,1,44.21666666666666,-43.42002853857377,1.847293266374562,3.6523333333333334,211,211,-20.191670000000002,1.6476
2023,3,13,47,0,-4.110333333333333,4.642666666666666,2.280157315263118,1.8593333333333335,72,72,-40.56977,0.18715
2024,6,3,19,1,299.1333333333334,5.083597498607172,2.4475773873134674,3.3270000000000004,155,155,79.47585,53.582
2024,6,3,38,1,43.09333333333333,1.3352938594789496,3.001959110375628,2.1986666666666665,155,155,-1.55799,23.794
2024,4,5,19,1,245.76666666666665,-2.1728542517732348,1.282814742313116,3.595,96,96,13.57371,67.61399999999999
2024,4,13,4,0,-3.3446666666666665,-7.587,1.5963770771404384,0.6333333333333333,104,104,-28.83776,-2.9595
2024,6,9,21,1,865.3333333333334,2.0577986744455807,8.532488332999588,2.7289999999999996,161,161,286.7159,146.61
2024,5,31,24,1,307.6,-0.5587555161617058,2.2710945650535734,2.762,152,152,74.27386,121.55
2023,6,9,7,1,-1.0763333333333334,-29.87093026042618,5.94425794878088,2.526666666666667,160,160,-74.07661999999999,17.84
2024,6,11,14,0,281.97166666666664,-12.065333333333333,2.6924304936579926,2.965,163,163,44.61737,85.985
2024,4,2,7,0,-1.1373333333333333,-9.207333333333333,0.16339797013323043,1.3243333333333334,93,93,-16.581229999999998,9.9338
2023,4,25,24,0,325.9343333333333,-1.4323333333333335,4.3780696827576735,2.8196666666666665,115,115,43.047909999999995,101.42
2023,6,14,28,0,340.29033333333336,31.772000000000002,14.988066986370814,2.787333333333333,165,165,24.75095,67.339
2023,5,28,43,1,-2.665,-36.045755248414714,11.244755051028353,2.717333333333334,148,148,-60.85702,8.1377
2023,7,28,17,1,149.5,-42.828373074408155,0.5243103762460173,4.205333333333334,209,209,-19.8839,76.01
2024,4,3,6,0,-2.7063333333333333,-11.455666666666668,1.5295609422199075,1.4509999999999998,94,94,-26.092470000000002,8.352
2024,5,2,34,1,322.63333333333327,-17.58740367097981,12.35017974673399,3.864333333333333,123,123,57.17086,118.5
2024,4,30,45,1,-2.298,-16.45034431832812,10.503773880312439,3.3553333333333337,121,121,-60.68971,18.764
2023,6,1,15,1,269.53333333333336,-32.778841607299206,0.652207686267646,2.9476666666666667,152,152,154.4444,42.667
2023,6,1,23,1,894.3333333333334,-33.375200790296994,4.134867179516371,2.908,152,152,298.175,65.74
2024,5,24,39,1,8.192,-5.645781533240795,1.359886330183791,1.5556666666666665,145,145,-14.78897,45.408
2024,5,10,28,1,463.1666666666667,-8.499766254585916,11.404142317540407,0.9170000000000001,131,131,197.3978,108.17
2024,5,13,18,1,631.5,-3.1070081093638797,7.318941096557628,2.749333333333333,134,134,192.4344,97.626
2024,5,16,13,0,123.52300000000001,-13.188333333333333,5.8312406759240485,3.467333333333334,137,137,-18.865170000000003,37.029
2024,5,2,40,0,-3.827666666666667,-5.658666666666666,8.255975956677625,2.7093333333333334,123,123,-44.23966,19.089000000000002
2024,6,10,20,1,617.3,4.265801398666911,5.953398679670954,2.7206666666666663,162,162,182.3325,91.01799999999999
2024,6,23,0,1,-2.3169999999999997,-4.3832996516299545,4.747020735698012,2.843,175,175,-28.85496,5.3168
2023,5,11,28,1,164.1,-33.37585207444289,1.0380516089013447,1.8193333333333335,131,131,27.189759999999996,69.707
2023,5,25,28,1,646.3000000000001,-32.54394512531762,5.920021063872786,3.0400000000000005,145,145,262.6757,85.8
2024,6,16,11,1,95.96666666666665,0.04779464520167296,5.075867905598507,4.270666666666666,168,168,-11.28219,10.686
2024,5,27,35,0,76.63366666666667,4.793,5.990959583851684,1.9093333333333335,148,148,-4.31824,27.511
2024,5,5,6,0,-0.6213333333333333,-7.357666666666667,2.78409340697047,1.9846666666666666,126,126,-16.27071,15.722999999999999
2024,6,13,34,0,416.4193333333333,15.605333333333334,12.750634221018018,1.272,165,165,38.98642,110.94
2023,7,12,17,0,621.3333333333334,52.56433333333333,4.849689947815744,1.494,193,193,66.93668000000001,156.5
2024,6,10,17,1,497.8666666666666,5.563592478912704,5.414414955246707,1.7073333333333334,162,162,230.8285,124.03
2024,5,12,9,1,11.461666666666666,-2.810571617181255,2.424391078227483,2.8633333333333333,133,133,-35.855140000000006,2.1729
2023,7,13,15,0,424.63033333333334,26.673000000000002,8.192400858018214,1.6219999999999999,194,194,57.38511999999999,120.25
2024,5,5,43,1,-1.6940000000000002,-2.757428556804816,4.664007305134602,2.2620000000000005,126,126,-18.85535,5.3833
2023,7,3,0,1,-0.9096666666666667,-29.654414464342082,5.967474388240959,3.0086666666666666,184,184,-30.27862,7.7992
2023,6,15,37,0,133.58633333333333,7.8743333333333325,16.59402029298069,1.0026666666666666,166,166,-9.64965,19.923
2024,6,20,30,1,323.3666666666667,-6.997230839575377,5.420051537792858,2.655666666666667,172,172,72.02456,76.046
2023,7,17,5,1,-2.8656666666666664,-42.35358693199236,9.399757100628431,3.3633333333333333,198,198,-56.255790000000005,5.7234
2023,6,21,23,0,375.561,21.914666666666665,11.005996813924366,1.3496666666666668,172,172,56.97376,117.57
2024,4,10,4,0,-3.908,-14.204666666666666,2.914069670153978,1.7823333333333335,101,101,-30.663090000000004,10.995
2024,5,28,21,0,292.626,21.842333333333332,6.0928548883367935,1.2776666666666665,149,149,45.996959999999994,100.04
2024,6,9,13,1,375.8999999999999,1.2722207848055227,2.999246810775981,2.840666666666667,161,161,85.14519,47.566
2023,5,31,41,1,-0.10866666666666662,-37.89077086905664,11.874355006209028,2.8840000000000003,151,151,-35.10338,3.3817
2024,4,24,19,0,327.79,7.493333333333333,2.7236099426096514,2.147,115,115,82.05304,75.82
2024,4,5,22,0,209.66733333333332,43.56066666666666,3.7197385824217672,2.422333333333333,96,96,11.47149,61.926
2023,5,18,4,1,-2.1783333333333332,-27.218467028585472,2.08120093816812,3.3523333333333327,138,138,-71.23595999999999,2.7929
2024,6,18,35,1,96.54666666666667,-14.818794913874529,4.4762062537399565,1.8596666666666668,170,170,-6.789789999999999,13.350999999999999
2024,4,17,41,1,-0.4376666666666667,12.05441956251577,0.3266786668052095,1.9986666666666666,108,108,-4.8037,3.8195
2023,6,24,0,1,-2.355333333333333,-22.23469601377487,2.772717323389486,3.7693333333333334,175,175,-45.612359999999995,20.842
2023,5,21,14,1,226.43333333333337,-35.02244312527781,1.997644871241624,2.842,141,141,44.55896,11.389000000000001
2024,6,11,31,1,631.0666666666667,1.480008911249059,7.342607569599434,5.815666666666666,163,163,215.7244,115.21
2023,5,8,43,1,-2.2156666666666665,-30.6992913292012,7.294574195883196,2.973333333333333,128,128,-64.52635,34.963
2024,4,10,24,1,318.5333333333333,2.8481404176574476,3.3395507995977853,3.718,101,101,135.9685,30.331999999999997
2024,5,6,18,1,269.73333333333335,0.4692495519814896,2.8313373129720425,1.922,127,127,74.66830999999999,31.719
2024,6,14,35,1,66.53333333333333,-4.971901259865078,4.500715141300075,3.643333333333333,166,166,14.248289999999999,20.693
2024,6,20,22,1,792.4,-1.7091683760772478,6.843897526008822,3.7409999999999997,172,172,230.7966,215.2
2023,7,20,9,1,11.769,-45.893171535556064,0.7268694277995174,3.3656666666666673,201,201,-13.31809,8.0778
2024,6,15,19,0,491.20000000000005,14.013,5.451750481502328,3.2929999999999997,167,167,76.73385999999999,173.82
2023,5,30,31,0,640.5243333333333,36.166666666666664,12.157500832632271,1.8536666666666666,150,150,89.83012,105.73
2024,6,8,5,1,-2.2016666666666667,-1.297157528786224,6.689875634833999,2.8089999999999997,160,160,-14.948,3.8898
2023,6,19,7,1,-0.2546666666666666,-20.17562500382254,12.095783178625105,3.372666666666667,170,170,-5.57953,1.8362
2024,4,8,35,1,120.86666666666666,-22.740353792810357,18.68934027820781,3.8333333333333335,99,99,21.44231,22.118000000000002
2024,6,6,5,1,-2.539,3.768606737046585,3.022098522195364,3.1093333333333333,158,158,-41.74947,17.029
2023,5,20,20,1,215.33333333333334,-31.935790462787164,2.6944766514982277,3.377333333333334,140,140,87.28081999999999,52.934
2023,2,27,30,0,111.698,7.914666666666666,2.614232244317594,1.147,58,58,7.8117399999999995,17.144000000000002
2024,4,2,46,1,0.5036666666666667,1.8764567474248832,1.772706268128461,6.142333333333333,93,93,-61.52205,33.92
2024,6,1,5,1,-0.084,-1.5195216883323162,0.6647847632890329,3.3016666666666663,153,153,-3.08272,-2.9842
2023,6,18,19,0,734.1473333333333,19.587666666666667,15.657094086494437,0.8803333333333333,169,169,98.72570999999999,153.83
2023,5,20,14,1,103.69666666666667,-31.327635800256758,1.925475349045767,3.5513333333333335,140,140,42.063629999999996,28.374000000000002
2023,2,25,12,0,-2.0973333333333333,-9.749333333333333,0.41330686226297697,1.7393333333333334,56,56,-9.021139999999999,14.953
2023,4,28,20,0,217.28566666666666,5.402666666666668,3.822422612063349,0.9113333333333333,118,118,35.903729999999996,61.18899999999999
2024,6,23,26,1,725.6666666666666,-6.261353589131431,8.633416649882406,3.494666666666667,175,175,189.7145,187.42
2024,4,28,4,1,-1.898,-4.37778560132654,8.209246298007162,2.5963333333333334,119,119,-41.78584,12.405
2024,6,9,25,0,946.0526666666666,47.75133333333334,12.755801649535702,2.1590000000000003,161,161,129.0526,210.95
2024,6,5,12,1,59.13666666666666,-1.504358510744701,1.964014601186907,4.491333333333333,157,157,-7.82539,39.683
2023,7,2,26,1,478.7333333333333,-31.086733031151123,7.906555420846136,6.423666666666667,183,183,91.40784000000001,122.18
2024,5,13,34,0,348.3196666666667,38.57633333333334,17.514937977031742,3.4323333333333337,134,134,3.28925,104.76
2023,7,18,13,0,280.86566666666664,-8.112666666666666,2.2138239321123816,0.5206666666666667,199,199,40.249390000000005,27.623
2023,6,28,35,0,317.535,17.362666666666666,15.362135070018045,0.8873333333333333,179,179,15.356329999999998,35.47
2024,4,29,29,1,717.3333333333334,-14.810061841685862,11.299333298951245,2.7063333333333333,120,120,249.1251,67.969
2024,6,17,15,0,187.82033333333334,6.599666666666667,5.034616432005185,1.4953333333333336,169,169,12.31562,61.108000000000004
2023,7,11,12,1,215.4333333333333,-23.867465367734106,6.668087311902768,2.205,192,192,18.48635,25.015
2023,6,2,36,0,89.81066666666668,3.486666666666667,8.259138821840697,2.0396666666666667,153,153,-8.66822,33.147
2023,7,2,21,1,431.09999999999997,-30.271470010200705,6.659751749816165,5.688,183,183,80.77450999999999,140.21
2024,5,18,27,1,332.6666666666667,-5.035272933973339,2.344091501990354,2.222,139,139,24.31255,147.75
2024,5,2,42,1,-1.5733333333333333,-14.351205271505464,7.177090692685423,2.1856666666666666,123,123,-10.20808,8.4006
2023,7,10,33,1,412.70000000000005,-28.168980057183326,12.642077164828903,4.344,191,191,82.41285,120.1
2024,5,10,41,1,-2.3633333333333333,-9.27858164751918,8.038098297213281,2.1843333333333335,131,131,-8.05299,1.9698
2023,7,21,4,1,-0.997,-49.79733053105556,6.081159689818856,2.135666666666667,202,202,-9.53024,3.9515
2023,6,1,37,1,145.06666666666666,-36.26053428677623,3.494672498976305,3.8706666666666667,152,152,81.55485,30.448
