year,month,day,30min,location,incomingShortwaveRadiation,soilHeatflux,waterPressureDeficit,windSpeed,day_of_year,day_of_year,H_orig,LE_orig
2024,4,28,21,0,515.0266666666666,51.14633333333334,13.139173535020666,1.711,119,119,62.196169999999995,161.8
2023,6,8,19,1,76.56333333333333,-32.13334665373288,2.9016805556125753,2.5803333333333334,159,159,-9.101410000000001,81.92
2023,5,26,31,1,600.0333333333333,-34.804769490712026,8.875956849589086,3.6276666666666664,146,146,202.6307,93.432
2024,5,17,8,0,-1.0483333333333336,-19.374333333333336,2.250432100426403,2.429333333333333,138,138,-44.93652,15.8
2024,6,8,21,1,835.1333333333333,-2.8818029058550367,9.701684940298637,2.898666666666666,160,160,253.1813,146.4
2023,5,8,5,0,-3.064,-12.119666666666665,1.0811389208308206,1.4736666666666665,128,128,-14.01474,3.1393
2024,6,23,16,0,576.3183333333333,14.574333333333334,7.312734514100043,0.8986666666666666,175,175,91.05409,135.53
2023,6,30,2,1,-2.2,-27.581159932988438,2.82447277483654,3.1326666666666667,181,181,-39.74954,1.5642
2023,7,5,30,1,559.5333333333333,-43.22037376537997,10.274793441179694,6.433333333333333,186,186,177.2872,199.07
2024,5,20,5,1,-1.2213333333333332,-1.0310062366346169,0.5935920214875292,2.2063333333333333,141,141,-4.605630000000001,-4.2522
2023,6,6,43,0,-1.2833333333333334,-2.146,3.903602439144695,0.9226666666666666,157,157,-7.23376,5.2354
2023,7,5,17,1,340.5,-42.210159690067684,2.1741668782572905,5.739,186,186,-63.54427,185.32
2023,6,9,10,1,87.08999999999999,-29.66541392991844,5.962898790743749,3.243,160,160,-26.495620000000002,23.211
2024,6,24,4,1,-2.2686666666666664,-5.467276540887525,5.605080262353969,2.1666666666666665,176,176,-14.28263,3.5452
2023,5,16,39,0,10.076333333333332,-7.074000000000001,5.030315030235784,1.062,136,136,-42.7118,21.070999999999998
2023,7,11,35,0,326.01399999999995,22.451333333333334,31.056245101431283,1.516,192,192,-14.24283,86.291
2024,5,5,28,1,699.5666666666666,-4.1777964002605605,7.635720010389273,4.722,126,126,293.13599999999997,95.257
2024,4,15,10,1,0.9996666666666666,5.964965005579641,0.5233998451010926,3.444333333333333,106,106,-37.56145,37.257
2023,7,21,35,1,77.76666666666667,-48.367038181589415,3.5715480008723848,1.9863333333333333,202,202,-9.3299,36.89
2023,3,21,7,0,-0.594,-1.9036666666666668,1.6366507212338863,0.4713333333333333,80,80,-2.9954400000000003,2.9436
2024,6,6,9,1,41.42333333333333,6.24210123529346,3.704074260808995,1.7090000000000003,158,158,4.92708,-8.3377
2024,5,17,8,1,1.678,-0.5266569347374774,2.2781452025928868,4.153333333333333,138,138,-81.07762,43.708
2024,4,22,45,0,-4.883,-25.254666666666665,0.48040734034038923,0.48933333333333334,113,113,-6.273630000000001,1.4056
2023,5,9,17,0,586.1526666666667,9.357999999999999,7.873779340632749,2.5203333333333333,129,129,87.73944,117.72
2024,5,8,33,1,437.2,-5.95757676305304,10.483036110566069,2.8649999999999998,129,129,102.6598,57.463
2024,5,7,28,0,297.9556666666667,35.329,6.516712210703121,2.1126666666666667,128,128,35.87366,101.84
2024,4,7,14,1,140.23333333333332,-7.283117115338247,11.57997022533794,4.635000000000001,98,98,2.74153,9.7276
2023,5,17,26,0,954.2046666666666,41.69166666666667,7.865341638606061,2.170666666666666,137,137,192.1589,200.54
2024,6,7,21,0,689.5439999999999,52.958666666666666,11.013430331756503,1.2786666666666666,159,159,75.35027,156.43
2023,6,26,45,0,-6.329666666666665,-10.697000000000001,7.115394127370873,1.388,177,177,-32.42729,23.336
2024,4,17,26,1,574.1999999999999,3.9395952959006646,1.573666163846129,2.4916666666666667,108,108,174.6464,57.714
2023,5,17,11,1,99.65666666666665,-28.457209474229813,0.7727354665230024,3.7856666666666663,137,137,5.62127,3.6276
2024,6,26,13,0,304.91,-5.027,5.556355581550445,0.7833333333333333,178,178,32.09085,45.481
2024,4,5,46,0,-3.031333333333333,-1.4826666666666666,4.223412854947018,1.194,96,96,-31.81764,7.4393
2024,6,1,21,0,400.2343333333333,22.08566666666667,4.01806154709487,1.199,153,153,53.336830000000006,112.9
2024,5,12,40,0,-3.196,-10.376666666666667,7.860105292029079,2.7373333333333334,133,133,-49.98722,18.500999999999998
2024,6,18,42,1,-1.0623333333333334,-12.632095328793614,1.3612943264840105,3.920666666666667,170,170,21.64017,24.962
2024,5,27,31,1,186.86666666666667,-10.628553305790415,6.228622291037402,2.0573333333333332,148,148,30.551,89.78200000000001
2024,4,22,45,1,-2.656333333333334,10.435354356151795,1.9187292903058424,1.9203333333333334,113,113,-27.674709999999997,2.9018
2024,6,16,37,0,117.31233333333334,1.2863333333333336,10.142876192257582,1.1703333333333334,168,168,-14.615310000000001,40.99100000000001
2023,7,24,19,1,628.0666666666667,-48.337513300305204,8.940110035196103,6.780333333333334,205,205,148.5808,168.02
2023,5,20,30,1,138.73333333333332,-33.77914169061164,3.426536381311921,2.8176666666666663,140,140,70.2,41.86600000000001
2023,6,5,24,0,890.1793333333334,42.587,19.57475712258471,2.453,156,156,136.4303,191.7
2024,6,1,1,1,-1.0573333333333335,-2.0419949856116943,1.1509517716114956,4.453666666666667,153,153,-13.90501,-7.5169
2023,7,30,23,0,99.13733333333333,4.872,1.143621161385596,1.292,211,211,17.03099,31.335
2024,4,15,24,0,805.3686666666666,15.737666666666664,8.513896775607083,3.050666666666667,106,106,145.4792,241.23
2024,5,4,42,1,-2.108,-3.1643121290980565,2.8532961418237797,2.313333333333333,125,125,-61.25853000000001,1.5028
2024,4,4,18,1,93.10000000000001,3.1487190383856096,1.1993524217714278,3.8480000000000003,95,95,13.912370000000001,6.51
2023,6,12,9,1,39.14666666666667,-14.420733560177496,6.7762383684476735,1.9413333333333334,163,163,-28.30113,15.933
2024,5,27,10,1,60.53,-4.461892344432777,3.0418329026502224,2.916,148,148,-17.394170000000003,6.6361
2024,4,6,9,1,-1.1086666666666665,-6.023803274946887,2.8039412109874853,2.8206666666666664,97,97,-24.16672,2.3663
2024,6,30,13,1,116.66666666666667,-6.577781514324099,0.8112147028340395,2.676666666666667,182,182,4.81041,49.066
2023,6,1,35,1,302.8333333333333,-36.46337311579491,3.6885343306043445,4.513333333333333,152,152,117.2128,53.592
2024,4,29,26,1,727.2666666666668,-11.553241481628804,10.504975660387585,2.2643333333333335,120,120,347.4472,86.791
2023,5,14,15,0,246.506,-2.3073333333333337,1.6135116443077653,0.9543333333333331,134,134,24.33053,52.577
2024,6,3,34,1,117.42666666666666,1.2221998598494068,3.538730809260903,3.225,155,155,18.43575,45.34
2023,4,26,18,0,489.2203333333334,-5.653333333333333,3.604891334239033,2.2306666666666666,116,116,125.0259,116.03
2024,4,8,1,1,-1.0853333333333335,-11.765055007070394,9.032824727506352,2.2656666666666667,99,99,-8.71955,2.3967
2023,6,19,40,1,12.054,-19.963306372234666,10.620055322126165,2.3240000000000003,170,170,-16.46339,10.857000000000001
2024,6,26,25,0,890.7016666666667,106.80333333333334,19.990614714333134,2.728666666666667,178,178,92.35186,209.54
2023,7,19,30,1,251.33333333333334,-46.49372788305005,4.2480639624159675,3.856666666666667,200,200,17.62389,83.20200000000001
2023,6,10,25,0,921.9036666666667,46.629,20.045233831852876,2.6,161,161,170.3289,186.46
2024,4,5,4,0,-3.318666666666667,-8.856,1.4527070593394047,1.5373333333333334,96,96,-31.5493,1.3789
2024,6,2,6,1,-0.37166666666666665,-6.548904623482302,0.6263408319666741,2.8226666666666667,154,154,-4.23681,11.335999999999999
2023,5,20,15,0,228.048,0.46399999999999997,3.421530809102377,2.348333333333333,140,140,26.112479999999998,45.59
2023,2,16,43,0,-0.734,1.9100000000000001,1.8452682382598553,1.939,47,47,-21.19369,9.0816
2023,5,20,11,0,29.663,-5.696999999999999,2.719500205896317,1.184,140,140,-5.5605199999999995,12.467
2023,5,22,5,0,-4.514333333333334,-1.331,4.675278570063153,1.6683333333333337,142,142,-30.66098,3.5374
2023,7,7,33,1,477.93333333333334,-48.72994818070765,21.12511635722565,1.9523333333333337,188,188,79.60124,104.92
2023,5,18,20,0,748.0393333333333,16.953,5.9086996773174985,2.251333333333333,138,138,133.497,125.86
2024,6,1,26,1,734.2333333333332,-7.235147231447051,5.568670932877133,4.159,153,153,191.9379,220.69
2023,6,30,7,1,0.10133333333333334,-26.96533459051653,1.3590344394244056,1.7706666666666664,181,181,-6.671410000000001,-2.5132
2023,5,28,28,1,778.9666666666667,-34.78971759044947,13.908929523495217,2.2516666666666665,148,148,266.4334,89.555
2023,6,7,33,0,209.50833333333333,26.59766666666667,9.37759644283188,1.1663333333333332,158,158,10.25953,21.021
2024,5,1,36,1,156.0,-21.655687808544656,12.972968212618637,3.7583333333333333,122,122,-10.38004,20.094
2023,2,21,25,0,176.554,12.979,1.9261890760056932,2.3676666666666666,52,52,28.26195,43.248000000000005
2024,4,8,26,1,465.7666666666666,-20.50596541822014,14.946295872138098,3.625666666666667,99,99,194.0232,55.986000000000004
2024,6,2,23,0,100.06466666666667,0.135,0.9621877363834592,1.0956666666666666,154,154,11.26298,27.351
2023,6,7,28,0,793.2823333333334,37.78966666666667,13.152203512916552,2.34,158,158,141.4842,180.34
2024,6,13,18,0,441.5746666666667,14.376666666666667,6.474655575645897,1.1973333333333331,165,165,71.89862,110.64
2024,5,21,23,1,542.0333333333333,-8.229327637837867,8.990661253576771,4.289666666666666,142,142,107.5609,258.74
2023,7,15,41,1,-0.225,-42.12817025257994,4.193330074282123,4.923333333333334,196,196,-95.53702,72.968
2024,5,20,30,0,364.41400000000004,33.361,9.890018646031482,1.2686666666666666,141,141,42.878840000000004,110.73
2023,5,8,43,0,-4.949333333333333,-5.142,5.477785187619762,1.896,128,128,-59.70625,25.035999999999998
2023,7,10,14,1,103.39999999999999,-24.274373229158183,1.054232098905139,5.751333333333334,191,191,7.5343100000000005,35.751999999999995
2023,6,28,1,0,-4.800666666666666,-19.043,0.44246277584376337,1.0953333333333333,179,179,-11.26747,-4.1927
2024,5,22,20,1,159.26666666666665,-2.976468115014214,0.46569447099447814,3.3829999999999996,143,143,8.29664,26.818
2023,7,18,29,0,461.52199999999993,38.882,16.296988708753116,1.4640000000000002,199,199,34.326209999999996,104.66
2023,3,13,43,0,-2.8046666666666664,8.017,2.6280065742583236,1.5520000000000003,72,72,-37.14967,4.1621
2023,7,22,9,1,13.08,-44.90575240535294,1.4360685041517396,3.939,203,203,-67.61783,33.022
2023,6,18,40,1,10.813666666666668,-27.167087945958524,16.66402078197305,2.3379999999999996,169,169,-44.796409999999995,55.266999999999996
2023,5,24,9,1,9.930666666666667,-28.254298280306053,0.6703199598239076,2.7836666666666665,144,144,-7.27275,2.8422
2023,7,15,22,0,89.97866666666668,30.235000000000003,17.93519158034938,1.6153333333333333,196,196,-23.26746,59.243
2023,2,22,30,0,231.90066666666667,24.215333333333334,5.543595155837869,1.8743333333333332,53,53,12.5103,33.067
2023,6,20,24,1,397.3,-19.14384618678787,5.298541348963866,2.378,171,171,70.85165,86.57799999999999
2024,5,1,42,1,-2.3713333333333337,-17.296595751121806,8.689162159712051,4.059666666666667,122,122,-58.6926,29.631999999999998
2023,7,16,18,0,662.6576666666666,60.34433333333334,11.567661596112483,3.0879999999999996,197,197,88.29759,278.51
2024,5,25,24,0,856.948,58.20766666666666,9.864349882342406,1.6866666666666668,146,146,114.4204,210.42
2023,5,22,31,0,249.80933333333334,36.50233333333333,16.187319390923335,1.665,142,142,-10.75394,85.685
2023,6,9,27,0,845.7403333333333,47.04533333333333,21.99763395391269,2.6513333333333335,160,160,132.3998,177.8
2023,3,20,29,0,242.22766666666666,14.133333333333333,4.239626059347243,1.8866666666666667,79,79,24.35611,75.187
2024,5,3,27,0,139.124,9.739666666666666,4.779046568301631,1.6209999999999998,124,124,13.81586,53.271
2023,6,23,18,0,61.67833333333332,-9.484333333333334,0.0,2.4103333333333334,174,174,17.91315,4.7572
2023,7,9,23,0,831.7593333333334,88.47966666666667,28.366719879015584,0.9143333333333334,190,190,76.47111,261.78
2023,6,30,36,1,149.4,-26.559584567574042,4.683222248768157,1.4816666666666667,181,181,-13.17034,78.55199999999999
2024,5,4,6,1,-0.5356666666666667,1.4704096471258656,1.955578394976234,2.489666666666667,125,125,-14.394329999999998,7.5045
2023,6,26,39,1,20.983333333333334,-23.654061262569627,8.489457902769301,3.845333333333333,177,177,-29.37892,24.189
2024,4,10,44,1,-2.767666666666667,4.040637534641645,3.901427794034955,1.8916666666666666,101,101,-16.32134,0.72311
2023,6,3,35,0,335.142,16.807666666666666,16.556409624882463,1.5856666666666666,154,154,20.5108,61.07
2024,4,20,32,0,217.13,12.092666666666666,4.566125787207571,1.2059999999999997,111,111,24.22379,65.30199999999999
2023,4,27,2,0,-1.7163333333333333,-18.436666666666664,0.7459093152350711,1.1476666666666666,117,117,-10.362260000000001,2.8315
2023,5,12,17,0,522.2046666666666,9.327333333333334,1.655214674216868,1.085,132,132,71.06221,100.08
2023,2,28,32,0,226.6163333333333,12.418999999999999,4.39381556772948,2.4909999999999997,59,59,32.73466,29.44
2023,6,16,45,1,-1.1773333333333333,-28.019835987755126,5.1151879141208685,3.606666666666667,167,167,-58.22104,30.471999999999998
2024,4,17,27,0,575.0143333333333,31.539,5.123834565383059,1.5253333333333334,108,108,112.9289,174.36
2024,6,9,8,0,2.4583333333333335,-16.209000000000003,1.42765785519728,1.0190000000000001,161,161,-3.92774,18.426
2023,5,13,26,0,760.877,49.90266666666667,13.87995658486144,2.9776666666666665,133,133,75.1164,214.14
2023,6,6,7,1,-1.2643333333333333,-33.7863781811225,10.332421728736536,2.669333333333334,157,157,-55.41786,7.6241
2024,5,3,8,0,-0.221,-7.105,1.3101975041709526,0.8896666666666667,124,124,-4.0250900000000005,6.119
2024,6,3,14,0,159.45,-4.607333333333334,3.5189336852484487,0.9226666666666666,155,155,16.103170000000002,44.211000000000006
2023,5,12,9,1,5.370666666666668,-30.50622176237213,1.8369970848380017,2.166,132,132,-32.092290000000006,17.504
2024,5,24,13,1,110.03333333333335,-1.6771299116612632,4.223039884315224,1.2673333333333332,145,145,4.15528,46.715
2024,5,28,40,1,3.0933333333333333,-2.5482861734240636,6.1856633193875386,2.6980000000000004,149,149,-23.64128,10.376
2024,5,25,12,1,348.9666666666667,-1.162172769195034,0.6564069186650983,2.1903333333333332,146,146,30.05169,63.463
2023,7,6,20,1,702.0666666666667,-40.97481839496341,7.8837018376197605,3.3153333333333332,187,187,188.1211,138.52
2023,7,21,2,1,-0.9703333333333334,-50.20365947323884,5.950822455787566,2.0483333333333333,202,202,-19.80377,7.223
2024,4,26,9,1,-1.3186666666666664,10.22922604407168,2.0807781501780145,3.0839999999999996,117,117,-48.5258,3.4515
2023,5,24,17,0,458.343,-2.147,2.3439357303930546,1.2063333333333333,144,144,84.86386999999999,73.293
2024,6,16,12,0,127.52066666666667,-6.8500000000000005,6.3853277293397355,1.9160000000000001,168,168,-6.27836,45.01
2024,4,8,15,1,237.76666666666668,-7.0061224185986335,4.313974527517146,3.2596666666666665,99,99,18.40377,37.593
2023,7,10,16,1,95.06666666666668,-24.274517958968392,0.9461380218344821,5.510333333333334,191,191,12.18373,41.093999999999994
2023,7,10,31,1,599.3000000000001,-28.16948661151914,12.577424046784051,4.229333333333334,191,191,157.8461,220.23
2024,6,9,14,1,458.1333333333334,1.6265609655420394,3.735807114288505,2.445666666666667,161,161,135.0255,105.1
2024,6,17,14,1,157.46666666666667,-2.3347621651155137,3.2370096170860148,3.1093333333333333,169,169,9.68634,27.198
2023,7,17,13,1,228.33333333333334,-42.9841023502013,6.976151488898978,4.0073333333333325,198,198,9.56591,40.603
2023,5,26,15,0,219.88333333333333,-3.5036666666666663,1.1970558951568702,1.431,146,146,42.66946,35.725
2023,7,30,1,1,-1.985,-45.05352154158416,4.613981402849431,3.5799999999999996,211,211,-50.11615,3.3648
2023,7,22,27,1,630.9,-47.55228171497471,9.933705355793592,3.5980000000000003,203,203,143.7632,150.52
2023,6,7,40,1,11.896333333333333,-33.15159323351221,9.132540873306692,2.1943333333333332,158,158,-49.333529999999996,23.955
2024,5,14,19,0,760.1656666666667,39.24699999999999,13.757833733780988,3.8466666666666662,135,135,95.90585,150.21
2024,6,22,9,0,4.643666666666667,-16.351666666666667,1.714446021368449,1.3183333333333334,174,174,-12.46986,18.95
2023,7,26,16,0,136.61866666666666,-14.505,0.8410300745707193,0.9276666666666668,207,207,13.721910000000001,25.795
2023,3,7,3,0,-2.1486666666666667,-9.08,0.334554211813785,2.5903333333333336,66,66,-18.57912,21.337
2023,7,29,46,0,-3.1169999999999995,-25.668333333333333,0.9889772003374286,0.6653333333333333,210,210,-7.4368300000000005,2.1659
2024,5,28,20,0,464.904,15.540333333333331,5.599725802847127,2.1186666666666665,149,149,82.38195999999999,145.56
2024,4,21,17,0,578.0596666666667,-3.7646666666666673,3.2402787072726182,3.9013333333333335,112,112,99.95879000000001,117.69
2023,7,2,36,1,215.70000000000002,-31.70002560194421,9.583787635417135,5.208333333333334,183,183,20.07711,76.102
2024,4,16,13,0,157.56233333333333,-15.653666666666666,2.22678614405679,2.3363333333333336,107,107,11.18555,37.395
2024,5,8,17,0,580.3043333333334,12.866,6.431793184744265,1.6533333333333333,129,129,96.64587,110.02
2023,4,28,8,0,-1.3773333333333333,-7.607666666666667,3.3519243981780322,1.8950000000000002,118,118,-15.15051,13.765999999999998
2023,7,13,33,1,213.76666666666665,-32.895276739618545,11.054599675723383,4.055,194,194,4.27969,106.42
2024,5,7,32,1,313.8333333333333,-4.034851635128003,4.315646904189951,1.4976666666666667,128,128,118.1614,73.182
2023,7,23,35,0,70.793,2.2613333333333334,10.49848801530129,1.6503333333333334,204,204,-12.37448,41.547
2023,7,14,29,0,686.3023333333334,60.361333333333334,20.009136874991697,1.8503333333333334,195,195,59.09189,173.7
2024,6,22,15,0,343.4173333333333,-3.4386666666666668,3.849770497288098,1.5296666666666667,174,174,40.84468,77.485
2023,5,25,12,1,191.13333333333333,-30.30396185259435,0.6104404412023907,0.6663333333333333,145,145,58.10426999999999,93.709
2024,6,10,45,1,-0.4533333333333333,3.0781167790388086,2.4061677847957323,7.078,162,162,-49.877829999999996,27.480999999999998
2023,3,5,9,0,-1.1260000000000001,-6.678333333333334,0.7141330001085286,1.5743333333333334,64,64,-7.9408199999999995,6.2036
2024,5,4,7,0,-1.2016666666666667,-11.774000000000001,0.742118410485384,0.5383333333333334,125,125,-1.26796,0.8319
2023,4,30,32,0,517.2196666666667,27.586000000000002,12.029461249851016,1.6246666666666665,120,120,52.50951,123.0
2023,5,15,39,1,3.016,-27.403576455852587,4.086511012294027,5.398666666666667,135,135,-80.61055,64.398
2023,5,20,21,1,370.2,-31.934487894495213,2.9613846880276213,3.61,140,140,147.6844,50.781000000000006
2024,5,7,17,0,271.8893333333333,12.030999999999999,2.8070148162113693,0.7236666666666668,128,128,39.576609999999995,41.169
2023,5,28,39,1,31.093333333333334,-36.65181132869701,11.963946669638979,3.2643333333333335,148,148,-35.68902,13.0
2024,4,14,26,1,478.9333333333334,-6.937367455300312,6.577913353251274,4.903333333333333,105,105,219.0711,30.998
2023,6,11,2,1,-2.488666666666667,-17.299988404627683,7.450460966908441,2.4386666666666668,162,162,-42.56929,11.84
2023,5,24,14,0,117.63233333333334,-10.441333333333334,1.0729026723087074,0.9773333333333335,144,144,18.66696,30.65
2024,6,3,21,1,387.7,5.033081365938035,2.6357727238878557,3.595333333333334,155,155,97.24252,48.882
2023,3,18,41,0,-2.372,2.7226666666666666,3.1570402204799155,0.9780000000000001,77,77,-8.89378,3.8053
2024,4,26,16,1,477.5,10.51185408605887,3.5408937117501615,2.8929999999999993,117,117,139.6792,24.516
2024,5,13,39,1,12.566666666666668,-12.657469623829753,11.559000009189223,3.1056666666666666,134,134,-67.44561999999999,30.715999999999998
2023,6,5,4,1,-3.0020000000000002,-35.64659043183717,9.374737908474781,2.6073333333333335,156,156,-42.33598,3.6179
2024,6,24,34,1,328.3333333333333,-14.587820970617951,13.447575103777597,1.9746666666666666,176,176,53.02321,68.723
2023,2,18,6,0,-1.0183333333333333,0.9193333333333333,1.1030998293420264,0.9313333333333335,49,49,-7.171410000000001,4.6191
2023,6,24,35,0,339.05833333333334,29.564666666666668,18.097267541779026,1.1696666666666669,175,175,27.13679,94.77799999999999
2024,5,5,35,1,257.53333333333336,-5.3477918927925625,6.208905767697132,4.16,126,126,83.07115,29.783
2024,4,2,45,0,-1.3613333333333333,-5.386,0.8424118432388781,1.5116666666666667,93,93,-20.538629999999998,16.712
2023,5,29,35,1,290.20000000000005,-36.44766993138632,9.324834191236036,3.244666666666667,149,149,70.42737,56.442
2024,5,12,27,0,841.5673333333334,83.81633333333333,14.061524263233617,2.7110000000000003,133,133,111.2619,173.09
2023,2,17,24,0,71.25566666666667,10.992666666666667,2.220783172737633,2.7870000000000004,48,48,-8.42718,14.047
2023,2,17,8,0,-0.48900000000000005,3.999,0.8303907328048812,2.526,48,48,-15.893089999999999,3.9904
2023,7,7,30,0,742.9929999999999,59.78766666666667,24.597597385761276,1.6903333333333332,188,188,56.87685,187.83
2023,7,24,10,1,48.36333333333334,-47.54005204601138,2.895328310927079,3.6246666666666667,205,205,-29.917709999999996,9.0067
2024,5,12,45,1,-2.026666666666667,-7.010065026759181,5.850878295435555,3.550666666666667,133,133,-57.224880000000006,4.9534
2023,7,26,44,1,-2.4,-41.39808072494202,4.592895956839003,2.8113333333333337,207,207,-37.53875,1.3718
2023,5,15,34,1,130.86666666666667,-28.83683576642813,5.259723579239031,5.229,135,135,35.73547,32.202
2023,5,18,31,1,551.8000000000001,-30.2745817011204,7.188484885315175,1.6369999999999998,138,138,230.1768,76.794
2023,5,14,31,0,663.819,28.02033333333333,11.504657239479045,1.8806666666666665,134,134,77.4298,149.55
2024,4,8,34,0,170.72933333333336,27.134,20.94028595900012,2.4823333333333335,99,99,-68.15250999999999,110.27
2023,5,29,14,1,385.1333333333334,-32.563773109317275,5.165190294104219,1.0546666666666666,149,149,87.54845999999999,39.513000000000005
2024,6,3,30,0,226.077,13.026000000000002,6.115165960080885,1.455,155,155,26.959120000000002,62.285
2023,5,13,2,1,-2.779,-25.136166884093296,7.406863748832446,2.3496666666666663,133,133,-46.36792,7.6765
2024,5,17,9,0,13.752,-19.836,2.5702324023587124,2.7390000000000003,138,138,-42.89653,22.201
2024,5,3,36,0,35.35466666666667,-7.2123333333333335,3.0039495319027427,1.6666666666666667,124,124,-2.56134,22.765
2024,6,1,32,0,463.7016666666666,35.69766666666667,6.99371491333908,0.882,153,153,38.622840000000004,110.58
2024,5,31,28,1,535.7666666666667,-2.3962287107932214,4.1230584784307265,3.2936666666666667,152,152,168.4092,162.41
2023,7,25,41,1,-1.6513333333333333,-43.85067208887345,3.7563403450946904,3.002333333333333,206,206,-20.0069,10.511
2023,3,5,46,0,-1.6420000000000001,-6.8373333333333335,1.212953158925063,0.7343333333333333,64,64,-7.628639999999999,2.1179
2024,5,13,10,1,41.39333333333334,-3.0034631095461295,4.067105112749179,2.556,134,134,-23.46636,4.1994
2023,6,25,19,0,742.3939999999999,21.327,15.192163386666223,1.274,176,176,82.22034000000001,154.22
2023,3,4,44,0,-1.2553333333333334,-4.412,0.995020483401297,1.3563333333333336,63,63,-9.326830000000001,14.857999999999999
2023,5,23,17,1,44.78,-27.614158329717768,0.5609876614907705,4.842666666666666,143,143,3.79259,5.4435
2024,4,6,1,0,-2.392,-0.09300000000000001,3.954738148588854,1.3406666666666667,97,97,-25.437160000000002,6.8651
2023,6,22,47,1,-0.6216666666666667,-19.343862784507326,1.15861889500869,3.4433333333333334,173,173,-30.272879999999997,19.399
2023,7,8,15,0,448.508,17.847666666666665,9.905315903187804,0.824,189,189,52.82725,100.08
2024,5,24,1,1,-2.1656666666666666,-4.892968814563623,4.980906313320871,2.474,145,145,-12.76615,2.6466
2023,3,11,27,0,399.6813333333334,3.596,2.9710764892038553,1.846,70,70,51.739709999999995,78.945
2024,4,14,39,1,-1.0973333333333333,-5.122091896052815,5.721836365483009,2.4066666666666667,105,105,-14.58119,12.829
2023,7,29,47,0,-1.5170000000000001,-24.846999999999998,0.7837284921615773,0.44733333333333336,210,210,-3.0871299999999997,2.4499
2023,6,28,25,1,824.3666666666667,-25.93558199082497,10.949825463699376,2.807,179,179,271.1529,215.16
2024,5,27,28,1,586.4333333333333,-8.965515237178305,6.5107003507867915,3.261666666666667,148,148,217.4177,105.56
2024,5,17,41,1,-0.8620000000000001,-5.867738576201378,3.941018743337951,3.8513333333333333,138,138,-23.006220000000003,16.730999999999998
2023,3,15,25,0,495.05766666666665,5.153,3.3724831811495113,2.2106666666666666,74,74,104.7473,110.98
2024,6,10,19,0,629.8033333333333,33.40266666666667,9.032106373214239,1.635,162,162,99.15736,140.1
2024,4,30,35,0,160.95433333333335,33.01066666666667,13.107477842047043,2.3193333333333332,121,121,-22.27476,38.259
2023,5,8,3,0,-3.1643333333333334,-11.874666666666664,1.2342654205109351,1.9469999999999998,128,128,-17.135289999999998,5.0353
2023,5,28,8,1,4.611,-32.152016799250895,4.838185496472333,2.280666666666667,148,148,-67.34226,23.581999999999997
2024,4,10,14,0,62.189,-11.538666666666666,2.4347752339235207,1.5483333333333336,101,101,-4.4753300000000005,22.811999999999998
2023,7,12,11,1,27.560000000000002,-22.206473700782556,3.876325837497376,4.239,193,193,-6.406280000000001,20.347
2023,7,5,11,0,49.812000000000005,-6.8453333333333335,3.36600429905541,2.5843333333333334,186,186,-17.84231,49.731
2024,6,13,19,1,520.5333333333333,6.978282386389054,4.627225759310752,2.251333333333333,165,165,187.7486,89.694
2023,6,15,10,1,96.57666666666667,-25.132982828268467,8.505906745831696,2.0963333333333334,166,166,-14.23179,10.109
2024,5,25,13,0,189.41933333333336,8.974666666666666,1.7916233692481356,1.066,146,146,22.88842,37.739000000000004
2023,6,29,27,0,199.721,22.26,13.124806428240806,0.618,180,180,12.092889999999999,31.165
2023,6,9,37,0,119.50766666666665,10.154666666666667,16.33386731320092,1.3226666666666669,160,160,-14.33985,24.776
2023,4,28,9,0,-0.8493333333333334,-7.408,3.405448055040278,1.75,118,118,-7.3748,9.8922
2024,6,15,42,1,-2.521333333333333,-5.334201841633283,8.471649716443551,3.0980000000000003,167,167,-36.18551,5.4099
2024,6,12,42,1,-1.6696666666666669,3.008955975742787,3.0136334225050323,3.2100000000000004,164,164,-39.2233,13.232000000000001
2023,5,8,25,0,871.2366666666667,50.458000000000006,9.175998133420308,3.0706666666666664,128,128,131.024,190.41
2023,5,9,9,1,9.706666666666669,-28.44259176339797,3.8972952888913728,2.616,129,129,-25.71136,3.8196
2023,7,22,6,1,-1.8153333333333332,-45.51868315162042,1.0013122471420424,4.202,203,203,-63.08889,17.211
2023,6,16,25,1,479.1666666666667,-29.237737340728312,10.795944043166344,2.646,167,167,132.6609,170.16
2024,5,16,23,1,229.30000000000004,-5.397058484704318,7.836269923405952,4.177,137,137,62.401180000000004,73.17
2023,6,3,29,1,758.2666666666668,-33.97503348873982,13.15238636269211,2.5506666666666664,154,154,269.5819,147.31
2023,3,11,7,0,-1.8259999999999998,-10.893333333333333,0.6396025645194703,2.5593333333333335,70,70,-19.12699,30.163
2023,6,8,1,1,0.35200000000000004,-32.34349433816753,3.1573685213429084,2.9446666666666665,159,159,-99.49191,86.351
2024,4,4,27,1,241.16666666666666,-3.4060704139569573,2.7332728886778987,6.257000000000001,95,95,46.47135,63.471000000000004
2023,6,7,39,1,42.443333333333335,-35.00427953409564,8.90796208610913,1.8953333333333333,158,158,-28.115029999999997,14.379000000000001
2023,2,20,34,0,10.886333333333333,4.037666666666666,1.4747551060012505,3.6293333333333333,51,51,-8.0894,20.227999999999998
