year,month,day,30min,location,incomingShortwaveRadiation,soilHeatflux,waterPressureDeficit,windSpeed,day_of_year,H_orig,LE_orig,day_of_year
2023,2,17,24,0,71.25566666666667,10.992666666666667,2.220783172737633,2.7870000000000004,48,-8.42718,14.047,48
2023,2,17,27,0,384.8076666666666,16.200999999999997,4.5823736725076465,3.1986666666666665,48,72.82918000000001,69.273,48
2023,2,17,28,0,230.75966666666667,21.937,4.782142783111668,3.2456666666666667,48,22.77151,49.05,48
2023,2,17,29,0,109.04433333333333,22.474,4.790434611730095,3.287333333333333,48,-7.75842,43.589,48
2023,2,17,30,0,21.309666666666665,20.412000000000003,4.841041347925884,3.8219999999999996,48,-40.69722,40.18,48
2023,2,17,31,0,5.411666666666666,18.188666666666666,3.079620158646902,3.317,48,-38.99391,26.124000000000002,48
2023,2,17,32,0,5.268666666666667,16.368666666666666,2.024085086612999,3.4933333333333336,48,-49.50613,271.33,48
2023,2,17,33,0,7.197333333333333,15.533,1.9580185226247018,4.373,48,-31.08043,30.307,48
2023,2,18,3,0,-1.2483333333333333,1.3426666666666665,2.166121969798132,1.5033333333333332,49,-23.85239,114.08,49
2023,2,18,4,0,-0.9073333333333333,0.8813333333333334,1.8916456438441678,1.3166666666666667,49,-14.754529999999999,10.035,49
2023,2,18,5,0,-0.7473333333333333,0.757,1.5893560122145018,1.1476666666666668,49,-9.63077,6.4515,49
2023,2,18,6,0,-1.0183333333333333,0.9193333333333333,1.1030998293420264,0.9313333333333335,49,-7.171410000000001,4.6191,49
2023,2,18,7,0,-0.5956666666666667,1.0686666666666664,0.8514573748043492,0.8653333333333334,49,-7.30797,1.7174,49
2023,2,18,8,0,-0.6973333333333334,1.3219999999999998,0.7303165805151401,1.1059999999999999,49,-9.446019999999999,9.8336,49
2023,2,18,14,0,-0.6253333333333334,4.355666666666667,0.33960738410216784,1.950333333333333,49,-26.401490000000003,59.701,49
2023,2,18,32,0,13.884666666666668,7.127333333333333,1.6111222207595706,3.3203333333333336,49,-23.09313,24.15,49
2023,2,18,33,0,6.5683333333333325,6.724333333333334,1.5473310446112318,3.0090000000000003,49,-27.22692,25.055,49
2023,2,18,34,0,2.4523333333333337,6.312666666666666,1.5138750551037354,2.885333333333333,49,-17.98387,13.584000000000001,49
2023,2,18,35,0,-1.2013333333333334,5.873,1.2738253272256301,2.7999999999999994,49,-22.46047,16.574,49
2023,2,18,36,0,-2.839,5.495666666666668,0.9313945700466633,3.0036666666666663,49,-22.37341,18.625,49
2023,2,19,26,0,306.724,10.399666666666667,1.7004081229522905,0.9496666666666668,50,36.386829999999996,44.393,50
2023,2,19,27,0,269.117,12.807333333333332,2.0892048776337786,1.099,50,46.36695,60.692,50
2023,2,19,28,0,194.43966666666665,13.418000000000001,1.9897298754436834,1.0890000000000002,50,29.91467,49.571999999999996,50
2023,2,19,29,0,230.3083333333333,11.829,2.053733513439453,1.122,50,14.49438,53.89,50
2023,2,19,31,0,107.96566666666666,10.035666666666668,2.310286484864716,0.8079999999999999,50,10.214039999999999,38.325,50
