"year","day_of_year","location","X30min","H_f","LE_f"
2023,47,0,23,93.7665,112.71
2023,47,0,25,51.9651,30.423
2023,47,0,26,69.53238,39.713
2023,47,0,27,71.31974,39.382
2023,47,0,28,48.84439,32.021
2023,47,0,29,43.00187,27.692
2023,47,0,30,19.68994,22.097
2023,47,0,31,5.22808,13.759
2023,47,0,33,-9.80932,14.059
2023,47,0,35,-15.24651,8.8693
2023,47,0,36,-11.78387,6.1504
2023,47,0,37,-8.51285,4.2885
2023,47,0,38,-6.50859,2.8714
2023,47,0,39,-11.3967,3.6617
2023,47,0,40,-14.40444,6.1671
2023,47,0,41,-11.15905,5.5855
2023,47,0,42,-17.21312,8.5007
2023,47,0,43,-21.19369,9.0816
2023,47,0,44,-16.1886,5.8132
2023,47,0,45,-11.32158,6.3667
2023,47,0,46,-18.18159,10.491
2023,47,0,47,-18.64034,9.1722
2023,48,0,0,-17.76916,9.1378
2023,48,0,1,-12.84532,5.5695
2023,48,0,2,-10.48481,3.2712
2023,48,0,3,-14.83415,7.6921
2023,48,0,4,-12.41682,2.8064
2023,48,0,5,-20.78394,3.9659
2023,48,0,6,-15.47151,4.7182
2023,48,0,7,-14.2415,5.6352
2023,48,0,8,-15.89309,3.9904
2023,48,0,9,-13.58063,2.6667
2023,48,0,10,-16.54318,2.9546
2023,48,0,11,-14.7057,2.2262
2023,48,0,12,-14.26667,2.6019
2023,48,0,13,-14.52554,2.7064
2023,48,0,14,-17.42757,1.7336
2023,48,0,15,-17.40576,4.2333
2023,48,0,16,-18.19727,6.4509
2023,48,0,17,-11.8483,11.355
2023,48,0,18,-11.4887,12.678
2023,48,0,19,-9.81778666666667,9.35644090909091
2023,48,0,20,-10.0870352,9.03228260869565
2023,48,0,21,-10.0870352,9.03228260869565
2023,48,0,22,-8.64096961538462,10.1616916666667
2023,48,0,23,-4.70496357142857,18.0245384615385
2023,48,0,24,-8.36282083333333,19.0831166666667
2023,48,0,27,60.016935,51.5283333333333
2023,48,0,28,16.3615333333333,33.437
2023,48,0,29,6.51883764705882,28.9955842105263
2023,48,0,30,-12.65204,2.71495
2023,48,0,31,-12.65204,2.71495
2023,48,0,32,-16.1324033333333,9.85996666666667
2023,48,0,33,-14.5450457142857,12.2439857142857
2023,49,0,3,-11.2306279591837,7.29807064516129
2023,49,0,4,-11.3034281818182,7.41141031914894
2023,49,0,5,-11.3965912222222,7.48764034883721
2023,49,0,6,-11.3965912222222,7.48764034883721
2023,49,0,7,-11.1889532954545,7.4013044047619
2023,49,0,8,-11.0926109756098,7.19377653846154
2023,49,0,14,-11.5978868571429,6.69173088235294
2023,49,0,32,-23.09313,24.15
2023,49,0,33,-27.22692,25.055
2023,49,0,34,-17.98387,13.584
2023,49,0,35,-22.46047,16.574
2023,49,0,36,-22.37341,18.625
2023,50,0,26,36.38683,44.393
2023,50,0,27,46.36695,60.692
2023,50,0,28,29.91467,49.572
2023,50,0,29,14.49438,53.89
2023,50,0,31,10.21404,38.325
2023,50,0,34,-2.24226,14.005
2023,50,0,37,-1.7381,3.4278
2023,50,0,38,-2.73479,4.1457
2023,50,0,39,-3.2595,2.8982
2023,50,0,40,-1.56382,4.235
2023,50,0,42,-1.25581,-5.2308
2023,50,0,44,-2.24006,-1.2
2023,50,0,45,-2.22901,4.3444
2023,50,0,46,-2.66629,4.9752
2023,51,0,0,-6.21612,6.1858
2023,51,0,1,-13.38459,16.105
2023,51,0,2,-12.49714,16.942
2023,51,0,3,-10.16107,12.655
2023,51,0,4,-12.25952,15.878
2023,51,0,5,-9.42967,10.34
2023,51,0,6,-11.54165,12.388
2023,51,0,7,-18.25005,10.034
2023,51,0,8,-23.78747,21.643
2023,51,0,9,-21.95683,15.599
2023,51,0,10,-16.12149,13.194
2023,51,0,11,-18.43785,17.952
2023,51,0,12,-19.89164,17.779
2023,51,0,13,-28.05889,9.5818
2023,51,0,14,-17.28022,4.5339
2023,51,0,15,-24.94383,9.0335
2023,51,0,16,-21.28733,8.5319
2023,51,0,17,-16.63798,13.3
2023,51,0,18,-13.94593,21.736
2023,51,0,19,10.51195,33.359
2023,51,0,20,4.01727,29.034
2023,51,0,21,49.55857,61.663
2023,51,0,22,59.59295,74.672
2023,51,0,23,70.71854,82.875
2023,51,0,24,43.78751,77.761
2023,51,0,25,35.96047,71.63
2023,51,0,26,19.09246,63.315
2023,51,0,28,-8.67326,47.061
2023,51,0,29,19.70782,52.41
2023,51,0,32,6.67272,25.484
2023,51,0,33,-4.7912,19.56
2023,51,0,34,-8.0894,20.228
2023,51,0,35,-12.69192,14.312
2023,51,0,36,-9.78225,11.205
2023,51,0,37,-9.3872,10.044
2023,51,0,38,-11.2893,11.645
2023,51,0,39,-9.68689,9.4306
2023,51,0,40,-9.34418,7.8715
2023,51,0,41,-9.30947,7.6574
2023,51,0,42,-12.36998,10.629
2023,51,0,43,-10.00172,8.2455
2023,51,0,44,-13.22811,11.788
2023,51,0,45,-12.85924,9.5589
2023,51,0,46,-12.65668,8.7032
2023,51,0,47,-13.41012,9.4422
2023,52,0,0,-14.14585,16.712
2023,52,0,1,-7.93489,13.325
2023,52,0,18,-6.66716,-32.52
2023,52,0,19,-4.10832,-4.282
2023,52,0,21,10.49505,9.0351
2023,52,0,23,32.54507,44.896
2023,52,0,24,22.23598,40.672
2023,52,0,25,28.26195,43.248
2023,52,0,26,43.49648,57.314
2023,52,0,27,47.01698,53.814
2023,52,0,28,28.39468,43.889
2023,52,0,29,12.73019,22.94
2023,52,0,30,8.20242,21.941
2023,52,0,32,-2.97906,9.8052
2023,52,0,33,-5.22826,7.6838
2023,52,0,34,-6.32216,7.947
2023,52,0,35,-8.31493,6.02
2023,52,0,36,-3.35611,2.6786
2023,52,0,37,-5.77415,4.2571
2023,52,0,44,-1.52129,3.2343
2023,52,0,45,-1.76077,1.5446
2023,53,0,7,-3.70891,2.8766
2023,53,0,8,-7.12544,4.5807
2023,53,0,9,-3.46539,1.9507
2023,53,0,10,-5.09025,2.8461
2023,53,0,11,-6.13386,3.5182
2023,53,0,12,-6.19802,3.2687
2023,53,0,13,-5.29807,2.4925
2023,53,0,14,-4.09593,1.7115
2023,53,0,15,-1.63345,2.294
2023,53,0,17,6.14595,12.206
2023,53,0,18,13.15469,16.002
2023,53,0,19,21.46706,20.329
2023,53,0,20,38.97683,30.753
2023,53,0,21,73.63898,49.687
2023,53,0,22,73.17559,52.982
2023,53,0,23,80.54032,60.221
2023,53,0,24,75.27805,48.234
2023,53,0,25,56.50776,50.208
2023,53,0,26,56.99674,53.206
2023,53,0,27,51.43322,53.201
2023,53,0,28,46.71025,51.339
2023,53,0,29,24.96005,34.272
2023,53,0,30,12.5103,33.067
2023,53,0,31,11.61425,32.972
2023,53,0,32,-8.94102,17.997
2023,53,0,33,-8.511,4.8364
2023,53,0,34,-8.75508,3.5291
2023,53,0,35,-16.549,1.9008
2023,54,0,15,-2.3567,0.19037
2023,54,0,26,4.22555,-21.15
2023,55,0,13,-4.83052,12.251
2023,55,0,14,-3.7011,9.3066
2023,55,0,15,-2.86204,11.606
2023,55,0,16,-0.92845,12.487
2023,55,0,17,1.49179,16.955
2023,55,0,18,6.04644,29.846
2023,55,0,19,7.33116,31.403
2023,55,0,20,7.07947,41.222
2023,55,0,22,-2.70553,33.927
2023,55,0,23,5.98945,37.388
2023,55,0,24,9.33999,45.899
2023,55,0,25,16.1201,54.447
2023,55,0,26,10.60293,31.225
2023,55,0,27,6.15843,39.342
2023,56,0,8,-18.58781,28.603
2023,56,0,10,-10.75771,46.127
2023,56,0,12,-9.02114,14.953
2023,56,0,13,-12.26035,9.9171
2023,56,0,14,-14.60137,30.014
2023,56,0,15,-7.23157,9.5692
2023,56,0,18,9.25277,41.328
2023,56,0,19,41.87631,56.349
2023,56,0,24,56.68805,32.652
2023,56,0,25,43.19445,67.574
2023,56,0,27,10.84914,28.944
2023,56,0,29,13.43366,55.912
2023,56,0,30,9.21974,37.093
2023,56,0,31,30.12659,59.659
2023,56,0,34,-13.9603,16.481
2023,56,0,35,-13.33741,19.643
2023,56,0,39,-17.27157,17.442
2023,56,0,40,-36.99907,2.4676
2023,56,0,42,-30.31942,2.5801
2023,57,0,2,-10.72555,-0.067466
2023,57,0,4,-12.35434,1.7559
2023,57,0,5,-9.59217,3.8578
2023,57,0,6,-7.60269,5.8068
2023,57,0,7,-8.70539,2.8923
2023,57,0,9,-15.10689,0.21417
2023,57,0,10,-15.28293,3.3939
2023,57,0,11,-4.86197,2.2035
2023,57,0,12,-4.0665,1.2288
2023,57,0,14,-4.12723,3.8424
2023,57,0,16,1.03159,5.6661
2023,57,0,17,3.51542,9.4272
2023,57,0,18,22.33538,17.459
2023,57,0,19,15.06055,21.224
2023,57,0,20,46.32829,34.711
2023,57,0,21,19.25295,28.451
2023,57,0,22,65.68182,58.846
2023,57,0,23,36.97974,40.154
2023,57,0,24,55.5828,54.953
2023,57,0,25,87.91216,70.725
2023,57,0,26,69.24195,67.7
2023,57,0,27,69.71107,64.742
2023,57,0,28,72.09747,58.311
2023,57,0,29,41.14983,50.497
2023,57,0,30,31.43443,46.65
2023,57,0,31,53.54306,35.243
2023,57,0,32,16.65922,29.336
2023,57,0,33,-3.84192,27.317
2023,57,0,34,-10.99963,20.179
2023,57,0,35,-10.64292,20.305
2023,57,0,36,-8.44531,8.9658
2023,57,0,37,-11.23267,5.4211
2023,57,0,40,-17.39537,3.2601
2023,58,0,18,49.77343,20.998
2023,58,0,21,44.06755,26.922
2023,58,0,22,43.19255,27.182
2023,58,0,23,70.10988,43.284
2023,58,0,24,117.1933,82.721
2023,58,0,27,47.42693,19.104
2023,58,0,28,88.93164,53.924
2023,58,0,29,19.48443,21.717
2023,58,0,30,7.81174,17.144
2023,58,0,31,8.59775,21.825
2023,58,0,32,6.70736,17.398
2023,58,0,33,-4.03352,13.82
2023,58,0,34,-9.76119,12.55
2023,58,0,35,-6.42765,12.28
2023,58,0,36,-9.91966,9.5642
2023,58,0,37,-9.01477,7.6852
2023,58,0,38,-7.41171,5.6504
2023,58,0,40,-11.00281,2.362
2023,58,0,43,-12.04387,1.0394
2023,59,0,12,-9.12419,7.0517
2023,59,0,13,-4.87151,2.6634
2023,59,0,15,-11.13477,9.2484
2023,59,0,16,-3.41351,10.289
2023,59,0,17,20.729,15.896
2023,59,0,18,44.60702,29.714
2023,59,0,19,70.56967,42.186
2023,59,0,20,98.95907,50.249
2023,59,0,21,101.517,60.463
2023,59,0,22,126.2085,64.411
2023,59,0,23,136.746,66.101
2023,59,0,24,145.6589,68.052
2023,59,0,25,131.3609,67.323
2023,59,0,26,140.9909,68.294
2023,59,0,27,141.944,62.946
2023,59,0,28,104.974,50.223
2023,59,0,29,96.52344,48.502
2023,59,0,30,78.48116,43.297
2023,59,0,31,50.7356,36.031
2023,59,0,32,32.73466,29.44
2023,59,0,34,-16.40185,10.618
2023,60,0,17,28.17781,13.679
2023,60,0,18,43.63686,23.152
2023,60,0,19,123.9948,43.366
2023,60,0,20,82.9621,57.904
2023,60,0,21,105.033,51.383
2023,60,0,22,119.4642,51.593
2023,60,0,23,133.4261,59.602
2023,60,0,24,139.7128,63.599
2023,60,0,25,142.6718,62.218
2023,60,0,26,121.894,53.552
2023,60,0,27,114.9754,57.792
2023,60,0,28,98.64751,50.515
2023,60,0,29,90.825,50.555
2023,60,0,30,71.29829,40.953
2023,60,0,31,53.85368,38.538
2023,60,0,32,25.63966,32.83
2023,60,0,33,-3.50421,21.581
2023,60,0,34,-19.14985,12.907
2023,60,0,36,-28.98658,5.9566
2023,61,0,2,-9.45605,2.1884
2023,61,0,19,56.97677,43.931
2023,61,0,20,87.64338,48.274
2023,61,0,21,88.95206,41.131
2023,61,0,22,103.9266,49.301
2023,61,0,23,120.3995,56.868
2023,61,0,24,127.5992,58.976
2023,61,0,25,107.9099,51.007
2023,61,0,26,113.3064,57.443
2023,61,0,27,102.04,52.304
2023,61,0,28,100.9633,52.714
2023,61,0,29,88.94347,50.986
2023,61,0,30,66.69488,44.544
2023,61,0,31,40.81092,24.631
2023,61,0,32,26.45801,29.181
2023,61,0,36,-21.49063,-3.5097
2023,61,0,38,-25.1934,4.5223
2023,61,0,46,1.06416,0.79406
2023,62,0,0,2.26141,2.0758
2023,62,0,1,1.9668,1.8311
2023,62,0,4,3.52044,2.5246
2023,62,0,5,2.11378,0.96471
2023,62,0,6,4.26578,-1.9871
2023,62,0,7,2.66055,-4.4406
2023,62,0,9,6.41907,-3.736
2023,62,0,11,3.7357,-5.7356
2023,62,0,16,7.43289,3.7716
2023,62,0,17,8.81909,-4.5542
2023,62,0,18,12.52236,0.994
2023,62,0,19,5.36084,4.039
2023,62,0,20,0.0509550000000001,9.8581
2023,62,0,21,1.03542333333333,21.0078
2023,62,0,22,8.100962,31.80384
2023,62,0,23,6.0961775,26.14305
2023,62,0,24,6.0961775,26.14305
2023,62,0,25,25.0129825,30.534625
2023,62,0,26,25.5811611111111,33.7706666666667
2023,62,0,27,17.9257442857143,36.8257142857143
2023,62,0,28,15.4563681818182,33.808
2023,62,0,29,21.4708066666667,34.9515833333333
2023,62,0,30,11.6899572222222,34.8960631578947
2023,62,0,31,7.74763888888889,30.56061
2023,62,0,32,17.7090773333333,31.068
2023,62,0,33,18.7259973333333,30.637875
2023,62,0,37,-10.1472286111111,12.60497359375
2023,62,0,38,-9.10740894736842,11.2301885454545
2023,63,0,1,-10.5605574626866,13.4204804918033
2023,63,0,2,-10.43106203125,14.0104813559322
2023,63,0,3,-10.7339066666667,14.2085137931034
2023,63,0,4,-11.0365941666667,14.6498392857143
2023,63,0,5,-11.0690077966102,14.7879872727273
2023,63,0,6,-11.2431466666667,15.4888982142857
2023,63,0,7,-11.37239,15.7463385964912
2023,63,0,8,-11.6517076666667,16.3719303571429
2023,63,0,9,-11.5255675925926,15.5355048
2023,63,0,10,-11.5522479245283,15.5355048
2023,63,0,11,-11.5675275,14.9111885714286
2023,63,0,12,-11.4133244897959,15.5974633333333
2023,63,0,13,-11.5420263829787,15.5790486956522
2023,63,0,14,-11.3771893617021,15.9408291304348
2023,63,0,15,-8.528061,13.96107
2023,63,0,16,0.55905,25.6135210526316
2023,63,0,17,10.3391095652174,28.05028
2023,63,0,18,11.08779375,28.4626923076923
2023,63,0,19,20.44906,19.917
2023,63,0,20,14.39781,14.247
2023,63,0,21,22.15565,18.577
2023,63,0,22,34.50675,21.569
2023,63,0,23,38.68821,24.343
2023,63,0,24,28.11593,25.276
2023,63,0,25,20.65379,21.158
2023,63,0,26,26.42374,23.644
2023,63,0,27,29.88766,83.973
2023,63,0,28,14.2343,13.55
2023,63,0,34,-4.51301,26.559
2023,63,0,35,-7.83846,9.7673
2023,63,0,36,-16.11767,38.988
2023,63,0,37,-14.69981,18.719
2023,63,0,38,-13.69317,24.099
2023,63,0,39,-14.84215,35.337
2023,63,0,40,-7.70429,14.957
2023,63,0,41,-11.14441,16.623
2023,63,0,42,-8.15033,5.4872
2023,63,0,43,-9.91764,8.1993
2023,63,0,44,-9.32683,14.858
2023,63,0,45,-17.11564,20.924
2023,63,0,46,-9.54715,9.5543
2023,64,0,0,-8.13858,5.3216
2023,64,0,1,-7.51867,6.0413
2023,64,0,2,-8.95953,7.6276
2023,64,0,3,-7.44393,5.0161
2023,64,0,5,-5.16315,1.5572
2023,64,0,6,-2.58985,0.64504
2023,64,0,7,-5.92931,2.0599
2023,64,0,8,-9.49119,5.3915
2023,64,0,9,-7.94082,6.2036
2023,64,0,10,-8.62494,4.4606
2023,64,0,11,-10.62162,8.6478
2023,64,0,12,-8.69573,5.6384
2023,64,0,13,-7.86575,4.6991
2023,64,0,14,-6.60743,3.4853
2023,64,0,15,-4.96067,8.9709
2023,64,0,18,12.24926,24.829
2023,64,0,19,12.79265,22.673
2023,64,0,20,22.22044,22.802
2023,64,0,21,33.52697,31.181
2023,64,0,22,35.03572,22.311
2023,64,0,23,51.31433,50.204
2023,64,0,24,70.43867,62.181
2023,64,0,25,62.18465,47.881
2023,64,0,26,27.6073294736842,41.7033333333333
2023,64,0,27,14.1838728,30.87416
2023,64,0,28,17.9893532,29.01312
2023,64,0,29,29.7562433333333,45.663
2023,64,0,30,11.7411064,27.6482
2023,64,0,31,21.1719242857143,29.83515
2023,64,0,32,19.9444956,28.69304
2023,64,0,33,9.87618391304348,26.1506086956522
2023,64,0,34,-2.25488789473684,24.5199631578947
2023,64,0,35,-10.95947425,12.1038826315789
2023,64,0,37,-11.5639282051282,11.4556524324324
2023,64,0,38,-11.5726455263158,16.05292
2023,64,0,39,-11.5726455263158,16.05292
2023,64,0,40,-11.5726455263158,16.05292
2023,64,0,41,-11.7316492105263,15.8743010810811
2023,64,0,42,-11.7316492105263,15.8743010810811
2023,64,0,44,-11.2631573584906,15.458806
2023,64,0,45,-11.1464446296296,15.3315921568627
2023,64,0,46,-11.1464446296296,15.3315921568627
2023,65,0,0,-11.1096763636364,15.1723634615385
2023,65,0,1,-11.1464446296296,15.3315921568627
2023,65,0,2,-11.1464446296296,15.3315921568627
2023,65,0,3,-11.1096763636364,15.1723634615385
2023,65,0,4,-10.8599516071429,15.1723634615385
2023,65,0,5,-10.534783559322,14.4580054545455
2023,65,0,7,-9.20663634920635,12.7486967241379
2023,65,0,8,-9.45870672131148,13.2316430357143
2023,65,0,9,-9.56610935483871,13.6835089473684
2023,65,0,10,-9.45870672131148,13.2316430357143
2023,65,0,12,-9.45870672131148,13.2316430357143
2023,65,0,19,-7.57770333333333,11.8215083333333
2023,65,0,21,18.0925766666667,26.8474761904762
2023,65,0,22,5.12112647058824,27.4731764705882
2023,65,0,23,0.213445294117647,25.1969352941176
2023,65,0,24,9.69157409090909,27.9137727272727
2023,65,0,25,19.8239004,28.6766
2023,65,0,26,13.55283,32.894
2023,66,0,0,-23.61026,61.673
2023,66,0,3,-18.57912,21.337
2023,66,0,22,-11.21738,144.6
2023,69,0,19,15.3598,16.313
2023,69,0,21,20.19999,67.648
2023,69,0,22,4.93281,15.951
2023,69,0,23,11.03729,-50.749
2023,69,0,26,19.47054,89.07
2023,69,0,27,19.97049,48.663
2023,70,0,1,-4.22433,-18.03
2023,70,0,2,-7.75652,17.089
2023,70,0,6,-21.51734,54.039
2023,70,0,7,-19.12699,30.163
2023,70,0,8,-20.81524,24.378
2023,70,0,9,-16.76756,28.353
2023,70,0,10,-9.75616,13.562
2023,70,0,11,-8.34234,12.844
2023,70,0,13,-5.43694,7.6742
2023,70,0,14,-6.01689,10.818
2023,70,0,15,-5.41219,15.146
2023,70,0,16,-3.4483,39.522
2023,70,0,22,32.78949,139.99
2023,70,0,24,58.48846,73.421
2023,70,0,25,58.58098,64.993
2023,70,0,26,25.31236,66.523
2023,70,0,27,51.73971,78.945
2023,70,0,28,74.23701,101.92
2023,70,0,29,43.29159,78.266
2023,70,0,30,34.36246,56.616
2023,70,0,31,33.58468,63.486
2023,70,0,32,37.91898,62.167
2023,70,0,33,11.07451,49.737
2023,70,0,34,-5.59965,23.339
2023,70,0,35,-18.78972,11.539
2023,71,0,9,-4.11898,0.56483
2023,71,0,17,-3.17533,21.721
2023,71,0,18,2.76618,38.704
2023,71,0,19,10.61769,41.812
2023,71,0,20,11.64237,31.583
2023,71,0,21,17.45014,28.3
2023,71,0,22,23.1329,35.596
2023,71,0,23,42.02176,18.904
2023,71,0,24,28.93464,34.563
2023,71,0,39,-14.15628,16.954
2023,71,0,40,-27.21129,16.306
2023,71,0,41,-43.69914,205.09
2023,71,0,42,-36.51051,12.718
2023,71,0,43,-35.16673,11.918
2023,71,0,44,-34.54655,13.611
2023,71,0,45,-36.67814,10.712
2023,71,0,46,-43.13213,11.52
2023,71,0,47,-28.45152,11.909
2023,72,0,0,-27.49482,8.2679
2023,72,0,1,-27.28315,13.362
2023,72,0,2,-37.30027,21.75
2023,72,0,3,-34.58045,14.315
2023,72,0,4,-35.96365,14.199
2023,72,0,5,-28.66543,10.086
2023,72,0,7,-27.34107,9.6838
2023,72,0,8,-23.91759,11.362
2023,72,0,19,-21.62382,18.437
2023,72,0,20,9.87469,46.236
2023,72,0,21,8.91089,69.486
2023,72,0,22,-11.50436,57.592
2023,72,0,23,-24.80346,53.105
2023,72,0,24,-11.4456,47.627
2023,72,0,25,-16.81983,43.354
2023,72,0,27,44.63933,92.262
2023,72,0,28,12.54551,46.784
2023,72,0,29,-8.96711,49.016
2023,72,0,31,-5.58195,32.787
2023,72,0,32,-18.50644,42.888
2023,72,0,33,-47.08592,171.46
2023,72,0,37,-42.43792,201.06
2023,72,0,38,-28.09729,-86.483
2023,72,0,39,-43.48045,3.1671
2023,72,0,40,-28.70642,0.46046
2023,72,0,41,-27.84122,2.6717
2023,72,0,42,-31.47261,4.9075
2023,72,0,43,-37.14967,4.1621
2023,72,0,44,-28.39828,-1.3617
2023,72,0,45,-35.2895,-0.8129
2023,72,0,46,-33.44964,-6.2457
2023,72,0,47,-40.56977,0.18715
2023,73,0,0,-44.83792,4.4942
2023,73,0,1,-46.03594,4.008
2023,73,0,2,-56.37057,14.759
2023,73,0,3,-49.92623,17.466
2023,73,0,4,-54.56788,20.994
2023,73,0,5,-55.31512,14.278
2023,73,0,6,-56.72713,18.032
2023,73,0,7,-55.93892,22.978
2023,73,0,9,-37.90237,23.075
2023,73,0,10,-44.79881,34.757
2023,73,0,11,-38.02006,24.485
2023,73,0,13,-28.44211,19.199
2023,73,0,14,-22.27203,19.816
2023,73,0,15,-20.27314,27.393
2023,73,0,16,-20.34795,40.03
2023,73,0,17,-20.35443,36.844
2023,73,0,18,-4.54979,46.865
2023,73,0,19,-3.11282,41.322
2023,73,0,20,23.20933,62.474
2023,73,0,21,51.14709,83.589
2023,73,0,22,46.11808,74.138
2023,73,0,23,32.7818,73.393
2023,73,0,24,110.2299,122.52
2023,73,0,25,32.15177,63.788
2023,73,0,35,-19.78209,91.062
2023,73,0,37,-21.78673,20.178
2023,73,0,38,-10.00923,12.293
2023,73,0,39,-9.31033,9.4397
2023,73,0,40,-16.23585,16.483
2023,73,0,41,-17.16454,16.721
2023,73,0,45,-22.02039,11.367
2023,74,0,1,-9.19628,2.68
2023,74,0,4,-13.64823,0.96087
2023,74,0,5,-19.63609,2.2052
2023,74,0,6,-11.44681,2.165
2023,74,0,7,-15.31222,8.896
2023,74,0,9,-9.78954,4.7782
2023,74,0,13,-11.64143,-5.655
2023,74,0,14,-5.68859,2.7569
2023,74,0,16,-5.08071,4.2903
2023,74,0,19,58.04659,68.643
2023,74,0,20,48.5281,73.269
2023,74,0,21,85.60653,92.668
2023,74,0,22,40.9968,54.222
2023,74,0,23,78.5818,86.467
2023,74,0,24,105.3069,105.25
2023,74,0,25,104.7473,110.98
2023,74,0,26,146.0783,134.3
2023,74,0,27,73.17855,83.229
2023,74,0,30,67.49455,84.603
2023,74,0,32,13.45237,11.491
2023,74,0,33,24.26423,12.29
2023,74,0,38,-9.87023,1.8396
2023,74,0,45,-10.07293,-4.9433
2023,74,0,47,-9.12161,-2.2456
2023,75,0,2,-13.90515,-1.8722
2023,75,0,17,14.14821,35.377
2023,75,0,18,43.73355,50.396
2023,75,0,19,89.02372,76.642
2023,75,0,20,83.57512,72.28
2023,75,0,21,112.8108,98.043
2023,75,0,22,128.978,100.21
2023,75,0,23,153.3664,107.74
2023,75,0,24,142.3748,106.89
2023,75,0,25,124.7706,94.046
2023,75,0,26,125.9128,90.668
2023,75,0,27,126.7934,89.229
2023,75,0,28,56.52525,61.183
2023,75,0,29,59.04097,69.206
2023,75,0,30,45.12563,64.553
2023,75,0,31,30.17417,49.395
2023,75,0,32,2.81511,40.307
2023,75,0,33,-9.89157,40.789
2023,75,0,34,-16.35121,25.746
2023,75,0,35,-22.01341,16.21
2023,75,0,36,-29.16755,13.661
2023,75,0,37,-33.79913,11.271
2023,75,0,38,-25.34804,8.4163
2023,75,0,39,-30.51034,8.051
2023,75,0,40,-25.84389,5.2591
2023,75,0,41,-32.67854,7.6932
2023,75,0,42,-34.78725,8.7082
2023,75,0,43,-38.48662,11.457
2023,75,0,44,-21.26976,5.1643
2023,75,0,45,-25.7899,4.9812
2023,75,0,46,-30.06682,7.7862
2023,75,0,47,-26.36715,8.9246
2023,76,0,0,-25.34163,5.5797
2023,76,0,1,-38.57924,8.1261
2023,76,0,2,-19.27216,2.8342
2023,76,0,3,-31.99411,5.5569
2023,76,0,4,-24.87799,6.3762
2023,76,0,5,-17.5449,3.9463
2023,76,0,6,-19.48561,4.4734
2023,76,0,13,-25.52619,2.8302
2023,76,0,17,32.98038,38.359
2023,76,0,18,69.73914,57.678
2023,76,0,19,84.47816,64.956
2023,76,0,20,75.01456,67.582
2023,76,0,21,117.9199,98.192
2023,76,0,22,139.9702,105.83
2023,76,0,23,93.16925,80.7
2023,76,0,24,75.07789,81.484
2023,76,0,25,62.41696,77.459
2023,76,0,26,39.47079,69.088
2023,76,0,27,35.99567,70.37
2023,76,0,28,12.05342,56.927
2023,76,0,29,10.08142,50.232
2023,76,0,30,4.79313,43.688
2023,76,0,32,-15.2597,39.94
2023,76,0,33,-11.78941,26.101
2023,76,0,34,-20.25774,17.721
2023,76,0,35,-14.6649,13.623
2023,76,0,36,-18.2682,11.401
2023,76,0,37,-15.66527,7.1783
2023,76,0,38,-16.27209,7.5373
2023,76,0,45,-24.09197,8.6991
2023,76,0,46,-26.64075,10.165
2023,76,0,47,-25.78419,11.245
2023,77,0,1,-17.75493,7.588
2023,77,0,2,-15.22281,5.1854
2023,77,0,3,-18.82481,5.2384
2023,77,0,5,-12.77451,6.3102
2023,77,0,6,-23.56216,12.782
2023,77,0,7,-20.74892,10.995
2023,77,0,9,-16.43611,14.281
2023,77,0,10,-6.68317,5.7718
2023,77,0,11,-13.20974,2.0506
2023,77,0,12,-17.67436,1.9058
2023,77,0,13,-15.68464,2.2826
2023,77,0,16,11.63782,27.275
2023,77,0,17,53.94793,49.222
2023,77,0,18,66.59055,58.707
2023,77,0,19,62.00698,64.359
2023,77,0,20,43.05402,54.96
2023,77,0,21,120.2887,109.57
2023,77,0,22,128.7491,99.325
2023,77,0,23,148.7005,118.7
2023,77,0,24,115.1671,101.32
2023,77,0,25,142.7607,132.2
2023,77,0,26,102.6625,107.67
2023,77,0,27,78.92511,113.77
2023,77,0,28,88.481,93.708
2023,77,0,30,18.41178,49.689
2023,77,0,31,18.21124,66.806
2023,77,0,32,-5.67238,57.315
2023,77,0,33,-12.52715,33.284
2023,77,0,34,-11.93002,30.604
2023,77,0,38,-10.42806,4.0022
2023,77,0,39,-12.75045,3.0752
2023,77,0,41,-8.89378,3.8053
2023,77,0,42,-12.3556,5.5168
2023,77,0,44,-40.73819,354.82
2023,78,0,15,-4.59817,23.009
2023,78,0,23,21.53319,66.462
2023,78,0,24,31.85216,86.908
2023,78,0,25,53.39066,97.395
2023,78,0,26,62.56361,119.05
2023,78,0,27,59.92625,131.76
2023,78,0,28,65.73667,118.96
2023,78,0,35,-19.83923,14.479
2023,78,0,38,-5.36574,3.8458
2023,78,0,39,-8.47575,5.13
2023,78,0,40,-9.42286,7.0531
2023,78,0,41,-8.8157,6.0576
2023,78,0,43,-12.23541,5.4736
2023,79,0,25,20.2045,136.52
2023,79,0,27,30.31719,72.93
2023,79,0,28,18.61564,66.698
2023,79,0,29,24.35611,75.187
2023,79,0,33,-14.5324,64.216
2023,79,0,34,-12.03912,29.807
2023,79,0,35,-15.43952,21.666
2023,79,0,36,-17.97783,27.024
2023,79,0,37,-12.44982,23.449
2023,79,0,38,-14.55367,22.025
2023,79,0,39,-12.22002,15.7
2023,79,0,40,-18.63525,22.707
2023,79,0,41,-14.43677,17.167
2023,79,0,42,-18.21436,25.689
2023,79,0,43,-17.41253,23.016
2023,79,0,44,-9.50417,12.946
2023,79,0,45,-6.67276,10.486
