"year","day_of_year","location","X30min","H_f","LE_f"
2023,144,1,15,69.11277,13.786
2023,144,1,16,88.92283,25.166
2023,144,1,17,64.6239,19.811
2023,144,1,18,126.4937,64.193
2023,144,1,19,128.7611,60.65
2023,144,1,21,219.9295,86.16
2023,144,1,22,63.47091,43.403
2023,144,1,23,92.98031,61.665
2023,144,1,24,272.2163,155.65
2023,144,1,25,47.99924,63.394
2023,144,1,26,133.292,56.504
2023,144,1,27,169.0294,87.124
2023,144,1,28,223.5283,92.234
2023,144,1,29,132.8306,65.325
2023,144,1,30,126.967,61.43
2023,144,1,31,107.5555,48.56
2023,144,1,32,104.8301,32.328
2023,144,1,33,115.9924,65.44
2023,144,1,34,94.10991,31.41
2023,144,1,35,88.13434,35.85
2023,144,1,36,5.66357,12.267
2023,144,1,38,-5.2229,6.995
2023,144,1,39,-24.64271,6.0998
2023,144,1,40,-40.32517,-5.8339
2023,144,1,41,-44.64202,-7.6664
2023,144,1,42,-32.95266,1.6961
2023,144,1,43,-39.62061,4.0023
2023,144,1,45,-20.68258,5.1894
2023,144,1,46,-19.05406,1.6313
2023,144,1,47,-15.68865,0.83449
2023,145,1,0,-21.41808,0.084152
2023,145,1,2,-38.46382,-7.7184
2023,145,1,3,-38.75992,-9.5515
2023,145,1,4,-34.7128,-4.4532
2023,145,1,5,-23.44702,-9.6992
2023,145,1,6,-31.22938,-11.76
2023,145,1,7,-29.4032,-8.3935
2023,145,1,8,-28.9242,-10.677
2023,145,1,9,-18.63396,-12.166
2023,145,1,10,7.41477,7.3735
2023,145,1,12,58.10427,93.709
2023,145,1,13,84.34666,91.379
2023,145,1,14,31.05869,17.647
2023,145,1,15,55.40054,24.226
2023,145,1,16,78.98402,25.749
2023,145,1,17,88.8699,21.434
2023,145,1,18,103.773,30.643
2023,145,1,19,232.9771,68.741
2023,145,1,20,208.3823,33.663
2023,145,1,21,476.6478,125.58
2023,145,1,22,419.1121,86.844
2023,145,1,23,314.8113,73.368
2023,145,1,24,225.8134,57.873
2023,145,1,25,229.1542,143.98
2023,145,1,26,206.3553,54.854
2023,145,1,27,246.2465,72.843
2023,145,1,28,262.6757,85.8
2023,145,1,29,178.9567,66.23
2023,145,1,30,146.0362,62.762
2023,145,1,31,193.4875,71.902
2023,145,1,32,223.7485,101.1
2023,145,1,33,115.9732,42.257
2023,145,1,34,144.7263,55.088
2023,145,1,35,83.90793,44.375
2023,145,1,36,57.14984,28.567
2023,145,1,37,26.16982,15.323
2023,145,1,39,-26.42679,5.9395
2023,145,1,40,-35.13252,2.1353
2023,145,1,41,-43.74506,4.4326
2023,145,1,42,-49.96949,2.2602
2023,145,1,43,-45.19865,3.8825
2023,145,1,44,-49.35132,1.2794
2023,145,1,45,-56.03478,2.6764
2023,145,1,46,-53.4468,1.328
2023,145,1,47,-45.39155,2.6944
2023,146,1,0,-53.87267,1.7346
2023,146,1,1,-36.6581,-5.7284
2023,146,1,2,-55.8226,-2.1037
2023,146,1,4,-45.2858,-1.5603
2023,146,1,5,-49.5146,-3.8912
2023,146,1,6,-46.49309,-6.1057
2023,146,1,7,-37.73377,-7.2249
2023,146,1,8,-29.38801,-4.8641
2023,146,1,9,-27.4968,-4.3824
2023,146,1,11,20.15943,7.5079
2023,146,1,12,35.17228,12.258
2023,146,1,13,38.42235,9.8347
2023,146,1,14,160.6152,38.1
2023,146,1,15,154.5501,19.848
2023,146,1,17,249.2352,56.642
2023,146,1,18,229.7805,47.99
2023,146,1,19,241.6991,56.696
2023,146,1,20,245.8202,90.519
2023,146,1,21,254.3216,104.43
2023,146,1,22,300.357,86.954
2023,146,1,23,417.3102,163.7
2023,146,1,24,409.7797,134.75
2023,146,1,25,278.8486,169.31
2023,146,1,26,356.398,138.66
2023,146,1,27,407.0601,415.67
2023,146,1,28,319.8508,54.804
2023,146,1,29,239.9178,95.473
2023,146,1,30,306.0878,113.26
2023,146,1,31,202.6307,93.432
2023,146,1,32,204.4097,98.615
2023,146,1,33,147.495,97.203
2023,146,1,34,97.22437,56.93
2023,146,1,35,76.42907,28.642
2023,146,1,36,32.4637,73.143
2023,146,1,38,-20.11039,25.41
2023,146,1,39,-26.4079,3.4128
2023,146,1,40,-62.64632,3.6838
2023,146,1,41,-51.1094,3.2456
2023,146,1,42,-64.82383,1.8158
2023,146,1,45,-35.77581,0.27134
2023,146,1,46,-65.82123,1.6163
2023,146,1,47,-56.77842,2.2163
2023,147,1,0,-59.63137,3.6007
2023,147,1,1,-67.75714,4.1495
2023,147,1,2,-63.39356,2.683
2023,147,1,3,-58.6099,4.2772
2023,147,1,4,-44.22436,3.6554
2023,147,1,5,-58.76048,5.1249
2023,147,1,6,-111.4702,24.509
2023,147,1,7,-73.57757,14.64
2023,147,1,8,-53.75043,4.6854
2023,147,1,9,-42.37306,7.8187
2023,147,1,10,-30.35625,17.237
2023,147,1,11,10.17438,27.588
2023,147,1,12,30.61496,21.097
2023,147,1,13,66.47456,45.882
2023,147,1,14,151.4467,73.775
2023,147,1,15,192.6246,73.734
2023,147,1,16,209.4318,47.785
2023,147,1,17,327.1366,83.701
2023,147,1,18,237.1553,65.001
2023,147,1,19,250.8892,81.865
2023,147,1,20,289.6537,90.967
2023,147,1,21,317.0686,125.87
2023,147,1,22,317.1061,134.64
2023,147,1,23,353.7145,158.46
2023,147,1,24,318.9131,139.13
2023,147,1,25,310.732,122.44
2023,147,1,26,365.2831,147.63
2023,147,1,27,295.0682,111.16
2023,147,1,28,314.6859,103.02
2023,147,1,29,258.9066,115.07
2023,147,1,30,213.9572,99.24
2023,147,1,31,213.1818,111.42
2023,147,1,32,168.0919,104.57
2023,147,1,33,134.5361,91.122
2023,147,1,34,113.9034,72.448
2023,147,1,35,60.45768,60.136
2023,147,1,36,28.33453,57.153
2023,147,1,37,8.34724,23.2
2023,147,1,38,-9.14017,26.497
2023,147,1,39,-17.01199,13.188
2023,147,1,41,-50.64745,5.6356
2023,147,1,42,-77.24049,14.676
2023,147,1,43,-92.42289,26.062
2023,147,1,44,-64.3629,25.887
2023,147,1,45,-64.07267,24.786
2023,147,1,46,-87.91122,22.46
2023,147,1,47,-83.74673,15.574
2023,148,1,0,-66.77682,11.554
2023,148,1,1,-47.03912,14.786
2023,148,1,2,-36.76064,8.9128
2023,148,1,3,-26.79159,9.6117
2023,148,1,4,-24.20245,3.2166
2023,148,1,5,-23.42373,2.7371
2023,148,1,6,-74.7805,10.055
2023,148,1,7,-48.5359,14.192
2023,148,1,8,-67.34226,23.582
2023,148,1,9,-26.26089,8.6528
2023,148,1,10,-28.8321,14.4
2023,148,1,11,-21.69477,28.622
2023,148,1,12,12.03812,46.11
2023,148,1,13,40.23873,66.962
2023,148,1,14,74.21802,95.185
2023,148,1,15,118.225,77.142
2023,148,1,16,129.8634,39.223
2023,148,1,17,183.1566,66.272
2023,148,1,18,284.7558,160.2
2023,148,1,19,260.838,146.81
2023,148,1,20,241.3204,164.11
2023,148,1,21,284.3144,111.76
2023,148,1,22,315.4416,171.4
2023,148,1,23,394.2318,288.96
2023,148,1,24,274.3147,195.82
2023,148,1,25,250.0719,121.27
2023,148,1,26,303.0196,154.63
2023,148,1,27,318.6054,142.7
2023,148,1,28,266.4334,89.555
2023,148,1,29,230.2041,84.411
2023,148,1,30,219.3294,63.77
2023,148,1,31,218.7088,128.64
2023,148,1,32,130.877,81.633
2023,148,1,33,119.5467,68.601
2023,148,1,34,95.29397,86.12
2023,148,1,35,50.79942,33.253
2023,148,1,36,24.34467,45.764
2023,148,1,38,-19.49048,19.832
2023,148,1,39,-35.68902,13
2023,148,1,40,-44.59948,15.114
2023,148,1,41,-57.35478,8.242
2023,148,1,42,-62.4676,10.694
2023,148,1,43,-60.85702,8.1377
2023,148,1,44,-63.46616,8.1772
2023,148,1,45,-41.95962,1.5299
2023,148,1,47,-45.7769,3.4125
2023,149,1,0,-48.80295,7.6711
2023,149,1,1,-57.28159,10.415
2023,149,1,3,-43.6296,2.0661
2023,149,1,4,-41.95778,3.2269
2023,149,1,5,-65.05429,1.7773
2023,149,1,6,-50.20087,3.591
2023,149,1,7,-61.24493,1.0585
2023,149,1,8,-70.60071,4.989
2023,149,1,9,-36.37476,6.6083
2023,149,1,10,-16.2684,5.2016
2023,149,1,12,30.27494,29.156
2023,149,1,13,84.01718,46.226
2023,149,1,14,87.54846,39.513
2023,149,1,15,107.6563,48.149
2023,149,1,16,238.7933,103.01
2023,149,1,17,221.3123,52.745
2023,149,1,18,127.9217,54.411
2023,149,1,19,264.7703,93.861
2023,149,1,20,390.3216,131.12
2023,149,1,21,322.3212,113.6
2023,149,1,22,275.9909,80.368
2023,149,1,23,312.7642,93.503
2023,149,1,24,256.3353,91.178
2023,149,1,25,262.1951,118.02
2023,149,1,26,378.7802,129.83
2023,149,1,27,268.2438,86.762
2023,149,1,28,240.8041,111.76
2023,149,1,29,262.5942,122.29
2023,149,1,30,235.0356,120.37
2023,149,1,31,178.1334,76.039
2023,149,1,32,192.7111,88.613
2023,149,1,33,139.5977,77.023
2023,149,1,34,141.6042,101.6
2023,149,1,35,70.42737,56.442
2023,149,1,36,49.04729,57.089
2023,149,1,37,27.43586,77.691
2023,149,1,39,-21.7475,26.282
2023,149,1,40,-35.30012,15.765
2023,149,1,41,-26.64715,-14.847
2023,149,1,42,-53.4944,4.4715
2023,149,1,43,-40.30074,0.97633
2023,149,1,44,-44.26174,1.9414
2023,149,1,46,-66.00882,1.2194
2023,149,1,47,-37.88798,11.687
2023,150,1,0,-44.43399,11.054
2023,150,1,3,-45.71974,1.9355
2023,150,1,5,-58.25972,0.87427
2023,150,1,7,-50.91044,-2.63
2023,150,1,8,-41.16017,-0.29486
2023,150,1,10,-8.0117,3.095
2023,150,1,11,14.90606,4.436
2023,150,1,12,75.02643,19.479
2023,150,1,13,117.4001,25.515
2023,150,1,14,77.01459,13.205
2023,150,1,15,114.5133,34.348
2023,150,1,16,181.3569,33.336
2023,150,1,17,245.1077,68.747
2023,150,1,18,250.1624,58.073
2023,150,1,19,227.2634,67.915
2023,150,1,20,285.036,82.33
2023,150,1,21,321.5525,105.81
2023,150,1,22,348.5335,172.42
2023,150,1,24,293.2919,128.39
2023,150,1,25,343.275,78.865
2023,150,1,26,290.2098,115.48
2023,150,1,27,262.2424,80.081
2023,150,1,28,285.0034,88.427
2023,150,1,29,236.807,80.135
2023,150,1,30,259.188,93.28
2023,150,1,31,231.3199,87.505
2023,150,1,32,212.2309,95.135
2023,150,1,33,158.9141,61.273
2023,150,1,34,130.9722,68.76
2023,150,1,35,78.67696,56.115
2023,150,1,36,48.98435,41.166
2023,150,1,38,-7.78632,15.779
2023,150,1,41,-50.01778,2.0938
2023,150,1,42,-48.44364,3.7511
2023,150,1,43,-56.13693,5.685
2023,150,1,44,-44.09018,7.7949
2023,150,1,45,-59.38468,8.6891
2023,150,1,46,-72.21852,17.176
2023,150,1,47,-74.96093,9.5433
2023,151,1,0,-56.33345,11.812
2023,151,1,1,-52.95696,3.8293
2023,151,1,2,-61.86793,10.609
2023,151,1,3,-73.46275,28.931
2023,151,1,4,-70.71748,19.541
2023,151,1,5,-48.35625,5.1767
2023,151,1,7,-46.8078,9.6605
2023,151,1,8,-53.41281,13.195
2023,151,1,9,-41.04266,13.33
2023,151,1,10,-22.72354,25.397
2023,151,1,11,9.68979,32.723
2023,151,1,12,38.58484,65.668
2023,151,1,13,77.60286,89.957
2023,151,1,14,118.6688,90.074
2023,151,1,15,169.8874,109.49
2023,151,1,16,159.9821,61.399
2023,151,1,17,241.6117,139.62
2023,151,1,18,284.2986,211.26
2023,151,1,19,280.5061,150.75
2023,151,1,20,287.8524,133.22
2023,151,1,21,316.1545,128.74
2023,151,1,22,254.4966,108.63
2023,151,1,23,354.0061,201.81
2023,151,1,24,300.42,148.11
2023,151,1,25,312.1198,137.36
2023,151,1,26,288.4382,133.38
2023,151,1,27,296.3461,177.98
2023,151,1,28,279.9413,136.8
2023,151,1,29,190.8484,118.24
2023,151,1,30,181.8478,126.31
2023,151,1,31,161.2968,154.98
2023,151,1,32,140.3498,95.493
2023,151,1,33,119.784,82.934
2023,151,1,34,89.8947,91.813
2023,151,1,35,55.3563,74.92
2023,151,1,36,22.79816,42.116
2023,151,1,38,-18.02361,21.821
2023,151,1,39,-36.91838,9.8724
2023,151,1,40,-46.5797,9.0691
2023,151,1,41,-35.10338,3.3817
2023,151,1,43,-37.30119,-0.88762
2023,151,1,44,-17.18967,1.895
2023,151,1,47,-56.50782,3.5302
2023,152,1,0,-60.94676,6.7107
2023,152,1,1,-60.57237,6.6906
2023,152,1,2,-79.57057,62.847
2023,152,1,3,-54.34723,17.037
2023,152,1,4,-39.43545,4.0855
2023,152,1,7,-24.95385,-2.9042
2023,152,1,9,-15.57613,12.507
2023,152,1,10,-3.68293,-0.87554
2023,152,1,11,55.4841,17.922
2023,152,1,12,43.9658,24.883
2023,152,1,13,66.16125,40.821
2023,152,1,14,30.5397,13.771
2023,152,1,15,154.4444,42.667
2023,152,1,16,126.8158,35.78
2023,152,1,17,196.2429,36.13
2023,152,1,18,165.4329,28.771
2023,152,1,19,308.5117,65.709
2023,152,1,20,239.9068,50.713
2023,152,1,21,310.7516,84.207
2023,152,1,22,298.6359,74.335
2023,152,1,23,298.175,65.74
2023,152,1,24,309.5261,76.384
2023,152,1,25,422.1391,113.3
2023,152,1,26,398.4787,121.1
2023,152,1,27,298.5714,77.621
2023,152,1,28,296.962,80.957
2023,152,1,29,249.7833,63.343
2023,152,1,30,248.3917,74.619
2023,152,1,31,239.5272,63.459
2023,152,1,32,245.5451,71.153
2023,152,1,33,239.1194,76.76
2023,152,1,34,218.0604,79.282
2023,152,1,35,117.2128,53.592
2023,152,1,37,81.55485,30.448
2023,152,1,38,17.21088,29.02
2023,152,1,39,-7.32293,7.1166
2023,152,1,40,-10.68215,6.2305
2023,152,1,41,-15.36013,5.7153
2023,152,1,42,-15.17859,3.0345
2023,152,1,43,-8.26273,12.337
2023,152,1,44,-18.6962,7.4374
2023,152,1,45,-4.96006,3.3867
2023,152,1,47,-1.41517,5.7052
2023,153,1,0,7.11841,3.9926
2023,153,1,1,27.49458,24.358
2023,153,1,2,12.66748,16.038
2023,153,1,4,1.10977,5.2678
2023,153,1,5,15.58012,20.207
2023,153,1,6,-4.61513,1.8013
2023,153,1,7,1.37129,4.2917
2023,153,1,8,5.52482,5.0998
2023,153,1,9,4.79455,3.6402
2023,153,1,10,13.14407,11.704
2023,153,1,11,17.1582,16.901
2023,153,1,12,34.8973,23.198
2023,153,1,13,39.11402,18.324
2023,153,1,14,47.47284,23.721
2023,153,1,15,210.1436,76.544
2023,153,1,16,194.9644,45.524
2023,153,1,17,106.6671,24.623
2023,153,1,18,210.2779,46.683
2023,153,1,19,280.9194,100.84
2023,153,1,20,300.3561,73.189
2023,153,1,21,295.8191,89.041
2023,153,1,22,200.9678,54.156
2023,153,1,23,125.7216,52.802
2023,153,1,24,133.921,49.537
2023,153,1,25,239.6764,82.665
2023,153,1,26,215.1746,185.77
2023,153,1,27,171.1122,77.49
2023,153,1,28,116.2532,130.52
2023,153,1,29,69.55892,59.836
2023,153,1,30,100.3511,92.463
2023,153,1,31,166.4891,110.42
2023,153,1,32,62.34711,117.6
2023,153,1,33,37.27293,66.43
2023,153,1,34,27.06766,41.396
2023,153,1,35,43.06242,63.82
2023,153,1,36,11.41577,39.373
2023,153,1,38,-4.21136,9.3124
2023,153,1,39,-9.22027,9.03
2023,153,1,41,-55.9466,22.15
2023,153,1,42,-33.81393,15.465
2023,153,1,43,-80.88746,5.7323
2023,153,1,44,-82.69966,46.549
2023,153,1,45,-87.91842,145.76
2023,153,1,46,-70.11086,85.576
2023,153,1,47,-79.40009,75.982
2023,154,1,0,-56.56943,18.851
2023,154,1,1,-53.50632,16.351
2023,154,1,2,-47.66236,10.466
2023,154,1,3,-73.74577,13.837
2023,154,1,4,-60.50544,7.5221
2023,154,1,5,-52.07102,5.4706
2023,154,1,6,-57.16585,5.1774
2023,154,1,7,-56.08569,9.9419
2023,154,1,8,-64.16728,14.212
2023,154,1,9,-44.82911,18.477
2023,154,1,10,-26.78969,34.623
2023,154,1,11,13.00894,45.334
2023,154,1,12,44.71694,45.795
2023,154,1,13,81.63532,57.494
2023,154,1,14,145.319,89.595
2023,154,1,15,156.2635,59.934
2023,154,1,16,169.941,99.242
2023,154,1,17,224.1086,78.999
2023,154,1,18,304.1247,139.53
2023,154,1,19,265.528,153.16
2023,154,1,20,273.4251,113.15
2023,154,1,21,302.4337,119.17
2023,154,1,22,313.9318,176.69
2023,154,1,23,308.799,159.44
2023,154,1,24,351.499,144.33
2023,154,1,25,278.0012,97.295
2023,154,1,26,241.3586,167.22
2023,154,1,27,225.2838,148.75
2023,154,1,28,216.2886,125.12
2023,154,1,29,269.5819,147.31
2023,154,1,30,254.2303,123.43
2023,154,1,31,202.5226,87.461
2023,154,1,32,186.958,100.3
2023,154,1,33,136.1817,92.733
2023,154,1,34,114.6109,60.873
2023,154,1,35,71.86018,46.263
2023,154,1,36,59.38248,64.317
2023,154,1,37,29.53541,78.599
2023,154,1,39,-29.09894,22.962
2023,154,1,40,-40.16716,5.4627
2023,154,1,42,-72.54396,16.072
2023,154,1,43,-63.36912,10.597
2023,154,1,44,-49.4202,8.1561
2023,154,1,45,-24.73212,3.9074
2023,154,1,46,-26.59359,3.4906
2023,154,1,47,-65.4753,6.8253
2023,155,1,0,-76.74351,7.8833
2023,155,1,1,-67.41979,8.7378
2023,155,1,2,-47.32374,5.2187
2023,155,1,3,-80.43351,20.212
2023,155,1,4,-70.02183,8.0973
2023,155,1,5,-89.18631,17.255
2023,155,1,6,-75.65572,15.354
2023,155,1,7,-32.05198,7.7952
2023,155,1,8,-38.28891,8.376
2023,155,1,9,-29.01123,7.6579
2023,155,1,10,-29.50554,22.26
2023,155,1,11,-8.57008,28.116
2023,155,1,12,16.62246,46.962
2023,155,1,13,57.24712,82.704
2023,155,1,14,96.79819,98.992
2023,155,1,15,92.5454,57.958
2023,155,1,16,170.587,95.411
2023,155,1,17,219.7509,104.94
2023,155,1,18,250.1125,124.83
2023,155,1,19,316.6336,161.22
2023,155,1,20,284.4753,155.5
2023,155,1,21,289.0012,149.05
2023,155,1,22,362.8536,185.35
2023,155,1,23,285.8853,123.65
2023,155,1,24,287.5994,91.48
2023,155,1,25,299.7236,118.02
2023,155,1,26,274.4706,94.854
2023,155,1,27,183.8441,103.33
2023,155,1,28,283.5665,134.36
2023,155,1,29,210.5448,118.12
2023,155,1,30,200.5641,113.96
2023,155,1,31,170.2218,99.142
2023,155,1,32,160.4497,81.229
2023,155,1,33,165.0938,71.011
2023,155,1,34,86.19787,51.496
2023,155,1,35,115.5482,57.574
2023,155,1,36,30.21436,63.04
2023,155,1,37,2.53903,32.836
2023,155,1,38,-12.50035,14.999
2023,155,1,39,-22.21654,8.9407
2023,155,1,40,-81.14133,31.987
2023,155,1,41,-63.41023,23.505
2023,155,1,42,-68.02131,17.917
2023,155,1,43,-38.52144,5.5096
2023,155,1,44,-18.77812,2.1748
2023,155,1,45,-29.88421,2.6775
2023,155,1,46,-39.57454,1.9458
2023,155,1,47,-27.62617,1.9241
2023,156,1,0,-46.86863,3.5646
2023,156,1,1,-32.93255,2.7581
2023,156,1,2,-47.87129,5.1536
2023,156,1,3,-43.66906,3.8171
2023,156,1,4,-42.33598,3.6179
2023,156,1,5,-43.94286,4.5151
2023,156,1,6,-28.10377,2.736
2023,156,1,7,-29.52302,4.362
2023,156,1,8,-41.44628,4.009
2023,156,1,9,-44.69109,14.713
2023,156,1,10,-41.97275,25.353
2023,156,1,11,-26.26041,32.15
2023,156,1,12,-1.5185,49.848
2023,156,1,13,21.84446,71.227
2023,156,1,14,58.17502,84.489
2023,156,1,15,116.8054,171.39
2023,156,1,16,139.1243,146.42
2023,156,1,17,207.3034,175.65
2023,156,1,18,202.3429,114.72
2023,156,1,19,217.4253,110.01
2023,156,1,20,235.0339,173.19
2023,156,1,21,245.217,286.28
2023,156,1,22,218.2529,167.95
2023,156,1,23,297.4274,251.49
2023,156,1,24,262.4006,243.5
2023,156,1,25,261.1612,217.94
2023,156,1,26,238.5796,155.17
2023,156,1,27,276.1428,193.37
2023,156,1,28,246.6344,183.26
2023,156,1,29,223.9195,146.11
2023,156,1,30,194.0606,116.47
2023,156,1,31,146.8514,105.34
2023,156,1,32,121.16,77.773
2023,156,1,33,135.5791,123.35
2023,156,1,34,92.21798,94.569
2023,156,1,35,59.73944,95.285
2023,156,1,36,35.81468,134.13
2023,156,1,37,12.45494,60.088
2023,156,1,38,-18.1172,26.898
2023,156,1,39,-43.9546,38.872
2023,156,1,40,-33.98526,13.258
2023,156,1,41,-37.53688,33.353
2023,156,1,42,-34.15363,3.5795
2023,156,1,43,-34.68112,3.8523
2023,156,1,45,-26.815,1.3567
2023,156,1,46,-51.32321,8.5072
2023,156,1,47,-61.7973,8.5022
2023,157,1,0,-62.37295,10.556
2023,157,1,1,-25.29522,14.567
2023,157,1,2,-36.06366,11.867
2023,157,1,3,-31.83902,1.9204
2023,157,1,4,-46.26505,4.7206
2023,157,1,5,-58.74447,7.8651
2023,157,1,6,-62.73788,6.8927
2023,157,1,7,-55.41786,7.6241
2023,157,1,10,-8.69551,12.138
2023,157,1,12,-37.87233,68.079
2023,157,1,13,-3.36988,45.733
2023,157,1,14,36.68146,62.121
2023,157,1,15,59.60908,98.94
2023,157,1,16,129.2918,61.148
2023,157,1,17,147.809,80.45
2023,157,1,18,164.8115,88.471
2023,157,1,19,143.6787,107.74
2023,157,1,20,65.09843,56.535
2023,157,1,21,40.04842,39.959
2023,157,1,22,137.3097,97.994
2023,157,1,23,71.6525,85.929
2023,157,1,24,39.68423,42.883
2023,157,1,25,14.85117,48.341
2023,157,1,26,20.66654,21.66
2023,157,1,27,12.57098,49.605
2023,157,1,28,7.41586,18.855
2023,157,1,29,20.1513069230769,44.35625
2023,157,1,30,23.3433545454545,40.0376
2023,157,1,31,23.061968,38.0793333333333
2023,157,1,32,30.7553054545455,43.2604
2023,157,1,33,45.7448344444444,58.104
2023,157,1,36,-15.5341411111111,17.6888875
2023,157,1,38,-31.0091022222222,16.4350333333333
2023,157,1,39,-39.4177328571429,14.9330833333333
2023,157,1,40,-42.2075878787879,9.026135
2023,157,1,41,-42.5951461111111,10.4299509677419
2023,157,1,42,-43.545815,12.1111412903226
2023,157,1,44,-45.4749605405405,12.849365
2023,157,1,45,-46.4759769230769,12.2083908571429
2023,157,1,46,-46.653788974359,11.4327365714286
2023,157,1,47,-46.7887315384615,11.000128
2023,158,1,1,-47.2863077777778,8.66003333333333
2023,158,1,2,-49.0921588461538,9.66884347826087
2023,158,1,3,-51.3059784615385,10.4003086956522
2023,158,1,4,-51.2835091304348,11.23434
2023,158,1,5,-49.5922513636364,10.8327157894737
2023,158,1,6,-49.6511085714286,11.1469388888889
2023,158,1,7,-50.567892,11.1469388888889
2023,158,1,8,-51.4086817647059,12.1174533333333
2023,158,1,10,-7.50672,19.025
2023,158,1,12,71.445095,36.3219166666667
2023,158,1,14,30.6248084615385,43.0238333333333
2023,158,1,15,9.59106714285714,37.7484285714286
2023,158,1,16,34.591598,47.8265555555556
2023,158,1,17,64.18161,85.5475
2023,158,1,18,71.424424,83.0368
2023,158,1,19,62.36412125,77.36625
2023,158,1,20,124.08005,86.4565
2023,158,1,21,47.64265875,67.28225
2023,158,1,22,175.3949,109.378166666667
2023,158,1,23,145.419683333333,100.478666666667
2023,158,1,24,226.577625,143.07
2023,158,1,25,243.35745,129.426666666667
2023,158,1,26,262.851933333333,165.065555555556
2023,158,1,27,267.193666666667,161.778222222222
2023,158,1,28,258.849011111111,143.996666666667
2023,158,1,29,225.12354,123.932
2023,158,1,30,134.9303,92.504
2023,158,1,31,160.192133333333,119.672333333333
2023,158,1,32,60.735895,59.117
2023,158,1,33,54.120895,56.3265
2023,158,1,34,54.120895,56.3265
2023,158,1,35,29.1619083333333,44.6895
2023,158,1,36,27.1175171428571,45.2111428571429
2023,158,1,37,17.249072,47.6563333333333
2023,158,1,38,-28.0188714285714,19.658525
2023,158,1,39,-35.7316777777778,20.3643555555556
2023,158,1,40,-47.1159595833333,15.8618354545455
2023,158,1,41,-45.8943826666667,13.55488
2023,158,1,42,-46.8954465625,13.1801028571429
2023,158,1,43,-45.8583946153846,11.2461034782609
2023,158,1,44,-45.5977162068965,8.39561538461538
2023,158,1,45,-44.6704066666667,9.29654761904762
2023,158,1,47,-52.1398886666667,12.4921714285714
2023,159,1,0,-48.6194373333333,12.0376357142857
2023,159,1,1,-50.4150691666667,12.7687909090909
2023,159,1,2,-46.5429146153846,11.6924666666667
2023,159,1,3,-42.667554,6.93787894736842
2023,159,1,4,-39.9389188461538,6.73388333333333
2023,159,1,5,-38.392215,6.72935652173913
2023,159,1,6,-39.1777195833333,5.96797727272727
2023,159,1,7,-38.5258172727273,5.45748047619048
2023,159,1,8,-35.2334435294118,4.666686875
2023,159,1,9,-19.86552,31.6054466666667
2023,159,1,11,10.26164,30.38385
2023,159,1,12,16.75561,37.5018
2023,159,1,14,24.6299954545455,51.7031818181818
2023,159,1,15,39.25382,63.7388181818182
2023,159,1,16,21.9071878571429,48.5624615384615
2023,159,1,17,2.2955425,44.48375
2023,159,1,18,21.2441444444444,53.9881111111111
2023,159,1,19,10.26164,30.38385
2023,159,1,20,56.7462914285714,79.3481428571429
2023,159,1,21,95.15096125,77.62375
2023,159,1,22,165.242033333333,103.718
2023,159,1,23,151.8994,104.207
2023,159,1,24,134.601375,88.3715
2023,159,1,25,150.9007,125.69
2023,159,1,26,285.91075,173.9625
2023,159,1,27,299.311925,158.4175
2023,159,1,28,265.622225,151.71
2023,159,1,29,235.27695,164.685
2023,159,1,30,221.456366666667,118.927666666667
2023,159,1,31,166.4087,131.24
2023,159,1,32,137.6501,115.19075
2023,159,1,33,119.609496666667,120.208166666667
2023,159,1,34,80.7404275,100.04675
2023,159,1,35,71.5319133333333,87.0053333333333
2023,159,1,36,60.1531,86.382
2023,159,1,37,-5.89138,44.51025
2023,159,1,38,-30.671392,29.982
2023,159,1,39,-36.8514325,21.255175
2023,159,1,42,-40.1857538095238,9.65213634146341
2023,159,1,43,-42.9673025,11.8305102564103
2023,159,1,44,-41.9379587179487,12.5236710526316
2023,159,1,45,-42.5772154285714,14.6872575757576
2023,159,1,46,-41.6003084444444,11.8045136363636
2023,159,1,47,-41.740537173913,11.9289155555556
2023,160,1,0,-41.4159973333333,11.6628886363636
2023,160,1,1,-37.982128490566,8.89082480769231
2023,160,1,2,-37.1761052830189,8.7640575
2023,160,1,3,-37.2214743636364,8.57115537037037
2023,160,1,4,-36.4005858490566,7.50365173076923
2023,160,1,5,-35.0852009803922,7.0067558
2023,160,1,6,-35.6324492307692,6.46185470588235
2023,160,1,7,-35.6467128571429,6.29596787234043
2023,160,1,8,-35.6467128571429,6.29596787234043
2023,160,1,9,-20.976009,12.598725
2023,160,1,10,-1.746885,32.7581818181818
2023,160,1,11,12.6397728571429,41.2715384615385
2023,160,1,12,31.7373925,61.655125
2023,160,1,13,55.15688,79.9695714285714
2023,160,1,14,123.988985,97.971
2023,160,1,15,141.111155,119.564
2023,160,1,16,152.423833333333,112.255111111111
2023,160,1,17,153.98562,99.1828
2023,160,1,18,198.895616666667,110.952666666667
2023,160,1,19,225.373333333333,150.336666666667
2023,160,1,20,291.557233333333,152.57
2023,160,1,21,262.625028571429,164.568571428571
2023,160,1,22,286.7065125,197.83875
2023,160,1,23,267.8153,195.45
2023,160,1,24,243.80644,205.928
2023,160,1,25,242.637666666667,218.023333333333
2023,160,1,26,279.03795,195.73
2023,160,1,27,279.03795,195.73
2023,160,1,28,185.071677777778,163.292555555556
2023,160,1,29,81.257458,97.8936
