TIMESTAMP,H_f,LE_f,ET_f,NEE_f,Reco,GPP_f
-,Wm-2,Wm-2,mm,umolm-2s-1,umolm-2s-1,umolm-2s-1
2024-05-18,5.234295625000002,34.40358130624999,1.2079389554291413,1.0921629916666662,6.988748333333333,5.896637124999999
2024-05-19,11.21065416666667,44.77533537916667,1.572416214034578,1.6099898854166668,7.425966874999998,5.815952916666666
2024-05-20,16.653872916666668,55.79169730416664,1.963184104928699,0.5671334229166675,8.299059999999997,7.731919270833335
2024-05-21,9.122979166666664,61.84595819166666,2.1795719921840426,0.7040818854166672,8.72921958333333,8.025123645833332
2024-05-22,-0.5896512500000017,26.665762627083343,0.9356830459403234,2.8816226374999996,7.829036875,4.9473860416666655
2024-05-23,16.533195833333334,71.36745360833332,2.5093174209327085,-0.3847080395833329,7.7345547916666675,8.119326458333331
2024-05-24,10.209161666666665,46.52088126041667,1.6331310954043705,0.15863348541666653,7.246932916666666,7.0883035416666695
2024-05-25,26.043332708333335,69.46405968541667,2.446054562744326,-0.5472103479166673,7.692223541666668,8.239392500000001
2024-05-26,26.922650000000004,81.76860685208332,2.8834427751135383,-0.7290643291666666,7.500549583333334,8.229619999999997
2024-05-27,20.516625,58.845618858333346,2.0734673042471767,-0.36340179374999987,7.020862291666667,7.384268395833334
2024-05-28,22.188695833333323,64.47577741666666,2.2624274946223712,-1.0058065020833329,6.1930675000000015,7.198891341249998
2024-05-29,3.8375187500000014,41.26332600833334,1.4484022492257225,0.0398313729166667,6.530908749999999,6.491071264583333
2024-05-30,7.899286666666668,36.37705226458334,1.275252189776612,0.15173162916666644,6.377055000000001,6.225389250000003
2024-05-31,10.044906250000004,42.52257021250001,1.4926619093133338,-0.4026548062499999,6.934629583333333,7.3373163958333345
2024-06-01,10.526052083333338,47.04109330833336,1.657217878683319,0.0016114270833329687,7.744141458333331,7.742492708333331
2024-06-02,0.5251187500000006,21.053059554166673,0.7377301380384162,2.349828725,7.434025000000003,5.084181250000001
2024-06-03,14.394107291666664,41.79305392291666,1.4633843897506655,-1.7278220958333332,6.98191,8.709754791666665
2024-06-04,22.341479583333335,65.36695476041666,2.2979258238466898,-2.4513131583333316,7.520213958333334,9.971536020833335
2024-06-05,3.604391375,32.606149925000004,1.1428017196181641,0.30627149374999973,7.096630208333335,6.790371395833332
2024-06-06,23.09238104166667,76.2488886375,2.6797347326088357,-2.5970891770833338,7.031868333333331,9.628934583333335
2024-06-07,22.667589361702124,73.83114667872339,2.541813541022392,-3.090529278723404,7.143891276595745,10.234430425531915
