TIMESTAMP_START,TIMESTAMP_MITTE,TIMESTAMP_ENDE,kurzwEinstrahlung_43m,kurzwAusstrahlun_43m,langwEinstrahlung_43m,langwAusstrahlung_43m,Luftdruck_43m,Lufttemperatur_43m,RelativeFeuchte_43m,Wasserdampfdruck_43m,Wasserdampfdefizit_43m,Niederschlag_43m,Windgeschw_I_43m,Windgeschw_II_43m,BestandsNiederschlag_1m,Bodentemp_1_5cm,Bodentemp_2_5cm,Bodentemp_3_5cm,Bodentemp_4_5cm,Bodentemp_1_15cm,Bodentemp_2_15cm,Bodentemp_3_15cm,Bodentemp_4_15cm,Bodentemp_1_30cm,Bodentemp_2_30cm,Bodentemp_3_30cm,Bodentemp_4_30cm
-,-,-,Wm-2,Wm-2,Wm-2,Wm-2,hPa,degC,%,hPa,hPa,mm,ms-1,ms-1,mm,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC
2023-04-03 21:30:00,2023-04-03 21:45:00,2023-04-03 22:00:00,-2.2046666666666668,1.4813333333333334,254.19354220759217,316.7502088742588,971.0,0.5033333333333333,58.29,3.6930844071114723,2.642623959866521,0.0,1.9276666666666664,1.9633333333333336,0.0,14.280684999999998,NaN,9.816355999999999,NaN,12.342645000000001,12.442409999999999,NaN,12.342645000000001,NaN,6.760657,7.066133,6.6003055
2023-04-03 22:00:00,2023-04-03 22:15:00,2023-04-03 22:30:00,-2.8783333333333334,2.413,227.38867803038605,314.1723446970527,971.0,0.07600000000000001,59.0,3.623627629551547,2.518114115451074,0.0,2.142333333333333,2.124,0.0,16.657905,NaN,9.755223,NaN,12.32466,12.32466,NaN,12.33891,NaN,6.741949,7.0620265,6.610736
2023-04-03 22:30:00,2023-04-03 22:45:00,2023-04-03 23:00:00,-2.6536666666666666,2.7213333333333334,226.48758820466034,312.911254871327,970.6666666666666,-0.22733333333333336,60.00666666666666,3.6047558754510676,2.402503110413394,0.0,2.156333333333333,2.151666666666667,0.0,16.648725,NaN,9.7163325,NaN,12.314825,12.414615000000001,NaN,12.329085,NaN,6.7601835,7.051185499999999,6.5852015
2023-04-03 23:00:00,2023-04-03 23:15:00,2023-04-03 23:30:00,-2.8196666666666665,2.7533333333333334,223.24312434373905,311.5957910104057,970.0,-0.46866666666666673,60.42333333333334,3.5662625727952335,2.335865588723882,0.0,1.987666666666667,2.0313333333333334,0.0,16.55607,NaN,9.6225115,NaN,12.278739999999999,12.307255000000001,NaN,12.321515,NaN,6.7517905,7.0573855000000005,6.576783000000001
2023-04-03 23:30:00,2023-04-03 23:45:00,2023-04-04 00:00:00,-2.6593333333333335,2.8396666666666674,222.4093942548266,310.83072758815996,970.0,-0.7010000000000001,61.126666666666665,3.5468482216820716,2.255608243061202,0.0,2.2176666666666667,2.1999999999999997,0.0,16.54184,NaN,9.579564,NaN,12.264510000000001,12.37856,NaN,12.29302,NaN,6.7518210000000005,7.0428869999999995,6.605992
2023-04-04 00:00:00,2023-04-04 00:15:00,2023-04-04 00:30:00,-2.9150000000000005,2.815,221.2093383363649,309.7636716696982,970.0,-0.9703333333333334,61.953333333333326,3.5243855914917828,2.164389171488606,0.0,1.8836666666666666,1.9269999999999998,0.0,16.455345,NaN,9.506918,NaN,12.24928,12.263539999999999,NaN,12.30631,NaN,6.7653155,7.2741325,6.604918
2023-04-04 00:30:00,2023-04-04 00:45:00,2023-04-04 01:00:00,-2.7373333333333334,2.9250000000000003,220.77180484364365,309.0188048436437,970.0,-1.2413333333333334,62.596666666666664,3.4906279537689273,2.0857519713105668,0.0,2.0153333333333334,1.9929999999999997,0.0,16.33573,NaN,9.4434505,NaN,12.21489,12.257670000000001,NaN,12.300445,NaN,6.773384,7.1370645,6.61299
2023-04-04 01:00:00,2023-04-04 01:15:00,2023-04-04 01:30:00,-2.621,2.863666666666667,220.27160855884983,308.4099418921832,970.0,-1.3950000000000002,62.370000000000005,3.4387846961664996,2.0747389468774307,0.0,2.0393333333333334,2.0239999999999996,0.0,16.28851,NaN,9.3524935,NaN,12.195905,12.38129,NaN,12.252955,NaN,6.739013,7.0737760000000005,6.5931429999999995
2023-04-04 01:30:00,2023-04-04 01:45:00,2023-04-04 02:00:00,-2.7593333333333336,2.997666666666667,220.0925826386884,308.2272493053551,970.0,-1.449,62.46,3.4300436441788524,2.061540800551939,0.0,1.7910000000000001,1.788,0.0,16.202424999999998,NaN,9.265905,NaN,12.16687,12.20965,NaN,12.223914999999998,NaN,6.738439,7.0441225,6.577967000000001
2023-04-04 02:00:00,2023-04-04 02:15:00,2023-04-04 02:30:00,-2.5156666666666667,2.940666666666667,227.79805214703129,307.48971881369795,970.0,-1.7443333333333333,64.86666666666666,3.4852568935557393,1.8876982352557814,0.0,1.3843333333333332,1.4643333333333333,0.0,16.188125,NaN,9.1797915,NaN,12.152565,12.238135,NaN,12.20961,NaN,6.7529655,7.0440845,6.592521
