30min,airTemperature,day_of_year,incomingShortwaveRadiation,location,year,H_orig,LE_orig
29,20.05633333333333,183,524.7046666666666,0,2023,66.31178,176.0
1,10.826333333333332,156,-0.9736666666666668,0,2024,-0.80409,2.4742
28,18.22666666666667,144,636.4666666666666,1,2024,177.9063,178.33
5,10.943333333333332,141,-1.2213333333333332,1,2024,-4.605630000000001,-4.2522
36,15.35,149,217.86666666666665,1,2024,26.17787,42.081
43,25.37,189,-2.7086666666666663,1,2023,-33.23792,16.59
29,12.868666666666668,127,489.077,0,2023,70.3419,83.825
7,7.541,146,-1.209666666666667,1,2023,-37.73377,-7.2249
30,11.769999999999998,128,301.23333333333335,1,2024,103.7688,38.4
29,8.426,111,405.6873333333333,0,2024,93.05309,101.52
2,18.119666666666664,171,-0.7196666666666666,0,2023,-23.73965,12.024
1,14.553333333333333,168,-0.9676666666666668,1,2023,-25.76191,12.136
33,17.716,121,216.81233333333333,0,2023,-5.42356,65.438
24,3.1830000000000003,115,352.8,1,2024,196.9372,55.753
28,14.513666666666666,124,139.067,0,2024,9.91397,41.086000000000006
22,4.11,63,136.94333333333336,0,2023,34.50675,21.569000000000003
18,14.214999999999998,149,310.9696666666667,0,2024,49.70288,112.47
30,20.57166666666667,133,652.7599999999999,0,2023,46.58672,165.89
41,17.046666666666667,174,0.055,1,2023,-61.85828000000001,14.289
22,16.212,146,812.6026666666667,0,2023,138.0316,126.5
26,15.949999999999998,186,612.0333333333334,1,2023,133.4651,129.41
38,15.838,103,-1.01,0,2024,-31.01113,6.1485
6,15.993333333333332,181,-2.471666666666667,1,2024,-21.9489,4.4028
20,17.956666666666667,123,716.0,1,2024,241.6772,89.281
35,10.649,100,42.585,0,2024,-25.38274,46.827
11,1.0013333333333334,116,12.93,1,2024,-20.43814,15.193
25,23.675666666666668,142,668.5733333333333,0,2024,67.71159,125.24
23,22.295333333333332,166,423.77433333333335,0,2023,45.78775,48.559
41,13.576666666666668,154,-5.007666666666666,0,2023,-21.12601,4.6687
25,14.373333333333337,138,777.2019999999999,0,2023,142.407,174.23
39,15.126666666666669,205,13.996333333333332,1,2023,-58.31279,39.473
2,13.783333333333331,195,-2.145,1,2023,-60.14988,8.7427
11,14.146666666666668,159,82.96666666666668,1,2023,-13.003,11.909
19,27.106666666666666,190,679.5666666666667,1,2023,131.17,197.55
45,11.116666666666667,139,-2.1413333333333333,1,2023,-60.120819999999995,10.236
28,16.843333333333334,157,145.29999999999998,1,2023,7.41586,18.855
17,13.863333333333337,104,394.93333333333334,1,2024,97.38456,14.602
28,21.676666666666662,156,782.0666666666666,1,2023,246.6344,183.26
23,28.200333333333333,178,885.032,0,2024,87.5867,180.33
44,12.073333333333332,140,-0.486,1,2024,-13.6017,1.9526
47,13.853333333333332,140,-1.5723333333333331,1,2023,-41.49268,2.3884
29,21.061000000000003,174,302.391,0,2024,12.93448,111.92
15,10.046666666666669,127,120.90000000000002,1,2024,31.046290000000003,24.525
15,13.263333333333334,141,288.43333333333334,1,2023,73.88101999999999,23.24
37,22.213333333333335,191,153.26666666666668,1,2023,-6.971210000000001,71.961
28,21.143333333333334,197,635.0333333333333,1,2023,127.9731,137.43
8,8.571333333333333,136,-1.067,0,2023,-1.63642,10.446
22,8.809333333333333,108,274.93399999999997,0,2024,32.25045,89.794
1,1.001,63,-0.3713333333333333,0,2023,-5.67076,2.6478
35,12.72,130,84.10000000000001,1,2023,6.13911,29.163
35,3.231666666666667,64,15.330999999999998,0,2023,-13.17922,6.6921
29,16.883333333333336,184,349.2666666666667,1,2023,55.27729,102.48
31,19.743333333333332,132,585.5333333333333,1,2024,196.8319,110.95
26,25.483333333333334,173,767.2666666666668,1,2023,162.7142,252.96
24,21.583333333333332,164,906.6666666666666,1,2023,406.1478,204.81
45,16.299333333333333,142,-1.3110000000000002,0,2024,-19.70639,29.195
19,18.520666666666667,100,381.07233333333335,0,2024,27.532090000000004,96.132
26,16.857666666666667,125,407.19666666666666,0,2024,36.61721,82.165
13,12.711333333333334,156,115.84066666666666,0,2024,9.37268,24.815
26,12.144666666666666,127,453.7703333333333,0,2023,95.39414,96.343
34,23.326666666666664,99,195.9666666666667,1,2024,71.37775,50.133
29,19.61,132,717.1666666666666,1,2024,172.3241,43.965
7,14.240666666666664,99,-2.1966666666666668,0,2024,-19.28568,-60.229
40,12.755333333333333,129,-4.378666666666667,0,2024,-32.16431,10.573
33,12.053333333333333,155,181.5,1,2024,69.05691999999999,95.36
28,15.602,102,379.48566666666665,0,2024,43.26202,122.76
29,7.978666666666666,116,289.71000000000004,0,2023,40.694320000000005,74.66
28,25.23133333333333,121,720.6243333333333,0,2024,74.7512,186.75
17,19.18766666666667,160,635.5453333333334,0,2024,102.4786,172.64
35,18.64166666666667,140,224.36433333333335,0,2024,20.07786,57.743
14,13.869666666666667,159,258.347,0,2024,22.55635,63.656000000000006
14,13.266666666666666,149,385.1333333333334,1,2023,87.54845999999999,39.513000000000005
24,15.368,130,266.81233333333336,0,2023,29.06416,81.83800000000001
41,12.063333333333333,154,0.0386666666666666,1,2024,-13.02825,21.495
31,17.596666666666668,119,251.76666666666665,1,2024,59.26469,22.841
15,7.491333333333333,144,178.104,0,2023,24.85185,33.067
19,20.094333333333335,148,763.7599999999999,0,2023,102.0887,136.01
22,20.893333333333334,122,792.0666666666666,1,2024,290.2318,184.92
44,6.729666666666667,93,-0.0856666666666666,1,2024,-77.91818,82.48200000000001
19,16.516666666666666,175,563.9666666666666,1,2024,139.67,88.537
38,22.0,191,89.66666666666667,1,2023,-9.19086,24.619
15,18.241333333333333,210,77.70666666666666,0,2023,6.6832199999999995,11.774
23,20.646,209,229.34,0,2023,10.5359,69.311
42,13.160000000000002,149,-1.1426666666666667,1,2024,-18.798779999999997,5.9088
14,6.153333333333332,136,48.77333333333333,1,2023,-3.44485,21.161
20,11.091666666666669,72,188.90733333333333,0,2023,9.87469,46.236
9,12.346666666666666,136,24.570000000000004,1,2024,-39.7284,9.905
17,9.55,207,368.7333333333333,1,2023,37.38828,102.08
12,15.123333333333337,131,162.46666666666667,1,2024,4.73883,9.8828
31,15.073333333333332,146,600.0333333333333,1,2023,202.6307,93.432
33,21.45,180,205.03333333333333,1,2023,16.4347,72.499
14,3.646666666666667,116,267.99,0,2023,28.98517,37.071
44,12.840000000000002,165,-1.8686666666666667,1,2024,-20.20898,3.495
38,17.97666666666667,174,75.02333333333333,1,2024,-30.04778,54.199
13,10.556666666666668,131,56.98,1,2023,2.45047,20.935
25,16.936666666666667,157,136.29999999999998,1,2023,14.851170000000002,48.341
14,17.923333333333332,200,346.0333333333333,1,2023,16.71743,78.329
37,14.7,140,94.52333333333335,1,2023,-4.7684,24.943
17,15.796666666666669,175,399.7000000000001,1,2024,83.66259000000001,102.67
34,17.463333333333335,183,292.2,1,2023,71.22739,105.84
42,7.97,79,-0.9576666666666668,0,2023,-18.21436,25.689
38,11.923333333333332,126,35.49,1,2024,-24.55347,9.4851
31,12.333333333333334,164,466.73333333333335,1,2024,91.32114,50.417
39,18.633333333333333,166,38.68666666666666,1,2023,-24.17785,9.2857
35,22.05666666666667,168,298.1333333333334,1,2023,39.08574,77.618
43,10.379666666666669,94,-1.9093333333333335,0,2024,-12.19766,-30.343000000000004
1,14.046666666666669,133,-2.401,1,2023,-77.81005,21.892
33,23.765,146,589.8633333333333,0,2024,65.15459,107.18
43,7.845333333333333,79,-0.9193333333333332,0,2023,-17.41253,23.016
18,19.463333333333335,161,677.2,1,2023,254.6391,182.8
14,4.544,111,97.61633333333334,0,2024,12.56588,23.326
5,14.526666666666666,175,-2.4963333333333337,1,2023,-42.40658,10.884
32,16.540000000000003,137,236.19999999999996,1,2024,73.5483,75.11
30,14.026666666666666,149,409.4333333333334,1,2024,88.32037,121.44
14,13.876666666666669,134,338.33333333333337,1,2024,63.65473000000001,34.326
11,14.290333333333336,185,113.691,0,2023,-7.33696,32.625
14,21.133333333333333,177,366.1666666666667,1,2023,25.35096,87.727
36,21.47366666666667,160,227.45533333333333,0,2024,-25.99667,78.852
0,8.703333333333333,165,-1.2186666666666666,1,2024,-23.21082,3.284
29,16.64666666666667,134,521.5666666666667,1,2023,223.37,55.498000000000005
36,13.3,134,32.71666666666666,1,2023,-29.895559999999996,32.01
24,9.430333333333335,51,275.95233333333334,0,2023,43.78751,77.76100000000001
28,3.915666666666666,112,366.2,1,2024,130.0607,53.358999999999995
24,14.159999999999998,139,665.1999999999999,1,2023,308.5281,124.59
7,17.996666666666666,197,-0.958,1,2023,-28.14308,23.57
41,12.3,139,-2.017666666666667,1,2023,-63.19649,14.615
37,16.823333333333334,147,127.63333333333333,1,2023,8.34724,23.2
34,19.492333333333335,168,169.45466666666667,0,2024,-10.93813,71.531
7,23.02,190,-1.6929999999999998,1,2023,-29.25135,4.7558
25,13.306666666666668,151,286.8333333333333,1,2024,31.12733,120.41
35,15.608333333333334,138,285.32466666666664,0,2023,30.78533,64.96300000000001
27,9.243333333333332,137,628.4,1,2023,190.5783,41.245
6,-1.872,57,-1.4206666666666667,0,2023,-7.602689999999999,5.8068
19,16.38666666666667,138,595.1,1,2024,140.5921,341.74
20,27.849333333333337,177,786.0596666666667,0,2023,83.76455,229.16
46,14.916666666666666,120,-1.5013333333333334,1,2024,-38.25599,11.732
15,14.95,157,272.811,0,2023,29.54226,51.74
6,-1.4566666666666668,62,-0.2943333333333333,0,2023,4.26578,-1.9871
12,15.089999999999998,170,236.76666666666665,1,2024,19.55909,11.22
36,17.75166666666667,128,102.883,0,2023,-23.16521,48.006
28,17.656666666666666,158,662.0,1,2024,169.3846,134.44
36,19.078666666666667,132,79.75566666666667,0,2023,-30.31215,60.096
23,-0.699,62,116.89066666666668,0,2023,29.35473,12.969
36,28.683333333333337,190,86.22333333333334,1,2023,-27.62251,51.238
11,15.736333333333334,158,49.44166666666666,0,2023,-2.62101,12.901
16,18.783333333333335,164,557.3333333333333,1,2023,130.1468,93.916
6,7.912666666666667,154,-2.4659999999999997,1,2023,-57.16585,5.1774
39,9.760666666666667,136,10.076333333333332,0,2023,-42.7118,21.071
21,16.8,209,322.43333333333334,1,2023,37.21288,41.725
32,12.544333333333334,117,457.7866666666667,0,2023,58.625890000000005,82.76
30,2.050333333333333,57,215.55766666666668,0,2023,31.43443,46.65
4,10.49,161,-1.394,1,2024,-1.54634,0.79703
19,18.878,191,60.65899999999999,0,2023,1.64418,29.597
14,9.647,128,372.3946666666667,0,2023,70.79661999999999,53.927
2,-2.1246666666666667,57,-4.725333333333333,0,2023,-10.72555,-0.067466
5,13.073333333333332,134,-2.3353333333333333,1,2024,-45.3047,2.5321
16,13.006333333333336,132,297.5253333333333,0,2023,34.33269,58.663999999999994
19,17.109666666666666,119,502.826,0,2024,59.29455,127.69
32,20.959999999999997,209,278.03333333333336,1,2023,13.30048,122.93
3,10.97,103,-0.3406666666666667,1,2024,-11.88784,-3.5109
15,-0.0296666666666666,113,284.1333333333333,1,2024,60.36666999999999,41.863
38,12.85,143,17.153333333333332,1,2024,-6.51575,9.4567
13,12.543333333333337,148,309.1333333333333,1,2023,40.23873,66.962
29,20.799333333333333,156,687.0676666666667,0,2024,83.62006,168.38
23,23.349666666666668,197,832.484,0,2023,134.3558,287.33
3,8.142666666666667,165,-1.2216666666666665,1,2024,-31.42901,4.3892
18,21.264666666666667,135,699.823,0,2024,99.34425,151.36
29,21.574,165,435.049,0,2023,40.3109,64.399
47,16.427666666666667,180,-1.4210000000000005,0,2023,-1.93163,2.201
18,9.749333333333334,120,654.642,0,2023,117.674,114.07
39,12.73,198,11.48,1,2023,-138.4254,147.07
17,12.824666666666667,131,161.60933333333332,0,2023,11.71093,108.99
46,5.911666666666666,136,-2.425333333333333,1,2023,-32.80214,-0.1037599999999999
36,15.82,96,16.876666666666665,1,2024,-81.5235,23.101
29,19.581333333333333,167,487.657,0,2024,37.67005,187.21
45,9.900333333333334,159,-4.425666666666667,0,2024,-18.53299,9.1725
14,11.197666666666668,148,396.734,0,2023,54.44325,62.949
19,24.439333333333337,177,764.5093333333334,0,2024,122.0756,172.66
18,14.8,183,385.9666666666667,1,2023,41.24213,168.39
23,15.572,130,403.4096666666666,0,2023,32.40337,280.42
32,24.911333333333335,121,429.651,0,2024,15.05742,96.153
7,8.389999999999999,139,-0.8853333333333332,1,2023,-45.15473,6.6304
37,23.453333333333333,170,137.46666666666667,1,2023,21.90759,65.309
36,22.192333333333337,148,232.702,0,2023,-11.98851,24.233
44,16.176333333333336,205,-2.0879999999999996,0,2023,-16.58996,15.67
19,4.028666666666667,114,693.8333333333334,1,2024,277.6157,21.149
11,14.7,142,107.33333333333331,1,2023,-1.71947,9.3926
18,13.746666666666668,135,398.73333333333335,1,2023,118.1658,60.178999999999995
27,21.723333333333333,180,358.0333333333333,1,2023,55.98225,118.78
29,17.709666666666667,153,487.4653333333333,0,2023,93.92355,107.85
30,28.516,169,748.7846666666666,0,2023,125.3371,131.86
21,9.523666666666667,111,774.507,0,2024,171.9713,191.23
13,14.581666666666663,166,316.28833333333336,0,2023,31.27398,33.400999999999996
34,17.136666666666667,149,362.5,1,2023,141.6042,101.6
10,20.143333333333334,177,97.63,1,2023,-30.12494,27.514
42,18.096666666666668,203,-2.095,1,2023,-36.22763,6.7289
20,19.16,147,726.0666666666666,1,2024,266.1022,167.29
42,14.726666666666668,132,-2.57,1,2024,-48.08818,57.07
19,20.127666666666663,123,706.8293333333335,0,2024,109.7974,155.16
29,14.115333333333334,124,55.50033333333334,0,2024,-5.40796,37.089
26,17.19333333333333,157,149.16666666666666,1,2023,20.66654,21.66
45,14.566666666666668,141,-2.2739999999999996,1,2024,-54.07141,4.6975
10,18.386666666666667,191,26.320000000000004,1,2023,-18.97384,17.572
0,10.863333333333337,207,-2.447333333333334,1,2023,-33.462509999999995,5.17
9,19.8,100,-1.0716666666666663,1,2024,-25.65289,6.9633
17,15.466333333333331,154,116.87733333333334,0,2024,23.57213,47.058
44,7.358333333333333,143,-1.952,1,2023,-39.08677,6.0245
8,14.966666666666669,194,3.091333333333333,1,2023,-54.1885,9.072
31,17.703333333333333,147,595.9333333333333,1,2023,213.1818,111.42
16,12.063333333333333,156,326.6333333333334,1,2024,75.29800999999999,56.158
2,13.793333333333331,134,-2.578666666666667,1,2024,-56.91635,20.938
9,17.333333333333332,172,60.81333333333333,1,2023,-46.54497,34.467
21,27.115333333333336,170,718.337,0,2023,120.0187,138.6
13,1.203,115,95.63333333333334,1,2024,13.0288,22.851999999999997
18,13.953333333333331,212,348.46666666666664,1,2023,42.41208,127.14
31,21.604333333333333,165,354.3246666666667,0,2023,77.77233000000001,78.416
17,14.050000000000002,165,547.9666666666667,1,2023,184.6751,107.72
30,15.970333333333334,150,181.11266666666663,0,2024,10.7146,52.401
26,22.31,98,561.169,0,2024,36.26849,164.25
36,21.926666666666662,168,224.6,1,2023,14.9507,61.56
46,4.9703333333333335,75,-3.751333333333333,0,2023,-30.06682,7.7862
35,20.932666666666663,171,391.801,0,2024,42.10285,112.39
5,14.02,137,-2.223666666666667,1,2024,-54.49398000000001,14.608
25,19.30333333333333,199,690.1666666666666,1,2023,153.0712,140.78
13,15.700333333333331,146,189.41933333333336,0,2024,22.88842,37.739
36,14.932333333333334,125,85.49033333333334,0,2024,-8.5321,24.888
27,23.320666666666668,151,894.4893333333333,0,2023,58.395230000000005,79.404
32,20.419333333333334,207,642.7533333333334,0,2023,90.78599,180.35
31,17.176666666666666,159,493.8,1,2024,165.6297,131.49
40,6.100999999999999,115,-2.073333333333333,0,2023,-19.16381,19.044
28,18.78333333333333,165,375.5,1,2023,164.0474,147.52
29,26.389999999999997,178,605.2666666666667,1,2024,119.9467,148.83
14,18.883,142,212.70133333333337,0,2023,9.19312,37.394
17,11.133333333333336,105,131.36666666666667,1,2024,60.55036,18.662
10,9.81,149,25.513333333333332,1,2024,0.0,0.0
24,18.709999999999997,173,122.83333333333331,1,2024,10.61002,46.523999999999994
2,17.253333333333334,157,-2.5909999999999997,1,2023,-36.06366,11.867
17,15.223333333333334,169,406.7333333333333,1,2024,93.79684,56.142
25,20.121666666666663,159,684.0106666666667,0,2024,93.12935,205.27
22,17.01,132,841.6666666666666,1,2023,309.6765,384.02
38,15.43,205,48.57333333333333,1,2023,-52.25958,73.339
12,14.973333333333334,175,251.0,1,2023,22.82729,56.426
33,18.37866666666667,202,351.8606666666667,0,2023,18.39665,143.02
21,15.631666666666668,165,521.4386666666666,0,2024,82.33293,142.31
44,17.573333333333334,157,-0.983,1,2023,-17.84358,5.2543
11,12.573333333333332,185,143.26666666666668,1,2023,-18.28791,19.975
30,22.123333333333335,160,243.19999999999996,1,2023,16.488120000000002,89.04899999999999
17,17.173333333333332,193,621.1333333333333,1,2023,55.23457,296.47
22,23.089333333333332,135,882.3193333333334,0,2024,125.925,197.93
33,30.26,190,260.7,1,2023,-2.36481,29.209
4,10.306666666666668,132,-1.1226666666666667,1,2023,-49.098490000000005,21.035
2,16.143333333333334,205,-1.648,1,2023,-91.6234,57.835
44,18.496666666666663,176,-2.5336666666666665,1,2024,-54.22408000000001,34.36
21,25.246666666666663,196,186.26666666666665,1,2023,-10.24255,78.35
44,13.106666666666667,154,-2.86,1,2023,-49.4202,8.1561
25,29.679999999999996,190,807.3333333333334,1,2023,141.8001,104.83
46,19.78,99,-2.517,1,2024,-23.54704,4.5527
20,20.94333333333333,161,780.7333333333332,1,2023,334.769,195.33
39,21.328,209,22.769,0,2023,-16.83194,9.665
30,7.855333333333333,92,48.5,1,2024,177.6711,82.78299999999999
39,19.106666666666666,179,46.74,1,2023,-14.25214,11.103
10,15.61,157,112.63333333333333,1,2023,-8.69551,12.138
28,20.11766666666667,161,860.1676666666667,0,2024,113.3626,242.88
27,20.12066666666667,125,545.7616666666667,0,2023,72.38181,121.05
43,9.376666666666669,164,-0.97,1,2024,-14.28374,5.2904
30,16.80333333333333,184,425.7,1,2023,79.85526,116.77
3,11.559,77,-2.8396666666666666,0,2023,-18.82481,5.2384
44,14.953333333333331,141,-2.4693333333333336,1,2024,-40.13557,-1.6592
13,8.225,146,175.0473333333333,0,2023,29.89258,30.161
28,21.953333333333333,97,436.6333333333334,1,2024,98.17361,27.397
26,5.837,112,251.576,0,2024,42.77572,79.67399999999999
25,18.91133333333333,183,473.06933333333336,0,2023,52.087140000000005,158.8
15,5.433333333333334,112,245.799,0,2024,26.60816,42.083
24,21.188333333333333,146,856.948,0,2024,114.4204,210.42
36,24.104000000000003,136,208.62266666666667,0,2024,-34.202420000000004,87.54299999999999
33,17.436666666666667,153,58.663333333333334,1,2024,-28.65755,149.24
34,11.670000000000002,106,80.83,1,2024,6.19055,44.613
43,16.920666666666666,211,-1.782333333333333,0,2023,-16.45457,15.841
18,17.364333333333335,158,593.9916666666667,0,2024,78.94896,134.07
40,5.604333333333334,75,-4.707666666666667,0,2023,-25.84389,5.2591
33,21.353666666666665,130,466.96433333333334,0,2024,28.76196,47.00899999999999
46,6.398666666666666,143,-2.4266666666666667,1,2023,-45.21642,2.6504
15,16.31,198,395.3666666666666,1,2023,83.73002,74.602
47,14.776666666666666,183,-1.0826666666666669,1,2023,-30.86928,6.6545
24,16.46,141,401.43333333333334,1,2024,116.3692,105.75
18,24.927666666666667,170,620.3193333333334,0,2023,93.10204,134.91
45,16.243333333333332,158,-1.7583333333333335,1,2023,-36.79545,39.704
39,16.385,150,13.075666666666669,0,2023,-11.93612,7.5211
8,7.958666666666666,95,-4.615666666666666,0,2024,-32.43719,2.9968
22,12.841666666666669,72,139.314,0,2023,-11.50436,57.592
15,18.288,122,381.0833333333333,0,2024,35.41451,53.998000000000005
32,21.702333333333332,104,322.82233333333335,0,2024,-21.35949,137.72
24,23.419,156,890.1793333333334,0,2023,136.4303,191.7
15,14.223333333333334,178,503.8,1,2023,134.3832,72.445
2,14.13,123,-2.361333333333333,1,2024,-47.742340000000006,8.166
3,9.999666666666666,95,-1.39,0,2024,-31.09621,20.973000000000003
26,19.372666666666664,139,457.53366666666665,0,2024,58.56612,123.33
24,10.177666666666669,111,645.8813333333334,0,2024,138.9393,182.48
7,12.986666666666666,168,0.0093333333333331,1,2023,-61.55394,18.781
33,12.601333333333336,72,37.70466666666667,0,2023,-47.08592,171.46
21,24.135666666666665,122,779.3216666666667,0,2024,77.44823000000001,185.42
27,19.407,183,493.1666666666667,0,2023,71.16512,168.64
10,4.342333333333333,117,4.102,0,2024,-41.23785,10.563
33,18.459,206,276.5643333333333,0,2023,15.97328,82.17200000000001
1,11.29,141,-1.5216666666666665,1,2024,-13.82059,-9.0079
19,20.92766666666667,136,763.2133333333335,0,2024,85.60685,123.31
28,15.254333333333337,164,534.084,0,2024,73.55872,173.15
26,12.188666666666668,100,46.00999999999999,0,2024,-13.22959,64.018
19,22.891,122,675.138,0,2024,58.42885,143.47
46,17.919999999999998,180,-2.723333333333333,1,2024,-11.887,1.8286
38,15.97,130,26.94666666666667,1,2024,-21.74647,6.2099
0,20.733333333333334,191,3.0003333333333337,1,2023,-35.98346,46.569
43,13.136666666666668,128,-2.2156666666666665,1,2023,-64.52635,34.963
31,17.823333333333334,174,172.9666666666667,1,2024,3.2977800000000004,64.141
10,12.18,104,0.6946666666666667,1,2024,-23.49833,2.4007
33,13.168333333333337,127,233.53033333333337,0,2023,23.02487,54.799
34,4.6323333333333325,115,116.12333333333332,1,2024,-9.86455,41.184
46,7.755666666666667,47,-0.6680000000000001,0,2023,-18.18159,10.491
46,8.63,94,-0.1486666666666666,1,2024,-40.06719,26.743
22,14.861333333333334,105,304.0973333333333,0,2024,13.04624,99.17
5,15.746666666666668,205,-1.1876666666666669,1,2023,-54.73459,25.497
21,21.022,210,477.4980000000001,0,2023,71.06187,150.25
2,14.743333333333334,184,-0.7663333333333333,1,2023,-33.0484,2.7008
29,14.364,123,732.6463333333332,0,2023,105.8367,127.04
43,15.183333333333332,174,-2.5513333333333335,1,2024,-48.91398,8.6307
40,12.448666666666666,162,5.09,0,2024,-15.70656,16.555999999999997
14,7.271333333333334,117,299.5306666666667,0,2024,38.29461,52.568000000000005
46,22.198333333333338,169,-2.974,0,2023,-26.68547,16.663
7,0.9376666666666664,64,-1.1690000000000005,0,2023,-5.92931,2.0599
10,9.816666666666665,120,9.797,1,2024,-22.21953,5.1559
15,8.15,117,386.7226666666666,0,2024,58.75525,70.893
33,14.962333333333332,138,297.52866666666665,0,2023,26.16092,70.564
31,13.319,144,237.22300000000004,0,2023,17.73087,56.354
41,3.042,73,-2.669333333333333,0,2023,-17.16454,16.721
20,17.31,157,210.5,1,2023,65.09843000000001,56.535
43,15.073666666666666,200,-3.3959999999999995,0,2023,-3.5813,0.407
23,18.875666666666664,166,445.89433333333335,0,2024,45.67613,123.43
15,14.155,172,453.849,0,2024,55.22834,64.642
28,19.97866666666667,129,308.03433333333334,0,2023,9.14422,108.87
18,20.314333333333337,136,700.4413333333333,0,2024,106.3806,152.67
33,21.963333333333335,136,407.6333333333334,1,2024,32.07243,239.37
5,12.033333333333331,199,-1.6953333333333334,1,2023,-81.84651,46.255
29,15.175,138,654.3416666666667,0,2023,101.6337,156.87
26,20.248,135,729.471,0,2023,85.00092,244.68
6,8.156666666666668,129,-0.7496666666666667,1,2024,-24.85542,3.2019
1,11.658333333333331,119,-0.9713333333333334,0,2023,-3.8401,-5.1101
18,17.851333333333333,155,718.0,0,2023,110.8202,115.79
42,9.806666666666668,105,-1.5353333333333332,1,2024,-9.06769,6.8001
7,7.611,49,-0.5956666666666667,0,2023,-7.30797,1.7174
18,21.927999999999997,182,543.4213333333333,0,2024,81.6883,181.29
21,14.493333333333332,154,870.6666666666666,1,2023,302.4337,119.17
9,14.19,186,6.931333333333334,1,2023,-108.3514,103.28
19,7.552666666666667,106,281.73333333333335,1,2024,59.32224,84.963
24,13.913333333333332,146,919.6666666666666,1,2023,409.7797,134.75
11,1.8436666666666668,111,8.079,1,2024,-11.3658,21.365
3,5.492999999999999,51,-0.8356666666666667,0,2023,-10.16107,12.655
13,16.677666666666667,175,288.6566666666667,0,2024,30.41798,63.351000000000006
45,8.786666666666667,101,-2.8433333333333337,1,2024,-10.37841,2.1697
29,22.506666666666664,141,762.5666666666666,1,2023,253.2538,247.03
10,13.466666666666669,135,53.126666666666665,1,2024,-52.8336,-0.278
23,12.565333333333331,137,775.1863333333334,0,2023,139.0241,157.86
22,16.626666666666665,178,355.0666666666666,1,2023,164.8561,156.41
17,23.261,170,397.2056666666667,0,2023,33.20106,84.42299999999999
32,17.68133333333333,152,584.0026666666666,0,2023,110.2185,92.428
44,4.748666666666668,109,-1.8416666666666668,1,2024,-50.8838,6.9213
8,19.141,98,-4.311,0,2024,-39.64201,15.365
29,3.8366666666666673,64,206.72633333333332,0,2023,41.37875,34.836999999999996
14,13.03,154,73.89333333333333,1,2024,9.49813,21.123
18,14.61,172,548.1,1,2024,150.0668,126.92
32,20.996666666666663,148,502.5333333333333,1,2023,130.877,81.633
33,24.831333333333333,135,459.74466666666666,0,2024,18.68717,128.67
12,16.153333333333332,188,240.63333333333333,1,2023,17.087529999999997,25.483
45,14.461333333333334,96,-2.959333333333334,0,2024,-26.73888,6.5888
43,8.753333333333332,162,-0.7046666666666668,1,2024,-127.2617,103.54
22,19.69333333333333,204,401.4,1,2023,72.1642,169.06
34,27.932333333333332,171,336.0363333333333,0,2023,15.19282,75.637
26,21.50333333333333,180,469.8666666666666,1,2023,109.902,177.1
14,12.116666666666664,166,96.45,1,2024,-26.80535,80.34899999999999
25,17.290000000000003,172,322.5333333333333,1,2024,80.3599,193.75
0,12.69,155,-2.983333333333334,1,2023,-76.74351,7.8833
22,13.346666666666666,125,458.76666666666665,1,2024,173.9163,78.793
45,13.920333333333334,148,-0.991,0,2024,-10.94372,-16.625
27,22.651,165,850.821,0,2023,53.762269999999994,74.773
14,6.917666666666666,144,117.63233333333334,0,2023,18.66696,30.65
43,13.843333333333334,140,-1.5766666666666669,1,2023,-80.38105999999999,9.9922
3,4.104666666666667,110,-1.1356666666666666,1,2024,-18.744020000000003,5.9645
5,11.036666666666669,92,-1.4353333333333331,1,2024,-29.15234,5.069
17,13.968333333333334,128,271.8893333333333,0,2024,39.576609999999995,41.169
5,11.960666666666668,200,-2.262333333333333,0,2023,-6.00777,3.8289
35,21.166666666666668,135,252.63333333333335,1,2024,9.07434,180.17
3,10.28,120,-1.3383333333333332,1,2024,-29.34541,5.2214
8,16.076666666666668,177,11.571666666666667,1,2024,-59.400119999999994,27.729
37,13.99,139,81.69333333333334,1,2023,-22.06356,90.899
1,18.695,178,-4.631333333333333,0,2024,-25.51734,8.0089
25,19.993333333333336,141,495.2666666666667,1,2023,56.53728,113.05
26,-0.0483333333333333,62,193.01200000000003,0,2023,57.08606,19.088
31,25.510999999999996,197,676.7133333333333,0,2023,76.65478,194.63
10,8.056333333333333,147,71.85333333333334,1,2023,-30.35625,17.237000000000002
40,11.206666666666663,125,-2.5323333333333338,1,2024,-28.72855,3.7389
18,11.263333333333334,143,37.20333333333333,1,2023,-10.01187,44.003
16,17.470000000000002,197,503.1333333333334,1,2023,100.8383,122.04
27,12.28,138,765.1,1,2023,436.2254,149.15
45,17.673,122,-4.429000000000001,0,2024,-53.188280000000006,23.979
43,9.345,127,-4.144,0,2023,-26.24792,7.2644
20,9.63,155,338.53333333333336,1,2024,87.76427,55.544
14,1.8666666666666665,112,288.33333333333337,1,2024,58.77796,82.868
37,15.853666666666667,153,79.89933333333333,0,2023,-9.35358,27.768
31,17.41,186,538.1,1,2023,124.4538,119.69
19,12.583333333333334,140,222.0,1,2024,26.2686,57.983999999999995
41,12.093333333333334,146,-1.941,1,2023,-51.1094,3.2456
11,14.14,194,70.25666666666666,1,2023,-20.00803,16.393
15,22.22,196,455.5333333333333,1,2023,57.77221,81.783
