30min,airTemperature,day,incomingShortwaveRadiation,location,month,soilHeatflux,waterPressureDeficit,year,H_orig,LE_orig
26,17.19333333333333,6,149.16666666666666,1,6,-36.040038420911166,8.523222412982625,2023,20.66654,21.66
5,15.856666666666667,30,-2.029333333333333,1,7,-44.23478500518852,2.989310570910959,2023,-51.92671,1.5792
16,13.993333333333334,3,576.1333333333333,1,7,-28.426816214084283,5.943083484981289,2023,136.5211,99.203
19,19.705,17,671.6106666666666,0,5,47.39033333333333,10.62049782374748,2024,94.62807,176.07
25,15.622666666666667,14,429.523,0,4,17.91933333333333,8.193843387582104,2024,42.05678,133.3
28,15.602,11,379.48566666666665,0,4,22.926666666666662,8.753491051111709,2024,43.26202,122.76
22,17.44,10,313.6333333333334,1,7,-25.096872740619467,0.9844558472028312,2023,67.95775,61.809
43,14.393333333333333,9,-2.5266666666666664,1,5,-6.715014266968643,7.941282274265845,2024,-19.75295,3.3053
15,2.115,20,96.78333333333336,1,4,12.936583577635078,0.7875911075079527,2024,26.26386,26.946
38,15.476666666666668,30,51.96000000000001,1,6,-26.355443170263538,5.219619130601741,2023,-15.460120000000002,24.996
16,17.198,6,464.996,0,7,24.048,6.44661286739537,2023,86.60611,94.208
27,14.643333333333333,19,521.5666666666667,1,5,-31.505725831728427,8.685471295414699,2023,178.8007,88.023
29,9.763333333333334,9,154.6,1,4,-10.702393141564585,3.1081094076470297,2024,52.546519999999994,173.68
39,4.317333333333334,24,-1.561,0,4,-8.4,0.7598975494372651,2024,-5.20196,25.452
40,18.513333333333332,22,0.6926666666666668,1,7,-48.97345608639724,11.311519230603809,2023,-28.09995,9.7957
25,26.825333333333333,18,739.9656666666666,0,6,43.60566666666667,25.48644488201369,2023,122.8601,278.85
35,24.736333333333334,21,269.6813333333333,0,5,22.199,16.234602424962098,2023,-29.64593,84.255
4,13.047000000000002,13,-4.179333333333333,0,5,-18.735666666666663,3.71170735104317,2024,-39.26295,7.883
12,8.413333333333334,27,213.73333333333335,1,5,-31.953736959254044,2.6378717851013036,2023,30.614959999999996,21.097
9,10.840000000000002,30,8.487,1,5,1.9850386586918976,0.7195622040981515,2024,-10.51193,10.509
0,10.673333333333332,18,-1.133,1,5,-2.7400709114056716,1.8218938808541072,2024,-47.34468,1.97
42,16.62666666666667,24,-2.0263333333333335,0,7,-22.285,2.020968323883036,2023,-28.84204,41.695
15,13.929333333333332,27,85.59433333333334,0,7,-8.863,2.4442320662204953,2023,-3.75011,31.677
17,17.636333333333333,12,608.1256666666667,0,5,18.720666666666663,7.177291644620016,2024,104.2776,116.49
47,14.253333333333332,26,-2.7340000000000004,1,6,-21.402499605029075,5.455064528410453,2023,-47.63111,4.0849
24,19.19633333333333,29,766.1703333333334,0,4,70.83366666666667,12.68343194116044,2024,121.2476,167.5
30,17.057000000000002,25,596.1186666666666,0,5,37.36033333333333,8.356448428845475,2023,90.7315,92.63
39,25.310333333333332,9,1.5396666666666663,0,7,-2.1003333333333334,10.628435966986425,2023,-42.3925,80.33
17,16.176666666666666,13,568.3,1,5,-2.760439366930358,5.811145579467219,2024,198.6508,70.07300000000001
23,23.62,11,893.3333333333334,1,6,-24.4908166603372,18.955718925920436,2023,323.4545,290.08
37,20.593333333333337,5,149.93333333333334,1,6,-40.76438125090836,16.857975528445785,2023,12.45494,60.088
7,1.143333333333333,15,-0.7436666666666666,0,3,-14.858,1.6139086762849209,2023,-15.312220000000002,8.896
15,5.433333333333334,21,245.799,0,4,-9.830666666666666,1.91057753760058,2024,26.60816,42.083
19,17.295333333333335,29,738.2933333333334,0,5,18.267666666666667,7.665205587196155,2023,111.9355,92.897
9,12.346666666666666,15,24.570000000000004,1,5,-3.805595308884559,5.688993762614254,2024,-39.7284,9.905
21,15.24,4,267.8,1,6,2.2104414487569586,6.791468336873752,2024,120.0592,61.356
28,16.893333333333334,3,521.9666666666667,1,7,-30.26184547782138,9.870740896838742,2023,123.9156,189.93
12,0.77,6,-0.7623333333333333,0,3,-6.880666666666667,0.3841231514683478,2023,-4.270569999999999,3.1505
19,7.605666666666665,24,334.4,1,5,-29.686399752399883,2.4323952944266587,2023,128.7611,60.65
34,11.659999999999998,11,363.3333333333333,1,6,0.5885658550532727,5.810882769820092,2024,84.50654,83.06200000000001
26,14.764666666666663,3,160.0923333333333,0,5,9.348333333333334,4.435826620801999,2024,12.83286,51.711000000000006
3,9.79,26,-2.128,1,7,-40.16838389243613,1.547549184774189,2023,-38.436,1.9377
38,14.809333333333331,2,16.651,0,6,-3.9766666666666666,2.6415348020282625,2024,-9.38494,22.962
20,25.222333333333335,18,795.6653333333334,0,6,26.087333333333333,17.793457107948896,2023,130.8342,106.82
28,18.233333333333334,6,494.26666666666665,1,7,-43.63227480525656,11.000645246417474,2023,63.33152,79.825
34,19.707,2,295.37533333333334,0,7,3.0196666666666663,10.883158447438117,2023,8.162230000000001,113.97
6,10.65,11,-0.409,1,5,-28.851598207070182,0.8303471465428949,2023,-4.10986,1.1552
29,14.957,2,94.883,0,6,0.8243333333333333,2.026774090751278,2024,11.68342,44.215
6,9.013333333333334,4,-0.5356666666666667,1,5,1.4704096471258656,1.955578394976234,2024,-14.394329999999998,7.5045
34,15.202999999999998,2,78.20766666666667,0,6,0.2006666666666667,2.6675653694447927,2024,4.15356,28.005
14,8.302999999999999,17,-0.5106666666666667,0,2,5.051333333333333,0.9885041114645984,2023,-17.427570000000003,1.7336
31,21.054,9,683.5623333333333,0,6,32.241,16.371220757151654,2024,76.51575,194.31
38,9.053333333333333,10,1.0783333333333334,1,4,-0.5432398030412696,3.733352718054357,2024,-15.04049,0.65358
31,17.703333333333333,27,595.9333333333333,1,5,-36.23571312432406,10.464706416154296,2023,213.1818,111.42
29,21.543666666666667,20,770.0233333333334,0,7,48.32966666666666,14.029185578611422,2023,119.0284,256.07
9,1.7976666666666663,18,-0.8913333333333334,1,4,13.822428075953242,0.273626485082751,2024,-34.18649,10.84
36,10.923333333333334,2,19.455333333333332,0,4,5.259333333333333,4.12394135768545,2024,-33.69538,53.386
36,5.703666666666667,23,73.50333333333334,1,4,1.667091059808128,5.080230993136277,2024,14.35856,7.4633
27,13.443333333333332,29,119.36666666666667,1,5,-2.907019627282958,2.120303331197528,2024,-17.555429999999998,77.905
27,10.487,17,575.0143333333333,0,4,31.539,5.123834565383059,2024,112.9289,174.36
23,18.39466666666667,9,938.4136666666668,0,6,52.84566666666666,12.82932057126272,2024,147.7089,191.33
17,16.073333333333334,1,343.1000000000001,1,7,-24.9203023721552,6.501105998321123,2023,35.04533,131.59
39,15.726666666666668,14,25.767,0,6,-4.543333333333334,4.338781029344268,2024,-9.75225,9.9523
37,18.173333333333332,13,118.78466666666668,0,5,10.380333333333333,11.042241560771402,2023,-62.78488,127.58
9,12.926666666666668,14,-2.2883333333333336,1,4,-6.0156983852393,4.819715804619225,2024,-30.52905,11.345999999999998
17,22.406333333333336,29,623.6523333333333,0,6,36.22266666666667,12.473990239221292,2024,75.29525,143.31
20,1.6863333333333337,12,147.84,0,3,-11.109333333333334,2.3444870332036984,2023,11.64237,31.583
44,15.642333333333337,26,-1.004,0,5,-11.065666666666669,1.7632633815023055,2024,-9.01265,9.0471
41,13.333333333333334,8,-2.285,1,5,-5.0985101985392305,8.127765955561735,2024,-59.03252,17.393
41,20.143333333333334,8,-1.9573333333333336,0,6,1.849,10.032280096593928,2023,-37.30564,24.049
17,8.486666666666666,11,303.09999999999997,1,6,8.865770607496056,2.3735490148144827,2024,56.65506,71.187
14,18.986666666666668,11,378.0,1,7,-23.658620251591355,6.957795430705945,2023,59.08,47.04600000000001
30,23.55,29,173.1966666666667,0,6,14.979,10.587704811199275,2023,10.61434,44.898999999999994
27,14.655666666666669,17,327.83566666666667,0,3,25.191333333333336,10.038791532356786,2023,35.995670000000004,70.37
46,3.7193333333333336,23,-0.959,1,4,6.666520894397526,3.496512440705044,2024,-23.28404,4.1721
35,19.916666666666668,19,299.76666666666665,1,7,-47.500902632347845,9.490740632305393,2023,45.57686,93.562
25,14.213333333333331,19,177.26666666666665,1,7,-47.317457597898205,2.072274727001348,2023,-36.9879,104.73
24,18.442,9,946.066,0,6,49.774,12.416295638956292,2024,149.3025,233.67
35,17.953333333333333,22,199.76666666666665,1,6,-8.99355041781539,5.1501594749407555,2024,31.186120000000003,53.808
4,13.826666666666668,3,-1.7566666666666666,1,7,-29.244250182187972,4.574182397683549,2023,-20.19444,1.7089
15,16.956666666666667,30,133.81333333333333,1,6,-6.305297730434806,0.7935093141704712,2024,3.94405,35.016999999999996
47,13.73,24,-0.7773333333333333,1,7,-46.50168802261197,1.164035203388741,2023,-19.04549,23.927
17,21.866,19,596.9899999999999,0,7,61.068333333333335,12.096203312056836,2023,75.13405,111.83
21,13.660000000000002,19,328.7,1,5,-0.8142195743270811,1.9468961153860056,2024,51.31174,88.605
29,14.412666666666668,22,276.577,0,2,26.548,5.833110533971009,2023,24.96005,34.272
27,26.482666666666663,22,777.2803333333333,0,5,48.64433333333333,18.2038283370514,2023,85.53576,184.74
38,21.73,6,-2.146,1,4,-22.914810293147056,16.496977298719273,2024,-32.51027,-27.904
47,8.840000000000002,12,-1.1566666666666667,1,6,4.322839144466001,2.8199496655330005,2024,-27.30352,6.6572
2,5.665333333333334,19,-1.8836666666666664,0,4,-15.638666666666666,2.500834473306636,2024,-20.86654,15.274
42,16.657333333333334,1,-2.800333333333333,0,7,-2.5966666666666662,1.231278643494754,2023,-7.042560000000001,15.508
33,15.313333333333333,25,228.4333333333333,1,7,-44.4554979657689,6.947285100720286,2023,17.51456,55.473
38,23.903333333333332,7,99.31,1,7,-48.739066158751314,19.47254281248903,2023,-18.94237,25.764
47,7.009333333333333,27,-3.122666666666666,0,4,-8.098666666666666,3.906528483419104,2023,-28.53593,14.029000000000002
7,7.541,26,-1.209666666666667,1,5,-31.742576166147913,0.8533544437460616,2023,-37.73377,-7.2249
31,24.515666666666664,26,570.7056666666666,0,5,53.324000000000005,17.369597611190233,2024,44.72576,156.91
28,24.707666666666668,16,766.7283333333334,0,6,29.060666666666663,19.298955939226108,2023,118.1351,95.541
36,7.708000000000001,25,98.063,0,4,-2.6426666666666665,4.95060857294342,2023,-35.00869,51.17
30,16.650000000000002,26,285.8333333333333,1,7,-43.64312954102281,9.341005781807366,2023,39.94062,107.91
0,15.613333333333337,22,0.1556666666666666,1,6,-10.264018317294708,0.9533938249789068,2024,-23.36385,39.262
22,19.52,16,708.6,1,7,-43.98208675655024,10.733858763628223,2023,172.7562,126.13
23,23.349666666666668,16,832.484,0,7,80.919,15.235050419884455,2023,134.3558,287.33
3,13.836666666666666,17,-1.454,1,6,-4.012097135705739,4.142621068201121,2024,-29.599290000000003,2.7164
1,14.276666666666666,13,-2.5966666666666662,1,5,-5.664201313694699,5.903384023765748,2024,-58.87365,20.861
22,10.943333333333332,11,475.6666666666667,1,6,6.630594933455523,4.9482005497089006,2024,234.651,103.4
36,16.864333333333335,12,49.71333333333333,0,4,10.700666666666663,5.7950835478068985,2024,-24.98314,25.549
41,13.803333333333333,30,-1.6623333333333334,1,5,-34.81584132119357,4.538269161067021,2023,-50.01778,2.0938
46,7.176666666666667,20,-0.7656666666666666,0,3,-2.8366666666666673,1.510153506729523,2023,-4.36673,4.6072
36,16.644333333333332,14,59.40733333333333,0,6,-1.159,5.607328012833506,2024,-7.260389999999999,25.428
4,13.543333333333331,2,-2.1983333333333337,1,5,-10.284893808565576,4.434111094900448,2024,-43.67369,5.4848
6,14.046666666666669,2,-4.47,0,5,-15.159,4.046988080282885,2024,-37.62998,7.6764
32,21.27,29,177.6,1,6,-29.831346657331853,9.17485231681146,2023,8.7695,88.939
46,12.743333333333332,26,-2.315,1,7,-41.19357750310586,4.146650740958009,2023,-42.880109999999995,-5.0731
21,15.056666666666668,3,420.1666666666667,1,7,-29.035766890570876,7.12663123213026,2023,96.46587,104.04
21,12.545666666666667,25,608.724,0,5,10.415333333333333,3.455401507114404,2023,124.4235,95.547
8,14.689666666666666,2,2.9933333333333336,0,7,-6.957333333333334,0.842078723523878,2023,-16.53864,10.87
25,12.63,7,236.03333333333333,1,5,-2.603303989543932,4.07151488279726,2024,52.75577,28.293000000000003
29,18.236666666666668,28,439.0333333333333,1,4,-14.810054271733582,12.047150611353484,2024,224.6637,84.633
44,16.276666666666667,15,-3.774,1,6,-28.00442226296699,8.258472725930767,2023,-46.07199,36.918
1,13.386666666666663,21,-0.6499999999999999,1,5,-35.02439697771571,3.14974550489039,2023,-30.22207,-0.046571
20,19.26,8,606.0333333333334,1,4,-9.243182916577467,10.593694923825826,2024,238.6044,86.741
42,12.753333333333336,25,-1.3216666666666663,1,7,-43.03027115966031,3.424769157844718,2023,-29.03722,8.1322
32,12.613333333333337,7,313.8333333333333,1,5,-4.034851635128003,4.315646904189951,2024,118.1614,73.182
45,15.056666666666668,29,-1.018333333333333,1,4,-10.045028874774957,6.254728782019557,2024,-48.95525,15.843
30,16.89,6,153.79999999999998,1,6,-35.2222426282819,7.255342386279125,2023,4.62319,31.455
0,10.308666666666666,4,-2.177,0,4,-3.1766666666666663,1.0151540909012784,2024,-20.93779,5.5488
10,-0.216,22,5.068333333333333,1,4,15.140835211143564,0.4869911534589954,2024,4.18064,11.947
47,12.673333333333332,30,-2.276,1,5,-33.58628921849797,3.934842813582147,2023,-74.96093,9.5433
29,23.827,16,447.0173333333334,0,6,29.584999999999997,17.480898439097313,2023,143.2469,40.936
21,21.66,28,673.6333333333333,1,6,-9.321095611515844,11.592584481526435,2024,146.22,201.2
7,8.49,4,-4.589666666666666,0,4,-10.275333333333334,1.979207269822446,2024,-26.770540000000004,3.1928
3,18.240333333333332,22,-3.083,0,5,0.535,6.130805531319034,2023,-30.43521,13.073
1,7.327666666666666,17,-0.715,0,2,3.126,1.4688274993404296,2023,-12.84532,5.5695
24,26.239,25,612.7563333333334,0,6,39.598333333333336,16.932926213119103,2023,68.6879,197.41
1,16.63,29,-1.2220000000000002,1,7,-57.58965587802546,0.9478259201075224,2023,-47.02327,18.15
31,20.983666666666668,12,571.462,0,5,31.78366666666666,15.719749978957678,2023,35.5102,181.27
37,19.266666666666666,19,91.77,1,7,-47.70851754510362,9.533659814805704,2023,-30.25332,60.92100000000001
29,12.476666666666668,27,710.0590000000001,0,4,27.933999999999997,8.989996330375616,2023,137.047,154.36
24,17.133333333333336,16,855.6,1,6,-4.541726033249544,9.298566039452876,2024,187.3271,126.37
20,15.365333333333332,6,425.333,0,5,27.86266666666667,5.9557853171956125,2024,58.76585,96.163
31,17.627333333333336,19,220.08833333333337,0,5,26.662000000000003,6.510968009850769,2024,18.77153,56.71
33,17.107333333333333,12,67.74233333333332,0,4,16.849,6.033047667931587,2024,-15.14624,40.687
21,21.59766666666667,31,869.2669999999999,0,5,35.892,14.573604005084572,2023,111.1778,167.14
35,15.693333333333332,8,277.26666666666665,1,5,-6.391545283587622,10.10078004644867,2024,68.44213,41.786
33,18.37866666666667,21,351.8606666666667,0,7,12.885,6.265896209315265,2023,18.39665,143.02
18,14.252333333333333,3,75.533,0,5,2.9683333333333337,2.401841167809714,2024,2.48343,26.981
19,15.236666666666666,20,646.5333333333333,1,6,0.8226474101940067,4.26001486789311,2024,196.5939,143.3
12,14.722333333333331,1,94.664,0,7,-10.564333333333334,4.0283251184093185,2023,-8.76269,31.834
