30min,airPressure,airTemperature,day,day_of_year,incomingShortwaveRadiation,location,month,relativeHumidity,soilHeatflux,soilTemperature,waterPressureDeficit,waterVaporPressure,windSpeed,year,H_orig,LE_orig
37,980.477,19.017,16,168,117.31233333333334,0,6,53.96333333333333,1.2863333333333336,17.58888888888889,10.142876192257582,11.889292786652522,1.1703333333333334,2024,-14.61531,40.99100000000001
38,954.3333333333334,22.74333333333333,27,179,126.7,1,6,74.52666666666666,-17.148862643137686,14.65,7.057564777687606,20.64813311954192,1.3216666666666668,2024,-3.70046,31.973000000000003
13,952.0,13.816666666666665,1,182,200.73333333333335,1,7,70.64666666666666,-24.512164307344197,17.471645000000002,4.643449249762073,11.175705587038085,4.249,2023,10.63737,41.489
14,983.0736666666668,14.365,20,141,151.90733333333336,0,5,90.032,4.283666666666666,17.083333333333332,1.6339757558342658,14.758236882952504,0.5113333333333333,2024,14.58842,23.111
1,978.9446666666666,1.7106666666666666,6,65,-0.7566666666666667,0,3,81.873,-6.678666666666667,5.573333333333333,1.2531647261171237,5.66008471459079,1.1966666666666668,2023,-7.302910000000001,5.9331
40,991.208,18.398666666666667,13,104,-4.703333333333333,0,4,59.98866666666667,2.3056666666666668,13.454333333333333,8.480932859411867,12.715393663269706,1.308,2024,-46.50424,11.294
16,966.0,9.876666666666669,20,140,147.79999999999998,1,5,82.83333333333333,-30.911031041548178,10.01022925,2.0930592405082376,10.099518859539746,3.5186666666666664,2023,57.786559999999994,22.891
8,957.0,12.256666666666668,20,201,0.7546666666666667,1,7,94.6,-45.8926649812203,14.795125,0.7713182769521474,13.512353518457994,3.2113333333333336,2023,-11.13236,7.5271
3,955.0,14.15,4,185,-2.033333333333333,1,7,65.57666666666667,-28.421895400537,17.07011,5.564665273606229,10.600722371226428,6.227333333333333,2023,-60.64771,6.3012
10,943.0,2.675666666666667,16,107,3.2256666666666667,1,4,82.46666666666667,14.826394835291252,9.887777777777778,1.2988273230455594,6.108933074552685,6.383333333333333,2024,-52.107009999999995,15.171
3,993.7383333333332,1.4193333333333331,4,63,-0.5670000000000001,0,3,90.80233333333332,-5.164666666666666,5.190111111111111,0.6226631649074728,6.147131691477897,0.7663333333333333,2023,-9.35472,4.5771
10,976.5356666666668,14.183333333333335,3,124,9.212666666666664,0,5,90.676,-5.157666666666667,15.853333333333332,1.5105227992133283,14.689850422722836,1.2623333333333333,2024,-5.65989,7.4995
18,988.7216666666668,18.981666666666666,30,121,606.5036666666666,0,4,64.32600000000001,41.95666666666666,13.027666666666669,7.842444671418658,14.14119795743894,1.2283333333333335,2024,61.98763,91.649
22,979.3593333333332,24.509666666666664,1,122,815.7426666666667,0,5,43.922,87.46333333333332,14.242666666666668,17.27945461657057,13.533795885534657,2.856333333333333,2024,88.27206,188.28
27,978.5886666666668,18.747,16,137,199.11266666666668,0,5,60.73733333333333,12.716333333333331,16.903333333333332,8.505752872383711,13.157963819597756,3.417666666666667,2024,14.21691,72.17699999999999
19,989.8923333333332,14.771,6,126,504.6523333333333,0,5,76.22399999999999,22.695666666666668,10.290333333333333,4.001061853235642,12.827091970938485,1.163333333333333,2023,55.0621,107.05
26,964.0,19.686666666666667,28,148,858.6666666666666,1,5,38.046666666666674,-33.96895483671077,10.7215275,14.2305186527315,8.739219837634637,2.0623333333333336,2023,303.0196,154.63
39,960.0,16.37,23,144,25.74333333333333,1,5,62.18000000000001,-8.669111571660125,12.005555555555556,7.051676942244518,11.593687791347548,2.801666666666667,2024,-20.29727,8.7642
30,980.6186666666666,17.248,5,126,608.5706666666667,0,5,49.01766666666666,34.861,14.768888888888888,10.050859869603585,9.663537672558572,2.7113333333333336,2024,96.37528,148.27
15,952.0,9.576666666666666,27,118,373.8333333333333,1,4,67.94666666666666,4.284859550986812,7.290888888888889,3.830083335138042,8.119011928395782,1.423,2024,121.3688,1.0701
17,962.0,12.340000000000002,7,159,502.76666666666665,1,6,67.24666666666667,3.4760276956282308,11.975555555555554,4.704119320629264,9.658141988029184,2.589,2024,124.5516,91.54
12,952.0,13.296666666666669,1,182,136.75,1,7,71.64999999999999,-24.100263267467604,17.478125,4.3352816726980254,10.956717172797651,3.8723333333333336,2023,-17.08984,35.482
36,962.0,21.86,12,163,238.7,1,6,35.78333333333333,-19.350520355777295,14.9373125,16.86123364882126,9.395553761749088,2.8840000000000003,2023,44.12344,76.184
23,984.4993333333332,21.620666666666665,1,153,681.549,0,6,73.12866666666667,54.846,17.792111111111108,6.953166522295049,18.922611341209,1.7456666666666667,2024,80.59003,195.34
27,950.0,11.653333333333334,4,95,241.16666666666663,1,4,80.08666666666666,-3.4060704139569573,7.729111111111112,2.7332728886778987,10.992570208131095,6.257000000000001,2024,46.47135,63.471
18,979.0756666666666,16.16933333333333,10,162,520.2506666666667,0,6,55.644666666666666,27.03833333333333,18.036666666666665,8.165054683037916,10.243226958488655,1.1496666666666666,2024,97.8142,128.45
14,991.0946666666669,10.338,2,122,39.732000000000006,0,5,89.34433333333334,-0.947,9.323333333333332,1.3400035932561298,11.23549858013639,1.438,2023,-5.2269,19.891
27,956.0,14.589999999999998,30,211,489.23333333333335,1,7,88.73333333333335,-43.21784099370109,14.7150575,1.8739359464526295,14.758631625612146,3.8766666666666665,2023,35.3209,284.61
1,961.0,10.6,29,120,-1.8333333333333333,1,4,67.27999999999999,-6.634921369665491,8.327777777777778,4.187387257985398,8.610251061040875,3.5003333333333333,2024,-49.28693,7.2154
47,969.0,4.786666666666666,17,137,-2.1326666666666667,1,5,71.33333333333333,-28.447657306755566,10.200675,2.4652243061540347,6.134395366476316,4.187,2023,-55.60547,3.0139
21,956.0,13.296666666666669,30,181,79.65333333333334,1,6,95.66666666666669,-26.352982763489845,17.63872,0.6626532833048113,14.629345562190869,3.950666666666667,2023,44.3098,55.114
15,957.0,20.073333333333338,19,170,172.83333333333334,1,6,50.13,-21.822577879182933,15.5284775,11.732816460492732,11.793986147272925,2.1453333333333333,2023,-6.5896300000000005,43.035
24,948.0,9.946666666666664,26,117,376.4,1,4,49.0,0.157472607097235,6.906,6.247506923143605,6.002506651647779,4.213666666666667,2024,159.4473,31.526
11,961.0,15.97,29,181,170.33333333333334,1,6,62.11333333333334,-0.3115505288937059,15.001111111111111,6.8860490845247035,11.289340017687255,2.2883333333333336,2024,-7.84117,57.793
0,962.0,13.563333333333333,21,141,-1.2226666666666668,1,5,78.33999999999999,-35.22904492936208,10.12535875,3.370378246894171,12.190001470992115,4.1690000000000005,2023,-38.233509999999995,2.4598
29,962.0,18.256666666666664,27,178,552.8333333333334,1,6,52.593333333333334,-25.31078340011971,17.974345,9.959351437523374,11.048983756239895,5.027333333333332,2023,125.504,188.97
4,954.0,10.49,9,161,-1.394,1,6,87.89999999999999,-2.7711604195517636,12.24,1.5371790569375374,11.166780091306576,1.1106666666666667,2024,-1.54634,0.79703
22,950.6666666666666,17.55666666666667,1,182,313.43333333333334,1,7,58.446666666666665,-27.174252071564258,17.356785000000002,8.353363098262594,11.749387820065486,5.6853333333333325,2023,49.68367,88.262
12,952.0,10.0,6,127,42.66,1,5,72.14666666666666,0.8137645667280987,10.29,3.424270203644122,8.869663031076275,2.0243333333333333,2024,8.98093,9.4481
22,992.1733333333332,9.862666666666668,27,117,685.3530000000001,0,4,46.693666666666665,19.15133333333333,7.356666666666667,6.493308121589036,5.68781129809662,1.33,2023,140.5589,150.43
45,993.9273333333334,15.820666666666668,24,175,-4.28,0,6,90.338,-7.582000000000001,18.837,1.7394119369307577,16.26319556597504,0.9743333333333334,2023,-13.97701,3.9759
42,980.8156666666667,15.120333333333331,9,129,-3.806666666666666,0,5,48.73733333333334,-5.489,12.330333333333334,8.822991609372629,8.388347915244303,2.759,2023,-56.4973,36.472
33,961.6666666666666,10.496666666666664,16,136,289.76666666666665,1,5,47.673333333333325,-31.109527976260285,10.5320525,6.65052022652594,6.059099266134155,5.1339999999999995,2023,89.21136,41.813
23,953.0,14.423333333333334,9,161,910.3333333333334,1,6,42.04666666666667,1.1089482946662517,12.224444444444444,9.535776471946129,6.918456483212267,3.254666666666667,2024,363.8822,197.06
29,991.0266666666666,17.402,1,152,793.4336666666667,0,6,66.36033333333333,40.114666666666665,15.033,6.696758446060169,13.21056855696256,1.9703333333333333,2023,123.3563,88.574
32,979.9296666666664,25.374666666666663,8,99,300.62466666666666,0,4,35.03733333333333,40.17466666666667,13.454333333333333,21.075675979894527,11.367074697255209,1.771,2024,-54.244209999999995,154.67
13,998.781,13.618333333333332,13,104,45.95633333333333,0,4,86.39633333333332,0.5503333333333333,12.865666666666668,2.124381745961241,13.491862006663576,1.1733333333333331,2024,-10.45508,17.408
7,966.3293333333332,9.124333333333334,1,92,-1.2986666666666666,0,4,94.984,-8.855333333333332,11.00988888888889,0.581356838201831,11.008691770287603,1.1286666666666667,2024,-14.08829,9.1545
21,962.0,20.77,21,172,615.3666666666667,1,6,72.74666666666666,-32.08804622313513,17.439077500000003,6.6934981649063126,17.86679353607086,3.4403333333333332,2023,154.435,123.53
36,966.0,16.483333333333334,29,149,227.0,1,5,50.546666666666674,-36.45121581173663,11.0964125,9.28755467976686,9.49288751442334,3.5403333333333333,2023,49.04729,57.089
4,950.0,14.32,16,137,-2.259,1,5,57.35333333333333,-5.794561277656849,11.681111111111113,6.970388002039533,9.374120366038158,3.902,2024,-59.86844,26.99
30,952.0,16.773333333333337,9,161,692.5666666666666,1,6,38.06333333333333,-3.3383350547004893,12.187777777777775,11.848475728816435,7.281510378739297,3.692,2024,232.2411,127.71
37,965.0,22.213333333333335,10,191,153.26666666666668,1,7,52.803333333333335,-27.141036580119533,18.68717,12.662026157147745,14.166195095372371,2.204,2023,-6.971210000000001,71.961
12,961.3333333333334,8.896666666666667,3,155,144.33333333333334,1,6,83.93333333333332,4.4339669785406315,12.471111111111112,1.833680065069636,9.579266398019373,3.0563333333333333,2024,29.52839,47.194
18,1000.0153333333334,12.505333333333333,26,146,719.4490000000001,0,5,76.303,9.408666666666669,12.310000000000002,3.440639907262902,11.078665942688158,1.6579999999999997,2023,104.4282,66.568
21,965.0,19.17,5,156,834.0,1,6,38.01333333333333,-35.83097621005315,11.27194,13.78792891461675,8.455449631226575,2.738,2023,245.217,286.28
10,994.1626666666666,7.892,10,101,-1.6740000000000002,0,4,79.43133333333333,-14.647999999999998,13.289,2.1925152305517326,8.46697605336749,1.102,2024,-15.76529,9.3037
9,964.0,6.246,10,101,-0.9293333333333336,1,4,80.16666666666666,7.912264696571416,10.26,1.8879943709607705,7.631304978421259,4.831333333333333,2024,-30.79491,7.3678
27,954.0,19.706666666666667,8,160,834.3333333333334,1,6,43.93666666666667,-7.888510775304437,11.953333333333331,12.89359515817801,10.10467196503623,4.909666666666667,2024,263.7702,184.26
29,959.6666666666666,22.793333333333333,13,164,789.8000000000001,1,6,33.63666666666666,-24.902066416067868,14.994129999999998,18.44220797181973,9.347547372727554,2.1983333333333337,2023,311.4415,208.2
36,956.0,14.82,26,207,66.94333333333333,1,7,60.76666666666667,-43.23593221997821,14.099775,6.623154651417773,10.25829305822821,5.4590000000000005,2023,8.234869999999999,19.902
9,962.0,6.253333333333334,2,153,8.326,1,6,80.96666666666667,-31.75335853700903,11.429375,1.812759636038054,7.711371551552428,1.8603333333333332,2023,4.79455,3.6402
17,982.622,18.215666666666667,3,184,687.3663333333334,0,7,53.66933333333333,-0.2726666666666666,15.953,9.708279757289144,11.246048025509456,2.603,2023,107.9043,173.67
8,955.0,11.326666666666668,14,166,4.454666666666667,1,6,60.586666666666666,1.1020244826994487,11.241111111111111,5.293944816576323,8.137917877714079,3.057,2024,-15.01357,4.9181
15,992.826,9.556333333333331,1,152,158.912,0,6,90.431,-5.733666666666667,14.63,1.1418446699416442,10.79090347450024,1.0556666666666663,2023,20.70997,16.259
7,978.024,12.839666666666666,17,138,-2.8366666666666664,0,5,83.84833333333331,-18.853666666666665,16.88,2.3971470793516456,12.444337262934855,2.5246666666666666,2024,-50.24603,26.162
22,946.0,19.186666666666664,2,123,796.1,1,5,60.306666666666665,-9.19579181934133,10.29,8.838313118839492,13.428179454656036,3.0996666666666672,2024,332.2646,136.68
43,967.0,14.393333333333333,9,130,-2.5266666666666664,1,5,51.64333333333334,-6.715014266968643,10.266666666666666,7.941282274265845,8.4810289015786,2.19,2024,-19.75295,3.3053
18,983.8566666666668,16.986333333333334,29,150,260.8156666666667,0,5,74.13333333333334,11.426666666666668,18.284555555555553,5.015632365364246,14.374698944033616,1.9036666666666668,2024,26.61188,71.34899999999999
14,991.2413333333334,16.316000000000003,27,178,414.992,0,6,70.042,-10.816333333333334,17.813333333333333,5.566586983619384,13.014716787057507,1.8653333333333333,2023,61.81346,101.16
19,990.787,15.115666666666668,2,154,72.62166666666667,0,6,95.47333333333334,1.2303333333333333,19.760166666666667,0.778865994715801,16.427304728019134,0.8853333333333334,2024,7.58529,25.531
27,967.6666666666666,14.643333333333333,19,139,521.5666666666667,1,5,47.96,-31.505725831728427,9.82153,8.685471295414699,8.004519664259972,2.7536666666666663,2023,178.8007,88.023
28,984.19,11.946333333333332,9,100,121.30166666666666,0,4,75.20266666666667,0.4546666666666667,13.697444444444445,3.4702159371682324,10.52409502571044,2.018333333333333,2024,9.85117,33.408
36,959.6666666666666,23.176666666666662,25,177,248.0666666666667,1,6,51.53333333333333,-15.864585780701534,13.65,13.784701947607632,14.65691142434759,3.0210000000000004,2024,39.78152,88.09
38,991.2486666666668,14.809333333333331,2,154,16.651,0,6,84.34166666666665,-3.9766666666666666,19.58983333333333,2.6415348020282625,14.228298952276754,0.7943333333333333,2024,-9.38494,22.962
21,1002.5463333333332,17.433666666666664,12,103,538.5053333333334,0,4,62.395,43.91366666666667,12.246666666666668,7.501145537417507,12.44605706175151,2.373,2024,66.12954,119.74
35,986.379,24.736333333333334,21,141,269.6813333333333,0,5,48.02133333333334,22.199,13.043333333333331,16.234602424962098,14.998600475513928,3.655666666666667,2023,-29.64593,84.255
27,954.0,21.39,14,135,806.4,1,5,42.98333333333333,-10.5945200326247,11.252222222222224,14.546740466635663,10.966396861576548,4.550666666666667,2024,310.626,271.59
12,970.0,8.413333333333334,27,147,213.73333333333335,1,5,76.11666666666666,-31.953736959254044,10.65932,2.6378717851013036,8.406950762426833,2.4066666666666667,2023,30.614959999999996,21.097
9,949.0,10.840000000000002,30,151,8.487,1,5,94.46666666666664,1.9850386586918976,12.436666666666667,0.7195622040981515,12.284574014543118,1.9670000000000003,2024,-10.51193,10.509
39,957.0,19.626666666666665,12,193,36.20666666666667,1,7,49.73666666666667,-22.617723456513225,15.60125,11.50243103440662,11.381906854856505,2.9419999999999997,2023,-28.76097,14.503
9,961.0,13.726666666666668,16,167,36.556666666666665,1,6,67.02333333333333,-25.54785082925457,15.0393975,5.186172134324725,10.540620954702034,3.421666666666667,2023,-9.88873,6.4519
28,964.0,16.843333333333334,6,157,145.29999999999998,1,6,58.13333333333333,-35.63247927534109,11.5992325,8.04476635481566,11.170439906686711,0.211,2023,7.41586,18.855
17,964.0,13.816666666666668,12,133,582.6666666666666,1,5,73.14666666666666,-1.002137872780637,10.904444444444444,4.247970378842071,11.57118445795809,3.292,2024,187.139,65.417
41,954.0,17.813333333333333,21,173,-0.1426666666666667,1,6,83.33333333333333,-13.81714743652863,12.937777777777775,3.405125890745879,17.02562945372939,4.6770000000000005,2024,-40.547540000000005,69.829
44,953.0,2.1156666666666664,17,108,-0.5579999999999999,1,4,95.76666666666668,12.604121437342409,8.80111111111111,0.3012917108038753,6.815835316059317,1.721,2024,-21.00811,5.7969
30,997.21,17.057000000000002,25,145,596.1186666666666,0,5,57.096666666666664,37.36033333333333,12.646333333333336,8.356448428845475,11.12093894318189,1.5543333333333331,2023,90.7315,92.63
42,1002.198,6.219333333333334,10,101,-5.057666666666666,0,4,87.54099999999998,-20.012,12.96877777777778,1.1838226840927142,8.317924519476692,1.241,2024,-15.520829999999998,-1.4322
11,961.0,15.626666666666663,26,147,167.26666666666668,1,5,78.7,-2.8721566374563365,12.328888888888889,3.7872024197278424,13.99309063063762,0.417,2024,31.167140000000003,7.501
16,993.7986666666666,14.396,29,120,438.8933333333334,0,4,65.34633333333333,13.854333333333336,12.07911111111111,5.691915507080614,10.733230962501096,0.912,2024,66.69975,103.22
29,976.6063333333332,15.688333333333333,30,151,115.816,0,5,88.63799999999999,15.485,17.813333333333336,2.0281963175247366,15.822501777218578,1.342666666666667,2024,17.19593,73.609
7,982.4436666666668,1.143333333333333,15,74,-0.7436666666666666,0,3,75.68066666666667,-14.858,6.752333333333333,1.6139086762849209,5.02241088956771,1.0156666666666665,2023,-15.312220000000002,8.896
6,946.0,6.432666666666667,2,93,-0.2809999999999999,1,4,89.96666666666668,5.0310412265473925,7.903777777777779,0.9675108345629244,8.675454293971226,5.472,2024,-28.00381,8.1018
19,994.3006666666666,17.295333333333335,29,149,738.2933333333334,0,5,61.23500000000001,18.267666666666667,13.583333333333334,7.665205587196155,12.1083158553323,1.7286666666666666,2023,111.9355,92.897
