30min,airTemperature,day_of_year,incomingShortwaveRadiation,location,soilTemperature,windSpeed,H_orig,LE_orig
30,30.397,178,699.1866666666668,0,20.37088888888889,2.0399999999999996,65.26983,153.12
19,13.896666666666668,153,276.8666666666667,1,12.20111111111111,4.489999999999999,95.47217,28.930999999999997
31,31.501,192,640.9250000000001,0,21.763222222222225,1.9006666666666667,36.88465,194.89
1,15.800000000000002,135,-2.252333333333333,1,11.224444444444444,2.7006666666666668,-64.70647,20.315
1,13.086666666666668,179,-2.3426666666666667,1,17.8986375,2.955333333333334,-25.72726,0.9998
22,13.363333333333337,150,870.0,1,11.111540000000002,2.6279999999999997,348.5335,172.42
28,11.810666666666668,117,714.8033333333333,0,7.669666666666667,1.3926666666666667,141.5715,160.71
18,10.816666666666668,150,702.7666666666668,1,11.1580275,2.569666666666667,250.1624,58.073
35,19.321,212,52.809666666666665,0,19.72888888888889,2.510666666666667,-17.57265,42.277
34,24.479000000000003,199,406.2659999999999,0,21.154222222222227,1.7203333333333333,32.469,105.2
17,18.09,182,279.66900000000004,0,16.336666666666666,2.0356666666666663,8.062330000000001,88.999
24,10.43,144,690.1666666666666,1,10.93023,2.221,272.2163,155.65
19,15.266666666666666,185,603.9333333333333,1,16.989575,5.332999999999999,158.7648,145.9
15,11.223333333333334,120,273.1333333333333,1,8.464444444444444,1.056,67.04120999999999,43.455
41,5.4173333333333344,109,-2.1670000000000003,1,8.367777777777777,3.9133333333333336,-57.955569999999994,11.86
46,12.57,165,-2.594666666666667,1,11.198888888888888,2.644666666666667,-18.27886,3.5597
1,1.7106666666666666,65,-0.7566666666666667,0,5.573333333333333,1.1966666666666668,-7.302910000000001,5.9331
22,25.624333333333336,180,689.7766666666666,0,21.50233333333333,2.2123333333333335,70.10916,150.14
15,12.7,140,228.048,0,12.127,2.348333333333333,26.11248,45.59
1,1.0613333333333337,113,-2.071,1,7.729,1.398,-11.03145,0.38144
44,11.996666666666668,137,-1.2963333333333331,1,11.727777777777776,3.289333333333333,-65.64039,44.891000000000005
14,14.276000000000002,126,364.15066666666667,0,14.691111111111113,2.2656666666666667,52.926930000000006,112.41
3,1.4193333333333331,63,-0.5670000000000001,0,5.190111111111111,0.7663333333333333,-9.35472,4.5771
28,21.617333333333335,144,638.1270000000001,0,17.213222222222225,1.3410000000000002,116.1458,236.18
27,16.19,137,152.06666666666666,1,11.674444444444443,3.712,24.03989,88.714
22,24.509666666666664,122,815.7426666666667,0,14.242666666666668,2.856333333333333,88.27206,188.28
20,12.699999999999998,143,159.26666666666665,1,12.123333333333331,3.3829999999999996,8.29664,26.818
19,14.771,126,504.6523333333333,0,10.290333333333333,1.163333333333333,55.0621,107.05
24,19.11,148,887.6666666666666,1,10.70727,2.0283333333333333,274.3147,195.82
27,17.560333333333332,200,98.507,0,20.656666666666663,0.6466666666666666,6.48157,15.077
21,21.264666666666667,168,614.8413333333333,0,16.203333333333333,1.5163333333333335,75.59295,105.48
28,16.05666666666667,167,628.8333333333334,1,11.46888888888889,6.669,138.2628,122.31
19,16.53333333333333,103,439.229,0,12.23788888888889,2.0046666666666666,63.34639,119.87
35,15.417666666666667,154,77.328,0,19.608333333333334,0.7833333333333333,3.93276,23.198
23,18.813666666666663,167,854.2206666666667,0,16.906666666666666,3.2136666666666667,119.4917,230.58
13,16.639999999999997,181,309.2,1,14.98222222222222,2.554,31.34333,103.7
24,20.67,166,996.0,1,14.900250000000002,2.0246666666666666,438.35,238.73
11,10.756666666666666,144,150.33333333333334,1,12.117777777777777,3.127333333333333,-6.36848,8.6133
14,10.338,122,39.732000000000006,0,9.323333333333332,1.438,-5.2269,19.891
24,13.933333333333335,211,114.23333333333332,1,14.7306525,4.783666666666668,-7.01825,75.697
1,10.6,120,-1.8333333333333333,1,8.327777777777778,3.5003333333333333,-49.28693,7.2154
43,6.039333333333334,137,-2.27,1,10.174068,3.3776666666666664,-50.51505,2.3689
18,14.163333333333332,181,205.66666666666663,1,17.62472,3.7223333333333337,32.91257,80.693
44,14.0,200,-0.6753333333333335,1,14.786275,3.39,-15.01803,2.4834
34,10.756666666666666,117,73.80666666666667,1,6.934777777777778,2.7710000000000004,19.74524,8.526
34,5.4303333333333335,107,110.33333333333331,1,9.388888888888888,3.035,13.806729999999998,45.033
45,13.826666666666668,140,-1.6583333333333332,1,10.05842375,3.482,-62.04159,3.5253
2,16.533333333333335,210,-1.2496666666666667,1,14.284855,4.349666666666667,-46.29842,8.8977
