year,day_of_year,30min,location,incomingShortwaveRadiation,soilHeatflux,H_orig,LE_orig
2024,109,9,1,-0.8913333333333334,13.822428075953242,-34.18649,10.84
2024,93,36,0,19.455333333333332,5.259333333333333,-33.69538,53.386
2024,114,36,1,73.50333333333334,1.667091059808128,14.35856,7.4633
2024,150,27,1,119.36666666666667,-2.907019627282958,-17.555429999999998,77.905
2024,108,27,0,575.0143333333333,31.539,112.9289,174.36
2024,161,23,0,938.4136666666668,52.84566666666666,147.7089,191.33
2023,182,17,1,343.1000000000001,-24.9203023721552,35.04533,131.59
2024,166,39,0,25.767,-4.543333333333334,-9.75225,9.9523
2023,133,37,0,118.78466666666668,10.380333333333333,-62.78488,127.58
2024,105,9,1,-2.2883333333333336,-6.0156983852393,-30.52905,11.345999999999998
2024,181,17,0,623.6523333333333,36.22266666666667,75.29525,143.31
2023,71,20,0,147.84,-11.109333333333334,11.64237,31.583
2024,147,44,0,-1.004,-11.065666666666669,-9.01265,9.0471
2024,129,41,1,-2.285,-5.0985101985392305,-59.03252,17.393
2023,159,41,0,-1.9573333333333336,1.849,-37.30564,24.049
2024,163,17,1,303.09999999999997,8.865770607496056,56.65506,71.187
2023,192,14,1,378.0,-23.658620251591355,59.08,47.04600000000001
2023,180,30,0,173.1966666666667,14.979,10.61434,44.898999999999994
2023,76,27,0,327.83566666666667,25.191333333333336,35.995670000000004,70.37
2024,114,46,1,-0.959,6.666520894397526,-23.28404,4.1721
2023,200,35,1,299.76666666666665,-47.500902632347845,45.57686,93.562
2023,200,25,1,177.26666666666665,-47.317457597898205,-36.9879,104.73
2024,161,24,0,946.066,49.774,149.3025,233.67
2024,174,35,1,199.76666666666665,-8.99355041781539,31.186120000000003,53.808
2023,184,4,1,-1.7566666666666666,-29.244250182187972,-20.19444,1.7089
2024,182,15,1,133.81333333333333,-6.305297730434806,3.94405,35.016999999999996
2023,205,47,1,-0.7773333333333333,-46.50168802261197,-19.04549,23.927
2023,200,17,0,596.9899999999999,61.068333333333335,75.13405,111.83
2024,140,21,1,328.7,-0.8142195743270811,51.31174,88.605
2023,53,29,0,276.577,26.548,24.96005,34.272
2023,142,27,0,777.2803333333333,48.64433333333333,85.53576,184.74
2024,97,38,1,-2.146,-22.914810293147056,-32.51027,-27.904
2024,164,47,1,-1.1566666666666667,4.322839144466001,-27.30352,6.6572
2024,110,2,0,-1.8836666666666664,-15.638666666666666,-20.86654,15.274
2023,182,42,0,-2.800333333333333,-2.5966666666666662,-7.042560000000001,15.508
2023,206,33,1,228.4333333333333,-44.4554979657689,17.51456,55.473
2023,188,38,1,99.31,-48.739066158751314,-18.94237,25.764
2023,117,47,0,-3.122666666666666,-8.098666666666666,-28.53593,14.029000000000002
2023,146,7,1,-1.209666666666667,-31.742576166147913,-37.73377,-7.2249
2024,147,31,0,570.7056666666666,53.324000000000005,44.72576,156.91
2023,167,28,0,766.7283333333334,29.060666666666663,118.1351,95.541
2023,115,36,0,98.063,-2.6426666666666665,-35.00869,51.17
2023,207,30,1,285.8333333333333,-43.64312954102281,39.94062,107.91
2024,174,0,1,0.1556666666666666,-10.264018317294708,-23.36385,39.262
2023,197,22,1,708.6,-43.98208675655024,172.7562,126.13
2023,197,23,0,832.484,80.919,134.3558,287.33
2024,169,3,1,-1.454,-4.012097135705739,-29.599290000000003,2.7164
2024,134,1,1,-2.5966666666666662,-5.664201313694699,-58.87365,20.861
2024,163,22,1,475.6666666666667,6.630594933455523,234.651,103.4
2024,103,36,0,49.71333333333333,10.700666666666663,-24.98314,25.549
2023,150,41,1,-1.6623333333333334,-34.81584132119357,-50.01778,2.0938
2023,79,46,0,-0.7656666666666666,-2.8366666666666673,-4.36673,4.6072
2024,166,36,0,59.40733333333333,-1.159,-7.260389999999999,25.428
2024,123,4,1,-2.1983333333333337,-10.284893808565576,-43.67369,5.4848
2024,123,6,0,-4.47,-15.159,-37.62998,7.6764
2023,180,32,1,177.6,-29.831346657331853,8.7695,88.939
2023,207,46,1,-2.315,-41.19357750310586,-42.880109999999995,-5.0731
2023,184,21,1,420.1666666666667,-29.035766890570876,96.46587,104.04
2023,145,21,0,608.724,10.415333333333333,124.4235,95.547
2023,183,8,0,2.9933333333333336,-6.957333333333334,-16.53864,10.87
2024,128,25,1,236.03333333333333,-2.603303989543932,52.75577,28.293000000000003
2024,119,29,1,439.0333333333333,-14.810054271733582,224.6637,84.633
2023,166,44,1,-3.774,-28.00442226296699,-46.07199,36.918
2023,141,1,1,-0.6499999999999999,-35.02439697771571,-30.22207,-0.046571
2024,99,20,1,606.0333333333334,-9.243182916577467,238.6044,86.741
2023,206,42,1,-1.3216666666666663,-43.03027115966031,-29.03722,8.1322
2024,128,32,1,313.8333333333333,-4.034851635128003,118.1614,73.182
2024,120,45,1,-1.018333333333333,-10.045028874774957,-48.95525,15.843
2023,157,30,1,153.79999999999998,-35.2222426282819,4.62319,31.455
2024,95,0,0,-2.177,-3.1766666666666663,-20.93779,5.5488
2024,113,10,1,5.068333333333333,15.140835211143564,4.18064,11.947
2023,150,47,1,-2.276,-33.58628921849797,-74.96093,9.5433
2023,167,29,0,447.0173333333334,29.584999999999997,143.2469,40.936
2024,180,21,1,673.6333333333333,-9.321095611515844,146.22,201.2
2024,95,7,0,-4.589666666666666,-10.275333333333334,-26.770540000000004,3.1928
2023,142,3,0,-3.083,0.535,-30.43521,13.073
2023,48,1,0,-0.715,3.126,-12.84532,5.5695
2023,176,24,0,612.7563333333334,39.598333333333336,68.6879,197.41
2023,210,1,1,-1.2220000000000002,-57.58965587802546,-47.02327,18.15
2023,132,31,0,571.462,31.78366666666666,35.5102,181.27
2023,200,37,1,91.77,-47.70851754510362,-30.25332,60.92100000000001
2023,117,29,0,710.0590000000001,27.933999999999997,137.047,154.36
2024,168,24,1,855.6,-4.541726033249544,187.3271,126.37
2024,127,20,0,425.333,27.86266666666667,58.76585,96.163
2024,140,31,0,220.08833333333337,26.662000000000003,18.77153,56.71
2024,103,33,0,67.74233333333332,16.849,-15.14624,40.687
2023,151,21,0,869.2669999999999,35.892,111.1778,167.14
2024,129,35,1,277.26666666666665,-6.391545283587622,68.44213,41.786
2023,202,33,0,351.8606666666667,12.885,18.39665,143.02
2024,124,18,0,75.533,2.9683333333333337,2.48343,26.981
2024,172,19,1,646.5333333333333,0.8226474101940067,196.5939,143.3
2023,182,12,0,94.664,-10.564333333333334,-8.76269,31.834
2023,181,7,1,0.1013333333333333,-26.96533459051653,-6.671410000000001,-2.5132
2023,143,26,1,168.33333333333334,-27.20587553509656,21.3986,77.18
2024,173,38,1,63.116666666666674,-15.15925637529243,-27.38053,27.528
2024,168,6,1,-1.3493333333333333,-0.7811855372461163,-27.918709999999997,2.8208
2024,114,10,1,13.454333333333333,16.736836510271544,-7.86027,0.57222
2024,146,14,1,239.5,-1.35581290397434,23.20607,67.559
2023,207,24,1,653.6,-41.39713998117562,161.4361,162.65
2024,151,33,1,188.63333333333335,-2.757231312446324,-2.64383,101.68
2024,133,25,0,891.8906666666667,80.41766666666666,111.1416,183.93
2024,102,7,1,-2.384333333333333,9.627719874003438,-52.3421,21.576
2023,196,13,0,271.72166666666664,8.430333333333333,14.436370000000002,55.667
2024,181,29,0,666.0210000000001,62.9,60.19115,172.05
2024,139,1,0,-2.621,-22.291666666666668,-30.86933,11.143
2023,197,3,0,-2.0316666666666667,-14.236,-13.64272,12.281
2023,212,28,1,204.5666666666667,-42.597673756922795,-13.232870000000002,76.426
2024,130,45,1,-2.685,-6.036658843807556,-10.24026,0.81393
2024,158,14,1,349.09999999999997,7.5757639692454175,34.50795,43.185
2023,198,21,0,479.052,83.54666666666667,62.240590000000005,116.44
2023,131,9,1,4.747333333333333,-29.05754872700856,-3.04861,-4.706
2024,156,7,0,-0.6623333333333333,-14.769666666666666,-0.8820600000000001,2.5163
2023,179,16,0,592.5276666666667,-3.018,105.9947,92.517
2024,148,38,1,22.05333333333333,-9.823253032657524,-4.98629,32.681
2024,106,12,0,8.760666666666667,-10.755,-3.4729099999999997,3.9987
2023,208,34,0,118.23866666666667,10.888666666666666,5.09818,46.953
2024,159,26,1,409.4666666666667,-2.2799169656926033,100.5331,128.7
2024,110,15,1,35.31333333333333,11.915597054664198,-35.25357,118.26
2023,132,32,0,556.3199999999999,29.301,26.171570000000003,132.74
2023,181,36,1,149.4,-26.55958456757404,-13.17034,78.55199999999999
2023,160,15,1,461.93333333333334,-29.660565481276187,108.5858,96.507
2024,160,18,1,702.2333333333332,-0.8425824102552477,182.1602,106.9
2024,99,36,1,60.46333333333334,-22.057702153229517,-16.7048,28.115
2023,211,23,0,99.13733333333332,4.872,17.03099,31.335
2024,149,35,1,306.03333333333336,-3.1372829500110737,62.21445,58.891000000000005
2023,159,16,1,192.26666666666665,-32.13797800765989,44.48968,43.167
2024,164,28,0,534.084,20.472,73.55872,173.15
2024,97,23,1,426.5666666666666,-14.495165627887497,99.28526,45.217
2023,132,42,1,-2.2983333333333333,-27.60359305357194,-40.74517,8.7639
2024,93,45,1,0.4816666666666666,1.4627821126225855,-88.39024,72.408
2023,185,30,1,513.7666666666667,-31.284506316812234,133.0469,141.25
2023,148,28,0,809.9426666666667,53.95066666666667,64.78438,184.86
2023,195,38,0,51.44766666666666,-14.755666666666665,-20.99905,21.246
2023,152,30,1,702.5333333333333,-36.040183150721354,248.3917,74.619
2024,140,29,1,499.26666666666665,-4.698640609596795,133.5747,142.72
2023,133,17,0,564.6623333333333,8.631333333333332,67.19167,108.39
2023,204,12,1,118.5,-45.50124320948939,-18.05145,24.864
2023,115,31,0,296.28900000000004,1.138,31.4982,91.954
2023,124,40,0,-4.522,-0.1293333333333333,-56.41585,22.765
2023,58,32,0,86.82499999999999,2.5456666666666665,6.70736,17.398
2023,193,33,0,480.453,17.212333333333333,30.53046,171.64
2023,145,25,1,558.2333333333333,-31.931086743955145,229.1542,143.98
2023,120,19,0,716.8543333333333,7.408333333333334,124.2845,142.3
2024,97,43,0,-6.0603333333333325,-1.3246666666666669,-26.44728,9.4596
2024,112,27,1,227.16666666666663,6.279932284501448,83.19138000000001,25.466
2024,126,28,1,699.5666666666666,-4.1777964002605605,293.13599999999997,95.257
2024,101,29,0,313.399,12.287999999999998,35.02062,70.322
2024,170,25,0,654.0526666666666,49.43766666666667,44.66098,177.74
2023,179,25,1,824.3666666666667,-25.93558199082497,271.1529,215.16
2023,210,36,0,79.58466666666666,1.4799999999999998,-26.02922,53.593999999999994
2023,201,23,0,537.8276666666667,78.11533333333334,65.90641,172.54
2023,203,38,1,43.96333333333334,-49.58544608889837,-23.85697,19.297
2023,160,3,1,-2.3113333333333337,-30.483716276883445,-59.047540000000005,8.5235
2024,140,13,0,71.80366666666667,-0.6346666666666666,7.79932,14.421
2024,109,45,1,-1.7193333333333334,7.158446709895901,-45.51976,4.7787
2023,196,47,1,-0.951,-44.38472508857301,-28.90169,13.338
2024,155,28,0,263.66366666666664,17.388666666666666,32.20247,79.204
2024,94,40,1,-1.0276666666666667,-3.265188671182722,-19.73463,6.6752
2023,180,10,0,21.316666666666663,-6.107,-1.32878,3.4002
2023,196,3,1,-2.4730000000000003,-37.42249756810061,-21.29936,4.0042
2024,142,5,1,-2.063333333333333,-4.597752079778422,-64.0295,8.3294
2024,130,22,0,860.7109999999999,68.20633333333333,100.8209,126.4
2023,160,13,1,302.8,-29.665558659728752,40.11274,63.716
2023,168,15,0,457.146,-3.315,57.171490000000006,123.38
2024,179,0,0,-5.852999999999999,-9.252666666666668,-24.58466,51.49100000000001
2023,65,26,0,95.01766666666668,0.2009999999999999,13.552829999999998,32.894
2024,155,45,1,-0.563,3.4506059201144144,-13.27464,3.1838
2023,49,5,0,-0.7473333333333333,0.757,-9.63077,6.4515
2023,155,42,1,-2.6910000000000003,-37.28232674690581,-68.02131,17.917
2024,122,41,1,-2.1950000000000003,-18.159450494126244,-61.1504,28.304
2023,70,30,0,266.85033333333337,8.864666666666666,34.36246,56.61600000000001
2024,149,22,1,304.1666666666667,1.1273942524056133,128.2619,81.96600000000001
2024,177,2,1,-2.3843333333333336,-8.803759581334052,-66.08408,30.29
2023,209,11,0,30.253,-4.5729999999999995,1.1889,8.5253
2023,192,16,1,532.9,-24.271406268048775,92.78645,52.023999999999994
2024,123,5,1,-2.2723333333333335,-9.83700893646508,-36.56128,3.958
2023,166,22,0,652.3026666666667,31.689333333333337,87.24219000000001,87.383
2024,141,42,1,-2.6876666666666664,-8.589898239714088,-30.22179,5.6901
2023,202,10,1,9.268,-48.778794491655745,-59.43915,50.265
2023,116,16,0,352.108,-12.629333333333337,83.81821,64.084
2024,144,9,1,25.766666666666666,0.6527095581339811,-26.64855,0.96557
2023,186,29,1,465.3,-43.22001194085441,157.8659,131.45
2023,63,35,0,4.125333333333333,1.0336666666666667,-7.83846,9.7673
2023,150,28,1,725.6666666666666,-33.56667832921355,285.0034,88.427
2023,204,22,1,401.4,-47.93950632220945,72.1642,169.06
2023,206,23,0,320.882,40.43533333333334,25.17858,97.61
2023,175,45,0,-4.28,-7.582000000000001,-13.97701,3.9759
2023,170,2,0,-2.295666666666667,-4.563,-17.25965,18.436
2024,100,2,1,-1.401,-10.45651144482601,-35.182140000000004,27.968000000000004
2023,199,19,0,752.5003333333334,92.294,94.44949,150.66
2024,182,37,1,48.95666666666667,-3.6883161492340832,-9.53428,12.434
2023,163,10,1,90.8,-14.42102301979802,-24.08601,17.86
2024,110,5,0,-2.013666666666667,-14.802,-22.32189,14.804
2023,166,42,1,-1.3343333333333334,-28.82344825898311,-26.18558,2.0787
2023,149,36,0,235.50733333333335,11.709666666666664,7.25691,47.677
2023,207,40,1,1.1310000000000002,-42.21406739494354,-38.71557,4.7211
2024,117,6,1,-1.1503333333333334,10.001307363967651,-35.43302,7.5511
2023,162,34,1,404.3333333333333,-21.608160665346873,86.40275,123.61
2024,150,13,0,194.76166666666663,-3.638666666666667,13.29442,48.218999999999994
2024,120,33,0,417.15166666666664,53.88,35.09512,97.496
2024,173,15,1,397.3333333333333,-6.102109789169225,82.57346,65.222
2024,109,28,1,575.1999999999999,2.862457827286298,202.1451,44.136
2023,184,33,0,209.8703333333333,9.089,10.07457,96.045
2023,199,0,1,-2.0849999999999995,-43.209808489234135,-72.65966999999999,38.446
2023,192,17,1,601.4333333333333,-24.888606543717767,125.386,116.04
2023,180,21,1,641.4666666666667,-27.989370362704467,149.5446,124.34
2023,57,24,0,338.35666666666674,0.0,55.5828,54.953
2023,196,38,0,59.80733333333333,-11.132,-20.32382,37.347
2023,148,29,0,727.9473333333332,51.43666666666667,55.06231,145.01
2023,156,14,0,384.195,-10.548333333333332,65.14004,59.526
2024,119,43,1,-1.6063333333333334,-11.066472357934446,-38.299890000000005,8.6955
2023,192,19,1,707.7333333333332,-26.117869186792863,144.6245,134.25
2023,153,15,0,451.0443333333333,-5.621,101.5482,58.843
2023,136,16,0,134.72166666666666,-6.178333333333334,9.38166,40.433
2024,177,21,0,859.6736666666667,79.87166666666667,97.92873,162.79
2024,168,38,1,52.60666666666666,-7.70476976475992,-16.22335,23.386
2023,138,43,1,-1.5510000000000002,-30.501373313729903,-57.23631,12.916
2023,71,47,0,-1.155333333333333,3.373333333333333,-28.45152,11.909
2024,95,3,0,-1.39,-6.423333333333333,-31.09621,20.973000000000003
2023,178,26,0,657.6476666666666,17.468666666666667,126.0511,189.02
2023,141,42,0,-3.8026666666666658,3.872,-51.91132,24.188
2024,115,2,0,-1.357,-13.008666666666665,-16.8292,18.209
