year,month,day,30min,location,incomingShortwaveRadiation,H_orig,LE_orig
2024,6,23,17,1,399.7000000000001,83.66259000000001,102.67
2023,7,2,34,1,292.2,71.22739,105.84
2023,3,20,42,0,-0.9576666666666668,-18.21436,25.689
2024,5,5,38,1,35.49,-24.55347,9.4851
2024,6,12,31,1,466.73333333333335,91.32114,50.417
2023,6,15,39,1,38.68666666666666,-24.17785,9.2857
2023,6,17,35,1,298.1333333333334,39.08574,77.618
2024,4,3,43,0,-1.9093333333333335,-12.19766,-30.343000000000004
2023,5,13,1,1,-2.401,-77.81005,21.892
2024,5,25,33,0,589.8633333333333,65.15459,107.18
2023,3,20,43,0,-0.9193333333333332,-17.41253,23.016
2023,6,10,18,1,677.2,254.6391,182.8
2024,4,20,14,0,97.61633333333334,12.56588,23.326
2023,6,24,5,1,-2.4963333333333337,-42.40658,10.884
2024,5,16,32,1,236.19999999999996,73.5483,75.11
2024,5,28,30,1,409.4333333333334,88.32037,121.44
2024,5,13,14,1,338.33333333333337,63.65473000000001,34.326
2023,7,4,11,0,113.691,-7.33696,32.625
2023,6,26,14,1,366.1666666666667,25.35096,87.727
2024,6,8,36,0,227.45533333333333,-25.99667,78.852
2024,6,13,0,1,-1.2186666666666666,-23.21082,3.284
2023,5,14,29,1,521.5666666666667,223.37,55.498000000000005
2023,5,14,36,1,32.71666666666666,-29.895559999999996,32.01
2023,2,20,24,0,275.95233333333334,43.78751,77.76100000000001
2024,4,21,28,1,366.2,130.0607,53.358999999999995
2023,5,19,24,1,665.1999999999999,308.5281,124.59
2023,7,16,7,1,-0.958,-28.14308,23.57
2023,5,19,41,1,-2.017666666666667,-63.19649,14.615
2023,5,27,37,1,127.63333333333333,8.34724,23.2
2024,6,16,34,0,169.45466666666667,-10.93813,71.531
2023,7,9,7,1,-1.6929999999999998,-29.25135,4.7558
2024,5,30,25,1,286.8333333333333,31.12733,120.41
2023,5,18,35,0,285.32466666666664,30.78533,64.96300000000001
2023,5,17,27,1,628.4,190.5783,41.245
2023,2,26,6,0,-1.4206666666666667,-7.602689999999999,5.8068
2024,5,17,19,1,595.1,140.5921,341.74
2023,6,26,20,0,786.0596666666667,83.76455,229.16
2024,4,29,46,1,-1.5013333333333334,-38.25599,11.732
2023,6,6,15,0,272.811,29.54226,51.74
2023,3,3,6,0,-0.2943333333333333,4.26578,-1.9871
2024,6,18,12,1,236.76666666666665,19.55909,11.22
2023,5,8,36,0,102.883,-23.16521,48.006
2024,6,6,28,1,662.0,169.3846,134.44
2023,5,12,36,0,79.75566666666667,-30.31215,60.096
2023,3,3,23,0,116.89066666666668,29.35473,12.969
2023,7,9,36,1,86.22333333333334,-27.62251,51.238
2023,6,7,11,0,49.44166666666666,-2.62101,12.901
2023,6,13,16,1,557.3333333333333,130.1468,93.916
2023,6,3,6,1,-2.4659999999999997,-57.16585,5.1774
2023,5,16,39,0,10.076333333333332,-42.7118,21.071
2023,7,28,21,1,322.43333333333334,37.21288,41.725
2023,4,27,32,0,457.7866666666667,58.625890000000005,82.76
2023,2,26,30,0,215.55766666666668,31.43443,46.65
2024,6,9,4,1,-1.394,-1.54634,0.79703
2023,7,10,19,0,60.65899999999999,1.64418,29.597
2023,5,8,14,0,372.3946666666667,70.79661999999999,53.927
2023,2,26,2,0,-4.725333333333333,-10.72555,-0.067466
2024,5,13,5,1,-2.3353333333333333,-45.3047,2.5321
2023,5,12,16,0,297.5253333333333,34.33269,58.663999999999994
2024,4,28,19,0,502.826,59.29455,127.69
2023,7,28,32,1,278.03333333333336,13.30048,122.93
2024,4,12,3,1,-0.3406666666666667,-11.88784,-3.5109
2024,4,22,15,1,284.1333333333333,60.36666999999999,41.863
2024,5,22,38,1,17.153333333333332,-6.51575,9.4567
2023,5,28,13,1,309.1333333333333,40.23873,66.962
2024,6,4,29,0,687.0676666666667,83.62006,168.38
2023,7,16,23,0,832.484,134.3558,287.33
2024,6,13,3,1,-1.2216666666666665,-31.42901,4.3892
2024,5,14,18,0,699.823,99.34425,151.36
2023,6,14,29,0,435.049,40.3109,64.399
2023,6,29,47,0,-1.4210000000000005,-1.93163,2.201
2023,4,30,18,0,654.642,117.674,114.07
2023,7,17,39,1,11.48,-138.4254,147.07
2023,5,11,17,0,161.60933333333332,11.71093,108.99
2023,5,16,46,1,-2.425333333333333,-32.80214,-0.1037599999999999
2024,4,5,36,1,16.876666666666665,-81.5235,23.101
2024,6,15,29,0,487.657,37.67005,187.21
2024,6,7,45,0,-4.425666666666667,-18.53299,9.1725
2023,5,28,14,0,396.734,54.44325,62.949
2024,6,25,19,0,764.5093333333334,122.0756,172.66
2023,7,2,18,1,385.9666666666667,41.24213,168.39
2023,5,10,23,0,403.4096666666666,32.40337,280.42
2024,4,30,32,0,429.651,15.05742,96.153
2023,5,19,7,1,-0.8853333333333332,-45.15473,6.6304
2023,6,19,37,1,137.46666666666667,21.90759,65.309
2023,5,28,36,0,232.702,-11.98851,24.233
2023,7,24,44,0,-2.0879999999999996,-16.58996,15.67
2024,4,23,19,1,693.8333333333334,277.6157,21.149
2023,5,22,11,1,107.33333333333331,-1.71947,9.3926
2023,5,15,18,1,398.73333333333335,118.1658,60.178999999999995
2023,6,29,27,1,358.0333333333333,55.98225,118.78
2023,6,2,29,0,487.4653333333333,93.92355,107.85
2023,6,18,30,0,748.7846666666666,125.3371,131.86
2024,4,20,21,0,774.507,171.9713,191.23
2023,6,15,13,0,316.28833333333336,31.27398,33.400999999999996
2023,5,29,34,1,362.5,141.6042,101.6
2023,6,26,10,1,97.63,-30.12494,27.514
2023,7,22,42,1,-2.095,-36.22763,6.7289
2024,5,26,20,1,726.0666666666666,266.1022,167.29
2024,5,11,42,1,-2.57,-48.08818,57.07
2024,5,2,19,0,706.8293333333335,109.7974,155.16
2024,5,3,29,0,55.50033333333334,-5.40796,37.089
2023,6,6,26,1,149.16666666666666,20.66654,21.66
2024,5,20,45,1,-2.2739999999999996,-54.07141,4.6975
2023,7,10,10,1,26.320000000000004,-18.97384,17.572
2023,7,26,0,1,-2.447333333333334,-33.462509999999995,5.17
2024,4,9,9,1,-1.0716666666666663,-25.65289,6.9633
2024,6,2,17,0,116.87733333333334,23.57213,47.058
2023,5,23,44,1,-1.952,-39.08677,6.0245
2023,7,13,8,1,3.091333333333333,-54.1885,9.072
2023,5,27,31,1,595.9333333333333,213.1818,111.42
2024,6,4,16,1,326.6333333333334,75.29800999999999,56.158
2024,5,13,2,1,-2.578666666666667,-56.91635,20.938
2023,6,21,9,1,60.81333333333333,-46.54497,34.467
2023,6,19,21,0,718.337,120.0187,138.6
2024,4,24,13,1,95.63333333333334,13.0288,22.851999999999997
2023,7,31,18,1,348.46666666666664,42.41208,127.14
2023,6,14,31,0,354.3246666666667,77.77233000000001,78.416
2023,6,14,17,1,547.9666666666667,184.6751,107.72
2024,5,29,30,0,181.11266666666663,10.7146,52.401
2024,4,7,26,0,561.169,36.26849,164.25
2023,6,17,36,1,224.6,14.9507,61.56
2023,3,16,46,0,-3.751333333333333,-30.06682,7.7862
2024,6,19,35,0,391.801,42.10285,112.39
2024,5,16,5,1,-2.223666666666667,-54.49398000000001,14.608
2023,7,18,25,1,690.1666666666666,153.0712,140.78
2024,5,25,13,0,189.41933333333336,22.88842,37.739
2024,5,4,36,0,85.49033333333334,-8.5321,24.888
2023,5,31,27,0,894.4893333333333,58.395230000000005,79.404
2023,7,26,32,0,642.7533333333334,90.78599,180.35
2024,6,7,31,1,493.8,165.6297,131.49
2023,4,25,40,0,-2.073333333333333,-19.16381,19.044
2023,6,14,28,1,375.5,164.0474,147.52
2024,6,26,29,1,605.2666666666667,119.9467,148.83
2023,5,22,14,0,212.70133333333337,9.19312,37.394
2024,4,14,17,1,131.36666666666667,60.55036,18.662
2024,5,28,10,1,25.513333333333332,0.0,0.0
2024,6,21,24,1,122.83333333333331,10.61002,46.523999999999994
2023,6,6,2,1,-2.5909999999999997,-36.06366,11.867
2024,6,17,17,1,406.7333333333333,93.79684,56.142
2024,6,7,25,0,684.0106666666667,93.12935,205.27
2023,5,12,22,1,841.6666666666666,309.6765,384.02
2023,7,24,38,1,48.57333333333333,-52.25958,73.339
2023,6,24,12,1,251.0,22.82729,56.426
2023,7,21,33,0,351.8606666666667,18.39665,143.02
2024,6,13,21,0,521.4386666666666,82.33293,142.31
2023,6,6,44,1,-0.983,-17.84358,5.2543
2023,7,4,11,1,143.26666666666668,-18.28791,19.975
2023,6,9,30,1,243.19999999999996,16.488120000000002,89.04899999999999
2023,7,12,17,1,621.1333333333333,55.23457,296.47
2024,5,14,22,0,882.3193333333334,125.925,197.93
2023,7,9,33,1,260.7,-2.36481,29.209
2023,5,12,4,1,-1.1226666666666667,-49.098490000000005,21.035
2023,7,24,2,1,-1.648,-91.6234,57.835
2024,6,24,44,1,-2.5336666666666665,-54.22408000000001,34.36
2023,7,15,21,1,186.26666666666665,-10.24255,78.35
2023,6,3,44,1,-2.86,-49.4202,8.1561
2023,7,9,25,1,807.3333333333334,141.8001,104.83
2024,4,8,46,1,-2.517,-23.54704,4.5527
2023,6,10,20,1,780.7333333333332,334.769,195.33
2023,7,28,39,0,22.769,-16.83194,9.665
2024,4,1,30,1,48.5,177.6711,82.78299999999999
2023,6,28,39,1,46.74,-14.25214,11.103
2023,6,6,10,1,112.63333333333333,-8.69551,12.138
2024,6,9,28,0,860.1676666666667,113.3626,242.88
2023,5,5,27,0,545.7616666666667,72.38181,121.05
2024,6,12,43,1,-0.97,-14.28374,5.2904
2023,7,3,30,1,425.7,79.85526,116.77
2023,3,18,3,0,-2.8396666666666666,-18.82481,5.2384
2024,5,20,44,1,-2.4693333333333336,-40.13557,-1.6592
2023,5,26,13,0,175.0473333333333,29.89258,30.161
2024,4,6,28,1,436.6333333333334,98.17361,27.397
2024,4,21,26,0,251.576,42.77572,79.67399999999999
2023,7,2,25,0,473.06933333333336,52.087140000000005,158.8
2024,4,21,15,0,245.799,26.60816,42.083
2024,5,25,24,0,856.948,114.4204,210.42
2024,5,15,36,0,208.62266666666667,-34.202420000000004,87.54299999999999
2024,6,1,33,1,58.663333333333334,-28.65755,149.24
2024,4,15,34,1,80.83,6.19055,44.613
2023,7,30,43,0,-1.782333333333333,-16.45457,15.841
2024,6,6,18,0,593.9916666666667,78.94896,134.07
2023,3,16,40,0,-4.707666666666667,-25.84389,5.2591
2024,5,9,33,0,466.96433333333334,28.76196,47.00899999999999
2023,5,23,46,1,-2.4266666666666667,-45.21642,2.6504
2023,7,17,15,1,395.3666666666666,83.73002,74.602
2023,7,2,47,1,-1.0826666666666669,-30.86928,6.6545
2024,5,20,24,1,401.43333333333334,116.3692,105.75
2023,6,19,18,0,620.3193333333334,93.10204,134.91
2023,6,7,45,1,-1.7583333333333335,-36.79545,39.704
2023,5,30,39,0,13.075666666666669,-11.93612,7.5211
2024,4,4,8,0,-4.615666666666666,-32.43719,2.9968
2023,3,13,22,0,139.314,-11.50436,57.592
2024,5,1,15,0,381.0833333333333,35.41451,53.998000000000005
2024,4,13,32,0,322.82233333333335,-21.35949,137.72
2023,6,5,24,0,890.1793333333334,136.4303,191.7
2023,6,27,15,1,503.8,134.3832,72.445
2024,5,2,2,1,-2.361333333333333,-47.742340000000006,8.166
2024,4,4,3,0,-1.39,-31.09621,20.973000000000003
2024,5,18,26,0,457.53366666666665,58.56612,123.33
2024,4,20,24,0,645.8813333333334,138.9393,182.48
2023,6,17,7,1,0.0093333333333331,-61.55394,18.781
2023,3,13,33,0,37.70466666666667,-47.08592,171.46
2024,5,1,21,0,779.3216666666667,77.44823000000001,185.42
2023,7,2,27,0,493.1666666666667,71.16512,168.64
2024,4,26,10,0,4.102,-41.23785,10.563
2023,7,25,33,0,276.5643333333333,15.97328,82.17200000000001
2024,5,20,1,1,-1.5216666666666665,-13.82059,-9.0079
2024,5,15,19,0,763.2133333333335,85.60685,123.31
2024,6,12,28,0,534.084,73.55872,173.15
2024,4,9,26,0,46.00999999999999,-13.22959,64.018
2024,5,1,19,0,675.138,58.42885,143.47
2024,6,28,46,1,-2.723333333333333,-11.887,1.8286
2024,5,9,38,1,26.94666666666667,-21.74647,6.2099
2023,7,10,0,1,3.0003333333333337,-35.98346,46.569
2023,5,8,43,1,-2.2156666666666665,-64.52635,34.963
2024,6,22,31,1,172.9666666666667,3.2977800000000004,64.141
2024,4,13,10,1,0.6946666666666667,-23.49833,2.4007
2023,5,7,33,0,233.53033333333337,23.02487,54.799
2024,4,24,34,1,116.12333333333332,-9.86455,41.184
2023,2,16,46,0,-0.6680000000000001,-18.18159,10.491
2024,4,3,46,1,-0.1486666666666666,-40.06719,26.743
2024,4,14,22,0,304.0973333333333,13.04624,99.17
2023,7,24,5,1,-1.1876666666666669,-54.73459,25.497
2023,7,29,21,0,477.4980000000001,71.06187,150.25
2023,7,3,2,1,-0.7663333333333333,-33.0484,2.7008
2023,5,3,29,0,732.6463333333332,105.8367,127.04
2024,6,22,43,1,-2.5513333333333335,-48.91398,8.6307
2024,6,10,40,0,5.09,-15.70656,16.555999999999997
2024,4,26,14,0,299.5306666666667,38.29461,52.568000000000005
2023,6,18,46,0,-2.974,-26.68547,16.663
2023,3,5,7,0,-1.1690000000000005,-5.92931,2.0599
2024,4,29,10,1,9.797,-22.21953,5.1559
2024,4,26,15,0,386.7226666666666,58.75525,70.893
2023,5,18,33,0,297.52866666666665,26.16092,70.564
2023,5,24,31,0,237.22300000000004,17.73087,56.354
2023,3,14,41,0,-2.669333333333333,-17.16454,16.721
2023,6,6,20,1,210.5,65.09843000000001,56.535
2023,7,19,43,0,-3.3959999999999995,-3.5813,0.407
2024,6,14,23,0,445.89433333333335,45.67613,123.43
2024,6,20,15,0,453.849,55.22834,64.642
2023,5,9,28,0,308.03433333333334,9.14422,108.87
2024,5,15,18,0,700.4413333333333,106.3806,152.67
2024,5,15,33,1,407.6333333333334,32.07243,239.37
2023,7,18,5,1,-1.6953333333333334,-81.84651,46.255
2023,5,18,29,0,654.3416666666667,101.6337,156.87
2023,5,15,26,0,729.471,85.00092,244.68
2024,5,8,6,1,-0.7496666666666667,-24.85542,3.2019
2023,4,29,1,0,-0.9713333333333334,-3.8401,-5.1101
2023,6,4,18,0,718.0,110.8202,115.79
2024,4,14,42,1,-1.5353333333333332,-9.06769,6.8001
2023,2,18,7,0,-0.5956666666666667,-7.30797,1.7174
2024,6,30,18,0,543.4213333333333,81.6883,181.29
2023,6,3,21,1,870.6666666666666,302.4337,119.17
2023,7,5,9,1,6.931333333333334,-108.3514,103.28
2024,4,15,19,1,281.73333333333335,59.32224,84.963
2023,5,26,24,1,919.6666666666666,409.7797,134.75
2024,4,20,11,1,8.079,-11.3658,21.365
2023,2,20,3,0,-0.8356666666666667,-10.16107,12.655
2024,6,23,13,0,288.6566666666667,30.41798,63.351000000000006
2024,4,10,45,1,-2.8433333333333337,-10.37841,2.1697
2023,5,21,29,1,762.5666666666666,253.2538,247.03
2024,5,14,10,1,53.126666666666665,-52.8336,-0.278
2023,5,17,23,0,775.1863333333334,139.0241,157.86
2023,6,27,22,1,355.0666666666666,164.8561,156.41
2023,6,19,17,0,397.2056666666667,33.20106,84.42299999999999
2023,6,1,32,0,584.0026666666666,110.2185,92.428
2024,4,18,44,1,-1.8416666666666668,-50.8838,6.9213
2024,4,7,8,0,-4.311,-39.64201,15.365
2023,3,5,29,0,206.72633333333332,41.37875,34.836999999999996
2024,6,2,14,1,73.89333333333333,9.49813,21.123
2024,6,20,18,1,548.1,150.0668,126.92
2023,5,28,32,1,502.5333333333333,130.877,81.633
2024,5,14,33,0,459.74466666666666,18.68717,128.67
2023,7,7,12,1,240.63333333333333,17.087529999999997,25.483
2024,4,5,45,0,-2.959333333333334,-26.73888,6.5888
2024,6,10,43,1,-0.7046666666666668,-127.2617,103.54
2023,7,23,22,1,401.4,72.1642,169.06
2023,6,20,34,0,336.0363333333333,15.19282,75.637
2023,6,29,26,1,469.8666666666666,109.902,177.1
2024,6,14,14,1,96.45,-26.80535,80.34899999999999
2024,6,20,25,1,322.5333333333333,80.3599,193.75
2023,6,4,0,1,-2.983333333333334,-76.74351,7.8833
2024,5,4,22,1,458.76666666666665,173.9163,78.793
2024,5,27,45,0,-0.991,-10.94372,-16.625
2023,6,14,27,0,850.821,53.762269999999994,74.773
2023,5,24,14,0,117.63233333333334,18.66696,30.65
2023,5,20,43,1,-1.5766666666666669,-80.38105999999999,9.9922
2024,4,19,3,1,-1.1356666666666666,-18.744020000000003,5.9645
2024,4,1,5,1,-1.4353333333333331,-29.15234,5.069
2024,5,7,17,0,271.8893333333333,39.576609999999995,41.169
2023,7,19,5,0,-2.262333333333333,-6.00777,3.8289
2024,5,14,35,1,252.63333333333335,9.07434,180.17
2024,4,29,3,1,-1.3383333333333332,-29.34541,5.2214
2024,6,25,8,1,11.571666666666667,-59.400119999999994,27.729
2023,5,19,37,1,81.69333333333334,-22.06356,90.899
2024,6,26,1,0,-4.631333333333333,-25.51734,8.0089
2023,5,21,25,1,495.2666666666667,56.53728,113.05
2023,3,3,26,0,193.01200000000003,57.08606,19.088
2023,7,16,31,0,676.7133333333333,76.65478,194.63
2023,5,27,10,1,71.85333333333334,-30.35625,17.237000000000002
2024,5,4,40,1,-2.5323333333333338,-28.72855,3.7389
2023,5,23,18,1,37.20333333333333,-10.01187,44.003
2023,7,16,16,1,503.1333333333334,100.8383,122.04
2023,5,18,27,1,765.1,436.2254,149.15
2024,5,1,45,0,-4.429000000000001,-53.188280000000006,23.979
2023,5,7,43,0,-4.144,-26.24792,7.2644
2024,6,3,20,1,338.53333333333336,87.76427,55.544
2024,4,21,14,1,288.33333333333337,58.77796,82.868
2023,6,2,37,0,79.89933333333333,-9.35358,27.768
2023,7,5,31,1,538.1,124.4538,119.69
2024,5,19,19,1,222.0,26.2686,57.983999999999995
2023,5,26,41,1,-1.941,-51.1094,3.2456
2023,7,13,11,1,70.25666666666666,-20.00803,16.393
2023,7,15,15,1,455.5333333333333,57.77221,81.783
2024,6,15,28,0,814.9670000000001,86.21564000000001,239.47
2023,6,11,21,1,846.0,245.6315,367.67
2023,6,15,33,1,362.6,160.6768,118.24
2023,7,16,6,1,-0.504,-19.53357,39.034
2023,4,26,32,0,365.45266666666663,85.37024,99.013
2023,6,3,19,1,784.8333333333334,265.528,153.16
2023,6,18,20,1,773.3333333333334,153.7807,167.53
2023,7,7,40,1,11.740666666666664,-62.83118,20.392
2023,6,24,3,1,-2.2743333333333333,-55.6119,16.783
2023,5,9,19,0,721.7476666666666,114.3773,173.7
2024,5,24,45,1,-0.5840000000000001,-11.50153,7.3616
2024,5,23,10,1,80.12,-10.91327,2.7726
2023,5,29,28,0,746.5080000000002,127.3433,139.48
2024,4,13,20,0,591.9386666666666,66.45413,145.92
2023,5,26,15,0,219.88333333333333,42.66946,35.725
2024,4,3,12,0,24.40433333333333,-11.9404,13.235
2023,7,13,30,1,461.5666666666666,62.07528000000001,112.75
2024,5,11,9,1,4.4303333333333335,-26.410090000000004,2.8355
2024,4,19,38,1,3.300666666666667,-95.41998,238.37
2024,6,12,37,1,31.02,-32.090720000000005,30.125
2023,7,12,31,0,565.8556666666667,42.92028,175.42
2023,2,20,22,0,328.99133333333333,59.59295,74.672
2023,5,22,4,1,-2.1810000000000005,-42.99331,3.2103
2023,6,27,26,1,735.4,187.3224,180.28
2024,5,5,43,1,-1.6940000000000002,-18.85535,5.3833
2024,4,27,2,1,-2.7193333333333336,-22.73585,2.8665
2023,4,28,28,0,222.93733333333333,34.280390000000004,47.853
2024,5,5,43,0,-2.813,-6.44043,1.4224
2023,7,30,38,1,25.33666666666667,-38.82966,34.844
2023,5,17,34,1,443.3333333333333,193.8113,56.245
2024,6,10,37,0,49.12233333333333,-8.22061,23.083
2024,5,11,45,0,-4.9623333333333335,-40.12922,8.8248
2024,5,30,29,0,115.816,17.19593,73.609
2024,4,29,8,1,-1.1849999999999998,-17.29373,3.1483
2024,5,25,14,0,453.56866666666673,72.86028,99.891
2023,6,3,17,0,667.8766666666667,96.04458,99.803
2023,7,3,43,1,-0.8803333333333333,-24.94275,5.3774
2023,5,19,31,1,366.5333333333333,117.2064,71.755
2024,6,8,27,0,871.628,104.7942,262.63
2023,5,26,16,0,335.31,79.23643,60.038
2023,6,18,0,0,-3.931,-17.37389,2.2066
2023,6,30,45,1,-2.5966666666666662,-57.81369,12.798
2024,5,2,15,1,389.8333333333333,98.53188,40.913
2024,4,18,23,1,356.3333333333333,109.4175,99.585
2024,5,20,35,0,118.70333333333332,-2.65108,25.03
2023,5,22,39,0,8.602,-13.07566,11.442
2024,4,4,25,1,324.96666666666664,-39.0475,152.83
2024,4,15,24,1,653.6,306.7671,102.94
2023,7,1,3,1,-2.2726666666666664,-78.40741,7.4893
2024,5,1,35,1,232.4333333333333,6.64887,83.90299999999999
2023,5,11,33,1,70.55666666666667,9.002880000000001,40.399
2023,7,17,32,1,411.8333333333333,71.14079,119.95
2023,3,16,20,0,502.6496666666667,83.57512,72.28
2023,7,20,15,1,94.7,-10.72942,92.651
2023,2,26,18,0,286.2426666666667,22.335379999999997,17.459
2024,4,23,34,0,114.15733333333333,3.56475,32.171
2024,6,4,19,0,473.64166666666665,66.35815,118.78
2024,6,26,30,0,699.1866666666668,65.26983,153.12
2023,7,29,36,0,79.58466666666666,-26.02922,53.593999999999994
2023,4,29,25,0,193.1233333333333,11.43626,20.482
2023,6,23,7,0,-1.5253333333333334,-11.24076,25.016
2023,7,7,21,0,859.5226666666666,123.7304,195.47
2024,4,16,13,1,201.6,28.4636,17.581
2024,6,15,4,0,-1.6369999999999998,-15.10528,6.5821
2023,4,28,47,0,-0.2936666666666666,-8.379,3.6806
2023,7,15,14,1,380.23333333333335,13.13944,51.944
2024,6,10,21,1,613.3333333333334,181.7719,91.287
2024,4,10,40,1,-2.472,-12.4503,2.938
2023,7,17,32,0,549.5936666666666,87.48109000000001,161.91
2024,5,14,12,1,194.7,34.133340000000004,25.836
2023,6,17,6,1,-2.138333333333333,-60.09926,8.5353
2023,5,6,32,0,206.86166666666668,9.51574,63.32899999999999
2023,7,29,6,1,-0.574,-30.610559999999996,17.311
2024,4,26,36,0,25.762,-15.14115,20.17
2023,5,15,47,0,-2.818333333333334,-11.48641,1.25
2024,4,30,11,1,68.80333333333333,-5.96108,8.0769
2024,4,30,16,1,424.4,115.1191,41.269
2023,6,18,15,1,470.4333333333334,164.6532,30.896
2024,6,24,11,1,172.16666666666666,6.07627,10.396
2024,6,18,8,1,10.222,-12.3724,0.9174
2024,4,9,10,1,-0.9156666666666669,-41.15553,10.669
2024,6,15,21,1,588.5,176.361,241.89
2023,6,14,38,1,82.36666666666666,-13.53496,44.356
2023,7,5,6,1,-0.934,-8.989310000000001,6.8292
2023,6,3,13,0,334.98466666666667,39.97126,48.268
2023,7,26,18,0,430.3396666666667,70.98866,134.06
2024,5,23,15,1,491.8333333333333,119.7832,64.645
2023,6,22,11,1,26.243333333333336,-36.17522,62.081
2023,5,29,29,1,693.7333333333332,262.5942,122.29
2023,7,7,31,1,627.1666666666666,153.4474,143.66
2023,5,14,18,1,646.3333333333334,222.6944,94.618
2024,6,4,26,1,800.2333333333332,196.4626,105.14
2024,4,15,9,0,-0.7786666666666666,4.64553,24.955
2024,4,1,43,0,-0.2883333333333333,-15.33959,11.79
2024,4,10,12,0,18.63,-20.85644,12.734000000000002
2023,6,3,4,0,-5.197,-45.13675,15.655
2023,6,29,23,0,589.214,86.646,169.64
2024,4,5,26,0,304.28766666666667,8.01615,101.74
2023,5,25,30,0,596.1186666666666,90.7315,92.63
2023,6,6,5,1,-2.6803333333333335,-58.74446999999999,7.8651
2024,5,29,7,0,-2.283666666666667,-10.33168,10.82
2024,6,12,17,1,243.1,55.99374,29.581
2023,3,5,13,0,-1.2106666666666666,-7.86575,4.6991
2023,6,19,25,0,414.8186666666666,169.0592,91.645
2024,5,19,47,1,-1.284333333333333,-13.14526,-3.8452
2023,6,19,31,1,330.8,106.8421,192.22
2023,7,5,46,1,-2.5336666666666665,-51.91758,3.8196
2023,7,10,33,1,412.7000000000001,82.41285,120.1
2024,6,14,15,0,192.02966666666663,26.43283,49.288999999999994
2023,6,2,30,1,339.59999999999997,100.3511,92.463
2024,4,9,33,0,67.90133333333333,-12.05477,43.41
2023,6,24,18,1,675.1,153.4135,154.19
2024,6,12,16,0,283.979,43.71685,83.65100000000001
2023,5,7,18,0,55.964,8.12142,25.093000000000004
2023,6,9,39,1,40.68,-26.49431,16.590999999999998
2024,4,28,41,0,-3.718,-32.95004,18.254
2024,5,24,21,1,514.1,95.50916,98.158
2023,2,18,8,0,-0.6973333333333334,-9.44602,9.8336
2023,7,5,10,0,17.137666666666664,-28.914209999999997,35.961999999999996
2024,6,23,1,0,-3.1516666666666673,-8.93109,-0.0036439999999999
2023,7,19,21,1,137.1,-104.3673,184.09
2024,6,8,41,1,-0.5213333333333333,-39.71772,10.001
2024,5,8,17,1,574.0,271.1589,83.124
2023,5,12,16,1,322.26666666666665,43.93267,65.058
2024,4,3,7,0,-0.727,-11.03136,7.046
2023,6,10,32,1,528.6,158.8126,111.93
2023,7,7,26,0,911.8773333333334,97.92093,237.23
2023,2,22,30,0,231.90066666666667,12.5103,33.067
2023,6,9,26,1,786.3666666666667,235.0908,234.03
2024,5,31,20,1,436.73333333333335,96.57761,158.2
2023,6,27,43,0,-5.156666666666666,-19.5883,6.9381
2024,5,18,2,1,-0.2423333333333333,-11.07046,6.337
2024,4,21,8,1,-0.2223333333333333,18.92937,14.588
2023,5,15,42,1,-1.0996666666666666,-62.47035,32.692
2023,5,7,4,0,-1.183,-6.820939999999999,10.079
2024,4,2,11,0,-1.3876666666666668,-20.50665,16.05
2023,5,30,12,1,247.7,75.02643,19.479
2024,5,27,2,1,-1.9516666666666669,-27.38236,7.7983
2023,5,16,38,0,28.728,-28.938129999999997,18.199
2023,6,1,40,0,2.888666666666667,-4.45708,14.509
2023,6,12,43,1,-3.1010000000000004,-60.38381,13.771
2024,6,15,25,0,527.3953333333333,82.91972,231.3
2023,6,21,30,1,636.5666666666666,122.8551,167.42
2024,5,2,7,1,-2.2193333333333336,-40.14946,4.2785
2023,3,17,45,0,-2.779,-24.09197,8.6991
2024,6,12,36,1,82.67999999999999,-33.142959999999995,51.6
2023,6,3,20,0,851.1936666666667,132.9681,137.79
2023,4,30,26,0,855.1923333333334,113.328,165.72
2023,7,2,16,0,225.12,9.37225,97.572
2023,6,19,11,0,14.465666666666666,-6.33234,6.8333
2024,4,5,46,0,-3.031333333333333,-31.81764,7.4393
2023,5,26,31,0,640.8353333333333,87.59555,93.431
2023,7,27,11,1,39.74333333333333,-21.38595,11.201
2023,5,17,5,1,-0.245,-17.58697,1.7311
2023,3,14,20,0,217.94633333333337,23.20933,62.474
2023,6,21,1,1,-0.7206666666666667,-28.067590000000003,-8.2605
2024,4,7,10,1,-1.985,-74.12912,14.805
2024,6,10,24,1,393.0,94.82587,70.59100000000001
2024,5,31,17,1,170.16666666666666,58.82499,34.879
2024,6,10,39,0,7.924,-11.25087,16.706
2023,7,8,22,0,789.3753333333334,61.53581,226.05
2023,7,25,23,0,320.882,25.17858,97.61
2023,2,26,5,0,-1.684,-9.59217,3.8578
2024,5,27,34,1,192.53333333333333,37.69559,38.761
2024,4,20,8,0,-0.5296666666666666,-11.10882,16.817999999999998
2024,5,19,16,1,106.93333333333332,7.44751,48.32899999999999
2023,6,8,42,0,-2.6519999999999997,-18.17219,11.272
2024,6,20,41,1,1.5166666666666666,-15.92904,5.1008
2023,7,29,34,1,183.7,-19.8828,79.575
2023,6,14,29,1,495.1000000000001,117.131,125.93
2023,2,19,28,0,194.43966666666665,29.91467,49.572
2023,5,13,45,1,-2.7403333333333335,-61.00264,13.485
