year,month,day,30min,location,incomingShortwaveRadiation,H_orig,LE_orig
2023,7,20,26,1,807.1999999999999,229.5106,228.54
2023,7,13,19,1,637.1999999999999,135.3382,126.89
2024,6,26,32,0,573.4946666666666,45.91346,110.77
2024,6,22,18,0,718.5786666666667,106.3753,202.4
2023,6,9,7,1,-1.0763333333333334,-74.07661999999999,17.84
2023,2,20,47,0,-0.7283333333333334,-13.41012,9.4422
2023,5,8,41,1,-2.0433333333333334,-61.62783,41.41
2024,6,16,20,1,695.7999999999998,213.1743,132.4
2024,4,20,4,0,-0.0886666666666666,-11.16921,16.078
2023,4,28,46,0,-0.0393333333333333,-11.17532,4.3814
2023,7,29,23,0,629.407,69.93063000000001,198.3
2024,5,29,13,1,187.76666666666665,11.60947,46.032
2023,7,17,11,1,133.26666666666665,-36.07635,35.015
2024,6,13,13,0,298.375,45.32711,64.742
2023,6,10,25,0,921.9036666666668,170.3289,186.46
2023,3,16,27,0,598.5563333333333,126.7934,89.229
2023,5,24,4,1,-2.2643333333333335,-46.983979999999995,2.9537
2023,7,15,20,0,446.66066666666666,32.56882,157.78
2024,5,1,30,1,564.9333333333333,162.5428,194.91
2024,5,16,16,0,506.698,75.42588,83.152
2024,5,3,39,0,1.296,-9.78647,12.0
2024,5,12,21,0,834.766,143.6333,203.82
2024,6,24,5,1,-2.419,-12.69586,2.2798
2023,7,23,0,1,-1.159333333333333,-30.07314,7.9789
2023,5,25,10,1,41.54,7.41477,7.3735
2023,6,22,37,1,3.2503333333333333,-71.5511,117.93
2023,5,10,9,0,-2.1056666666666666,-8.11321,16.99
2023,6,10,45,1,-1.6896666666666664,-49.73424,10.643
2023,5,29,23,1,850.3333333333334,312.7642,93.503
2023,3,21,8,0,-0.5596666666666666,-6.38781,5.8681
2024,4,10,18,0,199.0043333333333,20.37641,45.933
2023,5,6,16,0,343.954,57.89066999999999,165.26
2023,4,28,6,0,-2.033333333333333,-12.22806,11.371
2024,4,13,19,1,504.8,165.5978,40.277
2023,5,14,24,1,797.2666666666668,243.5207,92.402
2024,6,11,25,0,539.3996666666666,69.56799000000001,125.12
2024,4,5,15,0,112.53633333333336,-7.95592,17.928
2024,5,5,5,1,0.5053333333333333,-52.41057,42.784
2023,7,6,2,1,-2.1679999999999997,-47.88115,2.1475
2024,5,1,19,1,638.1666666666666,215.3522,138.74
2024,6,13,40,1,9.947,-3.18392,4.9025
2023,7,6,18,1,720.5666666666666,262.3143,108.94
2023,7,1,12,1,136.75,-17.08984,35.482
2023,6,21,15,1,465.2333333333333,68.44524,125.64
2024,6,29,25,0,583.35,77.85455999999999,198.28
2023,5,31,40,1,10.182333333333332,-46.5797,9.0691
2024,4,10,0,1,-1.45,-24.23897,3.7203
2023,5,10,32,0,139.33533333333335,4.6839900000000005,52.83
2023,5,10,25,1,725.7333333333332,218.727,175.07
2023,5,19,6,1,-1.1,-35.40106,4.2335
2024,5,3,37,0,21.397,-5.28677,15.813
2024,4,19,25,0,72.56866666666667,-145.5033,33.828
2024,4,11,4,1,-2.583,-54.755590000000005,10.479
2024,4,13,41,1,-2.017333333333333,-59.7464,3.4474
2024,4,5,9,0,-1.215,-17.63675,10.094
2023,6,8,31,1,603.9666666666667,158.4659,191.27
2023,7,18,26,0,522.02,82.75667,152.3
2023,3,1,22,0,527.578,119.4642,51.593
2024,4,12,19,0,439.229,63.34639,119.87
2023,6,4,37,0,108.977,-16.97615,31.147
2023,6,7,44,1,-1.1506666666666667,-25.68922,40.051
2024,5,1,41,0,-4.526666666666667,-54.30774,25.842
2024,6,22,41,1,1.1636666666666666,-35.35999,9.6564
2024,6,8,15,0,472.63699999999994,72.09705,108.02
2023,5,17,27,0,940.5916666666668,145.7351,166.47
2023,5,21,45,1,-1.23,-48.25186,11.764
2023,5,28,0,0,-4.995,-14.90219,-1.9402
2023,3,10,21,0,219.81733333333332,20.19999,67.648
2023,6,1,25,0,927.793,182.7653,118.34
2024,6,13,15,1,455.7666666666667,144.3867,57.45399999999999
2024,4,5,8,1,-1.233666666666667,-25.94712,-10.942
2023,6,16,35,1,8.545,-49.717659999999995,147.14
2024,4,3,24,1,240.46666666666667,59.58024,67.32600000000001
2023,3,5,38,0,-1.5416666666666667,-7.85274,3.2132
2024,6,1,25,1,710.1666666666666,163.4088,171.9
2023,7,12,23,1,480.7,106.5309,124.38
2023,3,18,9,0,-5.982333333333333,-16.43611,14.281
2023,6,9,42,1,-2.419666666666666,-51.63377,39.242
2024,4,30,18,0,606.5036666666666,61.98763,91.649
2023,6,3,11,1,174.4,13.00894,45.334
2023,6,23,18,0,61.67833333333332,17.91315,4.7572
2024,5,15,44,1,-2.3196666666666665,-57.09938,10.709
2023,7,11,18,0,670.942,69.71297,162.22
2023,5,6,44,0,-1.759,-15.4854,11.945
2023,6,25,29,0,370.19766666666663,24.25914,134.79
2023,5,28,16,0,563.7826666666666,78.64985,71.968
2023,4,30,22,0,846.7103333333333,144.8037,191.79
2024,4,19,8,0,-2.9453333333333336,-28.25306,38.776
2024,4,3,34,0,37.909333333333336,-11.49317,24.369
2023,6,19,18,1,618.0666666666667,103.6175,109.63
2023,5,4,36,0,125.08133333333336,-26.7017,39.766
2023,5,16,19,0,398.18833333333333,60.974140000000006,91.064
2024,4,11,46,1,-0.5630000000000001,-12.67286,-6.7396
2024,4,13,12,1,33.56,0.83752,4.7751
2023,5,25,16,1,193.86666666666665,78.98402,25.749
2023,6,26,38,1,51.336666666666666,-13.74199,52.165
2024,5,1,10,1,20.17,-54.794230000000006,20.589
2024,6,29,13,0,300.4166666666667,27.08701,45.799
2023,6,26,16,1,546.2666666666665,51.52438,156.27
2023,4,26,23,0,402.4463333333333,81.4724,104.0
2023,7,5,24,1,572.6333333333333,128.2937,95.684
2023,7,13,38,1,33.843333333333334,-20.96955,26.013
2023,7,12,22,0,354.9066666666667,24.182879999999997,159.42
2023,5,26,21,0,841.044,134.0005,107.98
2024,5,7,45,1,-1.2580000000000002,-48.65555,6.7938
2024,4,6,20,1,519.1333333333333,129.0432,35.551
2023,7,15,17,1,606.0,75.60226,82.649
2023,7,12,20,0,641.869,56.78055,180.33
2024,5,10,15,0,422.46,68.30208,90.224
2023,7,5,1,0,-1.96,-38.56915,36.319
2024,5,1,12,1,128.73333333333335,2.8632,11.954
2024,5,15,13,0,300.2746666666667,25.99266,51.72
2023,4,28,5,0,-2.5336666666666665,-25.23771,14.406
2023,6,20,9,1,4.056666666666667,-17.051270000000002,17.925
2023,7,25,2,1,-0.3836666666666666,-12.04256,10.016
2024,6,9,20,0,861.3463333333333,132.834,203.44
2024,5,17,38,0,37.788333333333334,-28.88935,22.771
2023,5,21,36,0,155.91,-46.3561,79.97
2023,5,28,30,0,725.8786666666666,101.1552,162.57
2024,4,30,33,1,401.0,126.6106,48.376000000000005
2024,5,23,0,1,-1.9993333333333332,-53.2886,37.096
2024,5,15,1,1,-2.678666666666667,-56.49701999999999,9.131
2024,5,22,45,1,-1.966,-45.221509999999995,11.683
2023,5,28,3,1,-2.4563333333333333,-26.791590000000003,9.6117
2024,5,4,27,0,299.31300000000005,24.82965,70.872
2023,5,8,23,0,870.8246666666665,140.05700000000002,168.56
2024,6,2,40,1,2.61,-17.65737,21.302
2023,6,11,33,1,486.06666666666666,118.3498,147.49
2023,6,26,21,0,868.407,119.062,235.57
2023,7,31,17,1,148.96666666666667,13.330370000000002,58.238
2023,7,14,16,1,504.9666666666667,115.5637,28.851
2024,6,6,39,0,36.54966666666667,-29.409909999999996,15.961
2024,5,30,39,1,13.662,-7.81907,7.3684
2023,5,23,31,0,136.16400000000002,6.17326,45.378
2023,6,30,46,1,-2.4,-51.13047,17.554000000000002
2024,6,30,43,0,-0.7006666666666664,-5.43164,4.0768
2023,5,18,13,1,209.03333333333333,44.7138,25.333
2024,5,9,22,0,860.7109999999999,100.8209,126.4
2024,5,28,19,0,441.7786666666666,68.92087,122.61
2024,5,15,16,0,556.0526666666666,82.33064,109.12
2024,4,5,38,0,-3.2006666666666668,-51.57297,21.515
2024,5,20,30,0,364.414,42.87884,110.73
2023,5,6,46,0,-2.084333333333334,-8.67423,8.1778
2024,6,11,45,1,-2.6243333333333334,-53.124869999999994,14.072
2024,5,26,44,0,-1.004,-9.01265,9.0471
2024,5,8,16,0,470.5583333333334,70.36021,111.28
2023,7,2,33,1,473.8666666666666,110.196,128.44
2024,5,27,35,1,94.71,9.27292,27.704
2024,4,22,4,1,-1.196,-35.97716,-9.4756
2023,7,25,17,1,200.76666666666665,11.55436,85.77600000000001
2023,5,14,31,0,663.819,77.4298,149.55
2024,6,14,28,0,232.689,9.53549,80.988
2023,7,13,16,0,535.9653333333334,63.41741,122.3
2023,5,13,28,0,781.609,75.28862,184.38
2023,7,27,16,1,126.3,-12.69038,65.145
2024,6,18,19,0,595.5603333333333,63.463719999999995,159.61
2024,6,11,30,1,625.1333333333333,245.6723,91.689
2024,4,28,36,1,81.26666666666667,30.93895,60.099
2023,3,20,40,0,-1.1369999999999998,-18.63525,22.706999999999997
2024,5,21,44,1,-0.053,-10.32783,9.6523
2023,6,15,25,0,820.9636666666665,152.1313,175.48
2023,5,6,23,0,786.7629999999999,86.30497,169.04
2023,6,6,25,0,162.239,4.06985,40.944
2023,7,25,25,1,126.36666666666667,-7.68243,60.705
2024,5,19,0,1,-0.4586666666666667,-22.63792,10.056
2024,6,10,18,0,520.2506666666667,97.8142,128.45
2024,4,3,23,1,217.66666666666663,42.96456,124.24
2023,7,8,25,1,861.6666666666666,205.7118,246.42
2023,6,24,13,1,336.3,46.32735,49.358
2024,4,14,13,0,21.706666666666667,-13.07452,18.376
2023,6,1,31,0,656.5716666666666,87.26015,65.32600000000001
2024,6,16,36,1,115.6,4.769019999999999,29.096
2023,5,11,19,1,292.09999999999997,25.60318,88.802
2023,5,28,41,0,-5.402666666666666,-31.79478,11.09
2024,5,13,23,1,859.0,253.4145,127.64
2023,2,28,20,0,426.3913333333333,98.95907,50.248999999999995
2023,6,15,11,1,158.2,-6.035,30.427
2023,7,4,1,0,-3.346,-20.30651,15.807
2024,4,20,46,1,-0.4496666666666667,-12.79949,9.1198
2024,4,10,25,0,349.92699999999996,58.344469999999994,86.73200000000001
2024,4,15,14,0,55.65033333333333,6.05701,16.741
2024,4,14,37,1,14.015333333333333,-13.69888,12.107
2024,5,7,18,0,289.50233333333335,33.485640000000004,68.007
2023,6,2,44,1,-2.9603333333333333,-82.69966,46.549
2024,4,23,10,1,13.454333333333333,-7.86027,0.57222
2023,3,16,18,0,286.92466666666667,43.73355,50.396
2024,5,1,24,0,839.1123333333334,76.56821,169.94
2024,6,9,37,1,133.66666666666666,7.93865,37.456
2024,4,18,22,1,269.8333333333333,74.37862,55.538999999999994
2023,3,18,7,0,-1.4226666666666663,-20.74892,10.995
2024,5,21,19,0,736.4313333333333,114.9654,176.51
2024,6,3,16,0,179.6533333333333,22.57192,56.504
2023,5,22,30,1,554.2666666666667,156.4553,69.183
2024,4,23,39,1,-0.7166666666666668,-12.16204,1.4065
2024,6,16,28,1,250.96666666666667,18.06665,47.313
2023,6,17,41,1,-0.1396666666666666,-16.576710000000002,8.0366
2024,4,5,25,0,528.2063333333334,27.30048,124.98
2023,7,25,14,0,130.04333333333332,11.18732,37.663
2024,4,18,9,1,-0.8913333333333334,-34.18649,10.84
2023,5,22,26,0,705.6253333333334,61.02248,169.99
2024,5,9,34,0,363.202,19.8284,70.45100000000001
2023,3,18,32,0,174.51166666666666,-5.67238,57.315
2024,4,29,16,0,438.8933333333334,66.69975,103.22
2023,5,10,29,1,372.23333333333335,112.9866,104.33
2023,7,14,25,1,637.7333333333333,176.2747,219.65
2024,6,16,44,1,-2.307,-31.95509,6.0894
2024,5,23,43,1,-2.026333333333333,-19.48532,-5.5984
2024,4,16,41,1,-0.7603333333333334,-36.77458,19.972
2024,4,12,34,0,55.00466666666667,-15.3481,31.933000000000003
2023,7,5,18,1,571.6,19.44375,261.0
2024,4,23,24,0,749.592,157.3633,136.24
2023,5,28,23,1,880.3333333333334,394.2318,288.96
2024,5,4,16,1,169.9,21.01736,32.674
2024,5,2,27,1,794.7666666666668,325.07099999999997,209.31
2023,7,2,31,0,333.63233333333335,20.06499,120.33
2024,5,29,18,0,260.8156666666667,26.61188,71.34899999999999
2024,4,13,5,1,-2.0476666666666667,-44.297540000000005,-3.8944
2023,5,1,20,0,687.6343333333334,107.2847,194.15
2023,5,16,37,1,128.16666666666666,22.687379999999997,39.257
2023,5,16,22,1,742.0,299.368,80.943
2024,4,3,3,1,-2.0073333333333334,-33.85745,1.988
2024,5,28,32,1,398.3,75.92683000000001,70.405
2024,5,4,20,0,475.2483333333333,71.63834,112.47
2023,5,18,24,0,538.2393333333334,79.06047,109.69
2024,4,11,9,1,-2.187,-70.60905,2.2256
2024,5,16,30,1,538.7333333333333,147.4306,64.601
2023,6,18,33,1,464.8666666666666,75.94493,80.559
2024,5,1,43,1,-2.351,-43.21419,16.414
2024,6,4,17,1,334.06666666666666,114.7449,67.242
2023,7,3,19,1,526.3666666666667,134.1867,148.93
2023,6,21,15,0,481.74500000000006,66.92085,94.708
2024,4,22,29,0,522.9549999999999,179.87400000000002,107.61
2023,7,16,1,1,-1.4273333333333331,-28.25407,26.002
2023,7,16,5,1,-0.801,-21.34736,23.116
2024,5,14,45,1,-2.563333333333334,-75.67634,22.546999999999997
2024,5,29,22,0,275.6023333333333,36.17369,92.575
2023,7,24,16,0,355.1846666666666,28.67942,95.488
2023,4,30,46,0,-5.228000000000001,-54.95233,19.754
2024,5,14,37,0,125.46066666666668,-55.9269,56.748000000000005
2024,6,10,14,1,436.1,85.04944,54.75899999999999
2023,6,22,1,1,-2.329333333333333,-25.63848,16.805
2023,7,6,23,1,725.9666666666667,291.5319,182.01
2024,5,17,29,0,803.6763333333333,130.8463,192.51
2024,4,13,45,1,-1.9463333333333337,-62.97741,1.5716
2023,7,21,19,0,465.1406666666667,52.721630000000005,95.143
2023,7,25,28,1,388.3333333333333,73.33098000000001,133.22
2024,5,11,19,0,605.163,106.3332,135.14
2023,7,20,2,0,-1.612,-24.5382,-3.1418
2024,5,9,23,1,864.3333333333334,248.582,102.87
2024,4,29,18,0,476.279,53.032340000000005,67.149
2023,6,2,28,0,516.9540000000001,47.40275,77.472
2024,5,3,27,1,125.26666666666664,32.21597,39.556999999999995
2023,3,15,38,0,-5.446666666666666,-9.87023,1.8396
2023,6,9,21,0,828.7890000000001,101.1535,153.7
2023,6,20,31,0,600.3766666666667,100.1702,162.44
2023,7,6,40,1,11.144666666666666,-9.71312,3.6597
2023,5,11,14,1,62.55,3.73928,30.003
2024,5,1,20,0,729.0893333333333,70.59063,152.61
2023,7,25,46,1,-2.267333333333333,-32.05981,5.319
2024,4,3,8,0,-1.0133333333333334,-14.526270000000002,11.231
2023,3,2,27,0,539.121,102.04,52.303999999999995
2023,5,18,22,1,686.6,384.5933,67.633
2024,5,2,40,0,-3.827666666666667,-44.23966,19.089
2023,7,23,12,1,118.5,-18.05145,24.864
2023,5,23,0,1,-0.4813333333333333,-13.44622,-9.0109
2024,4,30,36,0,109.50866666666666,-19.68791,25.946
2023,7,2,44,1,-1.688,-37.52666,3.6638
2023,6,27,15,0,490.63166666666666,91.25028,127.81
2024,4,2,24,0,303.34666666666664,33.187129999999996,119.73
2023,6,18,21,0,845.6906666666667,162.6837,197.3
2023,5,7,3,0,-1.364,-8.00198,9.0929
2024,5,27,18,0,700.8226666666666,90.09999,163.32
2023,5,24,45,1,-0.3713333333333333,-20.68258,5.1894
2023,6,15,40,1,8.806666666666667,-29.462190000000003,30.854
2024,6,26,21,0,833.4683333333332,96.19511,163.97
2024,6,22,11,0,26.959000000000003,-6.26532,19.659
2024,6,24,19,1,519.6333333333333,126.9252,164.39
2024,5,2,24,0,824.7613333333334,103.5045,198.9
2024,4,25,47,1,-1.735,-37.95952,4.0098
2023,7,5,4,1,-0.9576666666666666,-27.270809999999997,17.268
2023,6,23,6,1,-0.038,-10.46629,-25.126
2023,7,4,5,1,-2.015,-52.4916,5.998
2024,5,2,25,0,755.9483333333334,88.43418,149.24
2023,2,20,10,0,-1.265666666666667,-16.121489999999998,13.194
2023,5,22,3,1,-1.9733333333333336,-32.732279999999996,5.8305
2023,3,11,24,0,240.49166666666667,58.48846,73.421
2023,5,12,15,1,242.30000000000004,12.69866,65.563
2024,4,27,14,0,306.07099999999997,30.24366,38.084
2024,5,19,33,0,521.6043333333333,58.20816,88.35700000000001
2023,5,24,0,1,-2.2096666666666667,-47.39161,11.76
2023,6,4,22,0,894.5386666666667,127.7719,161.91
2023,4,30,36,0,156.09233333333333,-18.69847,46.457
2023,5,6,21,0,540.5889999999999,43.62868,92.204
2024,4,6,32,1,242.23333333333332,49.28413,33.213
2024,5,13,26,0,898.71,100.3052,203.28
2024,4,20,6,0,-0.4633333333333334,-10.28645,18.294
2024,6,2,13,1,48.07,2.08278,18.083
2023,6,4,15,1,495.1333333333334,92.5454,57.958
2024,5,8,38,1,47.61333333333334,-25.39248,7.8261
2023,6,8,30,0,670.3686666666666,70.0133,151.42
2023,7,21,10,1,9.268,-59.43915,50.265
2023,5,27,14,1,389.0,151.4467,73.775
2024,5,4,13,1,72.08666666666667,2.09721,13.406
2024,6,7,36,1,116.76666666666668,1.3480299999999998,36.829
2024,5,29,5,1,-1.0599999999999998,-17.66485,4.7009
2024,5,15,15,1,486.06666666666666,146.982,99.511
2024,5,16,39,1,1.8783333333333332,-54.97971999999999,46.931
2024,6,12,6,1,-2.5253333333333337,-25.52101,0.2892099999999999
2023,3,17,17,0,280.642,32.98038,38.359
2024,4,24,10,1,7.768666666666667,-16.850479999999997,16.488
2023,7,6,28,0,784.7689999999999,99.26694,174.91
2023,7,8,27,0,860.7416666666668,61.47843,263.11
2023,6,26,23,0,570.0496666666667,82.4666,200.65
2024,4,14,21,0,325.448,30.65583,111.06
2023,7,4,10,0,36.69733333333334,-15.8056,21.475
2023,5,16,30,1,526.2333333333333,196.8829,98.015
2024,6,22,30,1,350.06666666666666,60.78021999999999,89.74600000000001
2023,5,11,20,0,342.73033333333336,18.34274,46.593999999999994
2023,2,21,19,0,21.515666666666664,-4.10832,-4.282
2024,5,18,23,1,328.70000000000005,105.1498,65.374
2024,4,30,37,0,69.34333333333333,-25.65385,18.627
2023,5,18,20,0,748.0393333333333,133.497,125.86
2023,6,25,20,1,778.7666666666668,159.8089,119.07
2024,5,5,29,1,708.7666666666665,290.8793,70.343
2023,6,26,18,1,673.0000000000001,110.8323,204.79
2024,4,7,28,0,600.2123333333333,39.9456,185.17
2024,5,4,18,0,354.4213333333333,42.32543,86.88600000000001
2023,5,28,0,1,-2.765,-66.77682,11.554
2024,6,9,15,0,517.168,74.45553000000001,98.6
2024,5,7,21,0,326.413,47.1372,72.46600000000001
2024,4,23,2,1,-2.491,-5.78345,0.6551100000000001
2024,5,2,6,0,-4.47,-37.62998,7.6764
2024,5,28,40,1,3.0933333333333333,-23.64128,10.376
2023,5,9,41,1,-2.123,-50.04182,15.979
2024,5,1,42,1,-2.3713333333333337,-58.6926,29.632
2024,6,26,25,1,807.5333333333333,177.4944,236.71
2024,6,25,14,0,399.06033333333335,47.06824,51.42100000000001
2023,5,21,46,1,-0.9883333333333332,-43.85136,2.4271
2023,7,12,22,1,459.8666666666666,107.3274,160.66
2024,6,28,28,0,860.964,127.7451,250.14
2023,6,26,26,1,392.5,-24.91183,212.08
2024,5,17,17,0,616.0293333333333,79.00766,136.44
2023,5,2,13,0,19.660666666666668,-6.875889999999999,12.517
2023,5,11,44,1,-1.189,-45.50581,8.261
2024,4,23,25,1,458.8666666666666,102.5144,15.26
2023,6,6,4,1,-2.529666666666667,-46.26505,4.7206
2024,4,23,18,0,641.895,126.4845,95.249
2024,4,2,30,0,352.19000000000005,31.47069,108.28
2024,6,20,35,1,119.7,14.9391,49.794
2023,5,11,22,0,398.581,41.97757,86.296
2023,7,17,45,1,-2.106,-64.76083,25.448
2024,4,6,43,0,-6.0603333333333325,-26.44728,9.4596
2024,5,21,16,1,538.6333333333333,130.4681,72.226
2023,6,2,26,0,432.961,64.45376999999999,60.448
2024,4,4,38,0,-1.5833333333333333,-19.4869,29.346
2023,5,13,21,1,746.4333333333334,247.4156,95.804
2024,4,2,3,1,-2.036666666666666,-45.4878,7.7176
2023,6,10,41,1,-0.2043333333333333,-48.00833,8.4779
2023,2,24,20,0,96.33766666666666,7.07947,41.222
2024,4,13,6,1,-2.03,-46.17674,-3.1304
2023,6,29,30,0,173.1966666666667,10.61434,44.898999999999994
2024,5,5,16,1,388.5,70.20231,74.892
2024,4,20,9,1,-0.0516666666666666,-29.64027,21.511
2023,6,14,42,1,-2.5963333333333334,-46.79416,7.8833
2024,5,11,46,1,-2.4203333333333332,-42.36847,21.709
2024,6,15,27,1,569.2333333333333,110.5277,117.11
2023,7,31,11,0,5.515666666666667,-11.89639,22.878
2023,7,1,26,0,103.48166666666668,-15.34345,79.976
2024,5,13,17,0,591.3343333333333,81.15119,134.2
2024,4,1,42,1,-0.7763333333333332,-33.99862,6.8907
2024,5,21,9,1,28.92,-50.71561,12.404000000000002
2023,5,31,29,1,684.5666666666666,190.8484,118.24
2024,5,26,17,1,621.8666666666667,233.8296,82.139
2023,6,27,18,1,539.0,179.8455,135.57
2023,5,21,38,1,45.60999999999999,-77.78582,43.368
2023,7,7,17,0,634.1940000000001,95.2616,136.38
2023,7,5,39,1,15.2,-26.551509999999997,11.514
2023,7,25,1,0,-1.3146666666666669,-5.27348,10.288
2023,7,19,46,1,-0.6643333333333333,-13.79176,6.6787
2023,7,20,43,1,-1.893333333333333,-30.637559999999997,7.8247
2024,5,28,43,1,-1.044,-20.75571,6.1264
2023,7,29,23,1,568.4666666666667,54.41299,177.3
2024,6,19,42,1,-2.3929999999999993,-21.54243,6.3327
2023,7,26,20,1,525.5666666666667,87.40113000000001,175.93
2024,6,12,19,1,132.13333333333333,24.55348,29.524
2024,6,30,13,1,116.66666666666669,4.81041,49.066
2024,5,2,35,0,217.18933333333337,-23.46126,82.205
2023,5,11,1,1,-0.6813333333333333,-7.81226,0.18511
2023,6,8,5,0,-1.0146666666666666,-2.12371,-4.2745
2023,7,8,23,0,914.597,80.40694,249.99
2023,6,10,42,1,-2.0466666666666664,-60.20946,31.301
2024,4,12,9,1,-0.2993333333333333,-13.96314,5.9667
2024,4,24,2,1,-1.0113333333333334,-26.76261,7.1546
2024,5,14,41,0,-5.500333333333334,-58.812059999999995,30.276999999999997
2024,5,6,26,0,368.3250000000001,45.38958,81.95200000000001
2024,6,9,43,1,-2.598333333333333,-35.28351,7.5979
2023,6,9,32,1,344.0333333333333,24.33527,75.207
2024,6,10,27,1,291.1333333333334,59.01696,82.258
2024,6,4,21,0,341.8586666666667,47.35365,129.5
2023,6,8,16,0,214.82033333333337,27.04819,49.408
2023,5,16,11,1,12.743333333333332,-13.66251,21.39
2024,6,9,30,0,746.4326666666666,82.85486999999999,195.71
2023,5,7,47,0,-3.453666666666667,-24.8715,8.5678
2023,6,23,28,1,99.06666666666666,46.28201,151.15
2024,4,13,31,1,376.8666666666666,133.8248,37.13
2023,6,8,32,1,533.9,121.2616,134.87
2024,4,26,9,0,-3.379,-46.35377,16.926
2023,2,28,24,0,566.3706666666667,145.6589,68.05199999999999
2023,5,22,33,1,335.76666666666665,75.8181,71.048
2023,7,4,9,0,13.26233333333333,-14.86184,14.647
2024,5,26,28,1,776.3333333333334,214.4743,116.09
2024,5,22,31,1,209.2,7.68758,93.472
2024,4,19,7,0,-1.4043333333333334,-19.54584,18.833
2023,5,8,30,0,665.3173333333333,86.21339,140.56
2023,5,14,23,1,401.3666666666666,99.4133,57.273
2024,6,10,11,1,157.41666666666666,5.2531,19.068
2024,4,23,45,1,-0.8533333333333334,-18.80295,3.7032
2024,6,3,23,1,513.8666666666667,186.2222,105.6
2023,5,24,46,1,-0.377,-19.05406,1.6313
2024,6,7,21,0,689.5439999999999,75.35027,156.43
2023,6,27,27,1,485.3333333333333,141.5654,188.29
2024,5,11,27,0,564.8963333333334,85.25255,157.84
2024,5,17,45,0,-4.394666666666667,-28.58029,5.1026
2023,7,20,18,1,210.86666666666667,16.665429999999997,92.014
2024,4,27,13,1,210.9333333333333,31.39845,3.4024
2024,4,27,38,1,18.373333333333335,-25.215670000000003,14.639
2024,4,14,15,1,126.03333333333332,46.397459999999995,13.478
2024,5,23,4,1,-1.9913333333333332,-65.50787,24.321
2023,7,3,24,0,451.205,45.00391,160.32
2024,5,11,10,1,24.413333333333338,-12.84916,1.1024
2024,6,28,0,1,-2.0286666666666666,-33.93322,9.1029
2024,6,30,9,1,10.596666666666666,-59.84816,171.06
2024,6,3,13,1,162.06666666666666,32.312,29.774
2023,6,13,20,1,817.5,329.3847,235.26
2024,5,12,42,0,-4.6546666666666665,-47.9259,17.463
2023,6,20,26,1,703.6333333333333,170.7659,124.75
2023,5,18,39,1,16.596666666666668,-20.59865,23.955
2023,4,25,25,0,298.8156666666667,35.75568,100.22
2023,5,30,12,0,188.3766666666667,24.61534,24.721
2024,5,6,19,1,280.4,106.7311,55.875
2024,4,10,29,0,313.399,35.02062,70.322
2024,5,8,4,1,-0.9643333333333332,-19.6703,2.5218
2024,5,3,23,0,304.54833333333335,64.46351999999999,95.125
2023,5,31,32,1,517.8000000000001,140.3498,95.493
2024,4,23,4,1,-2.506,-7.347230000000001,1.7327
2024,5,11,38,1,81.85666666666667,4.2767800000000005,24.443
2023,6,7,14,1,186.69999999999996,15.69893,74.945
2023,6,9,45,1,-2.7276666666666673,-56.91036,35.665
2023,7,26,32,1,386.43333333333334,91.08461,126.3
2023,5,12,27,1,320.8666666666666,78.4023,137.49
2024,6,6,2,1,-2.999333333333334,-59.65051999999999,45.072
2023,5,18,4,1,-2.1783333333333332,-71.23595999999999,2.7929
2024,4,12,21,0,538.5053333333334,66.12954,119.74
2024,5,6,7,1,-0.6796666666666665,-10.89035,2.7867
2023,7,8,8,1,7.209333333333333,-83.80147,18.422
2024,4,12,42,0,-4.538333333333333,-14.01343,-0.030376
2024,4,25,17,1,91.31,33.77411,39.912
2023,6,10,3,1,-2.5136666666666665,-51.10466,8.0581
2023,5,15,13,1,265.6333333333333,15.95344,18.814
2024,6,20,37,1,62.90666666666667,-13.51458,21.759
2023,5,19,30,1,420.26666666666665,178.709,88.834
2023,6,19,31,0,365.29733333333337,53.20683,94.117
2024,4,21,17,0,578.0596666666667,99.95879,117.69
2023,6,18,25,1,734.8000000000001,134.5858,279.98
2023,7,10,37,0,142.83933333333334,53.42677,-35.475
2024,5,22,33,0,272.80233333333337,20.44563,75.292
2024,6,21,45,1,-0.1476666666666667,-77.95142,72.262
2023,5,8,17,0,565.938,92.76978,91.69
2024,5,1,7,1,-2.407,-34.63466,13.549
2024,6,20,12,1,277.90000000000003,51.393609999999995,71.583
2024,4,27,33,1,212.4,35.56259,16.612000000000002
2023,6,1,18,0,612.8866666666667,91.74332,72.185
2023,7,30,16,1,493.0333333333333,121.6623,90.442
2023,5,20,16,0,333.12433333333337,49.33551,64.699
2023,6,30,32,0,394.133,39.99451,127.98
2024,5,8,46,1,-2.978,-2.6189,-8.8797
2024,6,14,35,0,47.11833333333333,-11.50771,32.795
2023,5,28,23,0,897.2710000000001,115.0515,182.13
2024,6,20,39,0,42.095,-11.73589,10.395
2023,7,2,38,0,58.03966666666667,-34.79919,42.708
2024,4,2,7,1,-0.5126666666666667,-26.574790000000004,9.4451
2023,6,12,23,1,897.6666666666666,300.045,156.68
2024,5,19,20,0,448.10133333333334,72.23759,122.71
2024,6,17,4,1,-1.381,-15.254370000000002,6.2312
2023,2,21,36,0,-0.8993333333333334,-3.3561099999999997,2.6786
2024,5,1,38,0,18.869333333333337,-56.68249,37.109
