year,day_of_year,30min,location,incomingShortwaveRadiation,soilHeatflux,waterPressureDeficit,H_orig,LE_orig
2023,193,21,1,781.7333333333332,-20.769957969477183,8.639773835667086,179.8323,173.41
2024,98,28,0,600.2123333333333,57.35966666666667,17.342540970281256,39.9456,185.17
2024,127,25,0,511.37733333333335,45.91133333333334,8.0431799862567,72.15985,115.19
2023,132,40,1,-1.4196666666666669,-28.43839459890164,10.065578140770585,-54.79221999999999,17.059
2024,161,28,0,860.1676666666667,44.239,14.810693612710178,113.3626,242.88
2024,177,10,1,106.0,-5.0130400407830304,5.816801205021463,-23.36765,40.949
2024,167,41,1,0.7036666666666666,-5.606523376665928,9.0123675633557,-44.66637,7.603
2023,156,32,1,530.8000000000001,-40.35074345330921,17.471576352662645,121.16,77.773
2024,106,24,0,805.3686666666666,15.737666666666664,8.513896775607083,145.4792,241.23
2023,209,19,0,116.27966666666669,19.78933333333333,1.3910576612523755,7.286689999999999,39.743
2024,118,13,1,210.9333333333333,3.9870476260224543,2.9678756572298868,31.39845,3.4024
2023,159,7,1,-0.0739999999999999,-31.726583522119014,3.671358885929356,-32.12157,22.05
2024,131,20,0,821.9029999999999,54.779,13.878584504922967,128.2426,200.05
2024,123,14,1,303.70000000000005,-5.801194183676872,3.621225534197413,83.04485,48.153
2023,211,20,1,166.3,-43.61700581027869,5.016080681346359,21.58493,84.7
2023,184,12,1,205.4333333333333,-28.63254963930731,4.533960780878635,19.62988,35.729
2023,77,3,0,-2.8396666666666666,1.2716666666666665,6.15894748530113,-18.82481,5.2384
2024,160,17,1,640.7,-0.4376292256389806,9.114710094487874,145.4483,130.91
2023,147,47,0,-4.778333333333333,-16.289333333333335,1.199030524485119,-18.4614,-1.5773
2023,191,6,1,2.7453333333333334,-24.0682779794097,6.249776147935087,-47.25642,34.9
2024,111,17,0,297.7716666666667,3.812666666666667,2.883833945469668,38.83625,41.553999999999995
2023,195,4,1,-2.2840000000000003,-30.666148202661553,3.724013498949436,-45.50331,6.3979
2024,111,8,1,-0.1276666666666666,11.805086042171569,0.484002936615699,-35.19007,71.579
2024,96,36,1,16.876666666666665,-13.912956127453512,6.178831340055279,-81.5235,23.101
2024,124,23,0,304.54833333333335,15.134,4.355142936732298,64.46351999999999,95.125
2023,169,31,1,647.8333333333334,-32.91633492700502,19.86975626595725,184.384,139.77
2024,105,37,1,14.015333333333333,-6.381452128516494,5.7659919973324945,-13.69888,12.107
2023,211,39,1,8.806,-43.62040696081878,6.79561393323652,-45.95709,18.503
2023,189,32,0,603.3416666666667,49.76266666666667,33.843271197921666,25.9579,161.35
2023,75,40,0,-4.707666666666667,-5.216666666666666,3.930651927623989,-25.84389,5.2591
2023,204,24,0,286.205,22.941999999999997,9.627419905797748,-11.79903,169.8
2023,145,33,1,382.3666666666666,-33.780516623808694,5.883594595391541,115.9732,42.257
2024,167,11,1,7.385666666666666,-1.4555058308265971,0.9077087914104922,-6.31617,7.6302
2023,202,36,1,14.829999999999998,-48.36580797820255,2.668473086479267,-33.31735,57.513000000000005
2024,151,38,1,31.516666666666666,-2.1385589948238715,0.8052745190046782,-13.465179999999998,19.27
2024,102,23,1,272.23333333333335,3.5084748644357395,6.4457449492818775,104.4448,29.479
2023,160,35,1,290.3333333333333,-33.14233052565834,16.396476753448496,56.09985,124.17
2023,152,34,0,372.2483333333333,17.71766666666667,5.75327446932295,73.76252,50.282
2024,94,43,0,-1.9093333333333335,-3.0856666666666666,1.5099093199534082,-12.19766,-30.343000000000004
2023,72,22,0,139.314,18.810666666666663,2.7443028779543326,-11.50436,57.592
2024,180,31,1,639.5333333333333,-12.016237517802663,13.879932518213854,194.7794,239.59
2024,166,6,1,-1.3086666666666666,0.8188500653585139,5.580263136137047,-9.65535,1.6028
2023,158,29,1,692.6999999999999,-35.41010192194316,10.705531122687454,254.1727,138.49
2023,177,18,0,680.7676666666666,16.71366666666667,17.03848082042955,71.00298000000001,182.75
2024,124,28,0,139.067,6.902666666666666,4.456326123896014,9.91397,41.086000000000006
2023,168,22,1,872.3333333333334,-30.679463345201498,10.732687745859764,233.9473,174.92
2024,169,4,1,-1.381,-3.6960238991975833,4.037022774339254,-15.254370000000002,6.2312
2024,147,12,0,221.08166666666668,-16.362333333333336,1.9543303275359651,36.82253,41.848
2024,123,15,0,410.07666666666665,6.0120000000000005,6.21915747082673,55.25826,71.74
2024,123,21,1,762.9666666666667,-8.079182098491287,8.293265789310677,257.9565,89.415
2024,112,1,1,-0.453,8.88936816021648,0.7356903529119112,-6.93496,2.6933
2024,97,43,1,-2.658,-17.21734576155786,15.9644805407959,-48.9562,10.183
2024,127,32,0,118.90566666666666,17.023666666666667,6.949175338773923,-1.27424,39.124
2023,168,34,0,363.5433333333333,20.36733333333333,17.833384042818484,12.32004,45.697
2024,122,30,0,525.3969999999999,59.562999999999995,17.328241507563913,15.66754,155.66
2023,199,28,1,770.2666666666668,-50.78279580882064,13.534909157321286,235.6522,161.15
2023,212,8,0,-2.054,-16.743666666666666,1.751312432246948,-13.55099,14.667
2024,181,0,0,-4.643999999999999,-37.69933333333333,1.9541918460677667,-16.26281,2.317
2024,135,46,1,-2.688333333333334,-8.483847786257392,10.164254585035223,-78.63245,19.224
2023,169,21,0,845.6906666666667,32.48833333333334,19.93330757462561,162.6837,197.3
2023,129,5,1,-2.07,-29.26740695182269,4.902772963607419,-22.59486,3.3622
2024,119,21,0,515.0266666666666,51.14633333333334,13.139173535020666,62.196169999999995,161.8
2024,103,32,0,94.89166666666668,19.702333333333332,6.274185946333912,-10.10638,44.618
2023,127,33,0,233.53033333333337,16.089,4.210466940094534,23.02487,54.799
2023,177,29,0,676.8306666666666,26.365333333333336,12.763138968281568,68.64788,225.02
2023,47,46,0,-0.6680000000000001,2.569,1.931586118457215,-18.18159,10.491
2024,121,5,1,-2.2193333333333336,-6.933395641044218,4.594372097417024,-34.28475,3.0967
2023,209,39,0,22.769,-2.032,6.109091607473296,-16.83194,9.665
2023,204,42,1,-1.181,-48.75259839600655,5.019696558985816,-33.58599,4.8698
2023,208,3,1,-1.874,-40.370354342593515,2.949968774761171,-49.84016,0.25017
2023,183,28,1,379.1,-31.291163888082203,8.00477927362411,100.0684,129.79
2023,123,29,0,732.6463333333332,43.85166666666667,8.843954915450023,105.8367,127.04
2024,148,16,0,258.48533333333336,13.668666666666669,5.875496879707503,20.61983,67.29
2024,116,28,0,250.69266666666667,25.840333333333337,4.379546039425733,37.84166,83.854
2023,183,13,0,204.76699999999997,-3.980999999999999,2.2159209292528637,13.48369,55.99100000000001
2023,64,7,0,-1.1690000000000005,-6.5183333333333335,0.4884600653198259,-5.92931,2.0599
2024,124,38,0,12.819666666666668,-8.741333333333332,2.8353159617393384,-4.9787,13.045
2023,139,30,1,420.26666666666665,-32.12422867568927,8.873275058552414,178.709,88.834
2023,146,24,1,919.6666666666666,-32.54394512531762,5.322214599880226,409.7797,134.75
2023,73,41,0,-2.669333333333333,-6.966666666666666,2.346413864988195,-17.16454,16.721
2023,159,18,1,186.8,-32.13472158692996,3.537361440188972,30.08523,56.9
2023,207,20,0,658.3596666666666,70.01299999999999,5.7973796435736205,81.61906,169.67
2023,177,39,0,19.777,-2.879,9.347535938430797,-22.3366,34.330999999999996
2023,129,45,0,-4.155333333333334,-7.868666666666667,9.262859156171189,-54.6945,30.0
2023,206,11,1,42.74,-44.25526427333415,0.675615038555458,-8.09641,15.895
2023,180,26,1,469.8666666666666,-29.6281460037877,10.144422992920353,109.902,177.1
2023,139,26,1,418.4666666666667,-30.887801907008352,8.440491938678166,166.0038,77.509
2023,136,27,0,556.4116666666667,20.369333333333337,7.455442160120358,93.21588,142.18
2023,187,33,0,384.4696666666667,30.201333333333334,16.426821664409868,31.36181,91.534
2023,119,1,0,-0.9713333333333334,1.914,0.4888017522254824,-3.8401,-5.1101
2023,157,14,0,233.59966666666665,-5.915333333333334,4.668965969419229,16.76099,27.682
2024,144,45,1,-2.217,-6.331546336828747,6.018325741716939,-26.65873,2.6956
2023,49,7,0,-0.5956666666666667,1.0686666666666664,0.8514573748043492,-7.30797,1.7174
2023,193,31,1,643.1999999999999,-23.025137872273117,14.64833486082306,149.5686,156.77
2023,156,10,1,83.67666666666666,-34.61756148119672,8.543349859315118,-41.97275,25.353
2024,111,8,0,-0.5296666666666666,-13.122666666666667,0.849339877961981,-11.10882,16.817999999999998
2024,92,2,1,-1.5926666666666665,-5.080381112333432,2.9833005432436384,-16.09581,0.7698
2023,148,15,1,476.56666666666666,-31.527362938355743,7.634855621382847,118.225,77.142
2024,164,29,0,435.8333333333333,23.414666666666665,7.920547633761554,47.26316,148.29
2023,51,3,0,-0.8356666666666667,-3.0263333333333335,0.9148927847471882,-10.16107,12.655
2023,201,45,1,-1.563,-50.81630075988584,6.23951231141276,-35.6475,7.9828
2023,175,19,1,745.1,-23.466636158339004,7.525960462745273,222.9965,178.07
2023,138,23,1,850.6333333333333,-28.016290107404775,5.768966714265839,411.3169,140.54
2023,177,36,1,145.96666666666667,-24.679254873239355,10.17911461719702,-25.02555,87.208
2023,207,16,1,131.1866666666667,-39.7652390060777,1.1189849597417325,-13.00357,39.032
2023,154,14,0,423.094,-12.498666666666669,7.806996582309315,62.47883,77.773
2024,97,20,0,652.2296666666667,47.220333333333336,10.150251428021788,81.70827,164.15
2024,98,4,0,-5.5473333333333334,-4.415333333333333,13.532119242931666,-62.24511999999999,22.312
2023,64,29,0,206.72633333333332,3.4006666666666665,1.8935466353089687,41.37875,34.836999999999996
2024,172,36,0,93.28033333333332,6.302,5.696810008667686,-12.20194,36.613
2023,150,24,0,908.7553333333334,43.78733333333334,9.619351951214734,156.026,113.03
2024,148,43,0,-0.903,-11.702333333333334,0.574141557461914,-3.75748,-23.925
2024,145,6,1,-2.251,-3.324550031989238,4.679332143466302,-29.405990000000003,3.907
2023,199,23,1,651.0333333333333,-48.125845952863365,10.363668982552628,218.3194,152.9
2023,205,16,1,462.7,-47.73760823695714,5.653494471066777,78.54285,91.577
2023,186,7,1,-1.813,-42.41191304550973,6.7578615078676485,-10.60198,4.9067
2023,184,15,0,486.984,-6.977,7.434706236394806,71.60721,126.16
2024,107,33,1,150.2,8.88340751473987,1.8374161381806688,24.92977,54.75899999999999
2024,172,40,1,15.547333333333334,-7.828501218840747,3.477572266618875,-15.34491,5.9401
2023,156,35,1,297.09999999999997,-40.76192084413474,17.390948692035753,59.73944,95.285
2024,127,1,0,-2.0573333333333337,-13.655,1.3812563571635827,-4.33944,2.3441
2024,103,0,1,-0.819,0.2703118189862625,2.4996079967152696,-8.27092,-4.8437
2023,146,1,1,-1.9516666666666669,-32.77305241489061,1.7568006583410458,-36.6581,-5.7284
2023,142,11,1,107.33333333333331,-37.49196787700465,3.065468399148269,-1.71947,9.3926
2024,119,23,0,512.4226666666667,46.42333333333334,12.688041856742686,44.662690000000005,107.23
2023,212,45,0,-0.771,-14.003333333333332,0.4940525139368716,-12.84575,32.716
2024,130,9,1,8.336666666666666,-0.0619196796869875,4.934460704535769,-54.845659999999995,4.4465
2024,173,19,1,40.48666666666667,-8.10279547019536,3.2065290739100476,-12.39528,26.112
2024,136,41,1,-2.265333333333333,-10.866979755990794,12.126411146425296,-96.71185,46.012
2024,119,31,1,251.76666666666665,-15.687535711701198,10.977646142528451,59.26469,22.841
2024,136,47,0,-4.358999999999999,-17.769333333333332,10.184687356686636,-62.88658,28.537
2023,140,35,1,131.23333333333332,-34.39749980476232,3.96636488323262,3.2202599999999997,21.667
2024,178,13,1,319.56666666666666,-5.135413736642279,5.6435199931802025,42.67496,55.757
2023,143,10,1,11.704,-28.846532663712615,0.5769709503292386,-30.411609999999996,32.076
2023,62,26,0,193.01200000000003,1.5730000000000002,0.4262439112589042,57.08606,19.088
2023,148,40,1,5.301666666666667,-36.65419937056552,11.359637028143672,-44.59948,15.114
2024,124,10,1,7.017666666666666,-6.394899659075507,0.8095333186560651,1.55032,3.189
2023,145,12,0,67.74499999999999,-8.468666666666666,0.6223307678387293,7.84559,16.176
2023,203,26,0,429.6266666666666,33.93533333333334,10.303826984001033,39.38319,127.69
2023,139,25,0,725.415,38.11733333333333,10.61853221580655,96.7295,178.26
2024,124,22,1,225.9666666666667,-4.917315363374863,2.124315705250547,65.24194,47.941
2023,127,43,0,-4.144,-9.104,2.2275534727668447,-26.24792,7.2644
2024,155,21,1,387.7,5.033081365938035,2.6357727238878557,97.24252,48.882
2023,155,24,0,912.5726666666666,42.939,16.793309498289666,146.3821,184.41
2024,142,3,1,-2.5573333333333332,-5.251527557292658,3.297273018246317,-50.15104,8.0154
2023,148,30,1,671.7333333333332,-36.02571016969969,14.550815506052691,219.3294,63.77
2024,129,39,1,7.855999999999999,-5.889954498326774,7.664957605497643,-36.63285,9.1149
2023,187,12,0,212.151,-23.903333333333336,4.121676244960378,11.34569,28.261999999999997
2023,198,33,1,272.53333333333336,-47.881180208692086,13.747872662731504,28.509559999999997,81.7
2024,122,16,0,465.951,20.838,5.796085789086312,58.96124,81.29899999999999
2023,197,15,1,444.4333333333334,-43.37429391854539,5.259570986976602,94.40919,125.47
2023,116,32,0,365.45266666666663,5.926000000000001,5.821888185438429,85.37024,99.013
2023,156,6,1,-2.863666666666667,-35.23584723044224,8.803946616219239,-28.10377,2.736
2024,128,22,1,170.0666666666667,-1.714925518592215,3.5319046886626175,35.77966,18.09
2024,164,20,1,386.6333333333334,7.239327752600999,3.001142366543702,122.9089,57.381
2023,129,33,0,439.7086666666667,21.488,13.76364125731282,7.127039999999999,112.42
2024,147,29,0,711.232,65.73333333333333,17.800943449335563,64.72243,208.29
2024,149,17,1,394.9333333333334,2.179495335566669,2.314540514505513,80.22058,110.46
2023,151,19,0,786.6506666666668,20.091333333333335,13.516419292388091,101.0215,134.82
2023,188,27,0,883.293,79.817,23.19176512544834,69.19373,214.35
2023,148,1,1,-2.917,-33.795351429355904,5.306629050189313,-47.03912,14.786
2024,113,45,1,-2.656333333333334,10.435354356151796,1.9187292903058424,-27.674709999999997,2.9018
2023,176,4,1,-2.448,-26.33850978246816,7.1732441539339025,-16.88575,3.7984
2023,205,37,1,149.63333333333333,-48.75592718164156,1.9371641101211008,-23.21569,102.68
2024,177,31,0,668.3753333333333,71.42566666666666,20.649967747970237,50.95789,142.25
2023,193,35,0,371.80766666666665,2.664,18.962669208982433,10.50036,112.55
2023,51,22,0,328.99133333333333,5.151666666666666,2.7402862077422387,59.59295,74.672
2023,143,46,1,-2.4266666666666667,-27.83306216767048,1.7797620841419528,-45.21642,2.6504
2023,177,42,0,-3.504999999999999,-7.116,7.579567354244453,-23.41161,25.305
2023,180,25,0,452.57666666666665,26.643666666666665,13.11684206494684,90.99182,142.4
2024,116,40,1,-1.0176666666666667,3.0711647757133065,1.9181365168062623,-16.24457,2.8004
2023,118,28,0,222.93733333333333,6.290666666666667,2.7935186583297753,34.280390000000004,47.853
2024,139,19,1,449.23333333333335,-1.5676903555719084,4.183690678975843,124.7027,75.911
2023,138,35,0,285.32466666666664,13.875333333333332,9.262242032685627,30.78533,64.96300000000001
2024,127,29,0,239.92500000000004,29.368333333333336,7.743916588750372,14.734979999999998,62.538999999999994
2024,148,17,0,484.0139999999999,16.887666666666664,6.939303157926592,52.57124,101.94
2024,167,36,0,275.82466666666664,7.189,14.51406160952392,-14.230720000000002,87.363
2023,192,9,1,28.396666666666665,-23.247659955481264,6.764369078571562,-9.47586,1.686
2023,156,1,1,-2.936666666666667,-35.85116601857841,10.489422780497415,-32.93255,2.7581
2024,94,10,1,-0.0093333333333333,4.699904608463699,0.8539162878152098,-17.160020000000003,1.6661
2024,157,23,1,94.48666666666668,-2.667184145649405,3.7712153648040214,7.3388,19.877
2023,189,10,1,92.99666666666668,-39.92610619013357,12.850153657286588,-82.87361,42.99100000000001
2023,148,2,1,-2.391,-33.59048638299429,5.502652526867731,-36.76064,8.9128
2024,157,7,1,-0.3216666666666667,-2.0553311463263526,4.381897744259305,-21.69644,2.0283
2024,107,42,1,-0.3426666666666667,8.588446177513205,0.7087950062263282,-16.36451,72.908
2024,139,24,0,313.9886666666667,39.065666666666665,8.003336474314995,35.25652,70.863
2023,144,34,0,276.3586666666667,9.760666666666667,5.420912927295026,24.84936,47.559
2024,95,7,1,-2.247,1.1951405317808794,1.980844016219585,-55.38692,9.4573
2023,167,31,0,225.629,17.886666666666667,10.577231658294826,22.088279999999997,60.568000000000005
2023,198,10,1,61.906666666666666,-42.566484482821075,8.418719323508721,-55.753440000000005,19.889
2023,132,15,1,242.30000000000004,-31.528303682122168,3.336686055559772,12.69866,65.563
2023,198,36,0,129.133,2.0383333333333336,15.660317207334948,-18.29642,47.373000000000005
2023,75,20,0,502.6496666666667,-2.525333333333333,3.83643329656703,83.57512,72.28
2023,57,18,0,286.2426666666667,-12.261666666666663,1.4692612249143586,22.335379999999997,17.459
2024,113,13,0,31.749666666666663,-18.786,0.4366502287257319,-4.32782,8.0929
2024,133,15,0,449.7863333333333,0.979,5.33550865796683,71.08337,73.09100000000001
2024,100,23,0,59.72966666666667,28.050666666666668,6.550476044488551,-18.67715,48.56
2023,210,28,0,410.3926666666667,48.21633333333333,12.70225752883896,13.5436,185.65
2023,119,25,0,193.1233333333333,7.468333333333334,3.340041761459293,11.43626,20.482
2024,125,24,1,481.26666666666665,-1.6888337501841653,6.340010861374079,196.5551,118.38
2023,184,26,0,729.2963333333333,12.892666666666663,12.691178350539545,136.4456,243.03
2024,95,4,0,-2.1253333333333333,-6.127,3.229675127644464,-39.76444,33.036
2023,118,47,0,-0.2936666666666666,2.009,0.5754618718676721,-8.379,3.6806
2024,113,0,1,-2.147,11.680909023350711,1.487468134793703,-8.41571,4.0302
2024,135,12,1,194.7,-3.430557655348203,5.639266696467523,34.133340000000004,25.836
2023,198,35,1,233.7,-48.08459795695158,13.3027178419346,18.69209,78.079
2024,136,20,0,813.0953333333333,43.321333333333335,14.978365704441607,111.7444,165.09
2023,126,32,0,206.86166666666668,35.512,8.6071781041056,9.51574,63.32899999999999
2023,209,36,0,131.49666666666667,18.677666666666667,10.73619627989127,-22.26875,32.882
2023,209,23,0,229.34,41.108666666666664,3.7389752919036745,10.5359,69.311
2023,137,4,1,-1.717,-29.489060656169485,1.1052350222147584,-48.61443,-0.95182
2023,183,36,1,215.7,-31.70002560194421,9.583787635417137,20.07711,76.102
2024,148,12,1,128.46666666666667,-3.840170168607515,3.123136205935685,-8.042869999999999,20.073
2023,197,29,0,765.6746666666667,45.73,20.07936603413548,88.1202,191.66
2024,179,8,1,5.2700000000000005,-11.476600410289716,7.709866837859764,-42.61416,20.601999999999997
2023,178,9,1,64.37666666666667,-18.73990528647325,3.1521062544102563,-32.97547,10.371
2024,93,41,1,-0.5106666666666667,-0.6092374703357798,1.7554968421115935,-46.11068,22.616999999999997
2023,155,43,1,-2.9873333333333334,-36.87491233114594,10.965078636349258,-38.521440000000005,5.5096
2024,160,27,1,834.3333333333334,-7.888510775304437,12.89359515817801,263.7702,184.26
2024,145,43,1,-0.52,-4.22723031948319,1.412358500532649,-8.01437,7.7656
2023,151,20,1,815.0,-33.366082812253254,10.800566600827322,287.8524,133.22
2023,193,37,0,184.843,-12.699999999999998,16.93808853152975,-21.75093,83.285
2023,135,29,0,762.6383333333333,34.26733333333333,10.7685056659481,90.54138,199.09
2024,157,19,1,94.53000000000002,-1.9570419527362208,3.223371326715295,25.0159,36.249
2024,92,30,1,48.5,-3.77601456605838,0.3827822516466224,177.6711,82.78299999999999
2024,100,43,1,-1.1173333333333333,1.4909283906602502,3.758248765993545,-31.9119,25.279
2023,155,34,1,369.4,-36.85566326638714,15.103742398197287,86.19787,51.496
2023,180,10,1,29.703333333333333,-26.557847809851506,5.908327114292236,-7.31531,6.3379
2024,96,7,0,-1.6940000000000002,-5.177666666666667,1.6022854209951607,-13.19505,3.4826
2023,147,23,1,874.3333333333334,-33.57311880576823,7.760194131312881,353.7145,158.46
2023,159,5,0,-1.0146666666666666,-3.5583333333333336,0.0924301308154866,-2.12371,-4.2745
2024,112,27,0,329.46566666666666,9.170666666666667,4.495451815850467,49.52472,78.703
2023,183,43,1,-2.1346666666666665,-30.271035820770123,6.745961933496567,-51.84761,5.2617
2023,64,13,0,-1.2106666666666666,-6.938666666666666,0.4321548301319353,-7.86575,4.6991
2024,109,20,1,238.0,11.707649583786331,0.3650941733408075,60.83152,106.07
2024,92,10,1,-0.6866666666666666,-1.9086210733165765,2.442394547867245,-12.13834,4.3561
2023,191,26,1,576.3,-26.941888361261444,5.816970077480455,128.404,283.33
2024,160,11,1,154.03333333333333,0.0162118173713919,5.600654282745031,-14.64647,15.314
2024,118,20,0,716.2443333333334,62.43066666666667,9.16038117408826,106.6645,129.36
2024,149,38,0,32.11166666666667,-10.457,8.058694733069384,-17.8906,16.764
2023,183,4,0,-1.7220000000000002,-5.210333333333334,0.1216369093088367,-1.61699,2.5388
2023,127,18,0,55.964,-4.8773333333333335,0.869861477346241,8.12142,25.093000000000004
2023,163,20,1,814.2333333333332,-19.764302883186737,15.506959518639167,305.2954,326.98
2023,185,26,1,739.6333333333333,-30.262496761967355,11.427332848064914,173.0823,130.2
2024,146,0,1,-0.1723333333333333,-2.7436718214070104,1.0157725511373776,-2.18169,-12.148
2023,49,8,0,-0.6973333333333334,1.3219999999999998,0.7303165805151401,-9.44602,9.8336
2023,186,17,1,340.5,-42.21015969006768,2.1741668782572905,-63.54427,185.32
2023,180,19,1,416.0333333333333,-27.57841006659427,6.948677337404918,127.9879,111.86
2024,133,44,1,-2.3023333333333333,-7.404643172245761,6.042084309852688,-58.395990000000005,2.019
2024,142,19,1,682.6666666666666,-4.6675575315408,7.61041403717392,184.3328,147.53
2024,150,17,1,404.8,0.8250480041997544,3.4398146524597593,106.7478,47.319
2023,133,9,1,11.676333333333332,-24.520775731052044,6.810905993358972,-16.543110000000002,1.7476
2024,155,17,1,230.83333333333337,5.020495939082357,2.3564828003705074,64.64158,50.258
2023,164,27,1,770.2666666666668,-24.493638891636447,17.004453947626104,229.6552,133.95
2024,135,45,0,-5.480333333333333,-18.099666666666668,10.041104296780428,-60.77129,21.930999999999997
2023,172,24,1,511.1333333333334,-32.9064932999103,8.314708459877544,123.587,163.71
2023,163,1,1,-3.016666666666667,-14.4160298413454,10.512980588860993,-63.99821,12.201
2024,153,33,1,58.663333333333334,-11.753331877451144,3.513368265762871,-28.65755,149.24
2023,178,31,1,356.1666666666667,-25.10439869075076,10.506798592425426,40.4185,113.64
2023,211,14,1,319.73333333333335,-43.42219948572709,3.764283810929222,63.3835,78.917
2024,137,22,0,572.005,47.238,12.089729639002408,82.56931999999999,125.48
2023,136,47,1,-2.399666666666667,-30.510925481204204,1.8337650630257771,-31.2379,-0.75074
2023,127,4,0,-1.183,-5.546666666666667,1.0146268179553743,-6.820939999999999,10.079
2023,176,7,1,-0.5523333333333333,-26.13567095344951,6.531601898969464,-20.11519,7.1656
2023,152,4,1,-2.733333333333333,-34.61256830274428,5.972882448202359,-39.43545,4.0855
2024,100,16,1,165.9,-8.412162119618145,5.790313317350902,43.38602,1.6822
2023,137,41,1,-2.2916666666666665,-30.092583964772956,3.7267838784680904,-54.31655,6.4632
2023,154,20,1,829.6666666666666,-31.112133112844216,9.16238080719161,273.4251,113.15
2023,166,16,1,558.0666666666666,-26.36448878340207,10.108099905189883,100.7926,68.602
2024,164,36,1,82.67999999999999,1.0617754226821143,2.9904468711524252,-33.142959999999995,51.6
2023,167,30,1,510.56666666666666,-31.08297005608548,8.446201649413792,117.1018,170.79
2024,122,6,1,-1.929,-12.520029948551093,7.359633389495626,-42.13303,12.050999999999998
2023,76,45,0,-2.779,2.2103333333333333,6.899956321999626,-24.09197,8.6991
2024,139,16,0,374.8663333333334,26.506666666666664,6.668332272915167,55.28527,65.95
2023,156,7,1,-1.7283333333333335,-34.82343963622991,8.552350441661188,-29.52302,4.362
2023,120,26,0,855.1923333333334,27.386,8.610400582097613,113.328,165.72
2023,205,45,1,-0.8273333333333334,-46.500385454320075,1.4998030148418913,-28.20066,14.878
2023,209,43,1,-0.7359999999999999,-59.63063566170072,2.5644208381156837,-15.2781,8.8557
2023,148,22,0,881.6850000000001,43.013,15.796472561634198,119.0078,191.43
2024,135,32,1,496.8999999999999,-13.024802443550143,15.541940601148308,133.0738,160.33
2023,138,7,1,-2.1363333333333334,-27.21817756896502,1.7158765628522747,-46.34826,1.9464
2023,73,20,0,217.94633333333337,9.35,2.7023815774746858,23.20933,62.474
2024,154,26,0,117.091,2.942,1.3347609424448628,12.98034,35.283
2024,134,19,0,725.9989999999999,46.31166666666667,12.580873509615252,98.51689,160.04
2024,107,35,0,194.773,2.7763333333333335,1.7938633732464684,12.13348,58.147
2023,180,11,1,72.05333333333333,-26.96989357953831,6.150290533579167,-6.794510000000001,16.955
2024,141,9,1,9.455,-0.0321765715455921,0.5278959741587741,-1.16024,-4.0198
2023,206,12,0,55.089,-16.058999999999997,0.3222579690883638,7.88714,10.380999999999998
2023,57,5,0,-1.684,-15.739333333333336,0.7099395656228351,-9.59217,3.8578
2024,149,41,1,-1.0673333333333332,-2.3365882555165296,6.1789824417305645,-23.11431,4.8846
2023,199,8,1,1.9003333333333332,-41.576749675654526,3.1016574755177952,-72.27638,22.656999999999996
2024,166,31,1,75.08666666666666,-4.8481099420421865,5.649639586832901,7.01832,19.981
2023,162,1,1,-2.145,-17.299337120481706,7.809775559241542,-58.17466999999999,15.0
2024,107,43,1,-0.4713333333333333,8.884490684236585,0.7738274004216414,-30.041009999999996,36.473
2023,210,25,0,710.167,58.35166666666667,9.04129639237344,91.42123,241.94
2023,167,31,1,266.09999999999997,-31.291887537133363,6.9358745905509664,48.32091,46.68899999999999
2023,50,28,0,194.43966666666665,13.418,1.9897298754436832,29.91467,49.572
2023,135,15,0,211.68733333333333,-2.768666666666667,1.9103461278092908,15.007279999999998,38.508
2023,151,21,1,853.3333333333334,-33.979013558520776,10.71598546133056,316.1545,128.74
2023,156,13,0,300.5696666666667,-13.973999999999998,3.2835675682284116,49.73408,58.048
2024,117,34,1,73.80666666666667,-6.873101607357876,5.904799888615391,19.74524,8.526
2024,117,8,1,-1.958,10.127645176170631,2.1654884962047847,-49.72307,9.057
2024,166,35,0,47.11833333333333,2.4726666666666666,6.220789429474623,-11.50771,32.795
2023,78,41,0,-1.229666666666667,5.003333333333334,3.0985703132296436,-8.8157,6.0576
2024,128,21,1,281.6,-1.2316026947849466,3.6280453676935807,61.14785,63.673
2024,94,19,0,85.86933333333333,11.935000000000002,1.2706286706337906,2.95182,41.498999999999995
2024,115,20,0,339.6413333333333,8.381666666666668,3.481521969194504,65.83442,80.347
2023,183,25,1,592.7333333333333,-31.090857830742376,7.775858685098283,167.9519,204.52
2023,132,41,1,-2.675333333333333,-27.812148710094167,9.715147849938242,-62.94636,12.819
2024,95,34,0,153.74666666666667,15.323333333333332,4.364625811448475,-11.32991,60.715
2023,173,13,1,106.30333333333334,-21.40293379445971,3.9669720995603335,-6.4562800000000005,29.497
2023,177,12,1,235.4666666666667,-23.452235542222503,9.69615501345893,-19.885,63.525
2024,112,26,0,251.576,10.004666666666669,3.9820861223663417,42.77572,79.67399999999999
2023,47,38,0,-0.753,2.798666666666666,1.641258673545014,-6.50859,2.8714
2023,191,37,1,153.26666666666668,-27.141036580119533,12.662026157147745,-6.971210000000001,71.961
2023,118,18,0,237.1,0.7083333333333334,2.9371809643704037,23.16394,59.355
2024,118,16,0,477.112,16.371,5.618480956490982,57.5546,61.953
2023,133,20,1,530.4666666666667,-25.53685136367808,9.48723497518224,212.8199,66.921
2024,155,41,1,-1.19,2.018833514085943,3.051612633651768,-30.01581,12.083
2023,69,22,0,131.95566666666667,18.729666666666663,2.0280448941325666,4.93281,15.951
