year,month,day,30min,location,netRadiation,incomingShortwaveRadiation,soilHeatflux,airPressure,waterPressureDeficit,waterVaporPressure,windSpeed,relativeHumidity,day_of_year,H_orig,LE_orig
2024,5,21,15,1,315.44666666666666,478.5333333333333,-2.9241065852295214,953.0,5.473565682957988,12.939415982072246,3.4796666666666667,70.27333333333333,142,126.8412,87.632
2023,6,17,46,0,-51.66966666666667,-4.164666666666666,-10.964666666666666,986.5223333333333,2.441367786463541,13.252018456070466,1.4376666666666666,84.44333333333333,168,-22.460810000000002,0.89338
2023,5,20,21,0,221.106,381.974,6.794,993.8653333333333,4.628693502471695,11.799288689508487,2.4816666666666665,71.82433333333334,140,57.70601,86.336
2024,5,27,16,1,189.50500000000005,292.1333333333334,-3.3285884977887332,961.0,4.122555805449316,12.93394318275638,1.6169999999999998,75.83,148,59.412169999999996,75.92699999999999
2023,5,24,45,1,-25.377333333333297,-0.3713333333333333,-31.330530396461135,966.3333333333334,1.3400386290532431,9.952421728137002,2.3333333333333335,88.13333333333333,144,-20.682579999999998,5.1894
2024,6,6,37,0,27.355999999999995,115.13233333333334,2.8800000000000003,987.2146666666667,12.462151541506444,9.64849772072348,1.252,43.63733333333334,158,-34.81987,65.127
2024,5,6,24,0,246.6916666666667,433.9086666666667,42.68333333333334,979.9806666666667,7.375133556101279,12.389217709958999,1.288,62.684666666666665,127,60.474759999999996,100.64
2023,6,26,29,1,361.4929999999999,477.73333333333335,-26.32526700483335,960.0,8.989687452124922,15.98166658155542,5.298666666666667,64.0,177,17.09454,203.3
2023,7,28,29,0,116.01866666666668,197.36533333333333,46.17466666666667,980.0896666666667,9.586020175466878,18.88251534469373,1.3776666666666666,66.32766666666667,209,-3.75515,82.47399999999999
2023,5,22,15,0,164.23,383.15366666666665,6.1323333333333325,986.2269999999999,6.507347550558411,16.164230760022757,1.5223333333333333,71.29733333333333,142,30.413520000000002,78.189
2024,4,1,4,1,-63.02600000000001,-1.9846666666666666,-3.6885260366687533,939.0,2.8855477285523,10.644685446903932,2.6473333333333335,78.67333333333333,92,-24.50349,1.7688
2023,7,6,15,1,287.1600000000001,435.3333333333333,-39.54647989793525,962.0,3.912425645705113,11.533392142313494,3.1566666666666667,74.67,187,87.75838,52.254
2024,4,25,15,1,90.17199999999997,118.42666666666666,12.979437945235103,947.0,0.34389322141675116,6.580131370866846,2.6193333333333335,95.03333333333335,116,10.82046,54.461000000000006
2023,7,10,30,1,545.1853333333333,729.6333333333332,-28.16919715189867,965.0,12.556473447545415,14.704649973091612,4.660666666666667,53.94,191,170.449,166.28
2024,4,15,47,1,-11.226666666666631,-0.07966666666666666,11.69825383201992,944.0,0.4357928464555947,6.555536241067324,4.116666666666667,93.76666666666667,106,-53.930240000000005,201.96
2024,4,16,0,1,-6.67033333333336,0.17366666666666666,12.697844340074182,944.0,0.5296128248355565,6.563416079212085,4.294,92.53333333333335,107,-66.01905,218.03
2024,5,12,38,1,-48.16266666666667,54.086666666666666,-10.176531489815073,961.0,8.39997689982772,10.730009207728006,3.099,56.089999999999996,133,-48.64312,37.578
2023,2,19,40,0,-9.452333333333334,-0.48733333333333334,-1.3403333333333334,995.333,0.7840969198284018,8.14503593579415,0.5296666666666667,91.21866666666666,50,-1.56382,4.235
2023,5,29,3,1,-89.27933333333334,-2.687333333333333,-34.82184760831753,963.0,5.217095714151727,9.774558636858979,2.574666666666667,65.19999999999999,149,-43.6296,2.0661
2024,4,22,35,1,42.15266666666673,119.0166666666667,3.586131958514571,963.0,3.2153026502556328,4.652485237808722,1.907,59.13333333333333,113,101.4956,38.414
2023,3,6,0,0,-14.340333333333334,-1.1239999999999999,-6.726333333333334,979.1086666666666,1.1536315037103035,5.688379668286035,1.1733333333333333,83.139,65,-8.37156,4.6022
2023,7,4,47,1,-31.46599999999995,-0.6473333333333333,-42.410321017597305,956.0,8.14217186051296,10.294325672537745,3.4633333333333334,55.836666666666666,185,-73.54648,59.288000000000004
2023,7,19,37,0,7.878666666666667,80.74966666666667,-1.0783333333333334,983.2143333333333,11.72405753605816,13.81669666347309,1.7363333333333333,54.09666666666667,200,-19.50574,47.137
2024,6,27,40,1,-49.83733333333333,18.253333333333334,-16.480328991997855,955.0,5.4800446493563335,20.163589648052795,2.111666666666667,78.63,179,-19.4429,30.037
2024,5,31,47,0,-12.079333333333333,-0.8636666666666666,-8.842666666666666,982.908,1.069329251474251,14.944986615252766,0.06966666666666667,93.32266666666668,152,-3.50207,4.5147
2024,5,21,32,0,13.32,57.17366666666667,16.281333333333333,976.9899999999999,12.607989165707574,14.928588340770146,2.4579999999999997,54.213666666666676,142,-27.20102,52.465
2024,6,11,4,0,-14.228,-0.9,-28.24933333333333,979.8643333333333,2.2393881999819314,9.007225343076236,2.6943333333333332,80.08833333333334,163,-10.07362,23.508000000000003
2024,6,3,7,1,-6.412333333333208,-0.16033333333333336,3.1918491528181696,961.0,0.9185870145552233,10.660240900006407,2.103666666666667,92.06666666666666,155,-2.0526400000000002,1.9848
2023,5,17,3,1,-80.23466666666667,-2.344,-29.487106803731532,963.0,1.196669264578297,7.270330248947383,3.2159999999999997,85.86666666666666,137,-47.03318,-1.2171
2023,7,26,5,1,-79.10933333333338,-2.210666666666667,-39.55842010727806,954.0,1.5914700027088262,10.314789369177651,3.739333333333333,86.63333333333333,207,-51.652770000000004,4.3426
2023,2,26,37,0,-47.657000000000004,-3.6696666666666666,-8.153666666666666,995.149,2.6924620648763207,3.6911077223974256,0.9039999999999999,57.822,57,-11.232669999999999,5.4211
2023,4,27,23,0,541.4509999999999,889.2623333333335,20.339333333333332,992.011,6.8510502741290535,5.924959884435254,1.4400000000000002,46.37566666666667,117,208.2618,187.63
2024,5,28,12,1,36.790333333333365,57.25,0.6240262350772119,960.0,0.5184896818228797,11.26536672324259,4.7826666666666675,95.60000000000001,149,-11.54964,14.787
2023,6,8,17,0,86.745,171.14700000000002,7.168333333333334,989.7426666666667,2.5076353687049426,17.124165534517473,0.46599999999999997,87.22666666666667,159,19.7789,39.939
2024,6,26,4,1,-82.7473333333333,-2.214,-8.420918176138846,958.0,5.9431294204956515,14.389164183663258,3.760666666666667,70.77,178,-62.371480000000005,5.6963
2023,5,5,28,0,112.92066666666669,232.95633333333333,30.985,987.8803333333332,9.192608346340622,13.054929177374367,0.8926666666666666,58.68033333333333,125,10.30843,51.768
2023,7,10,21,0,39.26,68.41033333333333,-2.2056666666666667,992.6916666666667,2.0173554002193512,20.33809008093479,1.5343333333333333,90.976,191,-3.40845,36.031
2024,4,2,10,1,-13.097000000000094,-0.0076666666666666645,5.224954250232685,946.3333333333334,0.8134126951959555,8.572118403218909,5.115666666666667,91.33333333333333,93,-46.52704,43.926
2023,7,23,19,0,319.90066666666667,551.395,59.05733333333333,980.4923333333332,14.15353960693613,13.77060648354862,2.84,49.31433333333334,204,23.86627,191.45
2023,6,6,19,1,424.3866666666667,584.1,-34.192996582926206,964.0,8.911561555373355,11.386581840056044,1.5156666666666665,56.096666666666664,157,143.6787,107.74
2024,6,13,42,1,-76.45533333333333,-2.386,-2.2380840246353237,958.0,7.179121989973325,8.069650291193462,2.3593333333333337,52.919999999999995,165,-8.79654,2.7703
2024,5,21,28,0,318.9726666666666,537.139,39.87266666666667,978.3086666666668,13.799598429772326,15.38202034380061,3.6703333333333332,52.711333333333336,142,36.86912,132.86
2024,4,5,26,0,172.163,304.28766666666667,46.148,981.9543333333332,7.258162221211499,13.526159362189762,3.471666666666667,65.07866666666666,96,8.01615,101.74
2024,4,21,11,0,-51.815666666666665,21.51733333333333,-15.927,989.5253333333334,0.37150046400320136,6.635738718704127,1.3206666666666667,94.69833333333332,112,-16.3056,3.2429
2023,5,18,3,1,-86.16466666666665,-2.0273333333333334,-27.631019352608014,969.0,2.1031728604682494,6.085689672179053,3.702,74.31666666666666,138,-60.00708,2.0566
2023,7,22,25,1,232.01533333333322,318.96666666666664,-46.94311394377278,958.3333333333334,7.303130918243706,11.537175861987716,2.455666666666667,61.23666666666667,203,63.34779,105.58
2024,6,30,40,1,-17.027333333333388,11.923333333333334,-3.171197883639862,955.0,2.287329481109083,15.398207743961152,2.927666666666667,87.06666666666668,182,-23.52594,7.638
2023,5,26,14,1,244.96999999999997,383.3666666666666,-31.12877704101909,970.0,0.7503831225931048,9.918571227071885,0.7610000000000001,92.96666666666665,146,160.6152,38.1
2023,5,20,27,0,137.511,236.21466666666666,16.169,992.8359999999999,5.683581657748224,12.41565191644974,1.8513333333333335,68.59766666666667,140,20.67509,65.065
2023,5,25,24,0,558.564,915.3573333333334,42.15266666666667,997.9463333333333,6.372499161427575,11.327412405462889,1.795,63.99699999999999,145,173.2212,151.29
2024,5,9,7,1,-88.07933333333335,-2.3826666666666667,-0.47992587763496225,969.0,5.62574633354788,7.844793215213906,2.0076666666666667,58.23666666666667,130,-16.7799,0.71114
2024,5,20,42,1,-83.642,-2.6876666666666664,-8.589898239714088,955.0,5.893486807208582,12.653099180020781,2.4263333333333335,68.22333333333334,141,-30.221790000000002,5.6901
2023,5,13,31,0,212.3133333333333,414.93533333333335,33.74166666666667,990.7373333333334,14.943749373283062,8.947009599410492,2.0336666666666665,37.449666666666666,133,19.707520000000002,135.34
2024,5,23,21,0,306.6266666666667,500.722,55.57633333333333,986.8486666666666,9.64541213997317,13.192073689251805,1.4126666666666665,57.76499999999999,144,75.94791,176.1
2024,6,13,30,1,454.20566666666656,626.9666666666666,-0.26843190257103167,960.0,9.03496821146738,8.172309997269377,2.2520000000000002,47.49333333333333,165,193.7518,129.91
2024,5,28,39,1,-46.86400000000009,15.943333333333335,-2.743678039134573,960.0,6.44612899142556,9.14808677688077,2.591666666666667,58.663333333333334,149,-24.36145,7.632
2024,4,6,31,0,260.64000000000004,473.4746666666667,55.09466666666666,984.1133333333333,22.998612538893887,10.462026460466761,2.9363333333333337,31.266666666666666,97,-14.82135,146.64
2024,4,22,16,1,258.23,362.7,15.088173230539072,964.6666666666666,1.193015168907423,5.173127674782133,2.2096666666666667,81.26,113,155.5726,44.244
2023,6,17,2,1,-44.16166666666663,-1.4513333333333334,-28.02041490699597,959.3333333333334,4.013059878480933,12.289146804583106,3.624333333333333,75.38333333333333,168,-31.31152,8.0052
2024,6,29,19,0,413.46166666666664,751.1316666666667,69.21,987.8096666666667,15.494661143896641,15.408338764153486,2.226,49.86033333333333,181,94.52604000000001,169.6
2024,6,13,21,1,292.50899999999996,406.96666666666664,5.85379399888442,961.0,5.488841065507052,7.798113825577558,3.0216666666666665,58.69,165,146.8476,98.109
2024,6,26,27,1,601.4466666666667,804.6333333333333,-15.279100195253864,957.0,15.237729085590239,18.742191569111846,2.903,55.156666666666666,178,211.8285,258.79
2023,5,17,38,1,-53.990999999999985,61.05666666666667,-30.291949278346387,968.0,5.249030762512364,6.112507684484095,2.5500000000000003,53.800000000000004,137,-9.98813,13.337
2023,6,8,34,1,199.54333333333324,345.5666666666666,-35.61294075096181,960.3333333333334,15.44414532675382,12.160976205813778,2.6799999999999997,44.053333333333335,159,45.66388,120.07
2024,5,11,22,0,426.954,693.277,57.04433333333333,994.285,9.555390974744936,14.696254858469802,1.5613333333333335,60.59900000000001,132,84.11871,136.34
2023,5,29,46,1,-86.35733333333337,-2.158333333333333,-34.413709543506585,966.0,4.985446686996738,8.485092861765049,4.705333333333333,62.99,149,-66.00882,1.2194
2023,5,24,19,0,287.2196666666667,492.94599999999997,10.940333333333333,993.6013333333334,4.189687236744282,9.248416651971832,1.2046666666666666,68.82233333333333,144,118.1846,127.29
2023,6,6,45,1,-26.856666666666683,-0.7656666666666666,-33.78066135361893,963.0,9.010393207696376,10.856709264072792,2.871,54.64666666666667,157,-23.62336,5.5037
2023,6,28,14,0,154.21400000000003,406.30633333333327,-10.766666666666666,990.4499999999999,3.9698941793558564,13.568330949228182,0.9723333333333333,77.36433333333332,179,59.228559999999995,70.715
2023,7,25,31,0,334.8976666666667,563.2766666666666,27.655,977.7049999999999,10.193336210708821,12.391937303025845,1.665,54.867333333333335,206,62.05919,189.5
2023,7,17,47,1,-72.15300000000002,-2.224,-43.61924912233704,965.0,1.7044069411393465,11.930848587975417,3.2703333333333333,87.5,198,-36.25121,10.458
2024,6,26,41,1,-54.09266666666673,6.953666666666666,-18.46499179986255,955.0,13.857856659426883,18.67232329227942,2.3763333333333336,57.400000000000006,178,-35.17714,7.892
2024,6,22,32,1,66.80099999999999,116.83,-9.084254397442841,957.0,5.519643162271775,14.795569065449142,3.4883333333333333,72.83,174,11.544369999999999,36.863
2023,6,11,15,1,314.8166666666666,478.5333333333333,-20.389752758038075,963.0,9.044297977164165,12.264815296606743,2.6136666666666666,57.55666666666667,162,125.0503,125.7
2023,2,20,47,0,-9.033333333333333,-0.7283333333333334,0.5126666666666667,989.335,1.199439306841418,9.507928188618482,2.334,88.798,51,-13.410120000000001,9.4422
2023,5,9,2,1,-76.34066666666666,-2.0336666666666665,-29.67930799169928,963.0,5.8193509578419675,7.1847852607993,2.592333333333333,55.25,129,-34.10987,3.068
2024,6,16,42,0,-19.983999999999998,-1.8346666666666664,-9.405333333333333,981.6210000000001,8.869007850568302,11.52873791319072,1.3006666666666666,56.519666666666666,168,-22.35484,18.953
2024,6,27,20,0,467.9943333333333,777.5883333333333,97.29333333333334,980.6346666666667,20.977931860535467,20.87079910925281,1.0583333333333333,49.87200000000001,179,85.735,187.95
2023,4,28,46,0,-12.317,-0.03933333333333334,2.094,982.6560000000001,0.6542530148525252,13.347452253784773,1.0493333333333332,95.32733333333333,118,-11.17532,4.3814
2024,5,17,38,1,-40.778333333333364,56.98666666666667,-7.210202837316182,951.0,5.2614130855759615,11.051360019764973,3.675333333333333,67.74666666666667,138,-16.38466,60.401
2023,7,22,30,0,405.23499999999996,644.4643333333333,46.42433333333333,985.0600000000001,15.940012179903519,11.800402556795106,2.0366666666666666,42.53866666666667,203,47.33149,176.27
2024,6,25,26,0,538.9123333333333,899.145,104.89,988.003,19.442589814349958,15.684251926973308,2.532666666666667,44.65033333333333,177,100.8471,187.06
2023,6,13,17,1,416.5366666666666,607.3,-18.740411840809013,961.0,12.771802899140125,10.393498610787551,1.2186666666666666,44.86666666666667,164,173.7796,199.04
2023,3,16,27,0,318.308,598.5563333333333,16.450333333333333,990.1786666666667,6.034356374626372,4.78087146770067,3.507333333333333,44.205000000000005,75,126.7934,89.229
2023,5,25,39,1,-66.02000000000004,28.63,-33.788042573939904,969.0,4.014376646605431,9.753920986658873,3.442,70.84333333333332,145,-26.426790000000004,5.9395
2023,7,20,22,0,407.17100000000005,682.1923333333333,53.96133333333333,986.8296666666666,4.087339002307877,15.68118006476446,1.261,79.324,201,103.4424,186.0
2024,5,2,40,1,-44.35166666666663,-0.8416666666666668,-15.628090773686738,945.0,7.823681736866348,12.904963684487573,4.0183333333333335,62.25666666666667,123,-48.04813,24.25
2024,6,12,35,0,22.180999999999997,72.428,-1.598,988.8466666666667,4.131254553674259,10.434563964827493,0.9696666666666666,71.63733333333333,164,-2.3006900000000003,26.680999999999997
2024,5,5,22,1,406.0496666666667,549.4333333333333,-1.7449574679471724,952.0,5.5374561105824665,8.894277302454979,5.346666666666667,61.63,126,176.1067,75.631
2024,5,13,35,1,135.81999999999988,275.03333333333336,-13.477412265116573,956.3333333333334,13.082147180692598,11.976237152137049,3.390333333333333,47.79333333333333,134,39.095659999999995,71.875
2024,6,24,24,0,327.234,563.008,68.855,991.948,16.14350874131496,14.123300137984643,0.8426666666666667,46.66266666666667,176,109.1854,88.699
2023,7,28,22,0,252.54633333333334,385.85699999999997,35.10466666666667,979.9026666666665,3.093741899071059,20.785707755425523,1.7149999999999999,87.04433333333334,209,44.61506,121.92
2023,5,26,46,1,-92.68600000000004,-2.387,-33.79846312027557,971.0,3.207501991612565,8.594909359838057,4.5520000000000005,72.82333333333332,146,-65.82123,1.6163
2023,6,27,7,1,-83.16733333333332,-0.24966666666666656,-19.14949064938641,962.0,3.015067608581818,10.322005269249873,3.247333333333333,77.39333333333333,178,-47.36762,2.9494
2023,5,10,39,1,-9.812666666666644,6.165,-31.31569559091395,956.6666666666666,1.1837930161572885,12.319549373469567,3.0736666666666665,91.23333333333333,130,-14.510060000000001,8.6534
2023,6,13,35,1,162.07333333333332,316.0333333333333,-23.672080123941562,958.0,17.625810688709628,8.72725787153402,3.3543333333333334,33.11666666666667,164,54.813030000000005,56.943999999999996
2023,5,31,14,1,254.13666666666683,413.76666666666665,-32.55979303953626,969.0,6.21019191364697,9.59182313380079,2.0043333333333333,60.699999999999996,151,118.6688,90.074
2023,3,21,8,0,-6.520333333333333,-0.5596666666666666,-1.7306666666666668,988.1019999999999,1.7536189560859334,8.644358844601484,0.8793333333333333,83.135,80,-6.38781,5.8681
2024,4,9,46,1,-47.10933333333338,-1.3363333333333334,3.222163004116147,961.0,3.675695604830418,7.21740605919334,4.659,66.25666666666666,100,-28.238359999999997,6.1039
2023,5,6,16,0,131.185,343.954,5.296,989.4279999999999,2.1161732395601938,12.896761512681838,1.0350000000000001,85.90433333333334,126,57.89066999999999,165.26
2023,4,28,6,0,-21.56266666666667,-2.033333333333333,-7.884,987.2546666666667,3.67164662167359,6.143665763616969,2.1526666666666667,62.59266666666667,118,-12.228060000000001,11.370999999999999
2024,4,12,37,1,-48.84333333333336,15.862,-12.715119732100126,971.0,4.347459931318333,12.256460875753596,4.240333333333333,73.81666666666666,103,-18.49173,1.175
2023,5,15,38,1,-4.540333333333365,12.645333333333335,-27.60807967768872,955.0,4.158448490703032,9.802323076115554,5.376333333333332,70.21333333333332,135,-134.539,116.46
2024,5,12,19,1,499.60199999999986,712.9666666666667,-1.8371302010332073,964.0,6.94290804284446,10.701076818259628,4.251666666666666,60.65,133,259.1104,145.82
2024,5,8,38,1,-60.973666666666645,47.61333333333334,-6.107834804381555,968.0,8.368119101416813,8.004643765765366,2.9133333333333336,48.88999999999999,129,-25.39248,7.8261
2024,4,24,1,1,-43.715666666666664,-1.32,7.6462786719331675,952.6666666666666,3.2271306022726858,4.588637385793881,3.7449999999999997,58.71,115,-31.99298,1.8765
2023,7,10,21,1,63.781666666666695,80.85333333333334,-25.096800375714388,965.0,0.8718459023792526,18.502507483826342,4.788666666666667,95.5,191,-5.1376800000000005,40.394
2024,5,2,12,1,19.899000000000115,139.20000000000002,-6.3949709509635335,946.0,3.070914517746946,11.2724508150272,3.632333333333333,78.58999999999999,123,14.42614,12.47
2024,6,11,23,0,203.4513333333333,352.01800000000003,4.177333333333333,985.4443333333334,6.350822155681284,9.229174628176372,2.163,59.23733333333333,163,47.04227,95.765
2023,7,10,35,0,165.80266666666668,354.00100000000003,15.87533333333333,991.817,17.39487255814081,15.960374563592149,1.4243333333333332,47.84966666666667,191,14.94785,102.51
2023,7,4,17,1,440.90833333333336,598.2,-28.012744227054522,957.0,5.330886058999251,10.97484209862489,5.7586666666666675,67.30666666666667,185,178.3659,106.8
2023,6,25,12,1,116.89000000000004,235.26666666666668,-25.110187883159412,965.0,7.387720392608237,14.109041176571889,1.8223333333333336,65.63333333333333,176,13.16179,26.209
2023,6,2,26,1,372.4033333333334,485.5333333333333,-32.75611902709518,964.0,5.844268343718019,10.164501772383206,2.3106666666666666,63.49333333333334,153,215.1746,185.77
2024,4,9,30,0,-35.599333333333334,65.28866666666667,0.33133333333333326,984.8046666666665,3.513344409067921,9.948261051171633,1.929,73.901,100,-11.389660000000001,39.041
2023,5,11,18,1,112.95800000000003,136.13333333333335,-30.90719570157742,957.3333333333334,0.6366368062024126,12.355951075479503,1.5899999999999999,95.10000000000001,131,9.31168,39.169000000000004
2023,5,11,7,1,-11.500666666666632,-0.5296666666666666,-28.851598207070186,957.0,0.8103367426779915,11.984453931185037,1.1693333333333331,93.66666666666667,131,-11.01551,6.8756
2023,5,20,7,1,-14.195666666666625,-0.43100000000000005,-31.325971407439305,966.0,2.3332052256342664,9.458600159983659,3.658333333333333,80.21333333333334,140,-5.40653,10.689
2024,6,9,29,0,517.7416666666667,815.8683333333333,40.91766666666666,979.9413333333332,15.317311978167576,8.356927688038537,1.7626666666666668,35.29966666666667,161,103.1183,211.09
2024,4,18,19,1,164.64733333333322,195.16666666666666,12.490720593865364,958.0,0.31224778284422694,7.365976385456454,1.8790000000000002,95.93333333333334,109,30.96025,36.994
2024,4,7,8,0,-40.161,-4.311,-2.8906666666666663,983.3693333333334,12.776911254696412,9.42629883131649,2.147666666666667,42.45466666666667,98,-39.64201,15.365
2024,6,7,32,0,313.526,524.6973333333333,32.95733333333333,988.9303333333334,15.162685148921998,9.984536844237262,1.5099999999999998,39.70433333333333,159,42.72724,156.03
2024,4,4,38,1,-20.486000000000104,-0.7763333333333332,-4.662034283997442,952.3333333333334,2.111542700144888,9.706793308128736,4.482666666666667,82.13333333333333,95,-24.37906,22.12
2023,6,10,26,0,535.477,879.1030000000001,48.67466666666667,988.276,20.48566894930761,16.377623624844134,2.923666666666667,44.428,161,141.7462,144.88
2023,7,23,43,1,-32.915333333333365,-1.002,-48.549687202082815,953.0,4.753518318001513,15.105212992407276,5.097,76.06333333333335,204,-31.519409999999997,12.487
2023,3,1,22,0,234.72000000000003,527.578,-7.267666666666667,998.965,3.17850537975921,4.550383081661362,2.959666666666667,58.875,60,119.4642,51.593
2024,4,11,30,0,246.275,407.27366666666666,24.310000000000002,1003.0063333333333,9.515619884685718,9.193204478165912,2.106,49.13833333333334,102,36.12403,130.35
2023,6,6,41,1,-41.63366666666667,-1.7946666666666669,-34.397065615331684,963.0,9.665649146239481,10.487914544835334,2.419,52.04,157,-25.11956,10.4
2023,6,9,33,1,285.7033333333332,443.8,-33.75938607151706,960.0,14.62360669428229,14.24447258639605,2.4513333333333334,49.343333333333334,160,75.68354000000001,124.74
2024,5,3,18,0,41.809666666666665,75.533,2.9683333333333337,980.0076666666668,2.401841167809714,13.871162972819345,1.8993333333333335,85.24033333333334,124,2.48343,26.980999999999998
2024,6,8,47,1,-54.13766666666663,-1.789,-5.688849275673444,954.0,4.893778087331928,10.199605547905847,2.5136666666666665,67.57666666666667,160,-32.25136,7.9668
2023,5,18,27,1,571.8106666666667,765.1,-29.4554109752941,970.0,6.774673662359701,7.53096509816617,1.8810000000000002,52.64333333333334,138,436.2254,149.15
2023,5,23,37,1,68.63366666666667,152.6,-27.824233649247237,962.0,4.129417647522082,8.458990992419228,4.683,67.19666666666666,143,9.769919999999999,28.239
2023,5,29,34,1,214.38333333333338,362.5,-36.65210078831738,966.0,9.530872851455646,10.045067552739164,3.4923333333333333,51.31333333333333,149,141.6042,101.6
2023,3,10,21,0,142.456,219.81733333333332,17.149666666666665,960.5573333333333,1.7655376943433883,10.825958996563946,2.1963333333333335,85.97833333333334,69,20.19999,67.648
2023,6,3,4,1,-91.9976666666667,-2.4486666666666665,-32.36592745875111,965.0,5.453778712978404,5.836130298155472,4.224333333333333,51.693333333333335,154,-60.50544,7.5221
2024,6,13,44,1,-63.34100000000001,-1.8686666666666667,-1.5757942785789654,958.0,6.814863809001222,8.02694484944064,2.481666666666667,54.083333333333336,165,-20.20898,3.495
2024,4,4,38,0,-23.811333333333334,-1.5833333333333333,1.0073333333333332,981.0466666666666,2.533294025659206,10.7383636946845,1.1506666666666665,80.91199999999999,95,-19.4869,29.346
2023,6,18,41,1,-51.15533333333326,0.1353333333333334,-25.72709869920793,958.0,16.507572475552514,10.358763675186673,2.164,38.556666666666665,169,-52.45625,29.750999999999998
2023,3,5,38,0,-18.567666666666664,-1.5416666666666667,-4.057333333333333,981.8036666666667,1.6620044794480133,5.821805316337353,0.943,77.79200000000002,64,-7.85274,3.2132
2024,5,26,41,0,-43.316333333333326,-2.6136666666666666,-13.436666666666667,987.8646666666667,1.3250129084645224,16.213212220119516,1.1226666666666667,92.44500000000001,147,-9.02234,7.1185
2023,7,17,3,1,-56.92000000000007,-1.6716666666666669,-42.3517778093647,961.0,10.405938964495578,9.849587179734067,3.7716666666666665,48.626666666666665,198,-52.46801,9.2563
2023,3,18,9,0,-41.43966666666666,-5.982333333333333,2.4633333333333334,982.3539999999999,2.8442129279070425,9.584252687674173,0.9,77.11533333333334,77,-16.43611,14.280999999999999
2023,6,12,23,1,653.8996666666667,897.6666666666666,-21.82004510750416,963.0,16.009124505160237,9.828713624536723,3.457333333333333,38.04,163,300.045,156.68
2024,4,30,41,1,-84.0116666666666,-2.573,-19.371273897957153,958.0,9.385841584327615,13.798616837230927,2.423,59.51666666666667,121,-60.632769999999994,4.9224
2023,6,4,40,1,-93.86633333333333,7.402000000000001,-37.27494552658479,965.0,11.695298785789603,7.475227035087246,1.7229999999999999,38.99333333333333,155,-81.14133000000001,31.987
2023,6,27,18,0,326.18433333333337,569.12,1.476,990.8463333333334,8.479496518334352,13.082382761031516,2.310333333333333,60.67366666666666,178,73.81626,156.57
2024,5,17,10,1,-1.2746666666666897,65.87333333333333,-0.1858941800534356,949.6666666666666,3.055094529861643,10.731433131968867,4.968666666666667,77.83999999999999,138,-45.48341,38.887
2023,7,16,8,0,-57.422,-1.9029999999999998,-15.881333333333336,983.2383333333333,2.705858173435235,18.89607519264517,1.6036666666666666,87.47399999999999,197,-16.32842,10.98
2023,5,6,44,0,-21.53866666666666,-1.7590000000000001,-2.010666666666667,989.9193333333333,1.7829983299734309,12.590611037254744,2.641,87.59533333333333,126,-15.4854,11.945
2023,6,29,16,0,161.92333333333335,271.3066666666667,5.924333333333333,987.9163333333335,7.317149351469869,16.624313058452486,0.6656666666666666,69.43733333333334,180,26.93585,70.402
2023,5,30,0,1,-81.63733333333346,-2.3893333333333335,-33.591933681096435,966.0,4.378783252949484,8.128452545249553,3.9776666666666665,64.99,150,-44.43399,11.054
2023,4,30,22,0,524.0003333333334,846.7103333333333,21.296,995.0226666666666,6.061121954309922,8.654029793239843,2.3093333333333335,58.81033333333334,120,144.8037,191.79
2024,5,15,42,1,-91.17433333333332,-2.3953333333333333,-10.376648637920434,951.0,11.58035114686584,9.305216630335988,4.737666666666667,44.553333333333335,136,-92.01366999999999,32.887
2023,6,22,15,1,283.58033333333316,389.8666666666666,-21.60598971819365,963.0,4.462207910636984,17.97598138187215,2.733333333333333,80.11333333333333,173,55.68877,81.836
2023,5,4,36,0,13.540333333333335,125.08133333333335,12.652333333333333,989.6833333333333,10.59100080778211,10.065633735888097,2.6276666666666664,48.72833333333333,124,-26.7017,39.766
2023,5,17,23,0,462.8656666666666,775.1863333333334,35.24066666666667,996.2413333333334,7.320743278146785,7.25592569013449,2.073,49.777666666666654,137,139.0241,157.86
2024,6,29,17,0,313.9563333333333,623.6523333333333,36.22266666666667,988.1783333333333,12.473990239221292,14.670918158910053,2.122,54.04666666666666,181,75.29525,143.31
2024,4,12,32,1,64.14966666666663,92.37666666666667,-14.481934683157627,972.0,4.907704924245046,12.072014569164178,3.802,71.09666666666666,103,45.97464,15.033
2023,5,27,7,1,-88.4736666666667,-2.109666666666667,-32.56825973343395,970.0,2.2536378805228274,8.391793770506116,2.8506666666666667,78.83,147,-73.57757,14.64
2023,6,30,27,1,183.6629999999999,218.5,-25.942529021715416,956.0,0.675162523563376,14.90551109712991,3.0636666666666663,95.66666666666667,181,86.35848,76.685
2024,6,23,44,0,-53.026,-4.5056666666666665,-17.206333333333333,992.0746666666668,1.4505427483629862,15.056657938568831,1.077,91.21266666666668,175,-14.18575,-3.1372
2024,6,29,14,0,150.596,396.1893333333333,-5.668666666666667,988.6863333333332,5.539922984836096,14.272404405322323,1.0570000000000002,72.038,181,54.9029,62.908
2023,6,29,35,0,-28.161333333333335,68.03066666666668,9.166333333333332,985.1696666666667,6.084519067916791,19.14046773991369,0.48533333333333334,75.879,180,8.865310000000001,53.597
2023,4,26,23,0,247.09099999999998,402.4463333333333,1.7003333333333333,989.5469999999999,4.389285441577818,5.835316863590024,2.1206666666666667,57.071333333333335,116,81.4724,104.0
