year,month,day,30min,location,netRadiation,incomingShortwaveRadiation,soilHeatflux,airPressure,waterPressureDeficit,waterVaporPressure,windSpeed,relativeHumidity,day_of_year,H_orig,LE_orig
2024,6,29,6,1,-86.40199999999993,-2.471666666666667,-1.8388854350619572,961.0,7.1135435929394095,11.088973277427554,2.3056666666666663,60.919999999999995,181,-21.9489,4.4028
2024,5,23,29,1,450.364,627.8333333333334,-8.058167485081098,959.0,10.027652066408216,11.608536224173374,2.7463333333333337,53.65333333333333,144,198.5874,153.83
2023,5,31,24,1,659.1186666666667,901.0,-34.79840137906245,968.0,12.445055351839866,10.41087734208092,2.126666666666667,45.550000000000004,151,300.42,148.11
2023,7,30,11,0,-18.647000000000002,53.44166666666666,-23.447333333333336,982.6813333333333,0.8993310773720182,16.31274695845617,0.7633333333333333,94.77500000000002,211,-9.13203,3.9458
2023,5,20,38,0,-11.443,44.09133333333333,7.938666666666666,991.1593333333334,5.0727467693766,13.341018334959738,0.7706666666666667,72.45133333333335,140,-15.90565,13.819
2023,7,30,35,1,36.09033333333326,81.00333333333333,-44.436538360630514,956.0,8.240850328609945,11.819642194783295,6.176666666666667,58.919999999999995,211,-38.65781,56.528
2023,2,17,31,0,-88.46499999999999,5.411666666666666,18.188666666666666,986.962,3.079620158646902,11.720079447191537,3.317,79.19133333333333,48,-38.99391,26.124000000000002
2023,6,23,34,0,312.32666666666665,471.98966666666666,14.664666666666667,994.4743333333334,2.8189653575377136,21.49503634625488,1.1286666666666667,88.406,174,79.44028,152.88
2024,4,22,14,1,112.16433333333333,158.36666666666667,15.180364338700903,964.0,0.4097661332703195,5.416292633606251,1.9596666666666664,92.96666666666665,113,35.586220000000004,63.607
2023,6,17,14,1,263.22233333333327,418.3333333333333,-27.40726706601315,959.0,4.1765813232679,11.471906212393023,4.579,73.31,168,43.71747,73.791
2023,7,4,29,0,432.41233333333327,677.7969999999999,23.573333333333334,985.003,16.57575077533247,11.203905954608096,3.266666666666666,40.33133333333333,185,89.69011,203.65
2024,5,26,18,0,379.09233333333333,657.0296666666667,47.18866666666668,989.6413333333334,10.336494927988829,15.94807547952328,0.999,60.67466666666667,147,81.38769,117.86
2023,7,25,19,1,297.0943333333333,367.9333333333334,-43.85016553453774,949.0,2.019239678814033,13.239498448244163,1.1953333333333334,86.76666666666667,206,86.21370999999999,180.07
2023,5,21,20,0,248.846,471.61100000000005,24.12433333333333,988.3616666666667,7.40140029278221,16.122490880378752,2.029,68.53666666666668,141,53.14771999999999,99.338
2024,5,26,20,0,416.249,680.7903333333334,44.683666666666674,989.4456666666666,10.436687179033402,16.07591838182879,1.2106666666666668,60.635,147,70.00581,139.89
2024,6,21,17,1,168.7843333333334,236.30000000000004,-6.962215377034068,958.0,4.490906288756218,18.57881779732024,2.2256666666666667,80.53333333333333,173,34.55043,33.983000000000004
2023,7,11,18,1,483.94666666666666,664.7,-25.298987920587066,961.0,10.85983055818457,16.534007560501802,3.0660000000000003,60.35666666666666,192,162.4546,153.64
2024,4,11,18,0,295.11266666666666,529.8493333333334,14.735,1002.8669999999998,8.09023107009559,7.991808984958663,2.3843333333333336,49.69400000000001,102,74.41864,168.7
2024,5,13,23,1,625.3416666666667,859.0,-6.9621967987908056,959.0,12.607870492523302,11.631818995793731,4.537666666666667,47.98666666666666,134,253.4145,127.64
2024,5,5,36,1,8.656000000000006,117.76666666666667,-5.22249664421884,953.0,5.580766504620357,9.057949516942177,3.59,61.876666666666665,126,2.75563,19.079
2024,6,15,2,0,-24.740666666666666,-1.8603333333333334,-7.94,976.9183333333334,2.814889464157485,14.320163987281052,2.161,83.57233333333333,167,-20.06867,13.29
2024,4,9,17,1,146.3123333333334,216.5666666666667,-8.298542940436455,951.0,5.485785552885094,11.817712143104053,2.9856666666666665,68.29666666666667,100,49.68065,-23.898000000000003
2023,3,5,41,0,-23.71066666666667,-2.0273333333333334,-4.795000000000001,981.1163333333333,1.4862282098413901,5.82177301866523,0.7216666666666667,79.66300000000001,64,-5.10583,2.0511
2023,6,30,41,1,-63.36933333333337,-0.6303333333333333,-26.767271845235,956.0,6.2264349149224625,11.054816583613379,2.8480000000000003,63.97,181,-39.24638,18.919
2024,4,26,22,0,367.0933333333333,658.861,47.711333333333336,976.2756666666668,8.84352644672641,6.265003929229868,2.403333333333333,41.46666666666666,117,100.0182,170.46
2023,7,27,19,1,67.14533333333338,80.98666666666666,-40.16961409582305,952.0,1.1402348122009265,12.879045665679337,3.727333333333334,91.86666666666667,208,-7.87315,32.317
2023,2,26,25,0,223.3936666666667,433.27566666666667,1.088,993.2826666666666,2.7021029064588618,4.353732967937582,1.905333333333333,61.704,57,87.91216,70.725
2024,4,14,36,0,-7.604,45.55766666666667,2.6153333333333335,990.1683333333334,6.879550805563934,8.458785958825468,1.2223333333333333,55.148,105,-26.1055,30.772
2023,6,3,22,1,648.4613333333334,900.6666666666666,-31.724267845155556,965.0,11.129667545410934,6.077610663325823,3.3190000000000004,35.32,154,313.9318,176.69
2023,7,14,21,1,540.3866666666665,723.1999999999999,-35.5875406692688,962.0,11.710390967007228,12.28631183423709,1.5333333333333334,51.199999999999996,195,213.2416,167.22
2024,6,5,25,1,135.628,183.0,-2.9894019515033294,956.0,3.0141209603653696,12.849673567873419,3.0820000000000003,81.0,157,42.53505,23.996
2023,7,22,25,0,199.35800000000003,332.327,32.48,986.2123333333334,9.203491769036757,12.733087349153577,1.446,58.044999999999995,203,49.81139,124.65
2024,4,8,41,0,-34.82333333333333,-4.003333333333334,-3.607666666666667,979.2086666666668,7.038714875430067,11.259028360265884,1.4223333333333332,61.532333333333334,99,-23.44356,13.536
2023,6,6,2,1,-97.85966666666667,-2.5909999999999997,-35.22245972299724,962.3333333333334,12.344063598869274,7.37698805551768,2.568333333333334,37.406666666666666,157,-36.06366,11.867
2024,4,27,10,0,-46.59433333333334,7.502666666666667,-22.996666666666666,980.1343333333333,0.34903896710934923,7.486316475333377,0.9473333333333332,95.54533333333332,118,-14.945079999999999,-3.4836
2024,5,30,14,0,37.60066666666667,69.827,-5.028,977.532,0.3585218841459863,14.895564804805412,0.9170000000000001,97.64966666666668,151,12.8213,-44.918
2023,6,18,23,0,521.1063333333333,884.9753333333333,42.984333333333346,986.3663333333334,22.336664745855273,13.036569752983828,1.306,36.85433333333334,169,160.9653,223.05
2024,4,2,0,1,-25.900999999999954,-0.6426666666666666,3.657227979403939,945.0,0.9571866646897842,8.979007086415233,4.689666666666667,90.36666666666666,93,-20.23281,12.720999999999998
2024,5,20,9,1,7.355333333333306,9.455,-0.03217657154559219,954.0,0.5278959741587741,12.453152570729142,2.0996666666666663,95.93333333333334,141,-1.16024,-4.0198
2023,5,9,17,1,415.91333333333336,581.3666666666667,-28.431447568011272,961.0,5.712619342459874,9.476477553205843,2.685333333333333,62.39000000000001,129,166.3402,41.898
2024,6,7,24,0,629.3983333333334,965.9903333333332,36.88733333333333,990.351,12.703788715097378,10.056739306218358,1.3463333333333332,44.185,159,112.4345,197.44
2023,5,28,36,1,60.05666666666656,195.26666666666665,-36.65087058493056,963.0,13.762239982577281,9.662849349469155,2.6816666666666666,41.25,148,24.34467,45.763999999999996
2023,5,27,9,1,-66.88499999999999,26.383333333333336,-31.95402641887444,970.0,2.3671798767789483,8.352125225616287,2.4596666666666667,77.91666666666667,147,-42.373059999999995,7.8187
2024,4,11,28,1,402.98599999999993,509.59999999999997,-1.529621753151798,974.0,7.206857125552592,7.959088003977273,4.542,52.48,102,151.5591,34.869
2024,6,9,12,1,137.00999999999993,285.09999999999997,0.7891153072232661,954.0,2.1635055451470038,9.5121854702173,3.1153333333333335,81.47000000000001,161,58.19696,68.818
2023,7,25,15,1,82.50000000000006,104.81,-43.84712620852326,949.0,0.7216557774250276,13.156339942287024,1.4716666666666667,94.8,206,8.38987,51.858999999999995
2023,6,9,26,1,575.5633333333335,786.3666666666667,-33.9555673292657,961.0,16.478150388471292,12.833709181889736,3.073,43.78333333333333,160,235.0908,234.03
2023,7,30,13,1,136.24333333333317,270.8,-43.42162056648625,955.0,2.925143565006376,14.315388252320012,3.44,83.03333333333335,211,28.845809999999997,41.698
2024,5,17,14,0,166.25,406.3836666666666,6.091333333333334,977.9276666666666,6.163384627749963,12.861951974110251,2.449666666666667,67.60433333333333,138,36.97906,89.469
2024,5,5,2,0,-52.095,-4.683666666666666,-9.636333333333335,980.3516666666666,1.9433113722166357,12.395648037124472,1.9989999999999999,86.44733333333333,126,-23.31055,24.926
2024,6,23,1,0,-41.87366666666666,-3.1516666666666673,-21.345333333333333,987.8793333333333,0.8739369734914479,13.18704618897957,0.8916666666666666,93.78466666666668,175,-8.93109,-0.0036439999999999997
2024,5,2,1,0,-58.19166666666666,-4.347333333333334,-13.519666666666666,974.764,6.3619349884139815,11.953346101380326,3.7063333333333333,65.26433333333334,123,-57.951409999999996,20.173
2023,5,29,23,0,504.87733333333335,856.6966666666666,40.494,994.3096666666665,9.416857028922403,12.892683432869594,1.5563333333333331,57.79,149,115.6306,96.177
2023,5,18,15,0,171.4286666666667,428.0743333333333,-12.752333333333334,999.3249999999999,2.1262199934840016,8.011027086998503,0.977,79.02566666666667,138,68.14477,65.54899999999999
2024,5,10,13,0,50.728,248.3936666666667,-13.477666666666666,995.502,2.683539922195143,10.769136647862728,0.38633333333333336,80.052,131,36.01419,42.438
2023,5,28,19,1,523.5033333333333,744.9,-31.928988161707032,965.0,9.707001189794525,9.249517212355958,2.2419999999999995,48.79333333333333,148,260.83799999999997,146.81
2024,4,12,25,1,202.31533333333334,255.10000000000002,-10.964451628532672,974.0,5.327526862139848,11.434487386858098,4.040333333333333,68.21666666666665,103,154.2823,28.711
2023,6,30,13,1,28.675000000000125,41.92333333333333,-26.76010771962921,956.0,0.983154532722267,16.469292793708558,1.3526666666666667,94.36666666666667,181,5.95135,10.302999999999999
2023,7,17,30,0,291.20366666666666,487.7773333333333,32.897666666666666,989.7669999999999,18.61395717887481,11.068483001969618,2.4396666666666667,37.28966666666667,198,63.368880000000004,150.98
2023,6,3,12,1,112.46666666666675,255.03333333333333,-30.72129026035412,965.0,4.964117085481774,5.963642862012591,3.6103333333333336,54.57333333333333,154,44.71694,45.795
2024,5,14,17,0,290.20533333333333,630.0733333333334,17.346666666666668,982.4853333333334,11.34821706831858,12.615919914721395,3.387333333333333,52.645,135,90.78319,139.02
2024,6,8,27,1,597.6383333333332,834.3333333333334,-7.888510775304437,954.0,12.89359515817801,10.10467196503623,4.909666666666667,43.93666666666667,160,263.7702,184.26
2023,7,23,45,1,-8.122333333333302,0.5643333333333334,-48.347572022115216,952.3333333333334,2.4396569509310115,15.766738205270576,5.8790000000000004,86.60000000000001,204,-92.57565,77.343
2024,4,23,25,1,341.93833333333333,458.8666666666666,5.412186101384798,960.0,5.304071769213996,3.9450652382505407,1.318,42.653333333333336,114,102.5144,15.26
2024,6,14,8,1,-37.32566666666668,4.454666666666667,1.1020244826994487,955.0,5.293944816576323,8.137917877714079,3.057,60.586666666666666,166,-15.013570000000001,4.9181
2024,4,26,46,1,-54.66233333333332,-1.8583333333333334,-2.4479798034589013,950.3333333333334,4.317014116037747,7.277473214412785,2.0383333333333336,62.76666666666667,117,-6.3025,4.5624
2023,7,20,27,0,528.581,839.4913333333334,57.66,986.4116666666665,12.388892978949556,12.238991256900679,1.5733333333333335,49.69566666666666,201,142.0057,238.38
2023,7,13,36,1,99.23366666666669,187.33333333333334,-33.31028947041476,962.0,5.3886279449197385,12.45254172151798,6.201666666666667,69.79666666666667,194,55.58425,53.11600000000001
2024,5,15,11,1,17.89333333333343,154.20000000000002,-3.1059114939474624,952.0,5.944114827189132,8.726674544729745,4.155333333333334,59.48333333333333,136,4.67504,26.506
2023,7,24,23,0,435.03266666666667,649.699,68.378,975.2419999999998,15.22548392693955,16.334719890441082,3.1573333333333338,51.75733333333333,205,90.62689,224.77
2024,5,25,14,1,185.76233333333317,239.5,-1.35581290397434,960.0,0.8417926500892214,14.46352826062391,1.9603333333333335,94.5,146,23.20607,67.559
2024,4,23,46,1,-32.32800000000003,-0.959,6.666520894397526,954.0,3.496512440705044,4.480928674296195,2.942,56.169999999999995,114,-23.28404,4.1721
2024,5,23,32,1,174.04900000000004,277.1333333333334,-9.442368072499681,959.0,9.412168962729536,11.508411083346337,2.383666666666667,55.01,144,56.214130000000004,150.72
2023,6,1,0,1,-93.08499999999998,-2.4073333333333333,-36.052268089874474,965.0,5.517553896237649,10.997124033237496,4.1883333333333335,66.58999999999999,152,-60.94676,6.7107
2023,7,24,42,0,-35.03066666666667,-2.0263333333333335,-22.285,975.7619999999998,2.020968323883036,16.931532368986954,2.0706666666666664,89.33666666666666,205,-28.84204,41.695
2024,5,15,25,0,531.837,906.685,70.271,979.3483333333334,19.573381467221648,10.691614101103752,3.5096666666666665,35.32666666666667,136,117.4528,263.18
2023,5,3,33,0,189.75133333333335,437.2926666666667,27.43166666666667,997.217,10.857138982391383,6.544167232641448,2.1213333333333337,37.60733333333334,123,51.523309999999995,88.18
2024,6,13,33,1,181.03566666666683,292.9666666666667,-1.8463527328382603,960.0,8.720908301896756,8.10615942751556,1.6159999999999999,48.17333333333334,165,40.56195,47.968
2024,6,8,27,0,578.6623333333333,871.628,59.482,981.1406666666667,17.104731531960315,11.654477890313753,2.558333333333333,40.52433333333334,160,104.7942,262.63
2024,4,20,0,0,-27.673999999999996,-0.36600000000000005,-12.339999999999998,979.0326666666666,0.8952680215660251,7.7686160581051915,1.4746666666666666,89.66666666666667,111,-19.6696,26.448
2024,6,25,28,1,567.7723333333333,785.7666666666668,-13.313724629821127,961.0,14.821624615453336,14.584415888719677,2.9106666666666663,49.59666666666667,177,198.4393,284.87
2023,7,9,6,1,-88.20633333333325,-2.6826666666666674,-32.70264136222017,965.0,16.625461081312146,11.724668654342056,2.9470000000000005,41.35666666666666,190,-33.25049,3.6854
2023,6,2,13,0,44.038333333333334,99.28833333333334,-10.050333333333334,991.6723333333333,2.7387280990275755,8.710325448180217,0.9103333333333333,76.07900000000001,153,19.872239999999998,22.313000000000002
2024,6,5,18,1,297.98100000000005,393.6333333333334,-1.7143275773762505,954.6666666666666,3.6729546828899036,12.443564329351881,4.032,77.21,157,93.23250999999999,71.934
2023,6,9,34,1,228.32666666666665,377.93333333333334,-33.75960316623241,960.0,16.05534538396026,13.86144725695948,2.067,46.333333333333336,160,72.25118,90.095
2023,6,18,16,0,223.345,471.44233333333335,2.988,987.197,8.222166076520406,15.439878366437256,1.0006666666666666,65.25166666666667,169,59.61185,71.779
2024,4,25,39,1,-52.53066666666666,-0.09733333333333333,2.6067354328125965,947.0,1.8575903723552365,6.210704280990221,2.3523333333333336,76.97666666666666,116,-28.39511,4.7845
2024,5,26,31,0,334.27299999999997,570.7056666666666,53.324000000000005,987.5053333333334,17.369597611190233,13.454705607111165,2.5296666666666665,43.64966666666667,147,44.72576,156.91
2023,5,24,47,1,-23.56033333333329,-0.5646666666666667,-31.33024093684069,967.0,1.282405164776737,10.066313107583765,2.4713333333333334,88.7,144,-15.68865,0.83449
2023,7,5,33,1,213.14233333333328,320.23333333333335,-42.804420290817255,957.0,10.23861492627952,9.23013374510196,6.153000000000001,47.41,186,37.69814,102.99
2024,5,7,42,1,-62.408333333333246,-1.6046666666666667,-2.1950576486385427,964.0,2.732831743207253,8.544328132476048,1.8076666666666668,75.76666666666667,128,-29.27875,3.3066
2023,6,4,22,1,636.3926666666666,883.6666666666666,-33.56638886959318,966.0,12.899524937766905,7.156746020150027,2.423333333333334,35.68333333333334,155,362.8536,185.35
2024,6,17,42,1,-20.71966666666674,-0.389,-8.397232579319088,958.0,3.9402551613676238,14.449236879862731,2.746,78.57333333333334,169,-33.66749,51.655
2024,6,3,28,1,173.2670000000001,231.0,2.2836415841827367,961.0,3.620144391039629,10.148153242224675,3.093,73.70666666666666,155,56.566990000000004,51.761
2024,6,10,39,1,-0.598666666666702,7.263666666666666,1.0844835858090014,948.0,1.301239303345076,11.332151991267315,4.754333333333333,89.7,162,-50.85672,73.399
2023,5,31,47,1,-94.37400000000008,-2.6523333333333334,-36.050169507626286,965.0,6.016315160429917,10.934234690518386,4.1306666666666665,64.50666666666667,151,-56.507819999999995,3.5302
2024,5,3,34,0,19.509,49.43266666666667,-5.914333333333334,985.2593333333334,3.245637503883401,11.33166994674944,1.9756666666666665,77.735,124,-3.0310200000000003,25.964000000000002
2024,4,7,25,0,248.168,410.1186666666667,41.931000000000004,987.9796666666666,13.528638118835968,12.809433185096587,1.8659999999999999,48.63466666666667,98,13.1012,161.67
2023,7,26,3,1,-72.48866666666663,-2.128,-40.16838389243613,954.0,1.547549184774189,10.574245996224695,3.923666666666666,87.23333333333335,207,-38.436,1.9377
2023,6,28,41,1,-83.00533333333323,0.1166666666666667,-28.812304063596386,962.0,7.580752843244099,12.467077313431055,3.0043333333333333,62.18666666666667,179,-29.74676,2.4647
2024,6,6,3,1,-68.1033333333333,-2.315,2.580086276561222,959.0,3.0661926239917996,8.470967631840882,3.4760000000000004,73.42333333333333,158,-61.898619999999994,33.071999999999996
2023,5,7,19,0,57.13666666666666,112.18633333333334,-4.545333333333334,991.94,1.0093022922404806,10.719042893960243,2.4323333333333332,91.39433333333334,127,18.00753,33.821
2023,7,9,2,1,-85.85233333333326,-2.4196666666666666,-33.93516042602515,965.0,17.823904334931477,11.18950478324239,2.4453333333333336,38.56666666666667,190,-28.01495,10.126
2024,5,10,21,0,455.6686666666667,758.5733333333334,64.616,995.594,14.403483810084214,10.494356842088717,1.4333333333333333,42.14966666666667,131,129.289,211.89
2024,4,20,28,1,329.78000000000003,417.3666666666666,0.3248593662999598,960.0,3.4722680651558298,5.443175443460647,5.194333333333334,61.053333333333335,111,171.2994,-34.765
2023,5,23,21,1,58.22300000000001,69.85,-27.407918350159026,959.0,0.4731136139190859,12.548361998532837,5.5183333333333335,96.36666666666667,143,12.831719999999999,33.705
2024,4,10,37,0,-51.70533333333333,13.910333333333332,-3.8876666666666666,1001.2460000000001,3.777720927463921,8.850321305495497,0.657,70.08466666666666,101,-26.85427,7.8969
2023,3,4,5,0,-9.360999999999999,-0.6693333333333333,-5.038666666666667,993.3083333333334,0.8231135201850828,6.094775709553678,1.035,88.10166666666667,63,-6.07714,4.2461
2024,4,10,18,1,360.5186666666667,479.6666666666667,8.102677611172421,968.0,3.4931230723165374,7.3629519478322365,4.911,67.82333333333334,101,219.7151,17.197
2024,5,17,24,1,537.8420000000001,706.4333333333334,-4.4968887451019075,950.3333333333334,8.274894504604612,11.05445495721415,4.919666666666667,57.19,138,163.3909,203.59
2023,7,7,43,1,-97.77366666666666,-3.092333333333334,-44.63235779385364,965.0,14.677542829306836,11.028936526125767,2.8386666666666667,42.903333333333336,188,-91.2462,72.741
2024,4,6,5,0,-11.941,-1.2583333333333335,1.1376666666666666,985.868,3.609273216150962,12.846379745023627,1.0066666666666668,78.06666666666666,97,-17.90154,7.5859
2023,6,18,28,0,491.37533333333334,835.067,47.173,985.4166666666666,26.988474439699786,10.521914036959418,1.4313333333333331,28.050666666666668,169,123.2123,155.15
2024,4,11,32,0,213.26300000000003,386.366,23.838666666666665,1002.6673333333333,10.052207391570828,9.619816310597177,1.7533333333333332,48.901,102,30.83147,108.89
2023,7,5,41,1,-32.76633333333331,-0.20033333333333334,-42.205238876520355,958.6666666666666,6.93388178258839,10.559722916566574,4.206,60.36333333333334,186,-25.58832,7.5766
2023,7,18,18,0,368.34833333333336,685.2336666666666,76.21066666666667,993.187,8.486832798369008,13.933669667403866,1.293,62.14699999999999,199,92.57687,176.84
2023,6,9,25,0,512.2726666666666,860.6996666666668,44.461666666666666,987.4626666666667,21.31004064451364,14.086738013113804,2.969333333333333,39.796666666666674,160,115.7493,167.78
2023,7,26,11,1,12.677666666666653,49.44,-39.356739116741146,955.0,1.74933587080465,10.205123382985672,3.5363333333333333,85.36666666666667,207,-10.83971,10.134
2023,7,8,11,0,20.226000000000003,133.6676666666667,-28.125,991.6976666666666,2.4170853172672206,13.72839017213799,0.302,85.02933333333334,189,109.2721,69.133
2024,6,26,18,0,369.02500000000003,683.9046666666667,63.61066666666667,983.971,15.571485318478675,18.549072679794666,1.5813333333333333,54.36333333333334,178,79.16698000000001,134.49
2024,5,3,32,1,8.742666666666707,22.043333333333333,-4.595193302845155,956.0,2.3964241178868555,10.917043203706799,3.6206666666666663,82.00000000000001,124,18.614810000000002,32.006
2023,7,14,24,1,455.268,609.9,-37.017760653829704,961.0,12.808307524698225,11.964384483615024,2.1626666666666665,48.296666666666674,195,99.45297,108.82
2023,6,6,18,1,403.74000000000007,561.5,-34.194009691597685,964.0,8.649613648150176,10.99669233644289,1.3163333333333334,55.97333333333333,157,164.8115,88.471
2023,7,4,0,0,-27.951666666666668,-2.2646666666666664,-8.566,982.576,7.033870365635666,11.38342057646078,1.0856666666666666,61.80833333333334,185,-16.848689999999998,15.120999999999999
2023,5,13,17,1,390.28666666666663,563.4666666666667,-24.92601919965867,964.0,8.552628667496814,9.303788621451924,1.601,52.10333333333333,133,199.3215,77.02
2024,6,17,24,1,459.89133333333325,614.6999999999999,-6.798137340688212,956.3333333333334,7.074317143962496,14.159251072032994,2.836,66.68333333333334,169,171.1032,122.09
2023,5,14,14,1,113.77866666666665,177.20000000000002,-22.46546769616531,962.0,2.9813450870646747,9.759445883297188,2.1213333333333337,76.60000000000001,134,38.283879999999996,19.980999999999998
2024,4,12,32,0,54.381,94.89166666666667,19.702333333333332,1000.6503333333334,6.274185946333912,13.4181838673377,1.5616666666666668,68.13900000000001,103,-10.10638,44.618
2024,4,3,4,1,-41.50066666666663,-1.0453333333333334,3.3505552765058564,950.0,1.7379818734534798,8.155653079792138,3.824333333333333,82.43333333333334,94,-29.1114,1.3141
2024,6,13,8,1,-65.88366666666673,6.321333333333333,6.980893292592763,960.0,0.6999519004827786,8.591445008580655,3.8796666666666666,92.46666666666665,165,-30.683020000000003,-3.6351
2023,7,29,4,1,-25.474333333333277,-0.647,-56.97491600913016,953.0,1.099842881197464,17.541561884861263,3.7263333333333333,94.10000000000001,210,-27.252709999999997,5.4396
2023,5,17,24,1,554.2476666666666,730.3333333333334,-29.261183569983398,967.0,5.0310776373057475,6.05384665170515,4.704999999999999,54.61333333333332,137,265.844,70.985
2023,5,14,29,0,323.3086666666666,545.4726666666667,22.752,987.3146666666667,10.67836041267194,11.296136776997516,1.085,51.40566666666667,134,43.2187,71.066
2023,7,22,16,0,36.172,164.07866666666666,32.910666666666664,986.8473333333335,3.021314413645362,13.783682695773363,1.1116666666666666,82.02133333333333,203,17.08612,48.989
2024,6,6,0,1,-44.07466666666676,-3.3546666666666667,1.092737910833294,959.0,1.8922186077340388,10.289446248922868,3.198,84.46666666666667,158,-31.171570000000003,33.022
2023,5,27,35,0,100.50600000000001,297.5833333333333,19.701666666666664,994.4396666666665,13.06584942519281,10.619614691246914,2.0083333333333333,44.83599999999999,147,10.89927,57.066
2024,5,29,36,1,44.32400000000007,77.28,-3.9713266877426707,953.0,2.71895522571012,14.064719007068392,3.034333333333334,83.8,150,-7.46121,34.775999999999996
2023,5,27,13,0,69.62233333333332,287.96866666666665,-15.488333333333335,999.6283333333334,1.4221283174820893,9.840767544308475,0.718,87.37333333333333,147,37.29415,56.012
2023,6,1,47,0,-18.827666666666666,-1.4003333333333334,-10.188666666666668,990.5416666666666,3.093876529133409,9.824727709596425,0.8886666666666666,76.051,152,-8.04377,8.6088
2024,4,18,15,1,126.5333333333333,147.06666666666666,14.534267409592141,957.0,0.3060949329738021,6.812391880370432,1.4953333333333332,95.7,109,39.31857,19.223
2023,7,10,43,0,-53.696333333333335,-4.773,-34.97666666666667,992.0446666666667,2.677155148066607,16.391354180739437,1.272,85.96033333333332,191,-20.69324,1.8608
2024,6,22,15,1,215.94366666666673,341.56666666666666,-0.2006130417132952,956.0,1.5342445484931577,12.371295165946307,5.710999999999999,88.96666666666665,174,34.03759,75.891
2023,6,17,41,1,-88.31899999999996,-0.1396666666666666,-33.14334363432982,959.0,10.934642054823284,11.812689034886061,2.5,51.93,168,-16.576710000000002,8.0366
2023,7,25,35,1,91.58533333333332,148.20000000000002,-44.458537291783436,950.0,6.07893623939651,10.97756274880919,4.155666666666666,64.36,206,28.61293,46.593
2023,6,30,28,1,98.36999999999995,118.76666666666667,-25.736940326302648,956.0,0.7314200472419277,14.721116162094573,3.279,95.26666666666667,181,58.259269999999994,140.53
2024,6,10,28,1,136.55166666666662,193.73333333333335,8.506370306604725e-15,949.0,5.909439468073838,9.345976076390073,3.3136666666666663,61.26333333333333,162,23.51503,47.048
2023,3,11,10,0,-46.88766666666667,-1.8743333333333336,-10.764666666666665,975.5353333333334,0.7439227718966812,5.1730619984783175,2.2936666666666667,87.42733333333332,70,-9.756160000000001,13.562000000000001
2023,5,19,43,1,-77.17533333333341,-2.2803333333333335,-32.34624420456159,967.0,5.648264908034264,8.150427864036413,2.8983333333333334,59.06666666666666,139,-74.55445,21.776
2024,6,14,36,1,14.585999999999956,35.57,-4.923195781954507,953.0,4.0354241275701455,12.238634728069641,3.4273333333333333,75.20333333333333,166,2.72401,7.8095
2024,6,11,22,0,183.7673333333333,311.32233333333335,14.128666666666668,985.352,6.899932858454411,9.23158201881492,2.3836666666666666,57.227,163,37.868759999999995,96.40700000000001
2023,7,20,26,1,606.4173333333333,807.1999999999999,-51.43429704951097,959.0,8.628837540456487,10.692339218290687,3.6343333333333336,55.34,201,229.5106,228.54
2024,6,4,19,0,299.67299999999994,473.64166666666665,26.145666666666667,987.1723333333333,7.141562036523311,12.559117598211014,1.1103333333333334,63.74966666666666,156,66.35815,118.78
2023,3,4,37,0,-22.992,-2.1206666666666667,-1.1716666666666669,990.3223333333334,0.5314807333138392,6.919880141260954,0.6343333333333333,92.86733333333332,63,-14.699810000000001,18.719
2023,6,8,42,0,-27.066666666666666,-2.6519999999999997,-0.8623333333333334,987.8156666666667,9.015570994088545,13.547235461298094,1.737,60.042333333333325,159,-18.17219,11.272
2023,7,8,1,1,-94.35366666666664,-2.7136666666666667,-41.34945150870926,965.0,13.376901958428022,10.135346620950969,3.502333333333333,43.10666666666666,189,-102.4091,33.436
2023,5,13,15,0,182.125,447.25399999999996,-2.2046666666666668,991.683,4.5473250474832,11.471151236450856,0.8170000000000001,71.612,133,57.28623,95.906
2024,6,7,4,1,-33.67333333333329,-0.5833333333333334,0.9475505680364039,960.0,3.9810457521708393,8.867945379095989,1.6693333333333333,69.01666666666667,159,-13.09982,3.8361
2024,6,25,3,0,-52.196333333333335,-4.137333333333333,-25.783333333333335,990.099,1.26949767534364,14.412993681588278,0.9353333333333333,91.90499999999999,177,-10.56047,-2.123
2023,6,3,8,1,-82.6463333333333,9.350333333333333,-31.33566830472381,965.0,4.636267300581346,5.755067702589396,3.7656666666666667,55.38333333333333,154,-64.16728,14.212
2024,4,11,5,1,-90.98333333333329,-2.448,8.925116673579007,972.6666666666666,3.732629731190209,6.630988217510045,3.673666666666667,63.98333333333333,102,-54.885780000000004,19.354
2023,7,28,10,1,10.209666666666635,12.273333333333332,-42.83191895475841,950.0,0.5459112683741587,16.165658171651142,4.824333333333334,96.73333333333333,209,-87.21224000000001,-6.3257
2024,5,12,16,0,228.95333333333335,532.1303333333333,9.288333333333332,992.3756666666667,5.999617412447666,12.80913991543391,2.0449999999999995,68.10199999999999,133,92.59911,91.229
2024,4,7,33,0,87.14533333333334,199.29666666666665,32.35066666666666,986.3926666666666,15.884911953336523,11.97618569405805,1.6793333333333333,42.98533333333334,98,-35.95227,83.24799999999999
2024,4,13,8,1,-53.353999999999985,-1.3206666666666667,-1.8398080150556715,969.3333333333334,1.7569888875756803,12.336504863031392,3.701,87.53333333333335,104,-28.2861,-0.85713
